year,table_code,table_family,source_type,geo_id,name,tract_geoid,statefp,countyfp,tractce,GEO_ID,NAME,S1601_C01_001E,S1601_C01_001M,S1601_C01_002E,S1601_C01_002M,S1601_C01_003E,S1601_C01_003M,S1601_C01_004E,S1601_C01_004M,S1601_C01_005E,S1601_C01_005M,S1601_C01_006E,S1601_C01_006M,S1601_C01_007E,S1601_C01_007M,S1601_C01_008E,S1601_C01_008M,S1601_C01_009E,S1601_C01_009M,S1601_C01_010E,S1601_C01_010M,S1601_C01_011E,S1601_C01_011M,S1601_C01_012E,S1601_C01_012M,S1601_C01_013E,S1601_C01_013M,S1601_C01_014E,S1601_C01_014M,S1601_C01_015E,S1601_C01_015M,S1601_C01_016E,S1601_C01_016M,S1601_C01_017E,S1601_C01_017M,S1601_C01_018E,S1601_C01_018M,S1601_C01_019E,S1601_C01_019M,S1601_C01_020E,S1601_C01_020M,S1601_C01_021E,S1601_C01_021M,S1601_C01_022E,S1601_C01_022M,S1601_C01_023E,S1601_C01_023M,S1601_C01_024E,S1601_C01_024M,S1601_C02_001E,S1601_C02_001M,S1601_C02_002E,S1601_C02_002M,S1601_C02_003E,S1601_C02_003M,S1601_C02_004E,S1601_C02_004M,S1601_C02_005E,S1601_C02_005M,S1601_C02_006E,S1601_C02_006M,S1601_C02_007E,S1601_C02_007M,S1601_C02_008E,S1601_C02_008M,S1601_C02_009E,S1601_C02_009M,S1601_C02_010E,S1601_C02_010M,S1601_C02_011E,S1601_C02_011M,S1601_C02_012E,S1601_C02_012M,S1601_C02_013E,S1601_C02_013M,S1601_C02_014E,S1601_C02_014M,S1601_C02_015E,S1601_C02_015M,S1601_C02_016E,S1601_C02_016M,S1601_C02_017E,S1601_C02_017M,S1601_C02_018E,S1601_C02_018M,S1601_C02_019E,S1601_C02_019M,S1601_C02_020E,S1601_C02_020M,S1601_C02_021E,S1601_C02_021M,S1601_C02_022E,S1601_C02_022M,S1601_C02_023E,S1601_C02_023M,S1601_C02_024E,S1601_C02_024M,S1601_C03_001E,S1601_C03_001M,S1601_C03_002E,S1601_C03_002M,S1601_C03_003E,S1601_C03_003M,S1601_C03_004E,S1601_C03_004M,S1601_C03_005E,S1601_C03_005M,S1601_C03_006E,S1601_C03_006M,S1601_C03_007E,S1601_C03_007M,S1601_C03_008E,S1601_C03_008M,S1601_C03_009E,S1601_C03_009M,S1601_C03_010E,S1601_C03_010M,S1601_C03_011E,S1601_C03_011M,S1601_C03_012E,S1601_C03_012M,S1601_C03_013E,S1601_C03_013M,S1601_C03_014E,S1601_C03_014M,S1601_C03_015E,S1601_C03_015M,S1601_C03_016E,S1601_C03_016M,S1601_C03_017E,S1601_C03_017M,S1601_C03_018E,S1601_C03_018M,S1601_C03_019E,S1601_C03_019M,S1601_C03_020E,S1601_C03_020M,S1601_C03_021E,S1601_C03_021M,S1601_C03_022E,S1601_C03_022M,S1601_C03_023E,S1601_C03_023M,S1601_C03_024E,S1601_C03_024M,S1601_C04_001E,S1601_C04_001M,S1601_C04_002E,S1601_C04_002M,S1601_C04_003E,S1601_C04_003M,S1601_C04_004E,S1601_C04_004M,S1601_C04_005E,S1601_C04_005M,S1601_C04_006E,S1601_C04_006M,S1601_C04_007E,S1601_C04_007M,S1601_C04_008E,S1601_C04_008M,S1601_C04_009E,S1601_C04_009M,S1601_C04_010E,S1601_C04_010M,S1601_C04_011E,S1601_C04_011M,S1601_C04_012E,S1601_C04_012M,S1601_C04_013E,S1601_C04_013M,S1601_C04_014E,S1601_C04_014M,S1601_C04_015E,S1601_C04_015M,S1601_C04_016E,S1601_C04_016M,S1601_C04_017E,S1601_C04_017M,S1601_C04_018E,S1601_C04_018M,S1601_C04_019E,S1601_C04_019M,S1601_C04_020E,S1601_C04_020M,S1601_C04_021E,S1601_C04_021M,S1601_C04_022E,S1601_C04_022M,S1601_C04_023E,S1601_C04_023M,S1601_C04_024E,S1601_C04_024M,S1601_C05_001E,S1601_C05_001M,S1601_C05_002E,S1601_C05_002M,S1601_C05_003E,S1601_C05_003M,S1601_C05_004E,S1601_C05_004M,S1601_C05_005E,S1601_C05_005M,S1601_C05_006E,S1601_C05_006M,S1601_C05_007E,S1601_C05_007M,S1601_C05_008E,S1601_C05_008M,S1601_C05_009E,S1601_C05_009M,S1601_C05_010E,S1601_C05_010M,S1601_C05_011E,S1601_C05_011M,S1601_C05_012E,S1601_C05_012M,S1601_C05_013E,S1601_C05_013M,S1601_C05_014E,S1601_C05_014M,S1601_C05_015E,S1601_C05_015M,S1601_C05_016E,S1601_C05_016M,S1601_C05_017E,S1601_C05_017M,S1601_C05_018E,S1601_C05_018M,S1601_C05_019E,S1601_C05_019M,S1601_C05_020E,S1601_C05_020M,S1601_C05_021E,S1601_C05_021M,S1601_C05_022E,S1601_C05_022M,S1601_C05_023E,S1601_C05_023M,S1601_C05_024E,S1601_C05_024M,S1601_C06_001E,S1601_C06_001M,S1601_C06_002E,S1601_C06_002M,S1601_C06_003E,S1601_C06_003M,S1601_C06_004E,S1601_C06_004M,S1601_C06_005E,S1601_C06_005M,S1601_C06_006E,S1601_C06_006M,S1601_C06_007E,S1601_C06_007M,S1601_C06_008E,S1601_C06_008M,S1601_C06_009E,S1601_C06_009M,S1601_C06_010E,S1601_C06_010M,S1601_C06_011E,S1601_C06_011M,S1601_C06_012E,S1601_C06_012M,S1601_C06_013E,S1601_C06_013M,S1601_C06_014E,S1601_C06_014M,S1601_C06_015E,S1601_C06_015M,S1601_C06_016E,S1601_C06_016M,S1601_C06_017E,S1601_C06_017M,S1601_C06_018E,S1601_C06_018M,S1601_C06_019E,S1601_C06_019M,S1601_C06_020E,S1601_C06_020M,S1601_C06_021E,S1601_C06_021M,S1601_C06_022E,S1601_C06_022M,S1601_C06_023E,S1601_C06_023M,S1601_C06_024E,S1601_C06_024M,Unnamed:_290
2021,S1601,Subject Table,ST,1400000US17019000200,"Census Tract 2, Champaign County, Illinois",17019000200,17,019,000200,1400000US17019000200,"Census Tract 2, Champaign County, Illinois",2095,356,1641,269,454,201,134,142,65,106,69,55,0,12,42,53,14,20,28,36,0,12,252,125,0,12,252,125,0,12,26,45,13,23,13,22,0,12,1389,249,1324,250,65,45,26,29,39,35,(X),(X),78.3,7.6,21.7,7.6,6.4,6.2,3.1,4.7,3.3,2.5,0.0,1.5,2.0,2.5,0.7,0.9,1.3,1.7,0.0,1.5,12.0,5.2,0.0,1.5,12.0,5.2,0.0,1.5,1.2,2.1,0.6,1.1,0.6,1.1,0.0,1.5,(X),(X),95.3,3.2,4.7,3.2,1.9,2.1,2.8,2.5,1880,301,(X),(X),239,119,73,106,65,106,8,12,0,12,21,27,7,10,14,21,0,12,125,64,0,12,125,64,0,12,20,35,13,23,7,12,0,12,1365,248,(X),(X),41,32,8,12,33,29,89.7,4.2,(X),(X),52.6,10.8,54.5,30.3,100.0,36.7,11.6,18.5,-,**,50.0,29.5,50.0,8.7,50.0,41.3,-,**,49.6,16.9,-,**,49.6,16.9,-,**,76.9,9.4,100.0,82.2,53.8,13.8,-,**,98.3,1.9,(X),(X),63.1,28.7,30.8,45.9,84.6,19.6,215,106,(X),(X),215,106,61,53,0,12,61,53,0,12,21,30,7,10,14,21,0,12,127,84,0,12,127,84,0,12,6,10,0,12,6,10,0,12,24,26,(X),(X),24,26,18,25,6,10,10.3,4.2,(X),(X),47.4,10.8,45.5,30.3,0.0,36.7,88.4,18.5,-,**,50.0,29.5,50.0,8.7,50.0,41.3,-,**,50.4,16.9,-,**,50.4,16.9,-,**,23.1,9.4,0.0,82.3,46.2,13.8,-,**,1.7,1.9,(X),(X),36.9,28.7,69.2,45.9,15.4,19.6,
2021,S1601,Subject Table,ST,1400000US17019000301,"Census Tract 3.01, Champaign County, Illinois",17019000301,17,019,000301,1400000US17019000301,"Census Tract 3.01, Champaign County, Illinois",5815,925,3706,889,2109,484,118,92,0,17,118,92,0,17,705,275,0,17,705,275,0,17,1239,393,0,17,1239,393,0,17,47,58,0,17,47,58,0,17,4349,915,3574,897,775,290,118,92,657,283,(X),(X),63.7,8.4,36.3,8.4,2.0,1.6,0.0,0.6,2.0,1.6,0.0,0.6,12.1,4.9,0.0,0.6,12.1,4.9,0.0,0.6,21.3,6.7,0.0,0.6,21.3,6.7,0.0,0.6,0.8,1.0,0.0,0.6,0.8,1.0,0.0,0.6,(X),(X),82.2,6.9,17.8,6.9,2.7,2.1,15.1,6.8,5024,919,(X),(X),1318,349,118,92,0,17,118,92,0,17,428,207,0,17,428,207,0,17,725,271,0,17,725,271,0,17,47,58,0,17,47,58,0,17,4213,915,(X),(X),639,233,118,92,521,227,86.4,6.3,(X),(X),62.5,13.3,100.0,23.7,-,**,100.0,23.7,-,**,60.7,21.6,-,**,60.7,21.6,-,**,58.5,20.5,-,**,58.5,20.5,-,**,100.0,43.3,-,**,100.0,43.3,-,**,96.9,3.5,(X),(X),82.5,16.3,100.0,23.7,79.3,18.9,791,372,(X),(X),791,372,0,17,0,17,0,17,0,17,277,199,0,17,277,199,0,17,514,335,0,17,514,335,0,17,0,17,0,17,0,17,0,17,136,149,(X),(X),136,149,0,17,136,149,13.6,6.3,(X),(X),37.5,13.3,0.0,23.7,-,**,0.0,23.7,-,**,39.3,21.6,-,**,39.3,21.6,-,**,41.5,20.5,-,**,41.5,20.5,-,**,0.0,43.3,-,**,0.0,43.3,-,**,3.1,3.5,(X),(X),17.5,16.3,0.0,23.7,20.7,18.9,
2021,S1601,Subject Table,ST,1400000US17019000302,"Census Tract 3.02, Champaign County, Illinois",17019000302,17,019,000302,1400000US17019000302,"Census Tract 3.02, Champaign County, Illinois",2545,431,1149,316,1396,373,11,18,0,12,11,18,0,12,501,267,0,12,501,267,0,12,834,290,0,12,834,290,0,12,50,58,0,12,28,44,22,36,1594,409,1038,295,556,279,11,18,545,278,(X),(X),45.1,10.5,54.9,10.5,0.4,0.7,0.0,1.3,0.4,0.7,0.0,1.3,19.7,9.6,0.0,1.3,19.7,9.6,0.0,1.3,32.8,10.1,0.0,1.3,32.8,10.1,0.0,1.3,2.0,2.2,0.0,1.3,1.1,1.7,0.9,1.4,(X),(X),65.1,13.2,34.9,13.2,0.7,1.2,34.2,13.1,2275,440,(X),(X),1126,347,11,18,0,12,11,18,0,12,472,269,0,12,472,269,0,12,593,260,0,12,593,260,0,12,50,58,0,12,28,44,22,36,1578,409,(X),(X),540,277,11,18,529,276,89.4,6.3,(X),(X),80.7,11.1,100.0,89.4,-,**,100.0,89.4,-,**,94.2,10.2,-,**,94.2,10.2,-,**,71.1,17.0,-,**,71.1,17.0,-,**,100.0,41.9,-,**,100.0,56.0,100.0,63.2,99.0,1.6,(X),(X),97.1,4.8,100.0,89.4,97.1,4.9,270,160,(X),(X),270,160,0,12,0,12,0,12,0,12,29,48,0,12,29,48,0,12,241,151,0,12,241,151,0,12,0,12,0,12,0,12,0,12,16,26,(X),(X),16,26,0,12,16,26,10.6,6.3,(X),(X),19.3,11.1,0.0,89.4,-,**,0.0,89.4,-,**,5.8,10.2,-,**,5.8,10.2,-,**,28.9,17.0,-,**,28.9,17.0,-,**,0.0,41.9,-,**,0.0,56.0,0.0,63.2,1.0,1.6,(X),(X),2.9,4.8,0.0,89.4,2.9,4.9,
2021,S1601,Subject Table,ST,1400000US17019000401,"Census Tract 4.01, Champaign County, Illinois",17019000401,17,019,000401,1400000US17019000401,"Census Tract 4.01, Champaign County, Illinois",4987,454,3911,416,1076,253,117,68,0,12,117,68,0,12,176,89,11,24,165,86,0,12,775,244,22,33,753,240,0,12,8,14,0,12,8,14,0,12,4385,434,3877,415,508,186,101,66,407,159,(X),(X),78.4,4.6,21.6,4.6,2.3,1.4,0.0,0.6,2.3,1.4,0.0,0.6,3.5,1.7,0.2,0.5,3.3,1.6,0.0,0.6,15.5,4.7,0.4,0.7,15.1,4.6,0.0,0.6,0.2,0.3,0.0,0.6,0.2,0.3,0.0,0.6,(X),(X),88.4,4.0,11.6,4.0,2.3,1.5,9.3,3.5,4648,460,(X),(X),737,210,103,64,0,12,103,64,0,12,171,89,11,24,160,86,0,12,455,184,11,23,444,183,0,12,8,14,0,12,8,14,0,12,4304,443,(X),(X),427,174,87,63,340,152,93.2,2.7,(X),(X),68.5,10.7,88.0,20.1,-,**,88.0,20.1,-,**,97.2,5.0,100.0,89.4,97.0,5.4,-,**,58.7,12.9,50.0,50.0,59.0,13.1,-,**,100.0,100.0,-,**,100.0,100.0,-,**,98.2,1.3,(X),(X),84.1,10.7,86.1,23.9,83.5,11.5,339,136,(X),(X),339,136,14,23,0,12,14,23,0,12,5,8,0,12,5,8,0,12,320,135,11,23,309,130,0,12,0,12,0,12,0,12,0,12,81,57,(X),(X),81,57,14,23,67,48,6.8,2.7,(X),(X),31.5,10.7,12.0,20.1,-,**,12.0,20.1,-,**,2.8,5.0,0.0,89.4,3.0,5.4,-,**,41.3,12.9,50.0,50.0,41.0,13.1,-,**,0.0,100.0,-,**,0.0,100.0,-,**,1.8,1.3,(X),(X),15.9,10.7,13.9,23.9,16.5,11.5,
2021,S1601,Subject Table,ST,1400000US17019000402,"Census Tract 4.02, Champaign County, Illinois",17019000402,17,019,000402,1400000US17019000402,"Census Tract 4.02, Champaign County, Illinois",3556,540,2398,473,1158,276,210,100,0,12,210,100,0,12,410,189,0,12,410,189,0,12,436,168,9,18,427,168,0,12,102,96,0,12,102,96,0,12,2947,517,2386,475,561,186,210,100,351,150,(X),(X),67.4,6.9,32.6,6.9,5.9,2.7,0.0,0.9,5.9,2.7,0.0,0.9,11.5,5.0,0.0,0.9,11.5,5.0,0.0,0.9,12.3,4.7,0.3,0.5,12.0,4.7,0.0,0.9,2.9,2.7,0.0,0.9,2.9,2.7,0.0,0.9,(X),(X),81.0,5.8,19.0,5.8,7.1,3.2,11.9,4.9,3256,545,(X),(X),858,244,199,98,0,12,199,98,0,12,357,194,0,12,357,194,0,12,204,84,0,12,204,84,0,12,98,96,0,12,98,96,0,12,2914,515,(X),(X),528,176,199,98,329,141,91.6,4.4,(X),(X),74.1,11.9,94.8,6.7,-,**,94.8,6.7,-,**,87.1,15.9,-,**,87.1,15.9,-,**,46.8,20.1,0.0,98.9,47.8,20.6,-,**,96.1,11.9,-,**,96.1,11.9,-,**,98.9,0.9,(X),(X),94.1,4.4,94.8,6.7,93.7,6.4,300,156,(X),(X),300,156,11,14,0,12,11,14,0,12,53,56,0,12,53,56,0,12,232,151,9,18,223,150,0,12,4,9,0,12,4,9,0,12,33,28,(X),(X),33,28,11,14,22,25,8.4,4.4,(X),(X),25.9,11.9,5.2,6.7,-,**,5.2,6.7,-,**,12.9,15.9,-,**,12.9,15.9,-,**,53.2,20.1,100.0,98.9,52.2,20.6,-,**,3.9,11.9,-,**,3.9,11.9,-,**,1.1,0.9,(X),(X),5.9,4.4,5.2,6.7,6.3,6.4,
2021,S1601,Subject Table,ST,1400000US17019000500,"Census Tract 5, Champaign County, Illinois",17019000500,17,019,000500,1400000US17019000500,"Census Tract 5, Champaign County, Illinois",3207,574,2919,596,288,166,61,73,0,12,61,73,0,12,57,56,0,12,15,24,42,51,140,118,0,12,140,118,0,12,30,50,0,12,30,50,0,12,2711,506,2590,508,121,92,40,63,81,68,(X),(X),91.0,5.4,9.0,5.4,1.9,2.3,0.0,1.0,1.9,2.3,0.0,1.0,1.8,1.7,0.0,1.0,0.5,0.8,1.3,1.6,4.4,3.8,0.0,1.0,4.4,3.8,0.0,1.0,0.9,1.6,0.0,1.0,0.9,1.6,0.0,1.0,(X),(X),95.5,3.5,4.5,3.5,1.5,2.3,3.0,2.6,3112,597,(X),(X),193,115,61,73,0,12,61,73,0,12,57,56,0,12,15,24,42,51,75,63,0,12,75,63,0,12,0,12,0,12,0,12,0,12,2711,506,(X),(X),121,92,40,63,81,68,97.0,3.6,(X),(X),67.0,29.7,100.0,38.0,-,**,100.0,38.0,-,**,100.0,39.3,-,**,100.0,76.6,100.0,45.8,53.6,48.1,-,**,53.6,48.1,-,**,0.0,54.1,-,**,0.0,54.1,-,**,100.0,1.2,(X),(X),100.0,23.3,100.0,46.9,100.0,31.8,95,113,(X),(X),95,113,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,65,100,0,12,65,100,0,12,30,50,0,12,30,50,0,12,0,12,(X),(X),0,12,0,12,0,12,3.0,3.6,(X),(X),33.0,29.7,0.0,38.0,-,**,0.0,38.0,-,**,0.0,39.3,-,**,0.0,76.6,0.0,45.8,46.4,48.1,-,**,46.4,48.1,-,**,100.0,54.1,-,**,100.0,54.1,-,**,0.0,1.2,(X),(X),0.0,23.3,0.0,46.9,0.0,31.8,
2021,S1601,Subject Table,ST,1400000US17019000700,"Census Tract 7, Champaign County, Illinois",17019000700,17,019,000700,1400000US17019000700,"Census Tract 7, Champaign County, Illinois",3566,591,2942,490,624,363,445,307,49,61,396,282,0,12,0,12,0,12,0,12,0,12,43,41,0,12,43,41,0,12,136,150,108,144,28,32,0,12,2636,471,2277,393,359,272,322,268,37,41,(X),(X),82.5,8.9,17.5,8.9,12.5,7.8,1.4,1.7,11.1,7.1,0.0,0.9,0.0,0.9,0.0,0.9,0.0,0.9,0.0,0.9,1.2,1.1,0.0,0.9,1.2,1.1,0.0,0.9,3.8,4.1,3.0,3.9,0.8,0.9,0.0,0.9,(X),(X),86.4,9.3,13.6,9.3,12.2,9.3,1.4,1.6,3200,512,(X),(X),258,232,130,112,0,12,130,112,0,12,0,12,0,12,0,12,0,12,6,9,0,12,6,9,0,12,122,146,108,144,14,23,0,12,2356,388,(X),(X),79,86,79,86,0,12,89.7,6.9,(X),(X),41.3,29.4,29.2,27.0,0.0,42.4,32.8,32.5,-,**,-,**,-,**,-,**,-,**,14.0,25.2,-,**,14.0,25.2,-,**,89.7,21.2,100.0,25.5,50.0,50.0,-,**,89.4,8.7,(X),(X),22.0,27.1,24.5,32.3,0.0,48.8,366,270,(X),(X),366,270,315,268,49,61,266,251,0,12,0,12,0,12,0,12,0,12,37,40,0,12,37,40,0,12,14,25,0,12,14,25,0,12,280,251,(X),(X),280,251,243,247,37,41,10.3,6.9,(X),(X),58.7,29.4,70.8,27.0,100.0,42.4,67.2,32.5,-,**,-,**,-,**,-,**,-,**,86.0,25.2,-,**,86.0,25.2,-,**,10.3,21.2,0.0,25.5,50.0,50.0,-,**,10.6,8.7,(X),(X),78.0,27.1,75.5,32.3,100.0,48.8,
2021,S1601,Subject Table,ST,1400000US17019000800,"Census Tract 8, Champaign County, Illinois",17019000800,17,019,000800,1400000US17019000800,"Census Tract 8, Champaign County, Illinois",6076,804,4236,773,1840,476,358,288,67,94,276,210,15,24,620,302,151,158,469,202,0,17,746,257,61,63,631,220,54,91,116,138,37,60,79,82,0,17,4255,676,3604,680,651,295,248,201,403,217,(X),(X),69.7,7.5,30.3,7.5,5.9,4.4,1.1,1.5,4.5,3.2,0.2,0.4,10.2,5.0,2.5,2.5,7.7,3.5,0.0,0.5,12.3,4.5,1.0,1.0,10.4,3.8,0.9,1.5,1.9,2.3,0.6,1.0,1.3,1.4,0.0,0.5,(X),(X),84.7,7.0,15.3,7.0,5.8,4.4,9.5,5.5,5241,721,(X),(X),1005,302,183,129,0,17,183,129,0,17,395,224,36,100,359,188,0,17,368,169,49,48,319,163,0,17,59,97,37,60,22,36,0,17,3991,646,(X),(X),387,178,151,120,236,137,86.3,5.4,(X),(X),54.6,12.8,51.1,21.1,0.0,36.0,66.3,19.1,0.0,76.6,63.7,30.2,23.8,60.3,76.5,21.4,-,**,49.3,18.1,80.3,24.0,50.6,20.8,0.0,40.4,50.9,37.0,100.0,48.8,27.8,27.8,-,**,93.8,3.5,(X),(X),59.4,12.4,60.9,18.5,58.6,16.8,835,362,(X),(X),835,362,175,185,67,94,93,100,15,24,225,250,115,152,110,112,0,17,378,202,12,21,312,180,54,91,57,55,0,17,57,55,0,17,264,158,(X),(X),264,158,97,99,167,119,13.7,5.4,(X),(X),45.4,12.8,48.9,21.1,100.0,36.0,33.7,19.1,100.0,76.6,36.3,30.2,76.2,60.3,23.5,21.4,-,**,50.7,18.1,19.7,24.0,49.4,20.8,100.0,40.4,49.1,37.0,0.0,48.8,72.2,27.8,-,**,6.2,3.5,(X),(X),40.6,12.4,39.1,18.5,41.4,16.8,
2021,S1601,Subject Table,ST,1400000US17019000901,"Census Tract 9.01, Champaign County, Illinois",17019000901,17,019,000901,1400000US17019000901,"Census Tract 9.01, Champaign County, Illinois",4249,668,3625,654,624,318,303,189,48,57,246,159,9,17,295,223,84,109,204,132,7,11,0,12,0,12,0,12,0,12,26,41,0,12,26,41,0,12,2956,486,2776,496,180,107,44,41,136,97,(X),(X),85.3,7.1,14.7,7.1,7.1,4.3,1.1,1.3,5.8,3.6,0.2,0.4,6.9,5.1,2.0,2.5,4.8,3.1,0.2,0.3,0.0,0.8,0.0,0.8,0.0,0.8,0.0,0.8,0.6,0.9,0.0,0.8,0.6,0.9,0.0,0.8,(X),(X),93.9,3.7,6.1,3.7,1.5,1.4,4.6,3.3,3990,648,(X),(X),365,190,185,149,40,51,136,112,9,17,180,126,84,109,89,80,7,11,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,2916,490,(X),(X),140,92,44,41,96,81,93.9,4.2,(X),(X),58.5,16.2,61.1,29.9,83.3,24.6,55.3,33.1,100.0,98.9,61.0,15.7,100.0,31.0,43.6,34.2,100.0,100.0,-,**,-,**,-,**,-,**,0.0,58.2,-,**,0.0,58.2,-,**,98.6,2.1,(X),(X),77.8,30.7,100.0,44.7,70.6,38.7,259,186,(X),(X),259,186,118,113,8,14,110,112,0,12,115,112,0,12,115,112,0,12,0,12,0,12,0,12,0,12,26,41,0,12,26,41,0,12,40,62,(X),(X),40,62,0,12,40,62,6.1,4.2,(X),(X),41.5,16.2,38.9,29.9,16.7,24.6,44.7,33.1,0.0,98.9,39.0,15.7,0.0,31.0,56.4,34.2,0.0,100.0,-,**,-,**,-,**,-,**,100.0,58.2,-,**,100.0,58.2,-,**,1.4,2.1,(X),(X),22.2,30.7,0.0,44.7,29.4,38.7,
2021,S1601,Subject Table,ST,1400000US17019000902,"Census Tract 9.02, Champaign County, Illinois",17019000902,17,019,000902,1400000US17019000902,"Census Tract 9.02, Champaign County, Illinois",6738,821,5141,657,1597,549,142,142,34,53,108,100,0,17,625,597,272,321,350,300,3,5,712,426,203,140,509,323,0,17,118,149,0,17,48,70,70,83,4843,619,4302,559,541,305,67,76,474,294,(X),(X),76.3,6.9,23.7,6.9,2.1,2.1,0.5,0.8,1.6,1.5,0.0,0.5,9.3,8.4,4.0,4.6,5.2,4.2,0.0,0.1,10.6,6.3,3.0,2.1,7.6,4.8,0.0,0.5,1.8,2.2,0.0,0.5,0.7,1.1,1.0,1.3,(X),(X),88.8,5.9,11.2,5.9,1.4,1.6,9.8,5.7,5988,750,(X),(X),847,420,131,139,34,53,97,96,0,17,198,154,65,109,130,115,3,5,448,373,161,117,287,276,0,17,70,83,0,17,0,17,70,83,4677,636,(X),(X),375,291,67,76,308,280,88.9,7.7,(X),(X),53.0,26.2,92.3,17.7,100.0,50.9,89.8,21.3,-,**,31.7,39.7,23.9,48.1,37.1,42.0,100.0,100.0,62.9,20.5,79.3,17.0,56.4,25.6,-,**,59.3,22.4,-,**,0.0,42.8,100.0,35.1,96.6,2.0,(X),(X),69.3,22.2,100.0,36.0,65.0,27.3,750,552,(X),(X),750,552,11,20,0,17,11,20,0,17,427,565,207,303,220,279,0,17,264,111,42,43,222,99,0,17,48,70,0,17,48,70,0,17,166,93,(X),(X),166,93,0,17,166,93,11.1,7.7,(X),(X),47.0,26.2,7.7,17.7,0.0,50.9,10.2,21.3,-,**,68.3,39.7,76.1,48.1,62.9,42.0,0.0,100.0,37.1,20.5,20.7,17.0,43.6,25.6,-,**,40.7,22.4,-,**,100.0,42.8,0.0,35.1,3.4,2.0,(X),(X),30.7,22.2,0.0,36.0,35.0,27.3,
