year,table_code,table_family,source_type,geo_id,name,tract_geoid,statefp,countyfp,tractce,GEO_ID,NAME,S1601_C01_001E,S1601_C01_001M,S1601_C01_002E,S1601_C01_002M,S1601_C01_003E,S1601_C01_003M,S1601_C01_004E,S1601_C01_004M,S1601_C01_005E,S1601_C01_005M,S1601_C01_006E,S1601_C01_006M,S1601_C01_007E,S1601_C01_007M,S1601_C01_008E,S1601_C01_008M,S1601_C01_009E,S1601_C01_009M,S1601_C01_010E,S1601_C01_010M,S1601_C01_011E,S1601_C01_011M,S1601_C01_012E,S1601_C01_012M,S1601_C01_013E,S1601_C01_013M,S1601_C01_014E,S1601_C01_014M,S1601_C01_015E,S1601_C01_015M,S1601_C01_016E,S1601_C01_016M,S1601_C01_017E,S1601_C01_017M,S1601_C01_018E,S1601_C01_018M,S1601_C01_019E,S1601_C01_019M,S1601_C01_020E,S1601_C01_020M,S1601_C01_021E,S1601_C01_021M,S1601_C01_022E,S1601_C01_022M,S1601_C01_023E,S1601_C01_023M,S1601_C01_024E,S1601_C01_024M,S1601_C02_001E,S1601_C02_001M,S1601_C02_002E,S1601_C02_002M,S1601_C02_003E,S1601_C02_003M,S1601_C02_004E,S1601_C02_004M,S1601_C02_005E,S1601_C02_005M,S1601_C02_006E,S1601_C02_006M,S1601_C02_007E,S1601_C02_007M,S1601_C02_008E,S1601_C02_008M,S1601_C02_009E,S1601_C02_009M,S1601_C02_010E,S1601_C02_010M,S1601_C02_011E,S1601_C02_011M,S1601_C02_012E,S1601_C02_012M,S1601_C02_013E,S1601_C02_013M,S1601_C02_014E,S1601_C02_014M,S1601_C02_015E,S1601_C02_015M,S1601_C02_016E,S1601_C02_016M,S1601_C02_017E,S1601_C02_017M,S1601_C02_018E,S1601_C02_018M,S1601_C02_019E,S1601_C02_019M,S1601_C02_020E,S1601_C02_020M,S1601_C02_021E,S1601_C02_021M,S1601_C02_022E,S1601_C02_022M,S1601_C02_023E,S1601_C02_023M,S1601_C02_024E,S1601_C02_024M,S1601_C03_001E,S1601_C03_001M,S1601_C03_002E,S1601_C03_002M,S1601_C03_003E,S1601_C03_003M,S1601_C03_004E,S1601_C03_004M,S1601_C03_005E,S1601_C03_005M,S1601_C03_006E,S1601_C03_006M,S1601_C03_007E,S1601_C03_007M,S1601_C03_008E,S1601_C03_008M,S1601_C03_009E,S1601_C03_009M,S1601_C03_010E,S1601_C03_010M,S1601_C03_011E,S1601_C03_011M,S1601_C03_012E,S1601_C03_012M,S1601_C03_013E,S1601_C03_013M,S1601_C03_014E,S1601_C03_014M,S1601_C03_015E,S1601_C03_015M,S1601_C03_016E,S1601_C03_016M,S1601_C03_017E,S1601_C03_017M,S1601_C03_018E,S1601_C03_018M,S1601_C03_019E,S1601_C03_019M,S1601_C03_020E,S1601_C03_020M,S1601_C03_021E,S1601_C03_021M,S1601_C03_022E,S1601_C03_022M,S1601_C03_023E,S1601_C03_023M,S1601_C03_024E,S1601_C03_024M,S1601_C04_001E,S1601_C04_001M,S1601_C04_002E,S1601_C04_002M,S1601_C04_003E,S1601_C04_003M,S1601_C04_004E,S1601_C04_004M,S1601_C04_005E,S1601_C04_005M,S1601_C04_006E,S1601_C04_006M,S1601_C04_007E,S1601_C04_007M,S1601_C04_008E,S1601_C04_008M,S1601_C04_009E,S1601_C04_009M,S1601_C04_010E,S1601_C04_010M,S1601_C04_011E,S1601_C04_011M,S1601_C04_012E,S1601_C04_012M,S1601_C04_013E,S1601_C04_013M,S1601_C04_014E,S1601_C04_014M,S1601_C04_015E,S1601_C04_015M,S1601_C04_016E,S1601_C04_016M,S1601_C04_017E,S1601_C04_017M,S1601_C04_018E,S1601_C04_018M,S1601_C04_019E,S1601_C04_019M,S1601_C04_020E,S1601_C04_020M,S1601_C04_021E,S1601_C04_021M,S1601_C04_022E,S1601_C04_022M,S1601_C04_023E,S1601_C04_023M,S1601_C04_024E,S1601_C04_024M,S1601_C05_001E,S1601_C05_001M,S1601_C05_002E,S1601_C05_002M,S1601_C05_003E,S1601_C05_003M,S1601_C05_004E,S1601_C05_004M,S1601_C05_005E,S1601_C05_005M,S1601_C05_006E,S1601_C05_006M,S1601_C05_007E,S1601_C05_007M,S1601_C05_008E,S1601_C05_008M,S1601_C05_009E,S1601_C05_009M,S1601_C05_010E,S1601_C05_010M,S1601_C05_011E,S1601_C05_011M,S1601_C05_012E,S1601_C05_012M,S1601_C05_013E,S1601_C05_013M,S1601_C05_014E,S1601_C05_014M,S1601_C05_015E,S1601_C05_015M,S1601_C05_016E,S1601_C05_016M,S1601_C05_017E,S1601_C05_017M,S1601_C05_018E,S1601_C05_018M,S1601_C05_019E,S1601_C05_019M,S1601_C05_020E,S1601_C05_020M,S1601_C05_021E,S1601_C05_021M,S1601_C05_022E,S1601_C05_022M,S1601_C05_023E,S1601_C05_023M,S1601_C05_024E,S1601_C05_024M,S1601_C06_001E,S1601_C06_001M,S1601_C06_002E,S1601_C06_002M,S1601_C06_003E,S1601_C06_003M,S1601_C06_004E,S1601_C06_004M,S1601_C06_005E,S1601_C06_005M,S1601_C06_006E,S1601_C06_006M,S1601_C06_007E,S1601_C06_007M,S1601_C06_008E,S1601_C06_008M,S1601_C06_009E,S1601_C06_009M,S1601_C06_010E,S1601_C06_010M,S1601_C06_011E,S1601_C06_011M,S1601_C06_012E,S1601_C06_012M,S1601_C06_013E,S1601_C06_013M,S1601_C06_014E,S1601_C06_014M,S1601_C06_015E,S1601_C06_015M,S1601_C06_016E,S1601_C06_016M,S1601_C06_017E,S1601_C06_017M,S1601_C06_018E,S1601_C06_018M,S1601_C06_019E,S1601_C06_019M,S1601_C06_020E,S1601_C06_020M,S1601_C06_021E,S1601_C06_021M,S1601_C06_022E,S1601_C06_022M,S1601_C06_023E,S1601_C06_023M,S1601_C06_024E,S1601_C06_024M,Unnamed:_290
2021,S1601,Subject Table,ST,1400000US17019001000,"Census Tract 10, Champaign County, Illinois",17019001000,17,019,001000,1400000US17019001000,"Census Tract 10, Champaign County, Illinois",4280,542,4101,515,179,120,107,103,0,12,107,103,0,12,72,61,0,12,50,51,22,33,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,3469,426,3347,423,122,101,87,94,35,40,(X),(X),95.8,2.7,4.2,2.7,2.5,2.3,0.0,0.8,2.5,2.3,0.0,0.8,1.7,1.4,0.0,0.8,1.2,1.2,0.5,0.8,0.0,0.8,0.0,0.8,0.0,0.8,0.0,0.8,0.0,0.8,0.0,0.8,0.0,0.8,0.0,0.8,(X),(X),96.5,2.9,3.5,2.9,2.5,2.7,1.0,1.2,4280,542,(X),(X),179,120,107,103,0,12,107,103,0,12,72,61,0,12,50,51,22,33,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,3469,426,(X),(X),122,101,87,94,35,40,100.0,0.8,(X),(X),100.0,16.5,100.0,25.7,-,**,100.0,25.7,-,**,100.0,34.4,-,**,100.0,41.9,100.0,63.2,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,100.0,0.9,(X),(X),100.0,23.1,100.0,30.2,100.0,50.1,0,12,(X),(X),0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,(X),(X),0,12,0,12,0,12,0.0,0.8,(X),(X),0.0,16.5,0.0,25.7,-,**,0.0,25.7,-,**,0.0,34.4,-,**,0.0,41.9,0.0,63.2,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,0.0,0.9,(X),(X),0.0,23.1,0.0,30.2,0.0,50.1,
2021,S1601,Subject Table,ST,1400000US17019001100,"Census Tract 11, Champaign County, Illinois",17019001100,17,019,001100,1400000US17019001100,"Census Tract 11, Champaign County, Illinois",3432,443,3100,451,332,136,111,68,0,12,111,68,0,12,112,71,8,13,67,49,37,50,48,40,30,41,18,20,0,12,61,66,20,30,41,43,0,12,2828,444,2644,456,184,96,64,54,120,70,(X),(X),90.3,4.1,9.7,4.1,3.2,2.1,0.0,0.9,3.2,2.1,0.0,0.9,3.3,2.1,0.2,0.4,2.0,1.5,1.1,1.4,1.4,1.2,0.9,1.2,0.5,0.6,0.0,0.9,1.8,1.9,0.6,0.9,1.2,1.2,0.0,0.9,(X),(X),93.5,3.6,6.5,3.6,2.3,2.0,4.2,2.5,3396,445,(X),(X),296,131,75,61,0,12,75,61,0,12,112,71,8,13,67,49,37,50,48,40,30,41,18,20,0,12,61,66,20,30,41,43,0,12,2828,444,(X),(X),184,96,64,54,120,70,99.0,1.1,(X),(X),89.2,11.0,67.6,31.5,-,**,67.6,31.5,-,**,100.0,24.8,100.0,100.0,100.0,36.0,100.0,48.8,100.0,42.8,100.0,54.1,100.0,69.9,-,**,100.0,38.0,100.0,66.3,100.0,46.3,-,**,100.0,1.1,(X),(X),100.0,16.1,100.0,37.0,100.0,23.4,36,38,(X),(X),36,38,36,38,0,12,36,38,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,(X),(X),0,12,0,12,0,12,1.0,1.1,(X),(X),10.8,11.0,32.4,31.5,-,**,32.4,31.5,-,**,0.0,24.8,0.0,100.0,0.0,36.0,0.0,48.8,0.0,42.8,0.0,54.1,0.0,69.9,-,**,0.0,38.0,0.0,66.3,0.0,46.3,-,**,0.0,1.1,(X),(X),0.0,16.1,0.0,37.0,0.0,23.4,
2021,S1601,Subject Table,ST,1400000US17019001201,"Census Tract 12.01, Champaign County, Illinois",17019001201,17,019,001201,1400000US17019001201,"Census Tract 12.01, Champaign County, Illinois",6680,880,5277,808,1403,561,462,358,167,223,295,190,0,17,392,332,73,118,293,247,26,33,495,286,44,78,266,191,185,165,54,91,0,17,54,91,0,17,4907,756,4135,665,772,397,222,145,550,366,(X),(X),79.0,7.6,21.0,7.6,6.9,5.4,2.5,3.3,4.4,2.9,0.0,0.5,5.9,4.8,1.1,1.7,4.4,3.6,0.4,0.5,7.4,4.2,0.7,1.2,4.0,2.9,2.8,2.4,0.8,1.3,0.0,0.5,0.8,1.3,0.0,0.5,(X),(X),84.3,7.3,15.7,7.3,4.5,3.0,11.2,6.8,6297,855,(X),(X),1020,468,356,340,167,223,189,140,0,17,308,246,73,118,219,180,16,27,302,214,44,78,128,134,130,145,54,91,0,17,54,91,0,17,4588,736,(X),(X),453,298,146,101,307,271,94.3,3.2,(X),(X),72.7,12.9,77.1,24.3,100.0,17.6,64.1,23.9,-,**,78.6,12.7,100.0,34.1,74.7,17.4,61.5,58.0,61.0,23.8,100.0,44.7,48.1,34.6,70.3,41.4,100.0,40.4,-,**,100.0,40.4,-,**,93.5,3.5,(X),(X),58.7,17.7,65.8,27.1,55.8,23.7,383,215,(X),(X),383,215,106,98,0,17,106,98,0,17,84,98,0,17,74,85,10,17,193,154,0,17,138,128,55,72,0,17,0,17,0,17,0,17,319,175,(X),(X),319,175,76,85,243,163,5.7,3.2,(X),(X),27.3,12.9,22.9,24.3,0.0,17.6,35.9,23.9,-,**,21.4,12.7,0.0,34.1,25.3,17.4,38.5,58.0,39.0,23.8,0.0,44.7,51.9,34.6,29.7,41.4,0.0,40.4,-,**,0.0,40.4,-,**,6.5,3.5,(X),(X),41.3,17.7,34.2,27.1,44.2,23.7,
2021,S1601,Subject Table,ST,1400000US17019001203,"Census Tract 12.03, Champaign County, Illinois",17019001203,17,019,001203,1400000US17019001203,"Census Tract 12.03, Champaign County, Illinois",4203,441,3935,423,268,123,26,31,0,12,26,31,0,12,94,94,10,15,84,84,0,12,148,84,10,17,138,81,0,12,0,12,0,12,0,12,0,12,3298,422,3214,405,84,67,26,31,58,57,(X),(X),93.6,2.8,6.4,2.8,0.6,0.7,0.0,0.8,0.6,0.7,0.0,0.8,2.2,2.2,0.2,0.4,2.0,2.0,0.0,0.8,3.5,2.0,0.2,0.4,3.3,1.9,0.0,0.8,0.0,0.8,0.0,0.8,0.0,0.8,0.0,0.8,(X),(X),97.5,2.0,2.5,2.0,0.8,0.9,1.8,1.7,4115,429,(X),(X),180,98,7,13,0,12,7,13,0,12,94,94,10,15,84,84,0,12,79,53,0,12,79,53,0,12,0,12,0,12,0,12,0,12,3253,416,(X),(X),39,53,7,13,32,51,97.9,1.4,(X),(X),67.2,18.5,26.9,37.7,-,**,26.9,37.7,-,**,100.0,28.5,100.0,93.8,100.0,31.0,-,**,53.4,24.7,0.0,93.8,57.2,24.9,-,**,-,**,-,**,-,**,-,**,98.6,1.2,(X),(X),46.4,41.1,26.9,37.7,55.2,55.2,88,62,(X),(X),88,62,19,25,0,12,19,25,0,12,0,12,0,12,0,12,0,12,69,55,10,17,59,49,0,12,0,12,0,12,0,12,0,12,45,39,(X),(X),45,39,19,25,26,29,2.1,1.4,(X),(X),32.8,18.5,73.1,37.7,-,**,73.1,37.7,-,**,0.0,28.5,0.0,93.8,0.0,31.0,-,**,46.6,24.7,100.0,93.8,42.8,24.9,-,**,-,**,-,**,-,**,-,**,1.4,1.2,(X),(X),53.6,41.1,73.1,37.7,44.8,55.2,
2021,S1601,Subject Table,ST,1400000US17019001204,"Census Tract 12.04, Champaign County, Illinois",17019001204,17,019,001204,1400000US17019001204,"Census Tract 12.04, Champaign County, Illinois",3458,390,2495,417,963,339,107,129,95,111,12,21,0,12,530,332,64,62,385,239,81,68,226,111,0,12,181,100,45,50,100,87,0,12,100,87,0,12,2526,323,1880,318,646,273,12,21,634,274,(X),(X),72.2,9.2,27.8,9.2,3.1,3.7,2.7,3.2,0.3,0.6,0.0,0.9,15.3,9.5,1.9,1.8,11.1,6.7,2.3,2.0,6.5,3.2,0.0,0.9,5.2,2.9,1.3,1.4,2.9,2.4,0.0,0.9,2.9,2.4,0.0,0.9,(X),(X),74.4,9.9,25.6,9.9,0.5,0.8,25.1,10.0,3177,380,(X),(X),682,273,70,112,58,92,12,21,0,12,393,235,35,49,320,194,38,46,160,82,0,12,130,81,30,45,59,61,0,12,59,61,0,12,2415,297,(X),(X),535,212,12,21,523,212,91.9,3.6,(X),(X),70.8,10.6,65.4,56.8,61.1,59.4,100.0,85.6,-,**,74.2,8.6,54.7,54.7,83.1,9.7,46.9,48.4,70.8,25.1,-,**,71.8,29.5,66.7,58.7,59.0,50.5,-,**,59.0,50.5,-,**,95.6,3.5,(X),(X),82.8,10.6,100.0,85.6,82.5,10.7,281,127,(X),(X),281,127,37,58,37,58,0,12,0,12,137,107,29,46,65,59,43,50,66,73,0,12,51,62,15,27,41,62,0,12,41,62,0,12,111,93,(X),(X),111,93,0,12,111,93,8.1,3.6,(X),(X),29.2,10.6,34.6,56.8,38.9,59.4,0.0,85.6,-,**,25.8,8.6,45.3,54.7,16.9,9.7,53.1,48.4,29.2,25.1,-,**,28.2,29.5,33.3,58.7,41.0,50.5,-,**,41.0,50.5,-,**,4.4,3.5,(X),(X),17.2,10.6,0.0,85.6,17.5,10.7,
2021,S1601,Subject Table,ST,1400000US17019001205,"Census Tract 12.05, Champaign County, Illinois",17019001205,17,019,001205,1400000US17019001205,"Census Tract 12.05, Champaign County, Illinois",7765,796,5206,603,2559,739,547,461,144,204,403,300,0,17,322,239,46,48,191,152,85,83,1622,571,507,239,958,340,157,143,68,90,27,43,41,54,0,17,5177,593,4292,559,885,353,403,300,482,232,(X),(X),67.0,7.7,33.0,7.7,7.0,5.8,1.9,2.6,5.2,3.7,0.0,0.4,4.1,3.1,0.6,0.6,2.5,2.0,1.1,1.1,20.9,6.4,6.5,2.8,12.3,3.9,2.0,1.8,0.9,1.2,0.3,0.6,0.5,0.7,0.0,0.4,(X),(X),82.9,6.3,17.1,6.3,7.8,5.6,9.3,4.4,6936,776,(X),(X),1730,630,321,250,0,17,321,250,0,17,301,225,46,48,170,139,85,83,1040,529,347,231,665,321,28,43,68,90,27,43,41,54,0,17,4969,591,(X),(X),677,290,321,250,356,185,89.3,5.2,(X),(X),67.6,14.5,58.7,34.0,0.0,20.0,79.7,20.6,-,**,93.5,10.4,100.0,43.7,89.0,17.0,100.0,30.7,64.1,19.1,68.4,28.5,69.4,17.5,17.8,36.1,100.0,35.7,100.0,57.1,100.0,46.3,-,**,96.0,3.0,(X),(X),76.5,14.7,79.7,20.6,73.9,20.8,829,419,(X),(X),829,419,226,295,144,204,82,97,0,17,21,36,0,17,21,36,0,17,582,294,160,135,293,157,129,145,0,17,0,17,0,17,0,17,208,155,(X),(X),208,155,82,97,126,123,10.7,5.2,(X),(X),32.4,14.5,41.3,34.0,100.0,20.0,20.3,20.6,-,**,6.5,10.4,0.0,43.7,11.0,17.0,0.0,30.7,35.9,19.1,31.6,28.5,30.6,17.5,82.2,36.1,0.0,35.7,0.0,57.1,0.0,46.3,-,**,4.0,3.0,(X),(X),23.5,14.7,20.3,20.6,26.1,20.8,
2021,S1601,Subject Table,ST,1400000US17019001206,"Census Tract 12.06, Champaign County, Illinois",17019001206,17,019,001206,1400000US17019001206,"Census Tract 12.06, Champaign County, Illinois",1907,261,1765,249,142,70,16,19,0,12,16,19,0,12,101,60,14,16,42,47,45,29,25,34,0,12,25,34,0,12,0,12,0,12,0,12,0,12,1591,216,1528,215,63,34,9,15,54,31,(X),(X),92.6,3.5,7.4,3.5,0.8,1.0,0.0,1.7,0.8,1.0,0.0,1.7,5.3,3.0,0.7,0.8,2.2,2.4,2.4,1.5,1.3,1.8,0.0,1.7,1.3,1.8,0.0,1.7,0.0,1.7,0.0,1.7,0.0,1.7,0.0,1.7,(X),(X),96.0,2.1,4.0,2.1,0.6,0.9,3.4,2.0,1884,263,(X),(X),119,66,14,17,0,12,14,17,0,12,83,57,14,16,36,45,33,27,22,33,0,12,22,33,0,12,0,12,0,12,0,12,0,12,1577,218,(X),(X),49,31,7,12,42,29,98.8,1.1,(X),(X),83.8,14.3,87.5,23.1,-,**,87.5,23.1,-,**,82.2,19.8,100.0,79.3,85.7,31.8,73.3,37.4,88.0,25.4,-,**,88.0,25.4,-,**,-,**,-,**,-,**,-,**,99.1,1.1,(X),(X),77.8,25.2,77.8,37.4,77.8,30.1,23,21,(X),(X),23,21,2,5,0,12,2,5,0,12,18,20,0,12,6,11,12,17,3,5,0,12,3,5,0,12,0,12,0,12,0,12,0,12,14,17,(X),(X),14,17,2,5,12,17,1.2,1.1,(X),(X),16.2,14.3,12.5,23.1,-,**,12.5,23.1,-,**,17.8,19.8,0.0,79.3,14.3,31.8,26.7,37.4,12.0,25.4,-,**,12.0,25.4,-,**,-,**,-,**,-,**,-,**,0.9,1.1,(X),(X),22.2,25.2,22.2,37.4,22.2,30.1,
2021,S1601,Subject Table,ST,1400000US17019001301,"Census Tract 13.01, Champaign County, Illinois",17019001301,17,019,001301,1400000US17019001301,"Census Tract 13.01, Champaign County, Illinois",5606,720,4302,577,1304,516,589,333,88,91,407,279,94,89,276,256,0,17,177,226,99,83,403,281,103,117,285,191,15,26,36,66,18,34,18,33,0,17,4414,647,3733,516,681,394,441,317,240,199,(X),(X),76.7,7.8,23.3,7.8,10.5,5.5,1.6,1.6,7.3,4.6,1.7,1.6,4.9,4.4,0.0,0.6,3.2,3.9,1.8,1.5,7.2,4.9,1.8,2.0,5.1,3.4,0.3,0.5,0.6,1.2,0.3,0.6,0.3,0.6,0.0,0.6,(X),(X),84.6,7.9,15.4,7.9,10.0,6.6,5.4,4.3,5068,727,(X),(X),766,419,408,257,43,63,365,241,0,17,183,224,0,17,156,222,27,31,148,125,88,116,45,51,15,26,27,51,18,34,9,17,0,17,4185,641,(X),(X),452,324,305,235,147,161,90.4,4.5,(X),(X),58.7,17.1,69.3,12.1,48.9,37.7,89.7,13.6,0.0,28.5,66.3,44.0,-,**,88.1,28.1,27.3,44.7,36.7,17.3,85.4,40.1,15.8,20.8,100.0,76.6,75.0,6.8,100.0,69.9,50.0,10.7,-,**,94.8,3.4,(X),(X),66.4,19.6,69.2,13.4,61.3,43.9,538,252,(X),(X),538,252,181,104,45,38,42,65,94,89,93,120,0,17,21,32,72,90,255,183,15,25,240,186,0,17,9,16,0,17,9,16,0,17,229,149,(X),(X),229,149,136,103,93,120,9.6,4.5,(X),(X),41.3,17.1,30.7,12.1,51.1,37.7,10.3,13.6,100.0,28.5,33.7,44.0,-,**,11.9,28.1,72.7,44.7,63.3,17.3,14.6,40.1,84.2,20.8,0.0,76.6,25.0,6.8,0.0,69.9,50.0,10.7,-,**,5.2,3.4,(X),(X),33.6,19.6,30.8,13.4,38.8,43.9,
2021,S1601,Subject Table,ST,1400000US17019001302,"Census Tract 13.02, Champaign County, Illinois",17019001302,17,019,001302,1400000US17019001302,"Census Tract 13.02, Champaign County, Illinois",4185,356,3460,385,725,231,86,74,9,16,47,51,30,40,246,159,0,12,238,160,8,14,393,188,170,119,195,95,28,46,0,12,0,12,0,12,0,12,3594,361,3143,384,451,188,73,62,378,185,(X),(X),82.7,5.5,17.3,5.5,2.1,1.8,0.2,0.4,1.1,1.3,0.7,1.0,5.9,3.8,0.0,0.8,5.7,3.8,0.2,0.3,9.4,4.4,4.1,2.8,4.7,2.3,0.7,1.1,0.0,0.8,0.0,0.8,0.0,0.8,0.0,0.8,(X),(X),87.5,5.3,12.5,5.3,2.0,1.8,10.5,5.0,4064,367,(X),(X),604,217,52,50,0,12,43,47,9,14,222,162,0,12,214,163,8,14,330,171,142,114,160,75,28,46,0,12,0,12,0,12,0,12,3537,371,(X),(X),394,186,52,50,342,182,97.1,2.5,(X),(X),83.3,13.3,60.5,34.6,0.0,98.9,91.5,15.1,30.0,53.2,90.2,15.5,-,**,89.9,16.2,100.0,100.0,84.0,19.2,83.5,25.7,82.1,17.4,100.0,56.0,-,**,-,**,-,**,-,**,98.4,1.6,(X),(X),87.4,13.2,71.2,40.0,90.5,11.5,121,103,(X),(X),121,103,34,45,9,16,4,9,21,37,24,32,0,12,24,32,0,12,63,82,28,44,35,42,0,12,0,12,0,12,0,12,0,12,57,57,(X),(X),57,57,21,37,36,40,2.9,2.5,(X),(X),16.7,13.3,39.5,34.6,100.0,98.9,8.5,15.1,70.0,53.2,9.8,15.5,-,**,10.1,16.2,0.0,100.0,16.0,19.2,16.5,25.7,17.9,17.4,0.0,56.0,-,**,-,**,-,**,-,**,1.6,1.6,(X),(X),12.6,13.2,28.8,40.0,9.5,11.5,
2021,S1601,Subject Table,ST,1400000US17019001400,"Census Tract 14, Champaign County, Illinois",17019001400,17,019,001400,1400000US17019001400,"Census Tract 14, Champaign County, Illinois",6487,457,4701,432,1786,340,434,160,74,83,352,113,8,14,442,248,63,79,354,186,25,30,768,180,140,69,628,143,0,17,142,105,38,45,104,74,0,17,4816,382,3918,387,898,196,305,104,593,160,(X),(X),72.5,4.7,27.5,4.7,6.7,2.4,1.1,1.3,5.4,1.7,0.1,0.2,6.8,3.7,1.0,1.2,5.5,2.8,0.4,0.5,11.8,2.6,2.2,1.0,9.7,2.1,0.0,0.5,2.2,1.6,0.6,0.7,1.6,1.1,0.0,0.5,(X),(X),81.4,4.0,18.6,4.0,6.3,2.1,12.3,3.3,5850,461,(X),(X),1149,306,265,104,26,43,231,97,8,14,361,241,63,79,289,180,9,13,444,158,121,66,323,128,0,17,79,59,38,45,41,33,0,17,4535,395,(X),(X),617,184,209,92,408,158,90.2,2.8,(X),(X),64.3,9.6,61.1,17.1,35.1,57.8,65.6,20.4,100.0,100.0,81.7,14.1,100.0,37.3,81.6,14.5,36.0,27.2,57.8,14.5,86.4,15.5,51.4,16.6,-,**,55.6,12.8,100.0,48.1,39.4,19.6,-,**,94.2,3.1,(X),(X),68.7,15.0,68.5,21.2,68.8,17.1,637,184,(X),(X),637,184,169,112,48,77,121,86,0,17,81,51,0,17,65,46,16,19,324,128,19,22,305,122,0,17,63,50,0,17,63,50,0,17,281,151,(X),(X),281,151,96,77,185,107,9.8,2.8,(X),(X),35.7,9.6,38.9,17.1,64.9,57.8,34.4,20.4,0.0,100.0,18.3,14.1,0.0,37.3,18.4,14.5,64.0,27.2,42.2,14.5,13.6,15.5,48.6,16.6,-,**,44.4,12.8,0.0,48.1,60.6,19.6,-,**,5.8,3.1,(X),(X),31.3,15.0,31.5,21.2,31.2,17.1,
2021,S1601,Subject Table,ST,1400000US17019005300,"Census Tract 53, Champaign County, Illinois",17019005300,17,019,005300,1400000US17019005300,"Census Tract 53, Champaign County, Illinois",4714,755,3277,690,1437,372,82,58,0,12,82,58,0,12,220,143,0,12,220,143,0,12,970,329,0,12,970,329,0,12,165,152,0,12,165,152,0,12,3346,716,2846,612,500,257,27,44,473,233,(X),(X),69.5,7.6,30.5,7.6,1.7,1.2,0.0,0.7,1.7,1.2,0.0,0.7,4.7,2.9,0.0,0.7,4.7,2.9,0.0,0.7,20.6,7.2,0.0,0.7,20.6,7.2,0.0,0.7,3.5,3.3,0.0,0.7,3.5,3.3,0.0,0.7,(X),(X),85.1,6.6,14.9,6.6,0.8,1.3,14.1,5.9,4349,749,(X),(X),1072,295,82,58,0,12,82,58,0,12,179,133,0,12,179,133,0,12,646,262,0,12,646,262,0,12,165,152,0,12,165,152,0,12,3327,716,(X),(X),481,248,27,44,454,224,92.3,4.2,(X),(X),74.6,11.4,100.0,31.5,-,**,100.0,31.5,-,**,81.4,22.1,-,**,81.4,22.1,-,**,66.6,16.4,-,**,66.6,16.4,-,**,100.0,17.8,-,**,100.0,17.8,-,**,99.4,0.9,(X),(X),96.2,5.9,100.0,57.1,96.0,6.1,365,199,(X),(X),365,199,0,12,0,12,0,12,0,12,41,49,0,12,41,49,0,12,324,194,0,12,324,194,0,12,0,12,0,12,0,12,0,12,19,30,(X),(X),19,30,0,12,19,30,7.7,4.2,(X),(X),25.4,11.4,0.0,31.5,-,**,0.0,31.5,-,**,18.6,22.1,-,**,18.6,22.1,-,**,33.4,16.4,-,**,33.4,16.4,-,**,0.0,17.8,-,**,0.0,17.8,-,**,0.6,0.9,(X),(X),3.8,5.9,0.0,57.1,4.0,6.1,
2021,S1601,Subject Table,ST,1400000US17019005401,"Census Tract 54.01, Champaign County, Illinois",17019005401,17,019,005401,1400000US17019005401,"Census Tract 54.01, Champaign County, Illinois",3781,450,3552,401,229,166,102,107,39,57,63,85,0,12,0,12,0,12,0,12,0,12,59,65,0,12,59,65,0,12,68,102,0,12,68,102,0,12,3047,279,3039,279,8,19,8,19,0,12,(X),(X),93.9,4.1,6.1,4.1,2.7,2.7,1.0,1.4,1.7,2.2,0.0,0.9,0.0,0.9,0.0,0.9,0.0,0.9,0.0,0.9,1.6,1.7,0.0,0.9,1.6,1.7,0.0,0.9,1.8,2.7,0.0,0.9,1.8,2.7,0.0,0.9,(X),(X),99.7,0.6,0.3,0.6,0.3,0.6,0.0,1.1,3711,434,(X),(X),159,132,47,58,39,57,8,19,0,12,0,12,0,12,0,12,0,12,44,60,0,12,44,60,0,12,68,102,0,12,68,102,0,12,3047,279,(X),(X),8,19,8,19,0,12,98.1,2.2,(X),(X),69.4,31.5,46.1,51.7,100.0,47.5,12.7,39.0,-,**,-,**,-,**,-,**,-,**,74.6,46.2,-,**,74.6,46.2,-,**,100.0,35.7,-,**,100.0,35.7,-,**,100.0,1.1,(X),(X),100.0,100.0,100.0,100.0,-,**,70,86,(X),(X),70,86,55,83,0,12,55,83,0,12,0,12,0,12,0,12,0,12,15,26,0,12,15,26,0,12,0,12,0,12,0,12,0,12,0,12,(X),(X),0,12,0,12,0,12,1.9,2.2,(X),(X),30.6,31.5,53.9,51.7,0.0,47.5,87.3,39.0,-,**,-,**,-,**,-,**,-,**,25.4,46.2,-,**,25.4,46.2,-,**,0.0,35.7,-,**,0.0,35.7,-,**,0.0,1.1,(X),(X),0.0,100.0,0.0,100.0,-,**,
