k,inertia,silhouette_score,year
2,536.8732533249853,0.42042007311452323,2019
3,409.68423315857825,0.2593473201487501,2019
4,336.87347374030884,0.2591692556094622,2019
5,304.68112292289055,0.22077015576973463,2019
6,270.8155669667301,0.23161331101724106,2019
