year,tract_geoid,display_area_label,primary_place,primary_zip,landmark_context_note,area_type,cluster_label,estimated_alice_households,estimated_alice_rate_proxy_pct,median_household_income,poverty_rate,unemployment_rate,pct_hh_income_under_25k,pct_rent_burden_30_plus,pct_age_18_24,pct_bachelors_or_higher,rank_basis,rank_group
2023,17019005401,Urbana — Mixed residential area,Urbana,61802.0,Renter-heavy housing profile; more very-low-income households.,Mixed residential area,cluster_0,1321.943420393742,59.68141852793418,43047.0,15.2,6.3,33.9,51.8,20.4,32.5,estimated_alice_households,top_15
2023,17019000901,Champaign — Family-oriented residential area,Champaign,61821.0,More very-low-income households; more households with children.,Family-oriented residential area,cluster_0,1151.0333367250028,59.57729486154258,44727.0,13.7,3.4,30.1,50.99,16.6,17.8,estimated_alice_households,top_15
2023,17019000302,Champaign — Student-dense area,Champaign,61820.0,Higher student concentration; renter-heavy housing profile; higher poverty rate; more very-low-income households.,Student-dense area,cluster_1,1089.4798903998194,59.30756071855304,14066.0,60.4,1.8,62.3,53.77,68.8,74.8,estimated_alice_households,top_15
2023,17019005601,Urbana — Mixed residential area,Urbana,61802.0,General tract context note not flagged by the current rule set.,Mixed residential area,cluster_0,1073.901330074091,40.28137022033349,67292.0,12.8,6.3,15.0,40.96,14.6,51.9,estimated_alice_households,top_15
2023,17019005500,Urbana — Senior-heavy residential area,Urbana,61802.0,Older age profile.,Senior-heavy residential area,cluster_0,1055.9391332542775,44.03415901810999,60115.0,18.6,2.0,22.1,42.97,11.5,43.3,estimated_alice_households,top_15
2023,17019000800,Champaign — Mixed residential area,Champaign,61822.0,Renter-heavy housing profile.,Mixed residential area,cluster_0,998.0135514892812,33.51287949930427,68000.0,12.5,5.2,12.7,28.9,22.2,50.1,estimated_alice_households,top_15
2023,17019000902,Champaign — Family-oriented residential area,Champaign,61822.0,More households with children.,Family-oriented residential area,cluster_0,949.353103718288,31.666214266787463,72974.0,7.8,7.4,9.8,28.94,12.7,40.0,estimated_alice_households,top_15
2023,17019000700,Champaign — Mixed residential area,Champaign,61820.0,General tract context note not flagged by the current rule set.,Mixed residential area,cluster_0,943.3890899989864,64.65997875250076,48048.0,24.8,6.4,23.7,30.78,11.3,9.1,estimated_alice_households,top_15
2023,17019010300,Rantoul — Family-oriented residential area,Rantoul,61866.0,Renter-heavy housing profile; higher poverty rate; more households with children.,Family-oriented residential area,cluster_0,887.8093377938114,74.85744838059118,40297.0,30.1,7.8,16.6,58.92,11.1,10.4,estimated_alice_households,top_15
2023,17019010100,Rantoul — Mixed residential area,Rantoul,61866.0,General tract context note not flagged by the current rule set.,Mixed residential area,cluster_0,884.5211972358484,46.824838392580645,51291.0,6.9,1.1,16.7,35.75,6.7,11.7,estimated_alice_households,top_15
2023,17019001205,Champaign — Family-oriented residential area,Champaign,61822.0,More households with children.,Family-oriented residential area,cluster_0,858.7071745214058,26.11639825186757,87368.0,10.3,1.1,15.3,45.62,9.8,66.4,estimated_alice_households,top_15
2023,17019000200,Champaign — Higher economic stress area,Champaign,61820.0,Higher poverty rate; more very-low-income households.,Higher economic stress area,cluster_0,698.1127693922025,78.08867666579447,32545.0,45.1,10.5,46.4,45.78,27.3,23.0,estimated_alice_rate_proxy_pct,top_15
2023,17019010300,Rantoul — Family-oriented residential area,Rantoul,61866.0,Renter-heavy housing profile; higher poverty rate; more households with children.,Family-oriented residential area,cluster_0,887.8093377938114,74.85744838059118,40297.0,30.1,7.8,16.6,58.92,11.1,10.4,estimated_alice_rate_proxy_pct,top_15
2023,17019000301,Champaign — Student-dense area,Champaign,61820.0,Higher student concentration; renter-heavy housing profile; higher poverty rate; more very-low-income households.,Student-dense area,cluster_1,1843.78259160379,74.5565140155192,5982.0,86.7,11.5,80.7,60.05,87.2,43.7,estimated_alice_rate_proxy_pct,top_15
2023,17019005300,Urbana — Student-dense area,Urbana,61801.0,Higher student concentration; renter-heavy housing profile; higher poverty rate; more very-low-income households.,Student-dense area,cluster_1,1523.3823776624586,72.889108979065,27094.0,42.9,10.4,46.8,46.2,49.6,36.6,estimated_alice_rate_proxy_pct,top_15
2023,17019005901,Urbana — Student-dense area,Urbana,61801.0,Higher student concentration; renter-heavy housing profile; higher poverty rate; more very-low-income households.,Student-dense area,cluster_1,261.7779216154888,68.34932679255583,9604.0,69.4,4.8,78.0,63.36,88.2,72.4,estimated_alice_rate_proxy_pct,top_15
2023,17019000700,Champaign — Mixed residential area,Champaign,61820.0,General tract context note not flagged by the current rule set.,Mixed residential area,cluster_0,943.3890899989864,64.65997875250076,48048.0,24.8,6.4,23.7,30.78,11.3,9.1,estimated_alice_rate_proxy_pct,top_15
2023,17019005902,Urbana — Student-dense area,Urbana,61801.0,Higher student concentration; renter-heavy housing profile; higher poverty rate; more very-low-income households.,Student-dense area,cluster_1,469.9720387916767,62.16561359678264,15781.0,66.8,3.2,66.5,65.21,84.3,57.6,estimated_alice_rate_proxy_pct,top_15
2023,17019011100,Urbana — Student-dense area,Urbana,61801.0,Higher student concentration; renter-heavy housing profile; higher poverty rate; more very-low-income households.,Student-dense area,cluster_1,655.700648667046,61.85855176104208,27500.0,45.9,2.7,49.0,61.96,48.5,76.3,estimated_alice_rate_proxy_pct,top_15
2023,17019005401,Urbana — Mixed residential area,Urbana,61802.0,Renter-heavy housing profile; more very-low-income households.,Mixed residential area,cluster_0,1321.943420393742,59.68141852793418,43047.0,15.2,6.3,33.9,51.8,20.4,32.5,estimated_alice_rate_proxy_pct,top_15
2023,17019000901,Champaign — Family-oriented residential area,Champaign,61821.0,More very-low-income households; more households with children.,Family-oriented residential area,cluster_0,1151.0333367250028,59.57729486154258,44727.0,13.7,3.4,30.1,50.99,16.6,17.8,estimated_alice_rate_proxy_pct,top_15
2023,17019000302,Champaign — Student-dense area,Champaign,61820.0,Higher student concentration; renter-heavy housing profile; higher poverty rate; more very-low-income households.,Student-dense area,cluster_1,1089.4798903998194,59.30756071855304,14066.0,60.4,1.8,62.3,53.77,68.8,74.8,estimated_alice_rate_proxy_pct,top_15
2023,17019000402,Champaign — Student-dense area,Champaign,61820.0,Higher student concentration; renter-heavy housing profile; higher poverty rate; more very-low-income households.,Student-dense area,cluster_1,690.5260917704776,58.91860851283938,9000.0,87.8,1.6,76.2,60.67,93.2,85.4,estimated_alice_rate_proxy_pct,top_15
2023,17019000401,Champaign — Student-dense area,Champaign,61820.0,Higher student concentration; renter-heavy housing profile; higher poverty rate; more very-low-income households.,Student-dense area,cluster_1,376.7664282604805,57.08582246370917,,90.7,4.3,85.1,61.06,96.7,77.9,estimated_alice_rate_proxy_pct,top_15
2023,17019005701,Urbana — Senior-heavy residential area,Urbana,61801.0,Older age profile.,Senior-heavy residential area,cluster_0,1373.1520177480888,56.6715649091246,56719.0,13.8,13.2,24.3,53.07,7.8,56.5,estimated_alice_rate_proxy_pct,top_15
2023,17019001201,Champaign — Mixed residential area,Champaign,61821.0,General tract context note not flagged by the current rule set.,Mixed residential area,cluster_0,1643.419481924299,56.20449664583786,53118.0,24.6,7.4,26.3,57.75,12.8,42.4,estimated_alice_rate_proxy_pct,top_15
2019,17019010400,Rantoul — Senior-heavy residential area,Rantoul,61866.0,Older age profile.,Senior-heavy residential area,cluster_0,546.6390341701748,29.014810730901,70182.0,7.7,3.8,12.8,31.45,8.2,19.2,estimated_alice_households,bottom_15
2019,17019010603,Mahomet — Family-oriented residential area,Mahomet,61853.0,More households with children.,Family-oriented residential area,cluster_0,543.2036607834422,20.568105292822494,91607.0,8.1,2.0,12.5,42.33,7.8,43.3,estimated_alice_households,bottom_15
2019,17019005800,Urbana — Higher economic stress area,Urbana,61801.0,Higher poverty rate; more very-low-income households.,Higher economic stress area,cluster_0,539.3878374230899,33.9878914570315,49855.0,27.0,3.1,33.6,43.24,30.4,82.0,estimated_alice_households,bottom_15
2019,17019001301,Champaign — Senior-heavy residential area,Champaign,61821.0,Older age profile.,Senior-heavy residential area,cluster_0,528.4878682541685,18.955805891469456,74070.0,9.3,4.2,15.7,29.76,7.9,66.2,estimated_alice_households,bottom_15
2019,17019010800,Sidney — Senior-heavy residential area,Sidney,61877.0,More households with children; older age profile.,Senior-heavy residential area,cluster_0,475.590973226076,26.58417961017753,72740.0,7.7,4.7,13.1,34.95,6.1,24.1,estimated_alice_households,bottom_15
2019,17019001205,Champaign — Family-oriented residential area,Champaign,61822.0,More households with children.,Family-oriented residential area,cluster_0,436.9751186669939,15.073305231700376,99671.0,7.8,2.4,13.0,38.01,5.2,71.3,estimated_alice_households,bottom_15
2019,17019010604,Champaign — Senior-heavy residential area,Champaign,61822.0,Older age profile.,Senior-heavy residential area,cluster_0,428.160509455138,40.93312709896156,60824.0,12.0,4.3,16.9,49.48,8.1,24.1,estimated_alice_households,bottom_15
2019,17019001100,Champaign — Senior-heavy residential area,Champaign,61821.0,Older age profile.,Senior-heavy residential area,cluster_0,349.1638035155291,20.85805277870544,73300.0,5.3,0.5,12.8,40.0,4.7,53.3,estimated_alice_households,bottom_15
2019,17019006000,Urbana — Student-dense area,Urbana,61802.0,Higher student concentration; renter-heavy housing profile; higher poverty rate; more very-low-income households.,Student-dense area,cluster_1,340.8915393398563,46.63358951297624,21354.0,41.8,5.6,60.1,47.92,66.8,92.7,estimated_alice_households,bottom_15
2019,17019001203,Champaign — Senior-heavy residential area,Champaign,61821.0,Older age profile.,Senior-heavy residential area,cluster_0,284.2834532477103,14.608604997312966,76944.0,3.3,3.5,6.6,25.92,10.1,48.2,estimated_alice_households,bottom_15
2019,17019000401,Champaign — Student-dense area,Champaign,61820.0,Higher student concentration; renter-heavy housing profile; higher poverty rate; more very-low-income households.,Student-dense area,cluster_1,274.94769077663165,57.28076891179826,3864.0,89.7,6.0,88.8,54.38,95.8,59.1,estimated_alice_households,bottom_15
2019,17019010500,Fisher — Family-oriented residential area,Fisher,61843.0,More households with children; older age profile.,Family-oriented residential area,cluster_0,257.27935514544555,15.26880445967036,83728.0,4.1,3.2,9.5,29.05,7.8,33.8,estimated_alice_households,bottom_15
2019,17019010601,Mahomet — Family-oriented residential area,Mahomet,61853.0,More households with children.,Family-oriented residential area,cluster_0,146.95698481636353,6.847948966279755,94828.0,1.6,5.0,4.6,23.46,10.2,48.9,estimated_alice_households,bottom_15
2019,17019001206,Champaign — Senior-heavy residential area,Champaign,61822.0,Older age profile.,Senior-heavy residential area,cluster_0,144.6210668944206,16.359849196201427,108385.0,2.2,1.1,7.8,57.01,5.1,68.1,estimated_alice_households,bottom_15
2019,17019001204,Champaign — Family-oriented residential area,Champaign,61822.0,More households with children; older age profile.,Family-oriented residential area,cluster_0,0.5698901391172067,0.0431408129536114,120785.0,1.1,3.7,5.9,34.4,5.4,61.2,estimated_alice_households,bottom_15
2019,17019001000,Champaign — Mixed residential area,Champaign,61821.0,General tract context note not flagged by the current rule set.,Mixed residential area,cluster_0,622.8891253455076,32.341076082321266,55378.0,15.7,2.2,26.1,40.87,14.2,46.1,estimated_alice_rate_proxy_pct,bottom_15
2019,17019010400,Rantoul — Senior-heavy residential area,Rantoul,61866.0,Older age profile.,Senior-heavy residential area,cluster_0,546.6390341701748,29.014810730901,70182.0,7.7,3.8,12.8,31.45,8.2,19.2,estimated_alice_rate_proxy_pct,bottom_15
2019,17019001302,Savoy — Senior-heavy residential area,Savoy,61822.0,Older age profile.,Senior-heavy residential area,cluster_0,566.5165891498355,27.4741313845701,94902.0,6.6,4.0,13.6,62.7,6.6,62.4,estimated_alice_rate_proxy_pct,bottom_15
2019,17019010800,Sidney — Senior-heavy residential area,Sidney,61877.0,More households with children; older age profile.,Senior-heavy residential area,cluster_0,475.590973226076,26.58417961017753,72740.0,7.7,4.7,13.1,34.95,6.1,24.1,estimated_alice_rate_proxy_pct,bottom_15
2019,17019010900,,,,,,cluster_0,891.3707038128313,25.229852924223923,73347.0,12.2,3.0,15.7,33.59,12.7,33.6,estimated_alice_rate_proxy_pct,bottom_15
2019,17019010700,,,,,,cluster_0,725.9093203178742,25.22270049749389,89767.0,5.1,1.9,13.9,48.11,7.4,32.1,estimated_alice_rate_proxy_pct,bottom_15
2019,17019001100,Champaign — Senior-heavy residential area,Champaign,61821.0,Older age profile.,Senior-heavy residential area,cluster_0,349.1638035155291,20.85805277870544,73300.0,5.3,0.5,12.8,40.0,4.7,53.3,estimated_alice_rate_proxy_pct,bottom_15
2019,17019010603,Mahomet — Family-oriented residential area,Mahomet,61853.0,More households with children.,Family-oriented residential area,cluster_0,543.2036607834422,20.568105292822494,91607.0,8.1,2.0,12.5,42.33,7.8,43.3,estimated_alice_rate_proxy_pct,bottom_15
2019,17019001301,Champaign — Senior-heavy residential area,Champaign,61821.0,Older age profile.,Senior-heavy residential area,cluster_0,528.4878682541685,18.955805891469456,74070.0,9.3,4.2,15.7,29.76,7.9,66.2,estimated_alice_rate_proxy_pct,bottom_15
2019,17019001206,Champaign — Senior-heavy residential area,Champaign,61822.0,Older age profile.,Senior-heavy residential area,cluster_0,144.6210668944206,16.359849196201427,108385.0,2.2,1.1,7.8,57.01,5.1,68.1,estimated_alice_rate_proxy_pct,bottom_15
2019,17019010500,Fisher — Family-oriented residential area,Fisher,61843.0,More households with children; older age profile.,Family-oriented residential area,cluster_0,257.27935514544555,15.26880445967036,83728.0,4.1,3.2,9.5,29.05,7.8,33.8,estimated_alice_rate_proxy_pct,bottom_15
2019,17019001205,Champaign — Family-oriented residential area,Champaign,61822.0,More households with children.,Family-oriented residential area,cluster_0,436.9751186669939,15.073305231700376,99671.0,7.8,2.4,13.0,38.01,5.2,71.3,estimated_alice_rate_proxy_pct,bottom_15
2019,17019001203,Champaign — Senior-heavy residential area,Champaign,61821.0,Older age profile.,Senior-heavy residential area,cluster_0,284.2834532477103,14.608604997312966,76944.0,3.3,3.5,6.6,25.92,10.1,48.2,estimated_alice_rate_proxy_pct,bottom_15
2019,17019010601,Mahomet — Family-oriented residential area,Mahomet,61853.0,More households with children.,Family-oriented residential area,cluster_0,146.95698481636353,6.847948966279755,94828.0,1.6,5.0,4.6,23.46,10.2,48.9,estimated_alice_rate_proxy_pct,bottom_15
2019,17019001204,Champaign — Family-oriented residential area,Champaign,61822.0,More households with children; older age profile.,Family-oriented residential area,cluster_0,0.5698901391172067,0.0431408129536114,120785.0,1.1,3.7,5.9,34.4,5.4,61.2,estimated_alice_rate_proxy_pct,bottom_15
2021,17019010702,St. Joseph — Family-oriented residential area,St. Joseph,61873.0,More households with children.,Family-oriented residential area,cluster_0,399.31147655787663,27.331381010121603,94648.0,5.8,7.4,6.6,35.64,7.1,28.8,estimated_alice_households,bottom_15
2021,17019001100,Champaign — Senior-heavy residential area,Champaign,61821.0,Older age profile.,Senior-heavy residential area,cluster_0,351.0472385276164,21.62952794378413,81941.0,4.7,0.8,8.8,43.86,11.2,65.2,estimated_alice_households,bottom_15
2021,17019011002,Champaign — Higher-income residential area,Champaign,61820.0,General tract context note not flagged by the current rule set.,Higher-income residential area,cluster_0,334.6466340363569,30.899966208343205,66593.0,11.7,4.3,22.2,44.34,6.0,73.6,estimated_alice_households,bottom_15
2021,17019001203,Champaign — Senior-heavy residential area,Champaign,61821.0,Older age profile.,Senior-heavy residential area,cluster_0,311.4145659460776,16.261857229560185,79570.0,3.2,3.0,6.3,17.3,8.7,45.0,estimated_alice_households,bottom_15
2021,17019000401,Champaign — Student-dense area,Champaign,61820.0,Higher student concentration; renter-heavy housing profile; higher poverty rate; more very-low-income households.,Student-dense area,cluster_1,286.36954733266595,52.73840650693664,4476.0,90.5,6.5,88.0,65.19,96.9,64.8,estimated_alice_households,bottom_15
2021,17019005902,Urbana — Student-dense area,Urbana,61801.0,Higher student concentration; renter-heavy housing profile; higher poverty rate; more very-low-income households.,Student-dense area,cluster_1,284.92356592893583,44.17419626805207,14256.0,58.8,1.8,65.6,61.09,87.2,77.7,estimated_alice_households,bottom_15
2021,17019010604,Champaign — Senior-heavy residential area,Champaign,61822.0,Older age profile.,Senior-heavy residential area,cluster_0,262.97322817737864,21.969359079146088,100871.0,5.4,2.8,8.4,31.3,7.4,24.2,estimated_alice_households,bottom_15
2021,17019010701,St. Joseph — Family-oriented residential area,St. Joseph,61873.0,More households with children.,Family-oriented residential area,cluster_0,245.43455008540244,17.00863132954972,94484.0,7.7,1.8,14.8,31.86,7.3,33.2,estimated_alice_households,bottom_15
2021,17019006000,Urbana — Student-dense area,Urbana,61802.0,Higher student concentration; renter-heavy housing profile; higher poverty rate; more very-low-income households.,Student-dense area,cluster_1,228.537258681283,37.22105190248909,24104.0,34.6,4.2,53.9,43.76,69.4,89.2,estimated_alice_households,bottom_15
2021,17019005901,Urbana — Student-dense area,Urbana,61801.0,Higher student concentration; renter-heavy housing profile; higher poverty rate; more very-low-income households.,Student-dense area,cluster_1,194.74607097174925,49.427936794860216,,83.1,4.9,87.6,53.64,93.3,64.0,estimated_alice_households,bottom_15
2021,17019010500,Fisher — Family-oriented residential area,Fisher,61843.0,More households with children; older age profile.,Family-oriented residential area,cluster_0,175.12185043532585,11.020884231298036,98407.0,3.7,1.9,6.9,21.08,6.5,32.1,estimated_alice_households,bottom_15
2021,17019001206,Champaign — Senior-heavy residential area,Champaign,61822.0,Older age profile.,Senior-heavy residential area,cluster_0,158.0335481352953,17.69692588301179,103125.0,5.1,1.5,10.6,54.92,4.4,67.6,estimated_alice_households,bottom_15
2021,17019010601,Mahomet — Family-oriented residential area,Mahomet,61853.0,More households with children.,Family-oriented residential area,cluster_0,134.65103260843,6.508024775661189,104141.0,1.2,1.9,2.1,20.68,5.8,47.2,estimated_alice_households,bottom_15
2021,17019005702,Urbana — Senior-heavy residential area,Urbana,61802.0,Older age profile.,Senior-heavy residential area,cluster_0,82.900310450318,12.155470740515836,124125.0,5.1,0.0,8.8,37.06,3.7,71.8,estimated_alice_households,bottom_15
2021,17019001204,Champaign — Family-oriented residential area,Champaign,61822.0,More households with children; older age profile.,Family-oriented residential area,cluster_0,0.4927985527807276,0.0364226572639118,126013.0,1.7,2.0,4.5,18.64,3.0,69.9,estimated_alice_households,bottom_15
2021,17019010702,St. Joseph — Family-oriented residential area,St. Joseph,61873.0,More households with children.,Family-oriented residential area,cluster_0,399.31147655787663,27.331381010121603,94648.0,5.8,7.4,6.6,35.64,7.1,28.8,estimated_alice_rate_proxy_pct,bottom_15
2021,17019010400,Rantoul — Senior-heavy residential area,Rantoul,61866.0,Older age profile.,Senior-heavy residential area,cluster_0,470.35416037179306,26.528717449057705,75993.0,6.6,4.3,11.0,28.16,7.7,20.3,estimated_alice_rate_proxy_pct,bottom_15
2021,17019010800,Sidney — Senior-heavy residential area,Sidney,61877.0,More households with children; older age profile.,Senior-heavy residential area,cluster_0,441.73685199099,26.356614080608,92929.0,7.3,3.0,11.7,43.87,6.8,28.4,estimated_alice_rate_proxy_pct,bottom_15
2021,17019001400,Champaign — Family-oriented residential area,Champaign,61874.0,Higher student concentration; more households with children.,Family-oriented residential area,cluster_0,405.4678453187272,25.501122347089755,59698.0,15.7,1.5,15.3,46.22,43.0,71.5,estimated_alice_rate_proxy_pct,bottom_15
2021,17019001302,Savoy — Senior-heavy residential area,Savoy,61822.0,Older age profile.,Senior-heavy residential area,cluster_0,467.8751896495681,23.048038898993504,100655.0,4.2,3.6,9.8,58.13,6.0,62.0,estimated_alice_rate_proxy_pct,bottom_15
2021,17019010604,Champaign — Senior-heavy residential area,Champaign,61822.0,Older age profile.,Senior-heavy residential area,cluster_0,262.97322817737864,21.969359079146088,100871.0,5.4,2.8,8.4,31.3,7.4,24.2,estimated_alice_rate_proxy_pct,bottom_15
2021,17019001100,Champaign — Senior-heavy residential area,Champaign,61821.0,Older age profile.,Senior-heavy residential area,cluster_0,351.0472385276164,21.62952794378413,81941.0,4.7,0.8,8.8,43.86,11.2,65.2,estimated_alice_rate_proxy_pct,bottom_15
2021,17019001206,Champaign — Senior-heavy residential area,Champaign,61822.0,Older age profile.,Senior-heavy residential area,cluster_0,158.0335481352953,17.69692588301179,103125.0,5.1,1.5,10.6,54.92,4.4,67.6,estimated_alice_rate_proxy_pct,bottom_15
2021,17019010701,St. Joseph — Family-oriented residential area,St. Joseph,61873.0,More households with children.,Family-oriented residential area,cluster_0,245.43455008540244,17.00863132954972,94484.0,7.7,1.8,14.8,31.86,7.3,33.2,estimated_alice_rate_proxy_pct,bottom_15
2021,17019010603,Mahomet — Family-oriented residential area,Mahomet,61853.0,More households with children.,Family-oriented residential area,cluster_0,419.1966645053908,16.536357574177153,105124.0,5.2,2.4,9.4,36.25,8.7,47.1,estimated_alice_rate_proxy_pct,bottom_15
2021,17019001203,Champaign — Senior-heavy residential area,Champaign,61821.0,Older age profile.,Senior-heavy residential area,cluster_0,311.4145659460776,16.261857229560185,79570.0,3.2,3.0,6.3,17.3,8.7,45.0,estimated_alice_rate_proxy_pct,bottom_15
2021,17019005702,Urbana — Senior-heavy residential area,Urbana,61802.0,Older age profile.,Senior-heavy residential area,cluster_0,82.900310450318,12.155470740515836,124125.0,5.1,0.0,8.8,37.06,3.7,71.8,estimated_alice_rate_proxy_pct,bottom_15
2021,17019010500,Fisher — Family-oriented residential area,Fisher,61843.0,More households with children; older age profile.,Family-oriented residential area,cluster_0,175.12185043532585,11.020884231298036,98407.0,3.7,1.9,6.9,21.08,6.5,32.1,estimated_alice_rate_proxy_pct,bottom_15
2021,17019010601,Mahomet — Family-oriented residential area,Mahomet,61853.0,More households with children.,Family-oriented residential area,cluster_0,134.65103260843,6.508024775661189,104141.0,1.2,1.9,2.1,20.68,5.8,47.2,estimated_alice_rate_proxy_pct,bottom_15
2021,17019001204,Champaign — Family-oriented residential area,Champaign,61822.0,More households with children; older age profile.,Family-oriented residential area,cluster_0,0.4927985527807276,0.0364226572639118,126013.0,1.7,2.0,4.5,18.64,3.0,69.9,estimated_alice_rate_proxy_pct,bottom_15
2022,17019000401,Champaign — Student-dense area,Champaign,61820.0,Higher student concentration; renter-heavy housing profile; higher poverty rate; more very-low-income households.,Student-dense area,cluster_1,390.1308602303607,71.06208747365405,3388.0,90.9,4.5,80.5,64.12,96.9,82.4,estimated_alice_households,bottom_15
2022,17019001400,Champaign — Family-oriented residential area,Champaign,61874.0,Higher student concentration; more households with children.,Family-oriented residential area,cluster_0,377.6087568707735,23.82389633254091,67656.0,15.4,1.6,10.9,38.51,42.0,66.9,estimated_alice_households,bottom_15
2022,17019001302,Savoy — Senior-heavy residential area,Savoy,61822.0,Older age profile.,Senior-heavy residential area,cluster_0,371.3122337785284,18.237339576548543,109939.0,5.2,0.0,6.4,59.5,4.8,62.5,estimated_alice_households,bottom_15
2022,17019006000,Urbana — Student-dense area,Urbana,61802.0,Higher student concentration; renter-heavy housing profile; higher poverty rate; more very-low-income households.,Student-dense area,cluster_1,324.63192986066656,52.359988687204286,27055.0,31.0,5.7,40.3,43.82,67.5,90.9,estimated_alice_households,bottom_15
2022,17019001100,Champaign — Senior-heavy residential area,Champaign,61821.0,Older age profile.,Senior-heavy residential area,cluster_0,309.6718660679234,19.246231576626688,93456.0,4.8,1.3,10.4,44.39,11.7,67.3,estimated_alice_households,bottom_15
2022,17019005901,Urbana — Student-dense area,Urbana,61801.0,Higher student concentration; renter-heavy housing profile; higher poverty rate; more very-low-income households.,Student-dense area,cluster_1,303.41212661837034,74.91657447367169,6964.0,78.2,4.8,83.7,60.88,92.3,71.3,estimated_alice_households,bottom_15
2022,17019001204,Champaign — Family-oriented residential area,Champaign,61822.0,More households with children; older age profile.,Family-oriented residential area,cluster_0,229.91262722834597,15.955074755610404,135490.0,4.0,6.6,9.2,53.44,5.4,73.8,estimated_alice_households,bottom_15
2022,17019011002,Champaign — Higher-income residential area,Champaign,61820.0,General tract context note not flagged by the current rule set.,Higher-income residential area,cluster_0,207.8004595848487,18.80547145564241,96523.0,8.1,0.8,11.8,44.93,6.0,74.5,estimated_alice_households,bottom_15
2022,17019010604,Champaign — Senior-heavy residential area,Champaign,61822.0,Older age profile.,Senior-heavy residential area,cluster_0,177.73708078662995,14.898330325786253,110296.0,9.3,1.2,6.9,25.34,6.0,29.3,estimated_alice_households,bottom_15
2022,17019001203,Champaign — Senior-heavy residential area,Champaign,61821.0,Older age profile.,Senior-heavy residential area,cluster_0,131.63515408636977,7.039313052747047,86364.0,1.9,2.6,1.9,14.58,5.4,49.1,estimated_alice_households,bottom_15
2022,17019010701,St. Joseph — Family-oriented residential area,St. Joseph,61873.0,More households with children.,Family-oriented residential area,cluster_0,124.26308325902552,8.111167314557802,100054.0,6.5,0.7,12.4,28.64,6.6,36.1,estimated_alice_households,bottom_15
2022,17019001206,Champaign — Senior-heavy residential area,Champaign,61822.0,Older age profile.,Senior-heavy residential area,cluster_0,87.60305712085513,10.631438970977564,104545.0,4.7,1.4,9.9,40.71,5.0,66.0,estimated_alice_households,bottom_15
2022,17019010601,Mahomet — Family-oriented residential area,Mahomet,61853.0,More households with children.,Family-oriented residential area,cluster_0,81.46579935499345,3.999302864751765,114125.0,2.2,0.3,3.8,33.5,7.3,52.9,estimated_alice_households,bottom_15
2022,17019005702,Urbana — Senior-heavy residential area,Urbana,61802.0,Older age profile.,Senior-heavy residential area,cluster_0,41.31526102357544,5.810866529335504,120481.0,2.0,0.0,7.6,31.69,1.7,68.3,estimated_alice_households,bottom_15
2022,17019010500,Fisher — Family-oriented residential area,Fisher,61843.0,More households with children; older age profile.,Family-oriented residential area,cluster_0,0.874985947052867,0.0546524639008661,106830.0,3.1,2.5,6.6,12.63,8.0,35.6,estimated_alice_households,bottom_15
2022,17019000902,Champaign — Family-oriented residential area,Champaign,61822.0,More households with children.,Family-oriented residential area,cluster_0,766.1382624424115,26.1838093794399,69533.0,9.2,5.1,8.8,21.99,10.9,37.0,estimated_alice_rate_proxy_pct,bottom_15
2022,17019001205,Champaign — Family-oriented residential area,Champaign,61822.0,More households with children.,Family-oriented residential area,cluster_0,828.6073083327872,25.73314622151513,92903.0,11.2,1.6,18.2,43.47,11.5,66.0,estimated_alice_rate_proxy_pct,bottom_15
2022,17019001400,Champaign — Family-oriented residential area,Champaign,61874.0,Higher student concentration; more households with children.,Family-oriented residential area,cluster_0,377.6087568707735,23.82389633254091,67656.0,15.4,1.6,10.9,38.51,42.0,66.9,estimated_alice_rate_proxy_pct,bottom_15
2022,17019001100,Champaign — Senior-heavy residential area,Champaign,61821.0,Older age profile.,Senior-heavy residential area,cluster_0,309.6718660679234,19.246231576626688,93456.0,4.8,1.3,10.4,44.39,11.7,67.3,estimated_alice_rate_proxy_pct,bottom_15
2022,17019010603,Mahomet — Family-oriented residential area,Mahomet,61853.0,More households with children.,Family-oriented residential area,cluster_0,513.4055026482615,19.228670511170844,109388.0,5.8,3.4,11.5,46.78,10.2,52.0,estimated_alice_rate_proxy_pct,bottom_15
2022,17019011002,Champaign — Higher-income residential area,Champaign,61820.0,General tract context note not flagged by the current rule set.,Higher-income residential area,cluster_0,207.8004595848487,18.80547145564241,96523.0,8.1,0.8,11.8,44.93,6.0,74.5,estimated_alice_rate_proxy_pct,bottom_15
2022,17019001302,Savoy — Senior-heavy residential area,Savoy,61822.0,Older age profile.,Senior-heavy residential area,cluster_0,371.3122337785284,18.237339576548543,109939.0,5.2,0.0,6.4,59.5,4.8,62.5,estimated_alice_rate_proxy_pct,bottom_15
2022,17019001204,Champaign — Family-oriented residential area,Champaign,61822.0,More households with children; older age profile.,Family-oriented residential area,cluster_0,229.91262722834597,15.955074755610404,135490.0,4.0,6.6,9.2,53.44,5.4,73.8,estimated_alice_rate_proxy_pct,bottom_15
2022,17019010604,Champaign — Senior-heavy residential area,Champaign,61822.0,Older age profile.,Senior-heavy residential area,cluster_0,177.73708078662995,14.898330325786253,110296.0,9.3,1.2,6.9,25.34,6.0,29.3,estimated_alice_rate_proxy_pct,bottom_15
