metric,mean,median,min,max
estimated_alice_households,-21.36138694411929,-16.59180058391044,-569.5308152300225,505.42008125094094
estimated_alice_rate_proxy_pct,-2.9529367618105034,-1.533968539594941,-30.878968802561875,15.765385177170977
median_household_income,11786.027027027027,9146.0,-12303.0,55941.0
poverty_rate,-1.9605263157894737,0.1499999999999999,-18.5,6.300000000000001
