Column Name,Label
S0101_C05_022M,Margin of Error_Female_Total population_SELECTED AGE CATEGORIES_Under 18 years
S0101_C05_023E,Estimate_Female_Total population_SELECTED AGE CATEGORIES_18 to 24 years
S0101_C05_023M,Margin of Error_Female_Total population_SELECTED AGE CATEGORIES_18 to 24 years
S0101_C05_024E,Estimate_Female_Total population_SELECTED AGE CATEGORIES_15 to 44 years
S0101_C05_024M,Margin of Error_Female_Total population_SELECTED AGE CATEGORIES_15 to 44 years
S0101_C05_025E,Estimate_Female_Total population_SELECTED AGE CATEGORIES_16 years and over
S0101_C05_025M,Margin of Error_Female_Total population_SELECTED AGE CATEGORIES_16 years and over
S0101_C05_026E,Estimate_Female_Total population_SELECTED AGE CATEGORIES_18 years and over
S0101_C05_026M,Margin of Error_Female_Total population_SELECTED AGE CATEGORIES_18 years and over
S0101_C05_027E,Estimate_Female_Total population_SELECTED AGE CATEGORIES_21 years and over
S0101_C05_027M,Margin of Error_Female_Total population_SELECTED AGE CATEGORIES_21 years and over
S0101_C05_028E,Estimate_Female_Total population_SELECTED AGE CATEGORIES_60 years and over
S0101_C05_028M,Margin of Error_Female_Total population_SELECTED AGE CATEGORIES_60 years and over
S0101_C05_029E,Estimate_Female_Total population_SELECTED AGE CATEGORIES_62 years and over
S0101_C05_029M,Margin of Error_Female_Total population_SELECTED AGE CATEGORIES_62 years and over
S0101_C05_030E,Estimate_Female_Total population_SELECTED AGE CATEGORIES_65 years and over
S0101_C05_030M,Margin of Error_Female_Total population_SELECTED AGE CATEGORIES_65 years and over
S0101_C05_031E,Estimate_Female_Total population_SELECTED AGE CATEGORIES_75 years and over
S0101_C05_031M,Margin of Error_Female_Total population_SELECTED AGE CATEGORIES_75 years and over
S0101_C05_032E,Estimate_Female_Total population_SUMMARY INDICATORS_Median age (years)
S0101_C05_032M,Margin of Error_Female_Total population_SUMMARY INDICATORS_Median age (years)
S0101_C05_033E,Estimate_Female_Total population_SUMMARY INDICATORS_Sex ratio (males per 100 females)
S0101_C05_033M,Margin of Error_Female_Total population_SUMMARY INDICATORS_Sex ratio (males per 100 females)
S0101_C05_034E,Estimate_Female_Total population_SUMMARY INDICATORS_Age dependency ratio
S0101_C05_034M,Margin of Error_Female_Total population_SUMMARY INDICATORS_Age dependency ratio
S0101_C05_035E,Estimate_Female_Total population_SUMMARY INDICATORS_Old-age dependency ratio
S0101_C05_035M,Margin of Error_Female_Total population_SUMMARY INDICATORS_Old-age dependency ratio
S0101_C05_036E,Estimate_Female_Total population_SUMMARY INDICATORS_Child dependency ratio
S0101_C05_036M,Margin of Error_Female_Total population_SUMMARY INDICATORS_Child dependency ratio
S0101_C05_037E,Estimate_Female_Total population_PERCENT ALLOCATED_Sex
S0101_C05_037M,Margin of Error_Female_Total population_PERCENT ALLOCATED_Sex
S0101_C05_038E,Estimate_Female_Total population_PERCENT ALLOCATED_Age
S0101_C05_038M,Margin of Error_Female_Total population_PERCENT ALLOCATED_Age
S0101_C06_001E,Estimate_Percent Female_Total population
S0101_C06_001M,Margin of Error_Percent Female_Total population
S0101_C06_002E,Estimate_Percent Female_Total population_AGE_Under 5 years
S0101_C06_002M,Margin of Error_Percent Female_Total population_AGE_Under 5 years
S0101_C06_003E,Estimate_Percent Female_Total population_AGE_5 to 9 years
S0101_C06_003M,Margin of Error_Percent Female_Total population_AGE_5 to 9 years
S0101_C06_004E,Estimate_Percent Female_Total population_AGE_10 to 14 years
S0101_C06_004M,Margin of Error_Percent Female_Total population_AGE_10 to 14 years
S0101_C06_005E,Estimate_Percent Female_Total population_AGE_15 to 19 years
S0101_C06_005M,Margin of Error_Percent Female_Total population_AGE_15 to 19 years
S0101_C06_006E,Estimate_Percent Female_Total population_AGE_20 to 24 years
S0101_C06_006M,Margin of Error_Percent Female_Total population_AGE_20 to 24 years
S0101_C06_007E,Estimate_Percent Female_Total population_AGE_25 to 29 years
S0101_C06_007M,Margin of Error_Percent Female_Total population_AGE_25 to 29 years
S0101_C06_008E,Estimate_Percent Female_Total population_AGE_30 to 34 years
S0101_C06_008M,Margin of Error_Percent Female_Total population_AGE_30 to 34 years
S0101_C06_009E,Estimate_Percent Female_Total population_AGE_35 to 39 years
S0101_C06_009M,Margin of Error_Percent Female_Total population_AGE_35 to 39 years
S0101_C06_010E,Estimate_Percent Female_Total population_AGE_40 to 44 years
S0101_C06_010M,Margin of Error_Percent Female_Total population_AGE_40 to 44 years
S0101_C06_011E,Estimate_Percent Female_Total population_AGE_45 to 49 years
S0101_C06_011M,Margin of Error_Percent Female_Total population_AGE_45 to 49 years
S0101_C06_012E,Estimate_Percent Female_Total population_AGE_50 to 54 years
S0101_C06_012M,Margin of Error_Percent Female_Total population_AGE_50 to 54 years
S0101_C06_013E,Estimate_Percent Female_Total population_AGE_55 to 59 years
S0101_C06_013M,Margin of Error_Percent Female_Total population_AGE_55 to 59 years
S0101_C06_014E,Estimate_Percent Female_Total population_AGE_60 to 64 years
S0101_C06_014M,Margin of Error_Percent Female_Total population_AGE_60 to 64 years
S0101_C06_015E,Estimate_Percent Female_Total population_AGE_65 to 69 years
S0101_C06_015M,Margin of Error_Percent Female_Total population_AGE_65 to 69 years
S0101_C06_016E,Estimate_Percent Female_Total population_AGE_70 to 74 years
S0101_C06_016M,Margin of Error_Percent Female_Total population_AGE_70 to 74 years
S0101_C06_017E,Estimate_Percent Female_Total population_AGE_75 to 79 years
S0101_C06_017M,Margin of Error_Percent Female_Total population_AGE_75 to 79 years
S0101_C06_018E,Estimate_Percent Female_Total population_AGE_80 to 84 years
S0101_C06_018M,Margin of Error_Percent Female_Total population_AGE_80 to 84 years
S0101_C06_019E,Estimate_Percent Female_Total population_AGE_85 years and over
S0101_C06_019M,Margin of Error_Percent Female_Total population_AGE_85 years and over
S0101_C06_020E,Estimate_Percent Female_Total population_SELECTED AGE CATEGORIES_5 to 14 years
S0101_C06_020M,Margin of Error_Percent Female_Total population_SELECTED AGE CATEGORIES_5 to 14 years
S0101_C06_021E,Estimate_Percent Female_Total population_SELECTED AGE CATEGORIES_15 to 17 years
S0101_C06_021M,Margin of Error_Percent Female_Total population_SELECTED AGE CATEGORIES_15 to 17 years
S0101_C06_022E,Estimate_Percent Female_Total population_SELECTED AGE CATEGORIES_Under 18 years
S0101_C06_022M,Margin of Error_Percent Female_Total population_SELECTED AGE CATEGORIES_Under 18 years
S0101_C06_023E,Estimate_Percent Female_Total population_SELECTED AGE CATEGORIES_18 to 24 years
S0101_C06_023M,Margin of Error_Percent Female_Total population_SELECTED AGE CATEGORIES_18 to 24 years
S0101_C06_024E,Estimate_Percent Female_Total population_SELECTED AGE CATEGORIES_15 to 44 years
S0101_C06_024M,Margin of Error_Percent Female_Total population_SELECTED AGE CATEGORIES_15 to 44 years
S0101_C06_025E,Estimate_Percent Female_Total population_SELECTED AGE CATEGORIES_16 years and over
S0101_C06_025M,Margin of Error_Percent Female_Total population_SELECTED AGE CATEGORIES_16 years and over
S0101_C06_026E,Estimate_Percent Female_Total population_SELECTED AGE CATEGORIES_18 years and over
S0101_C06_026M,Margin of Error_Percent Female_Total population_SELECTED AGE CATEGORIES_18 years and over
S0101_C06_027E,Estimate_Percent Female_Total population_SELECTED AGE CATEGORIES_21 years and over
S0101_C06_027M,Margin of Error_Percent Female_Total population_SELECTED AGE CATEGORIES_21 years and over
S0101_C06_028E,Estimate_Percent Female_Total population_SELECTED AGE CATEGORIES_60 years and over
S0101_C06_028M,Margin of Error_Percent Female_Total population_SELECTED AGE CATEGORIES_60 years and over
S0101_C06_029E,Estimate_Percent Female_Total population_SELECTED AGE CATEGORIES_62 years and over
S0101_C06_029M,Margin of Error_Percent Female_Total population_SELECTED AGE CATEGORIES_62 years and over
S0101_C06_030E,Estimate_Percent Female_Total population_SELECTED AGE CATEGORIES_65 years and over
S0101_C06_030M,Margin of Error_Percent Female_Total population_SELECTED AGE CATEGORIES_65 years and over
S0101_C06_031E,Estimate_Percent Female_Total population_SELECTED AGE CATEGORIES_75 years and over
S0101_C06_031M,Margin of Error_Percent Female_Total population_SELECTED AGE CATEGORIES_75 years and over
S0101_C06_032E,Estimate_Percent Female_Total population_SUMMARY INDICATORS_Median age (years)
S0101_C06_032M,Margin of Error_Percent Female_Total population_SUMMARY INDICATORS_Median age (years)
S0101_C06_033E,Estimate_Percent Female_Total population_SUMMARY INDICATORS_Sex ratio (males per 100 females)
S0101_C06_033M,Margin of Error_Percent Female_Total population_SUMMARY INDICATORS_Sex ratio (males per 100 females)
S0101_C06_034E,Estimate_Percent Female_Total population_SUMMARY INDICATORS_Age dependency ratio
S0101_C06_034M,Margin of Error_Percent Female_Total population_SUMMARY INDICATORS_Age dependency ratio
S0101_C06_035E,Estimate_Percent Female_Total population_SUMMARY INDICATORS_Old-age dependency ratio
S0101_C06_035M,Margin of Error_Percent Female_Total population_SUMMARY INDICATORS_Old-age dependency ratio
S0101_C06_036E,Estimate_Percent Female_Total population_SUMMARY INDICATORS_Child dependency ratio
S0101_C06_036M,Margin of Error_Percent Female_Total population_SUMMARY INDICATORS_Child dependency ratio
S0101_C06_037E,Estimate_Percent Female_Total population_PERCENT ALLOCATED_Sex
S0101_C06_037M,Margin of Error_Percent Female_Total population_PERCENT ALLOCATED_Sex
S0101_C06_038E,Estimate_Percent Female_Total population_PERCENT ALLOCATED_Age
S0101_C06_038M,Margin of Error_Percent Female_Total population_PERCENT ALLOCATED_Age
