year,cluster_label,tract_count,estimated_alice_households,avg_estimated_alice_rate_proxy_pct
2019,cluster_0,35,24407.89094412557,41.23722197762616
2019,cluster_1,8,8440.109055874427,97.6957488248069
2021,cluster_0,39,21802.158232090136,34.021070151306624
2021,cluster_1,9,7583.841767909859,99.97130330855296
2022,cluster_0,39,24406.01201040481,37.32002292379071
2022,cluster_1,9,10402.165989595187,137.58158459784235
2023,cluster_0,39,22261.45944866219,33.76878839647642
2023,cluster_1,9,9656.70165133781,121.02685458659582
