year,population_type,metric_group,metric_name,metric_value,pct_of_households,sort_order
2022,complete_below_alice,overall,weighted_households,37610.178,100.0,10
2022,complete_below_alice,overall,unweighted_records,688.0,,20
2022,complete_below_alice,overall,weighted_avg_household_size,1.8781,,30
2022,complete_below_alice,overall,weighted_avg_adult_count,1.5018,,40
2022,complete_below_alice,overall,weighted_avg_child_count,0.3668,,50
2022,complete_below_alice,income,weighted_avg_real_income,22718.13,,60
2022,complete_below_alice,income,median_real_income_unweighted,26073.41,,70
2022,complete_below_alice,income,weighted_avg_annual_alice_threshold,47581.98,,80
2022,complete_below_alice,student_labor,share_student_heavy,2802.0,7.4501,90
2022,complete_below_alice,student_labor,share_has_any_student,16009.5583,42.5671,100
2022,complete_below_alice,student_labor,share_has_any_likely_college_student,7856.9112,20.8904,110
2022,complete_below_alice,student_labor,share_reference_person_student,6916.2256,18.3892,120
2022,complete_below_alice,student_labor,share_has_any_employed_person,22160.0808,58.9204,130
2022,complete_below_alice,composition_hh_comp_key,1_adult_0_child,20093.4756,53.4256,201
2022,complete_below_alice,composition_hh_comp_key,1_adult_1_child,120.6547,0.3208,202
2022,complete_below_alice,composition_hh_comp_key,1_adult_2plus_child,2137.8068,5.6841,203
2022,complete_below_alice,composition_hh_comp_key,2_adult_0_child,9120.1303,24.2491,204
2022,complete_below_alice,composition_hh_comp_key,2_adult_1_child,1432.0336,3.8076,205
2022,complete_below_alice,composition_hh_comp_key,2_adult_2plus_child,2016.5994,5.3618,206
2022,complete_below_alice,composition_hh_comp_key,3plus_adult_0_child,2394.0264,6.3654,207
2022,complete_below_alice,composition_hh_comp_key,3plus_adult_1plus_child,295.4512,0.7856,208
