serialno,state,puma,wgtp,np,hincp,fincp,adjinc,hht,hht2,noc,npf,fparc,person_count,adult_count,college_age_count,student_enrolled_count,likely_college_student_count,employed_count,reference_person_count,reference_person_student_flag,has_any_likely_college_student,has_any_student,has_any_college_age_person,has_any_employed_person,student_share_of_persons,student_share_of_adults,college_age_share_of_persons,student_heavy_flag_rule_a,student_heavy_flag_rule_b,wgtp_adj,analysis_weight,hincp_adj_real,student_heavy_flag,hh_comp_key,below_alice_flag,annual_alice_threshold
2022HU0466225,17,1902,13,2,48600.0,48600.0,1042311,1.0,2.0,0.0,2.0,4.0,2,2,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,2.846662,2.846662,50656.3146,0,2_adult_0_child,1,51941.36
2022HU0467114,17,1901,109,1,6980.0,,1042311,6.0,5.0,0.0,,,1,1,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,109.0,109.0,7275.33078,0,1_adult_0_child,1,39379.85
2022HU0467164,17,1902,10,2,34100.0,34100.0,1042311,1.0,2.0,0.0,2.0,4.0,2,2,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,2.18974,2.18974,35542.8051,0,2_adult_0_child,1,51941.36
2022HU0469012,17,1902,72,1,2300.0,,1042311,4.0,9.0,0.0,,,1,1,0,0,0,1,1,0,0,0,0,1,0.0,0.0,0.0,0,0,15.766128,15.766128,2397.3153,0,1_adult_0_child,1,39379.85
2022HU0470251,17,1901,5,1,22200.0,,1042311,4.0,9.0,0.0,,,1,1,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,5.0,5.0,23139.3042,0,1_adult_0_child,1,39379.85
2022HU0471507,17,1902,62,1,30000.0,,1042311,6.0,5.0,0.0,,,1,1,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,13.576388,13.576388,31269.33,0,1_adult_0_child,1,39379.85
2022HU0472209,17,1901,81,1,10300.0,,1042311,6.0,5.0,0.0,,,1,1,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,81.0,81.0,10735.8033,0,1_adult_0_child,1,39379.85
2022HU0476743,17,1902,38,1,10800.0,,1042311,6.0,5.0,0.0,,,1,1,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,8.321012,8.321012,11256.9588,0,1_adult_0_child,1,39379.85
2022HU0477540,17,1902,16,2,48200.0,48200.0,1042311,3.0,7.0,0.0,2.0,4.0,2,2,0,0,0,1,1,0,0,0,0,1,0.0,0.0,0.0,0,0,3.503584,3.503584,50239.3902,0,2_adult_0_child,1,51941.36
2022HU0478478,17,1902,71,2,21880.0,21880.0,1042311,1.0,2.0,0.0,2.0,4.0,2,2,0,0,0,1,1,0,0,0,0,1,0.0,0.0,0.0,0,0,15.547154,15.547154,22805.76468,0,2_adult_0_child,1,51941.36
2022HU0481637,17,1902,106,5,58000.0,58000.0,1042311,1.0,1.0,3.0,5.0,2.0,5,2,0,3,0,2,1,0,0,1,0,1,0.0,0.0,0.0,0,0,23.211244,23.211244,60454.038,0,2_adult_2plus_child,1,68841.66
2022HU0481875,17,1902,16,1,29600.0,,1042311,6.0,5.0,0.0,,,1,1,0,0,0,1,1,0,0,0,0,1,0.0,0.0,0.0,0,0,3.503584,3.503584,30852.4056,0,1_adult_0_child,1,39379.85
2022HU0482405,17,1902,16,1,7800.0,,1042311,4.0,9.0,0.0,,,1,1,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,3.503584,3.503584,8130.0258,0,1_adult_0_child,1,39379.85
2022HU0484618,17,1901,411,2,9000.0,9000.0,1042311,1.0,2.0,0.0,2.0,4.0,2,2,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,411.0,411.0,9380.799,0,2_adult_0_child,1,51941.36
2022HU0485202,17,1902,26,4,57500.0,57500.0,1042311,1.0,2.0,0.0,4.0,4.0,4,4,1,0,0,2,1,0,0,0,1,1,0.0,0.0,0.25,0,0,5.693324,5.693324,59932.8825,0,3plus_adult_0_child,1,61258.87
2022HU0486124,17,1902,18,1,21000.0,,1042311,4.0,9.0,0.0,,,1,1,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,3.941532,3.941532,21888.531,0,1_adult_0_child,1,39379.85
2022HU0486229,17,1902,10,4,24000.0,24000.0,1042311,1.0,1.0,1.0,3.0,2.0,4,2,0,1,0,1,1,0,0,1,0,1,0.0,0.0,0.0,0,0,2.18974,2.18974,25015.464,0,2_adult_1_child,1,59996.98
2022HU0493523,17,1901,94,1,23000.0,,1042311,4.0,9.0,0.0,,,1,1,0,0,0,1,1,0,0,0,0,1,0.0,0.0,0.0,0,0,94.0,94.0,23973.153,0,1_adult_0_child,1,39379.85
2022HU0494584,17,1902,18,4,40800.0,23800.0,1042311,3.0,4.0,0.0,3.0,1.0,4,3,1,0,0,1,1,0,0,0,1,1,0.0,0.0,0.25,0,0,3.941532,3.941532,42526.2888,0,3plus_adult_0_child,1,61258.87
2022HU0494702,17,1902,10,2,28500.0,28500.0,1042311,1.0,2.0,0.0,2.0,4.0,2,2,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,2.18974,2.18974,29705.8635,0,2_adult_0_child,1,51941.36
2022HU0497634,17,1902,40,1,30000.0,,1042311,4.0,9.0,0.0,,,1,1,0,0,0,1,1,0,0,0,0,1,0.0,0.0,0.0,0,0,8.75896,8.75896,31269.33,0,1_adult_0_child,1,39379.85
2022HU0499536,17,1901,102,1,24000.0,,1042311,4.0,9.0,0.0,,,1,1,0,0,0,1,1,0,0,0,0,1,0.0,0.0,0.0,0,0,102.0,102.0,25015.464,0,1_adult_0_child,1,39379.85
2022HU0499812,17,1902,14,1,31800.0,,1042311,4.0,9.0,0.0,,,1,1,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,3.065636,3.065636,33145.4898,0,1_adult_0_child,1,39379.85
2022HU0504720,17,1902,316,3,24000.0,24000.0,1042311,3.0,6.0,2.0,3.0,2.0,3,1,0,2,0,1,1,0,0,1,0,1,0.0,0.0,0.0,0,0,69.195784,69.195784,25015.464,0,1_adult_2plus_child,1,59492.23
2022HU0505202,17,1902,296,3,22000.0,22000.0,1042311,3.0,6.0,2.0,3.0,2.0,3,1,0,2,0,1,1,0,0,1,0,1,0.0,0.0,0.0,0,0,64.816304,64.816304,22930.842,0,1_adult_2plus_child,1,59492.23
2022HU0505697,17,1901,48,1,810.0,,1042311,4.0,9.0,0.0,,,1,1,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,48.0,48.0,844.27191,0,1_adult_0_child,1,39379.85
2022HU0506306,17,1901,26,1,33000.0,,1042311,4.0,9.0,0.0,,,1,1,0,1,0,1,1,0,0,1,0,1,0.0,0.0,0.0,0,0,26.0,26.0,34396.263,0,1_adult_0_child,1,39379.85
2022HU0508090,17,1902,121,1,15000.0,,1042311,6.0,5.0,0.0,,,1,1,0,0,0,1,1,0,0,0,0,1,0.0,0.0,0.0,0,0,26.495854,26.495854,15634.665,0,1_adult_0_child,1,39379.85
2022HU0508615,17,1901,67,1,33900.0,,1042311,4.0,9.0,0.0,,,1,1,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,67.0,67.0,35334.3429,0,1_adult_0_child,1,39379.85
2022HU0509701,17,1901,117,2,25500.0,25500.0,1042311,1.0,2.0,0.0,2.0,4.0,2,2,0,0,0,1,1,0,0,0,0,1,0.0,0.0,0.0,0,0,117.0,117.0,26578.9305,0,2_adult_0_child,1,51941.36
2022HU0517573,17,1902,84,1,26000.0,,1042311,6.0,5.0,0.0,,,1,1,0,0,0,1,1,0,0,0,0,1,0.0,0.0,0.0,0,0,18.393816,18.393816,27100.086,0,1_adult_0_child,1,39379.85
2022HU0522493,17,1902,10,4,32400.0,32400.0,1042311,1.0,2.0,0.0,4.0,4.0,4,4,2,2,2,2,1,0,1,1,1,1,0.5,0.5,0.5,1,0,2.18974,2.18974,33770.8764,0,3plus_adult_0_child,1,61258.87
2022HU0522909,17,1902,160,1,0.0,,1042311,6.0,5.0,0.0,,,1,1,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,35.03584,35.03584,0.0,0,1_adult_0_child,1,39379.85
2022HU0523029,17,1902,40,2,34000.0,34000.0,1042311,3.0,6.0,1.0,2.0,2.0,2,1,0,1,0,1,1,0,0,1,0,1,0.0,0.0,0.0,0,0,8.75896,8.75896,35438.574,0,1_adult_1_child,1,43867.77
2022HU0523722,17,1902,34,1,27500.0,,1042311,4.0,9.0,0.0,,,1,1,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,7.445116,7.445116,28663.5525,0,1_adult_0_child,1,39379.85
2022HU0523987,17,1901,32,1,26400.0,,1042311,4.0,9.0,0.0,,,1,1,0,1,0,1,1,0,0,1,0,1,0.0,0.0,0.0,0,0,32.0,32.0,27517.0104,0,1_adult_0_child,1,39379.85
2022HU0524198,17,1901,31,1,30010.0,,1042311,4.0,9.0,0.0,,,1,1,0,1,0,1,1,0,0,1,0,1,0.0,0.0,0.0,0,0,31.0,31.0,31279.75311,0,1_adult_0_child,1,39379.85
2022HU0525216,17,1902,11,1,10800.0,,1042311,6.0,5.0,0.0,,,1,1,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,2.408714,2.408714,11256.9588,0,1_adult_0_child,1,39379.85
2022HU0525883,17,1901,58,2,29500.0,,1042311,5.0,12.0,0.0,,,2,2,2,2,2,1,1,1,1,1,1,1,1.0,1.0,1.0,1,0,58.0,58.0,30748.1745,0,2_adult_0_child,1,51941.36
2022HU0530171,17,1901,36,1,27000.0,,1042311,4.0,9.0,0.0,,,1,1,0,1,0,1,1,0,0,1,0,1,0.0,0.0,0.0,0,0,36.0,36.0,28142.397,0,1_adult_0_child,1,39379.85
2022HU0531164,17,1902,161,4,43000.0,43000.0,1042311,1.0,1.0,2.0,4.0,2.0,4,2,0,2,0,1,1,0,0,1,0,1,0.0,0.0,0.0,0,0,35.254814,35.254814,44819.373,0,2_adult_2plus_child,1,68841.66
2022HU0531299,17,1901,81,1,5500.0,,1042311,6.0,5.0,0.0,,,1,1,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,81.0,81.0,5732.7105,0,1_adult_0_child,1,39379.85
2022HU0531784,17,1902,155,1,28000.0,,1042311,6.0,5.0,0.0,,,1,1,0,1,0,1,1,0,0,1,0,1,0.0,0.0,0.0,0,0,33.94097,33.94097,29184.708,0,1_adult_0_child,1,39379.85
2022HU0533356,17,1902,277,1,16000.0,,1042311,6.0,5.0,0.0,,,1,1,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,60.655798,60.655798,16676.976,0,1_adult_0_child,1,39379.85
2022HU0538613,17,1902,17,1,0.0,,1042311,4.0,9.0,0.0,,,1,1,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,3.722558,3.722558,0.0,0,1_adult_0_child,1,39379.85
2022HU0539756,17,1902,47,2,21600.0,,1042311,7.0,8.0,0.0,,,2,1,0,1,0,1,1,0,0,1,0,1,0.0,0.0,0.0,0,0,10.291778,10.291778,22513.9176,0,1_adult_0_child,1,39379.85
2022HU0540646,17,1902,7,3,55000.0,55000.0,1042311,1.0,1.0,1.0,3.0,2.0,3,2,0,1,0,1,1,0,0,1,0,1,0.0,0.0,0.0,0,0,1.532818,1.532818,57327.105,0,2_adult_1_child,1,59996.98
2022HU0541287,17,1902,58,1,13500.0,,1042311,6.0,5.0,0.0,,,1,1,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,12.700492,12.700492,14071.1985,0,1_adult_0_child,1,39379.85
2022HU0542601,17,1901,51,1,2000.0,,1042311,6.0,5.0,0.0,,,1,1,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,51.0,51.0,2084.622,0,1_adult_0_child,1,39379.85
2022HU0542607,17,1902,13,5,40340.0,40340.0,1042311,1.0,1.0,3.0,5.0,3.0,5,2,0,2,0,1,1,0,0,1,0,1,0.0,0.0,0.0,0,0,2.846662,2.846662,42046.82574,0,2_adult_2plus_child,1,68841.66
2022HU0546990,17,1902,45,3,45500.0,45500.0,1042311,2.0,3.0,1.0,2.0,2.0,3,2,0,1,0,1,1,0,0,1,0,1,0.0,0.0,0.0,0,0,9.85383,9.85383,47425.1505,0,2_adult_1_child,1,59996.98
2022HU0550271,17,1902,10,2,40250.0,40250.0,1042311,1.0,2.0,0.0,2.0,4.0,2,2,0,0,0,1,1,0,0,0,0,1,0.0,0.0,0.0,0,0,2.18974,2.18974,41953.01775,0,2_adult_0_child,1,51941.36
2022HU0552713,17,1902,53,2,38540.0,38540.0,1042311,1.0,2.0,0.0,2.0,4.0,2,2,0,0,0,1,1,0,0,0,0,1,0.0,0.0,0.0,0,0,11.605622,11.605622,40170.66594,0,2_adult_0_child,1,51941.36
2022HU0555706,17,1901,86,1,17400.0,,1042311,6.0,5.0,0.0,,,1,1,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,86.0,86.0,18136.2114,0,1_adult_0_child,1,39379.85
2022HU0561876,17,1902,38,1,1990.0,,1042311,4.0,9.0,0.0,,,1,1,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,8.321012,8.321012,2074.19889,0,1_adult_0_child,1,39379.85
2022HU0561972,17,1902,15,4,51500.0,51500.0,1042311,1.0,1.0,2.0,4.0,2.0,4,2,0,3,0,2,1,0,0,1,0,1,0.0,0.0,0.0,0,0,3.28461,3.28461,53679.0165,0,2_adult_2plus_child,1,68841.66
2022HU0562538,17,1902,10,1,28300.0,,1042311,6.0,5.0,0.0,,,1,1,0,0,0,1,1,0,0,0,0,1,0.0,0.0,0.0,0,0,2.18974,2.18974,29497.4013,0,1_adult_0_child,1,39379.85
2022HU0562841,17,1901,197,2,38900.0,38900.0,1042311,1.0,2.0,0.0,2.0,4.0,2,2,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,197.0,197.0,40545.8979,0,2_adult_0_child,1,51941.36
2022HU0563465,17,1901,69,1,5800.0,,1042311,6.0,5.0,0.0,,,1,1,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,69.0,69.0,6045.4038,0,1_adult_0_child,1,39379.85
2022HU0563500,17,1901,40,2,1800.0,,1042311,7.0,8.0,0.0,,,2,2,2,2,2,1,1,1,1,1,1,1,1.0,1.0,1.0,1,0,40.0,40.0,1876.1598,0,2_adult_0_child,1,51941.36
2022HU0567587,17,1901,17,2,20400.0,20400.0,1042311,1.0,2.0,0.0,2.0,4.0,2,2,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,17.0,17.0,21263.1444,0,2_adult_0_child,1,51941.36
2022HU0570153,17,1901,53,1,4100.0,,1042311,6.0,5.0,0.0,,,1,1,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,53.0,53.0,4273.4751,0,1_adult_0_child,1,39379.85
2022HU0570695,17,1901,57,4,17900.0,,1042311,5.0,12.0,0.0,,,4,4,4,4,4,1,1,1,1,1,1,1,1.0,1.0,1.0,1,0,57.0,57.0,18657.3669,0,3plus_adult_0_child,1,61258.87
2022HU0575304,17,1902,17,2,34100.0,34100.0,1042311,1.0,2.0,0.0,2.0,4.0,2,2,0,0,0,2,1,0,0,0,0,1,0.0,0.0,0.0,0,0,3.722558,3.722558,35542.8051,0,2_adult_0_child,1,51941.36
2022HU0576063,17,1901,131,3,23000.0,,1042311,7.0,8.0,0.0,,,3,3,3,3,3,2,1,1,1,1,1,1,1.0,1.0,1.0,1,0,131.0,131.0,23973.153,0,3plus_adult_0_child,1,61258.87
2022HU0577910,17,1901,270,3,13240.0,13240.0,1042311,3.0,6.0,1.0,3.0,2.0,3,2,1,1,0,0,1,0,0,1,1,0,0.0,0.0,0.3333333333333333,0,0,270.0,270.0,13800.19764,0,2_adult_1_child,1,59996.98
2022HU0579388,17,1901,314,2,5600.0,,1042311,7.0,8.0,0.0,,,2,2,2,2,2,0,1,1,1,1,1,0,1.0,1.0,1.0,1,1,314.0,314.0,5836.9416,1,2_adult_0_child,1,51941.36
2022HU0580798,17,1902,10,1,15000.0,,1042311,4.0,9.0,0.0,,,1,1,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,2.18974,2.18974,15634.665,0,1_adult_0_child,1,39379.85
2022HU0581543,17,1902,79,1,8000.0,,1042311,6.0,5.0,0.0,,,1,1,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,17.298946,17.298946,8338.488,0,1_adult_0_child,1,39379.85
2022HU0581880,17,1901,120,1,6000.0,,1042311,6.0,5.0,0.0,,,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1,0,120.0,120.0,6253.866,0,1_adult_0_child,1,39379.85
2022HU0582535,17,1901,172,1,7000.0,,1042311,6.0,5.0,0.0,,,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1,0,172.0,172.0,7296.177,0,1_adult_0_child,1,39379.85
2022HU0586562,17,1902,19,1,13800.0,,1042311,4.0,9.0,0.0,,,1,1,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,4.160506,4.160506,14383.8918,0,1_adult_0_child,1,39379.85
2022HU0587143,17,1902,61,2,300.0,300.0,1042311,1.0,2.0,0.0,2.0,4.0,2,2,0,0,0,1,1,0,0,0,0,1,0.0,0.0,0.0,0,0,13.357414,13.357414,312.6933,0,2_adult_0_child,1,51941.36
2022HU0592097,17,1902,10,1,1900.0,,1042311,6.0,5.0,0.0,,,1,1,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,2.18974,2.18974,1980.3909,0,1_adult_0_child,1,39379.85
2022HU0594677,17,1901,172,2,31690.0,31690.0,1042311,1.0,2.0,0.0,2.0,4.0,2,2,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,172.0,172.0,33030.83559,0,2_adult_0_child,1,51941.36
2022HU0599362,17,1902,13,2,42100.0,42100.0,1042311,3.0,7.0,0.0,2.0,4.0,2,2,0,0,0,1,1,0,0,0,0,1,0.0,0.0,0.0,0,0,2.846662,2.846662,43881.2931,0,2_adult_0_child,1,51941.36
2022HU0599769,17,1902,22,1,9900.0,,1042311,6.0,5.0,0.0,,,1,1,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,4.817428,4.817428,10318.8789,0,1_adult_0_child,1,39379.85
2022HU0601393,17,1901,269,1,0.0,,1042311,4.0,9.0,0.0,,,1,1,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,269.0,269.0,0.0,0,1_adult_0_child,1,39379.85
2022HU0604117,17,1902,20,3,580.0,0.0,1042311,3.0,3.0,1.0,2.0,2.0,3,2,0,0,0,1,1,0,0,0,0,1,0.0,0.0,0.0,0,0,4.37948,4.37948,604.54038,0,2_adult_1_child,1,59996.98
2022HU0606726,17,1901,204,1,12000.0,,1042311,4.0,9.0,0.0,,,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1,0,204.0,204.0,12507.732,0,1_adult_0_child,1,39379.85
2022HU0612940,17,1902,17,1,1200.0,,1042311,4.0,9.0,0.0,,,1,1,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,3.722558,3.722558,1250.7732,0,1_adult_0_child,1,39379.85
2022HU0613671,17,1902,18,1,24000.0,,1042311,4.0,9.0,0.0,,,1,1,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,3.941532,3.941532,25015.464,0,1_adult_0_child,1,39379.85
2022HU0614757,17,1902,62,2,29600.0,29600.0,1042311,1.0,2.0,0.0,2.0,4.0,2,2,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,13.576388,13.576388,30852.4056,0,2_adult_0_child,1,51941.36
2022HU0615373,17,1901,66,3,26800.0,26800.0,1042311,1.0,2.0,0.0,3.0,4.0,3,3,0,0,0,1,1,0,0,0,0,1,0.0,0.0,0.0,0,0,66.0,66.0,27933.9348,0,3plus_adult_0_child,1,61258.87
2022HU0616940,17,1901,9,1,23000.0,,1042311,6.0,5.0,0.0,,,1,1,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,9.0,9.0,23973.153,0,1_adult_0_child,1,39379.85
2022HU0617662,17,1902,50,1,25500.0,,1042311,6.0,5.0,0.0,,,1,1,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,10.9487,10.9487,26578.9305,0,1_adult_0_child,1,39379.85
2022HU0617857,17,1902,143,5,37500.0,37500.0,1042311,3.0,6.0,4.0,5.0,3.0,5,1,0,2,0,0,1,0,0,1,0,0,0.0,0.0,0.0,0,0,31.313282,31.313282,39086.6625,0,1_adult_2plus_child,1,59492.23
2022HU0619493,17,1901,21,2,23800.0,,1042311,5.0,4.0,0.0,,,2,2,0,0,0,1,1,0,0,0,0,1,0.0,0.0,0.0,0,0,21.0,21.0,24807.0018,0,2_adult_0_child,1,51941.36
2022HU0619711,17,1901,95,2,48000.0,,1042311,5.0,12.0,0.0,,,2,2,1,2,1,2,1,1,1,1,1,1,0.5,0.5,0.5,1,0,95.0,95.0,50030.928,0,2_adult_0_child,1,51941.36
2022HU0620346,17,1902,75,2,34000.0,34000.0,1042311,1.0,2.0,0.0,2.0,4.0,2,2,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,16.42305,16.42305,35438.574,0,2_adult_0_child,1,51941.36
2022HU0622581,17,1902,63,1,7200.0,,1042311,4.0,9.0,0.0,,,1,1,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,13.795362,13.795362,7504.6392,0,1_adult_0_child,1,39379.85
2022HU0623502,17,1902,95,2,32000.0,32000.0,1042311,2.0,11.0,0.0,2.0,4.0,2,2,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,20.80253,20.80253,33353.952,0,2_adult_0_child,1,51941.36
2022HU0628451,17,1901,59,3,3600.0,,1042311,5.0,12.0,0.0,,,3,3,3,2,2,1,1,0,1,1,1,1,0.6666666666666666,0.6666666666666666,1.0,1,0,59.0,59.0,3752.3196,0,3plus_adult_0_child,1,61258.87
2022HU0631397,17,1902,31,3,42000.0,22000.0,1042311,3.0,3.0,1.0,2.0,2.0,3,2,1,1,0,2,1,0,0,1,1,1,0.0,0.0,0.3333333333333333,0,0,6.788194,6.788194,43777.062,0,2_adult_1_child,1,59996.98
2022HU0635218,17,1902,61,1,15000.0,,1042311,6.0,5.0,0.0,,,1,1,0,0,0,1,1,0,0,0,0,1,0.0,0.0,0.0,0,0,13.357414,13.357414,15634.665,0,1_adult_0_child,1,39379.85
2022HU0635452,17,1902,10,1,30000.0,,1042311,4.0,9.0,0.0,,,1,1,0,0,0,1,1,0,0,0,0,1,0.0,0.0,0.0,0,0,2.18974,2.18974,31269.33,0,1_adult_0_child,1,39379.85
2022HU0636173,17,1902,76,3,55280.0,55280.0,1042311,1.0,1.0,1.0,3.0,2.0,3,2,0,1,0,1,1,0,0,1,0,1,0.0,0.0,0.0,0,0,16.642024,16.642024,57618.95208,0,2_adult_1_child,1,59996.98
2022HU0637831,17,1901,279,1,500.0,,1042311,6.0,5.0,0.0,,,1,1,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,279.0,279.0,521.1555,0,1_adult_0_child,1,39379.85
2022HU0638062,17,1902,68,1,12000.0,,1042311,6.0,5.0,0.0,,,1,1,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,14.890232,14.890232,12507.732,0,1_adult_0_child,1,39379.85
2022HU0638669,17,1902,23,2,47600.0,47600.0,1042311,3.0,7.0,0.0,2.0,4.0,2,2,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,5.036402,5.036402,49614.0036,0,2_adult_0_child,1,51941.36
2022HU0639317,17,1902,78,2,12700.0,,1042311,7.0,4.0,0.0,,,2,2,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,17.079972,17.079972,13237.3497,0,2_adult_0_child,1,51941.36
2022HU0646697,17,1902,101,6,40500.0,40500.0,1042311,3.0,6.0,4.0,6.0,2.0,6,2,1,5,0,1,1,0,0,1,1,1,0.0,0.0,0.16666666666666666,0,0,22.116374,22.116374,42213.5955,0,2_adult_2plus_child,1,68841.66
2022HU0649762,17,1901,103,2,32200.0,32200.0,1042311,1.0,2.0,0.0,2.0,4.0,2,2,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,103.0,103.0,33562.4142,0,2_adult_0_child,1,51941.36
2022HU0649928,17,1902,8,3,57000.0,57000.0,1042311,3.0,6.0,2.0,3.0,2.0,3,1,0,2,0,1,1,0,0,1,0,1,0.0,0.0,0.0,0,0,1.751792,1.751792,59411.727,0,1_adult_2plus_child,1,59492.23
2022HU0650597,17,1902,19,3,29000.0,29000.0,1042311,3.0,6.0,2.0,3.0,2.0,3,1,0,3,0,1,1,0,0,1,0,1,0.0,0.0,0.0,0,0,4.160506,4.160506,30227.019,0,1_adult_2plus_child,1,59492.23
2022HU0653072,17,1902,16,5,60000.0,60000.0,1042311,1.0,1.0,3.0,5.0,3.0,5,2,0,1,0,1,1,0,0,1,0,1,0.0,0.0,0.0,0,0,3.503584,3.503584,62538.66,0,2_adult_2plus_child,1,68841.66
2022HU0655530,17,1902,19,1,3500.0,,1042311,6.0,5.0,0.0,,,1,1,1,0,0,1,1,0,0,0,1,1,0.0,0.0,1.0,0,0,4.160506,4.160506,3648.0885,0,1_adult_0_child,1,39379.85
2022HU0656496,17,1902,38,1,12600.0,,1042311,4.0,9.0,0.0,,,1,1,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,8.321012,8.321012,13133.1186,0,1_adult_0_child,1,39379.85
2022HU0656822,17,1902,98,2,10100.0,10100.0,1042311,1.0,2.0,0.0,2.0,4.0,2,2,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,21.459452,21.459452,10527.3411,0,2_adult_0_child,1,51941.36
2022HU0657739,17,1902,12,1,0.0,,1042311,6.0,5.0,0.0,,,1,1,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,2.627688,2.627688,0.0,0,1_adult_0_child,1,39379.85
2022HU0658601,17,1902,21,1,21960.0,,1042311,6.0,5.0,0.0,,,1,1,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,4.598454,4.598454,22889.14956,0,1_adult_0_child,1,39379.85
2022HU0664763,17,1902,27,1,35000.0,,1042311,6.0,5.0,0.0,,,1,1,0,0,0,1,1,0,0,0,0,1,0.0,0.0,0.0,0,0,5.912298,5.912298,36480.885,0,1_adult_0_child,1,39379.85
2022HU0669642,17,1902,54,1,6000.0,,1042311,4.0,9.0,0.0,,,1,1,0,0,0,1,1,0,0,0,0,1,0.0,0.0,0.0,0,0,11.824596,11.824596,6253.866,0,1_adult_0_child,1,39379.85
2022HU0670140,17,1902,110,3,42000.0,42000.0,1042311,2.0,10.0,2.0,3.0,2.0,3,1,0,2,0,1,1,0,0,1,0,1,0.0,0.0,0.0,0,0,24.08714,24.08714,43777.062,0,1_adult_2plus_child,1,59492.23
2022HU0670844,17,1902,50,1,12100.0,,1042311,6.0,5.0,0.0,,,1,1,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,10.9487,10.9487,12611.9631,0,1_adult_0_child,1,39379.85
2022HU0672666,17,1902,109,1,29900.0,,1042311,6.0,5.0,0.0,,,1,1,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,23.868166,23.868166,31165.0989,0,1_adult_0_child,1,39379.85
