from_year,to_year,from_aligned_cluster_id,to_raw_cluster_id,distance
2019,2021,0,0,0.24063609231397085
2019,2021,1,1,1.0391833004776676
2021,2022,0,0,0.13136022831881852
2021,2022,1,1,0.5692276560482157
2022,2023,0,0,0.1475592414429487
2022,2023,1,1,0.6394233795861115
