"GEO_ID","NAME","S1601_C01_001E","S1601_C01_001M","S1601_C02_001E","S1601_C02_001M","S1601_C03_001E","S1601_C03_001M","S1601_C01_002E","S1601_C01_002M","S1601_C02_002E","S1601_C02_002M","S1601_C03_002E","S1601_C03_002M","S1601_C01_003E","S1601_C01_003M","S1601_C02_003E","S1601_C02_003M","S1601_C03_003E","S1601_C03_003M","S1601_C01_004E","S1601_C01_004M","S1601_C02_004E","S1601_C02_004M","S1601_C03_004E","S1601_C03_004M","S1601_C01_005E","S1601_C01_005M","S1601_C02_005E","S1601_C02_005M","S1601_C03_005E","S1601_C03_005M","S1601_C01_006E","S1601_C01_006M","S1601_C02_006E","S1601_C02_006M","S1601_C03_006E","S1601_C03_006M","S1601_C01_007E","S1601_C01_007M","S1601_C02_007E","S1601_C02_007M","S1601_C03_007E","S1601_C03_007M","S1601_C01_008E","S1601_C01_008M","S1601_C02_008E","S1601_C02_008M","S1601_C03_008E","S1601_C03_008M","S1601_C01_009E","S1601_C01_009M","S1601_C02_009E","S1601_C02_009M","S1601_C03_009E","S1601_C03_009M","S1601_C01_010E","S1601_C01_010M","S1601_C02_010E","S1601_C02_010M","S1601_C03_010E","S1601_C03_010M","S1601_C01_011E","S1601_C01_011M","S1601_C02_011E","S1601_C02_011M","S1601_C03_011E","S1601_C03_011M","S1601_C01_012E","S1601_C01_012M","S1601_C02_012E","S1601_C02_012M","S1601_C03_012E","S1601_C03_012M","S1601_C01_013E","S1601_C01_013M","S1601_C02_013E","S1601_C02_013M","S1601_C03_013E","S1601_C03_013M","S1601_C01_014E","S1601_C01_014M","S1601_C02_014E","S1601_C02_014M","S1601_C03_014E","S1601_C03_014M","S1601_C01_015E","S1601_C01_015M","S1601_C02_015E","S1601_C02_015M","S1601_C03_015E","S1601_C03_015M","S1601_C01_016E","S1601_C01_016M","S1601_C02_016E","S1601_C02_016M","S1601_C03_016E","S1601_C03_016M","S1601_C01_017E","S1601_C01_017M","S1601_C02_017E","S1601_C02_017M","S1601_C03_017E","S1601_C03_017M","S1601_C01_018E","S1601_C01_018M","S1601_C02_018E","S1601_C02_018M","S1601_C03_018E","S1601_C03_018M","S1601_C01_019E","S1601_C01_019M","S1601_C02_019E","S1601_C02_019M","S1601_C03_019E","S1601_C03_019M","S1601_C01_020E","S1601_C01_020M","S1601_C02_020E","S1601_C02_020M","S1601_C03_020E","S1601_C03_020M","S1601_C01_021E","S1601_C01_021M","S1601_C02_021E","S1601_C02_021M","S1601_C03_021E","S1601_C03_021M","S1601_C01_022E","S1601_C01_022M","S1601_C02_022E","S1601_C02_022M","S1601_C03_022E","S1601_C03_022M","S1601_C01_023E","S1601_C01_023M","S1601_C02_023E","S1601_C02_023M","S1601_C03_023E","S1601_C03_023M","S1601_C01_024E","S1601_C01_024M","S1601_C02_024E","S1601_C02_024M","S1601_C03_024E","S1601_C03_024M","S1601_C01_025E","S1601_C01_025M","S1601_C02_025E","S1601_C02_025M","S1601_C03_025E","S1601_C03_025M","S1601_C01_026E","S1601_C01_026M","S1601_C02_026E","S1601_C02_026M","S1601_C03_026E","S1601_C03_026M",
"Geography","Geographic Area Name","Total!!Estimate!!Population 5 years and over","Total!!Margin of Error!!Population 5 years and over","Percent of specified language speakers!!Speak English "very well"!!Estimate!!Population 5 years and over","Percent of specified language speakers!!Speak English "very well"!!Margin of Error!!Population 5 years and over","Percent of specified language speakers!!Speak English  less than "very well"!!Estimate!!Population 5 years and over","Percent of specified language speakers!!Speak English  less than "very well"!!Margin of Error!!Population 5 years and over","Total!!Estimate!!Speak only English","Total!!Margin of Error!!Speak only English","Percent of specified language speakers!!Speak English "very well"!!Estimate!!Speak only English","Percent of specified language speakers!!Speak English "very well"!!Margin of Error!!Speak only English","Percent of specified language speakers!!Speak English  less than "very well"!!Estimate!!Speak only English","Percent of specified language speakers!!Speak English  less than "very well"!!Margin of Error!!Speak only English","Total!!Estimate!!Speak a language other than English","Total!!Margin of Error!!Speak a language other than English","Percent of specified language speakers!!Speak English "very well"!!Estimate!!Speak a language other than English","Percent of specified language speakers!!Speak English "very well"!!Margin of Error!!Speak a language other than English","Percent of specified language speakers!!Speak English  less than "very well"!!Estimate!!Speak a language other than English","Percent of specified language speakers!!Speak English  less than "very well"!!Margin of Error!!Speak a language other than English","Total!!Estimate!!Speak a language other than English!!Spanish or Spanish Creole","Total!!Margin of Error!!Speak a language other than English!!Spanish or Spanish Creole","Percent of specified language speakers!!Speak English "very well"!!Estimate!!Speak a language other than English!!Spanish or Spanish Creole","Percent of specified language speakers!!Speak English "very well"!!Margin of Error!!Speak a language other than English!!Spanish or Spanish Creole","Percent of specified language speakers!!Speak English  less than "very well"!!Estimate!!Speak a language other than English!!Spanish or Spanish Creole","Percent of specified language speakers!!Speak English  less than "very well"!!Margin of Error!!Speak a language other than English!!Spanish or Spanish Creole","Total!!Estimate!!Speak a language other than English!!Other Indo-European languages","Total!!Margin of Error!!Speak a language other than English!!Other Indo-European languages","Percent of specified language speakers!!Speak English "very well"!!Estimate!!Speak a language other than English!!Other Indo-European languages","Percent of specified language speakers!!Speak English "very well"!!Margin of Error!!Speak a language other than English!!Other Indo-European languages","Percent of specified language speakers!!Speak English  less than "very well"!!Estimate!!Speak a language other than English!!Other Indo-European languages","Percent of specified language speakers!!Speak English  less than "very well"!!Margin of Error!!Speak a language other than English!!Other Indo-European languages","Total!!Estimate!!Speak a language other than English!!Asian and Pacific Island languages","Total!!Margin of Error!!Speak a language other than English!!Asian and Pacific Island languages","Percent of specified language speakers!!Speak English "very well"!!Estimate!!Speak a language other than English!!Asian and Pacific Island languages","Percent of specified language speakers!!Speak English "very well"!!Margin of Error!!Speak a language other than English!!Asian and Pacific Island languages","Percent of specified language speakers!!Speak English  less than "very well"!!Estimate!!Speak a language other than English!!Asian and Pacific Island languages","Percent of specified language speakers!!Speak English  less than "very well"!!Margin of Error!!Speak a language other than English!!Asian and Pacific Island languages","Total!!Estimate!!Speak a language other than English!!Other languages","Total!!Margin of Error!!Speak a language other than English!!Other languages","Percent of specified language speakers!!Speak English "very well"!!Estimate!!Speak a language other than English!!Other languages","Percent of specified language speakers!!Speak English "very well"!!Margin of Error!!Speak a language other than English!!Other languages","Percent of specified language speakers!!Speak English  less than "very well"!!Estimate!!Speak a language other than English!!Other languages","Percent of specified language speakers!!Speak English  less than "very well"!!Margin of Error!!Speak a language other than English!!Other languages","Total!!Estimate!!SPEAK A LANGUAGE OTHER THAN ENGLISH!!Spanish or Spanish Creole","Total!!Margin of Error!!SPEAK A LANGUAGE OTHER THAN ENGLISH!!Spanish or Spanish Creole","Percent of specified language speakers!!Speak English "very well"!!Estimate!!SPEAK A LANGUAGE OTHER THAN ENGLISH!!Spanish or Spanish Creole","Percent of specified language speakers!!Speak English "very well"!!Margin of Error!!SPEAK A LANGUAGE OTHER THAN ENGLISH!!Spanish or Spanish Creole","Percent of specified language speakers!!Speak English  less than "very well"!!Estimate!!SPEAK A LANGUAGE OTHER THAN ENGLISH!!Spanish or Spanish Creole","Percent of specified language speakers!!Speak English  less than "very well"!!Margin of Error!!SPEAK A LANGUAGE OTHER THAN ENGLISH!!Spanish or Spanish Creole","Total!!Estimate!!SPEAK A LANGUAGE OTHER THAN ENGLISH!!Spanish or Spanish Creole!!5-17 years","Total!!Margin of Error!!SPEAK A LANGUAGE OTHER THAN ENGLISH!!Spanish or Spanish Creole!!5-17 years","Percent of specified language speakers!!Speak English "very well"!!Estimate!!SPEAK A LANGUAGE OTHER THAN ENGLISH!!Spanish or Spanish Creole!!5-17 years","Percent of specified language speakers!!Speak English "very well"!!Margin of Error!!SPEAK A LANGUAGE OTHER THAN ENGLISH!!Spanish or Spanish Creole!!5-17 years","Percent of specified language speakers!!Speak English  less than "very well"!!Estimate!!SPEAK A LANGUAGE OTHER THAN ENGLISH!!Spanish or Spanish Creole!!5-17 years","Percent of specified language speakers!!Speak English  less than "very well"!!Margin of Error!!SPEAK A LANGUAGE OTHER THAN ENGLISH!!Spanish or Spanish Creole!!5-17 years","Total!!Estimate!!SPEAK A LANGUAGE OTHER THAN ENGLISH!!Spanish or Spanish Creole!!18-64 years","Total!!Margin of Error!!SPEAK A LANGUAGE OTHER THAN ENGLISH!!Spanish or Spanish Creole!!18-64 years","Percent of specified language speakers!!Speak English "very well"!!Estimate!!SPEAK A LANGUAGE OTHER THAN ENGLISH!!Spanish or Spanish Creole!!18-64 years","Percent of specified language speakers!!Speak English "very well"!!Margin of Error!!SPEAK A LANGUAGE OTHER THAN ENGLISH!!Spanish or Spanish Creole!!18-64 years","Percent of specified language speakers!!Speak English  less than "very well"!!Estimate!!SPEAK A LANGUAGE OTHER THAN ENGLISH!!Spanish or Spanish Creole!!18-64 years","Percent of specified language speakers!!Speak English  less than "very well"!!Margin of Error!!SPEAK A LANGUAGE OTHER THAN ENGLISH!!Spanish or Spanish Creole!!18-64 years","Total!!Estimate!!SPEAK A LANGUAGE OTHER THAN ENGLISH!!Spanish or Spanish Creole!!65 years and over","Total!!Margin of Error!!SPEAK A LANGUAGE OTHER THAN ENGLISH!!Spanish or Spanish Creole!!65 years and over","Percent of specified language speakers!!Speak English "very well"!!Estimate!!SPEAK A LANGUAGE OTHER THAN ENGLISH!!Spanish or Spanish Creole!!65 years and over","Percent of specified language speakers!!Speak English "very well"!!Margin of Error!!SPEAK A LANGUAGE OTHER THAN ENGLISH!!Spanish or Spanish Creole!!65 years and over","Percent of specified language speakers!!Speak English  less than "very well"!!Estimate!!SPEAK A LANGUAGE OTHER THAN ENGLISH!!Spanish or Spanish Creole!!65 years and over","Percent of specified language speakers!!Speak English  less than "very well"!!Margin of Error!!SPEAK A LANGUAGE OTHER THAN ENGLISH!!Spanish or Spanish Creole!!65 years and over","Total!!Estimate!!SPEAK A LANGUAGE OTHER THAN ENGLISH!!Other Indo-European languages","Total!!Margin of Error!!SPEAK A LANGUAGE OTHER THAN ENGLISH!!Other Indo-European languages","Percent of specified language speakers!!Speak English "very well"!!Estimate!!SPEAK A LANGUAGE OTHER THAN ENGLISH!!Other Indo-European languages","Percent of specified language speakers!!Speak English "very well"!!Margin of Error!!SPEAK A LANGUAGE OTHER THAN ENGLISH!!Other Indo-European languages","Percent of specified language speakers!!Speak English  less than "very well"!!Estimate!!SPEAK A LANGUAGE OTHER THAN ENGLISH!!Other Indo-European languages","Percent of specified language speakers!!Speak English  less than "very well"!!Margin of Error!!SPEAK A LANGUAGE OTHER THAN ENGLISH!!Other Indo-European languages","Total!!Estimate!!SPEAK A LANGUAGE OTHER THAN ENGLISH!!Other Indo-European languages!!5-17 years","Total!!Margin of Error!!SPEAK A LANGUAGE OTHER THAN ENGLISH!!Other Indo-European languages!!5-17 years","Percent of specified language speakers!!Speak English "very well"!!Estimate!!SPEAK A LANGUAGE OTHER THAN ENGLISH!!Other Indo-European languages!!5-17 years","Percent of specified language speakers!!Speak English "very well"!!Margin of Error!!SPEAK A LANGUAGE OTHER THAN ENGLISH!!Other Indo-European languages!!5-17 years","Percent of specified language speakers!!Speak English  less than "very well"!!Estimate!!SPEAK A LANGUAGE OTHER THAN ENGLISH!!Other Indo-European languages!!5-17 years","Percent of specified language speakers!!Speak English  less than "very well"!!Margin of Error!!SPEAK A LANGUAGE OTHER THAN ENGLISH!!Other Indo-European languages!!5-17 years","Total!!Estimate!!SPEAK A LANGUAGE OTHER THAN ENGLISH!!Other Indo-European languages!!18-64 years","Total!!Margin of Error!!SPEAK A LANGUAGE OTHER THAN ENGLISH!!Other Indo-European languages!!18-64 years","Percent of specified language speakers!!Speak English "very well"!!Estimate!!SPEAK A LANGUAGE OTHER THAN ENGLISH!!Other Indo-European languages!!18-64 years","Percent of specified language speakers!!Speak English "very well"!!Margin of Error!!SPEAK A LANGUAGE OTHER THAN ENGLISH!!Other Indo-European languages!!18-64 years","Percent of specified language speakers!!Speak English  less than "very well"!!Estimate!!SPEAK A LANGUAGE OTHER THAN ENGLISH!!Other Indo-European languages!!18-64 years","Percent of specified language speakers!!Speak English  less than "very well"!!Margin of Error!!SPEAK A LANGUAGE OTHER THAN ENGLISH!!Other Indo-European languages!!18-64 years","Total!!Estimate!!SPEAK A LANGUAGE OTHER THAN ENGLISH!!Other Indo-European languages!!65 years and over","Total!!Margin of Error!!SPEAK A LANGUAGE OTHER THAN ENGLISH!!Other Indo-European languages!!65 years and over","Percent of specified language speakers!!Speak English "very well"!!Estimate!!SPEAK A LANGUAGE OTHER THAN ENGLISH!!Other Indo-European languages!!65 years and over","Percent of specified language speakers!!Speak English "very well"!!Margin of Error!!SPEAK A LANGUAGE OTHER THAN ENGLISH!!Other Indo-European languages!!65 years and over","Percent of specified language speakers!!Speak English  less than "very well"!!Estimate!!SPEAK A LANGUAGE OTHER THAN ENGLISH!!Other Indo-European languages!!65 years and over","Percent of specified language speakers!!Speak English  less than "very well"!!Margin of Error!!SPEAK A LANGUAGE OTHER THAN ENGLISH!!Other Indo-European languages!!65 years and over","Total!!Estimate!!SPEAK A LANGUAGE OTHER THAN ENGLISH!!Asian and Pacific Island languages","Total!!Margin of Error!!SPEAK A LANGUAGE OTHER THAN ENGLISH!!Asian and Pacific Island languages","Percent of specified language speakers!!Speak English "very well"!!Estimate!!SPEAK A LANGUAGE OTHER THAN ENGLISH!!Asian and Pacific Island languages","Percent of specified language speakers!!Speak English "very well"!!Margin of Error!!SPEAK A LANGUAGE OTHER THAN ENGLISH!!Asian and Pacific Island languages","Percent of specified language speakers!!Speak English  less than "very well"!!Estimate!!SPEAK A LANGUAGE OTHER THAN ENGLISH!!Asian and Pacific Island languages","Percent of specified language speakers!!Speak English  less than "very well"!!Margin of Error!!SPEAK A LANGUAGE OTHER THAN ENGLISH!!Asian and Pacific Island languages","Total!!Estimate!!SPEAK A LANGUAGE OTHER THAN ENGLISH!!Asian and Pacific Island languages!!5-17 years","Total!!Margin of Error!!SPEAK A LANGUAGE OTHER THAN ENGLISH!!Asian and Pacific Island languages!!5-17 years","Percent of specified language speakers!!Speak English "very well"!!Estimate!!SPEAK A LANGUAGE OTHER THAN ENGLISH!!Asian and Pacific Island languages!!5-17 years","Percent of specified language speakers!!Speak English "very well"!!Margin of Error!!SPEAK A LANGUAGE OTHER THAN ENGLISH!!Asian and Pacific Island languages!!5-17 years","Percent of specified language speakers!!Speak English  less than "very well"!!Estimate!!SPEAK A LANGUAGE OTHER THAN ENGLISH!!Asian and Pacific Island languages!!5-17 years","Percent of specified language speakers!!Speak English  less than "very well"!!Margin of Error!!SPEAK A LANGUAGE OTHER THAN ENGLISH!!Asian and Pacific Island languages!!5-17 years","Total!!Estimate!!SPEAK A LANGUAGE OTHER THAN ENGLISH!!Asian and Pacific Island languages!!18-64 years","Total!!Margin of Error!!SPEAK A LANGUAGE OTHER THAN ENGLISH!!Asian and Pacific Island languages!!18-64 years","Percent of specified language speakers!!Speak English "very well"!!Estimate!!SPEAK A LANGUAGE OTHER THAN ENGLISH!!Asian and Pacific Island languages!!18-64 years","Percent of specified language speakers!!Speak English "very well"!!Margin of Error!!SPEAK A LANGUAGE OTHER THAN ENGLISH!!Asian and Pacific Island languages!!18-64 years","Percent of specified language speakers!!Speak English  less than "very well"!!Estimate!!SPEAK A LANGUAGE OTHER THAN ENGLISH!!Asian and Pacific Island languages!!18-64 years","Percent of specified language speakers!!Speak English  less than "very well"!!Margin of Error!!SPEAK A LANGUAGE OTHER THAN ENGLISH!!Asian and Pacific Island languages!!18-64 years","Total!!Estimate!!SPEAK A LANGUAGE OTHER THAN ENGLISH!!Asian and Pacific Island languages!!65 years and over","Total!!Margin of Error!!SPEAK A LANGUAGE OTHER THAN ENGLISH!!Asian and Pacific Island languages!!65 years and over","Percent of specified language speakers!!Speak English "very well"!!Estimate!!SPEAK A LANGUAGE OTHER THAN ENGLISH!!Asian and Pacific Island languages!!65 years and over","Percent of specified language speakers!!Speak English "very well"!!Margin of Error!!SPEAK A LANGUAGE OTHER THAN ENGLISH!!Asian and Pacific Island languages!!65 years and over","Percent of specified language speakers!!Speak English  less than "very well"!!Estimate!!SPEAK A LANGUAGE OTHER THAN ENGLISH!!Asian and Pacific Island languages!!65 years and over","Percent of specified language speakers!!Speak English  less than "very well"!!Margin of Error!!SPEAK A LANGUAGE OTHER THAN ENGLISH!!Asian and Pacific Island languages!!65 years and over","Total!!Estimate!!SPEAK A LANGUAGE OTHER THAN ENGLISH!!Other languages","Total!!Margin of Error!!SPEAK A LANGUAGE OTHER THAN ENGLISH!!Other languages","Percent of specified language speakers!!Speak English "very well"!!Estimate!!SPEAK A LANGUAGE OTHER THAN ENGLISH!!Other languages","Percent of specified language speakers!!Speak English "very well"!!Margin of Error!!SPEAK A LANGUAGE OTHER THAN ENGLISH!!Other languages","Percent of specified language speakers!!Speak English  less than "very well"!!Estimate!!SPEAK A LANGUAGE OTHER THAN ENGLISH!!Other languages","Percent of specified language speakers!!Speak English  less than "very well"!!Margin of Error!!SPEAK A LANGUAGE OTHER THAN ENGLISH!!Other languages","Total!!Estimate!!SPEAK A LANGUAGE OTHER THAN ENGLISH!!Other languages!!5-17 years","Total!!Margin of Error!!SPEAK A LANGUAGE OTHER THAN ENGLISH!!Other languages!!5-17 years","Percent of specified language speakers!!Speak English "very well"!!Estimate!!SPEAK A LANGUAGE OTHER THAN ENGLISH!!Other languages!!5-17 years","Percent of specified language speakers!!Speak English "very well"!!Margin of Error!!SPEAK A LANGUAGE OTHER THAN ENGLISH!!Other languages!!5-17 years","Percent of specified language speakers!!Speak English  less than "very well"!!Estimate!!SPEAK A LANGUAGE OTHER THAN ENGLISH!!Other languages!!5-17 years","Percent of specified language speakers!!Speak English  less than "very well"!!Margin of Error!!SPEAK A LANGUAGE OTHER THAN ENGLISH!!Other languages!!5-17 years","Total!!Estimate!!SPEAK A LANGUAGE OTHER THAN ENGLISH!!Other languages!!18-64 years","Total!!Margin of Error!!SPEAK A LANGUAGE OTHER THAN ENGLISH!!Other languages!!18-64 years","Percent of specified language speakers!!Speak English "very well"!!Estimate!!SPEAK A LANGUAGE OTHER THAN ENGLISH!!Other languages!!18-64 years","Percent of specified language speakers!!Speak English "very well"!!Margin of Error!!SPEAK A LANGUAGE OTHER THAN ENGLISH!!Other languages!!18-64 years","Percent of specified language speakers!!Speak English  less than "very well"!!Estimate!!SPEAK A LANGUAGE OTHER THAN ENGLISH!!Other languages!!18-64 years","Percent of specified language speakers!!Speak English  less than "very well"!!Margin of Error!!SPEAK A LANGUAGE OTHER THAN ENGLISH!!Other languages!!18-64 years","Total!!Estimate!!SPEAK A LANGUAGE OTHER THAN ENGLISH!!Other languages!!65 years and over","Total!!Margin of Error!!SPEAK A LANGUAGE OTHER THAN ENGLISH!!Other languages!!65 years and over","Percent of specified language speakers!!Speak English "very well"!!Estimate!!SPEAK A LANGUAGE OTHER THAN ENGLISH!!Other languages!!65 years and over","Percent of specified language speakers!!Speak English "very well"!!Margin of Error!!SPEAK A LANGUAGE OTHER THAN ENGLISH!!Other languages!!65 years and over","Percent of specified language speakers!!Speak English  less than "very well"!!Estimate!!SPEAK A LANGUAGE OTHER THAN ENGLISH!!Other languages!!65 years and over","Percent of specified language speakers!!Speak English  less than "very well"!!Margin of Error!!SPEAK A LANGUAGE OTHER THAN ENGLISH!!Other languages!!65 years and over","Total!!Estimate!!PERCENT IMPUTED!!Language status","Total!!Margin of Error!!PERCENT IMPUTED!!Language status","Percent of specified language speakers!!Speak English "very well"!!Estimate!!PERCENT IMPUTED!!Language status","Percent of specified language speakers!!Speak English "very well"!!Margin of Error!!PERCENT IMPUTED!!Language status","Percent of specified language speakers!!Speak English  less than "very well"!!Estimate!!PERCENT IMPUTED!!Language status","Percent of specified language speakers!!Speak English  less than "very well"!!Margin of Error!!PERCENT IMPUTED!!Language status","Total!!Estimate!!PERCENT IMPUTED!!Language status (speak a language other than English)","Total!!Margin of Error!!PERCENT IMPUTED!!Language status (speak a language other than English)","Percent of specified language speakers!!Speak English "very well"!!Estimate!!PERCENT IMPUTED!!Language status (speak a language other than English)","Percent of specified language speakers!!Speak English "very well"!!Margin of Error!!PERCENT IMPUTED!!Language status (speak a language other than English)","Percent of specified language speakers!!Speak English  less than "very well"!!Estimate!!PERCENT IMPUTED!!Language status (speak a language other than English)","Percent of specified language speakers!!Speak English  less than "very well"!!Margin of Error!!PERCENT IMPUTED!!Language status (speak a language other than English)","Total!!Estimate!!PERCENT IMPUTED!!Ability to speak English","Total!!Margin of Error!!PERCENT IMPUTED!!Ability to speak English","Percent of specified language speakers!!Speak English "very well"!!Estimate!!PERCENT IMPUTED!!Ability to speak English","Percent of specified language speakers!!Speak English "very well"!!Margin of Error!!PERCENT IMPUTED!!Ability to speak English","Percent of specified language speakers!!Speak English  less than "very well"!!Estimate!!PERCENT IMPUTED!!Ability to speak English","Percent of specified language speakers!!Speak English  less than "very well"!!Margin of Error!!PERCENT IMPUTED!!Ability to speak English",
"1600000US1700880","Allerton village, Illinois","281","101","100.0","10.9","0.0","10.9","100.0","10.9","(X)","-888888888","(X)","-888888888","0.0","10.9","-","-222222222.0","-","-222222222.0","0.0","10.9","-","-222222222.0","-","-222222222.0","0.0","10.9","-","-222222222.0","-","-222222222.0","0.0","10.9","-","**","-","-222222222.0","0.0","10.9","-","**","-","-222222222.0","0","119","-","**","-","-222222222.0","0","119","-","**","-","-222222222.0","0","119","-","-222222222.0","-","-222222222.0","0","119","-","-222222222.0","-","-222222222.0","0","119","-","-222222222.0","-","-222222222.0","0","119","-","-222222222.0","-","-222222222.0","0","119","-","-222222222.0","-","-222222222.0","0","119","-","-222222222.0","-","-222222222.0","0","119","-","-222222222.0","-","-222222222.0","0","119","-","**","-","-222222222.0","0","119","-","**","-","-222222222.0","0","119","-","**","-","-222222222.0","0","119","-","-222222222.0","-","-222222222.0","0","119","-","-222222222.0","-","-222222222.0","0","119","-","-222222222.0","-","-222222222.0","0","119","-","-222222222.0","-","-222222222.0","0.7","(X)","(X)","-888888888","(X)","-888888888","-","(X)","(X)","-888888888","(X)","-888888888","-","(X)","(X)","-888888888","(X)","-888888888",
"1600000US1707211","Bondville village, Illinois","529","145","100.0","6.0","0.0","6.0","98.7","2.0","(X)","-888888888","(X)","-888888888","1.3","2.0","100.0","100.0","0.0","100.0","0.9","1.9","100.0","100.0","0.0","100.0","0.4","0.7","100.0","100.0","0.0","100.0","0.0","6.0","-","**","-","-222222222.0","0.0","6.0","-","**","-","-222222222.0","5","10","100.0","100.0","0.0","100.0","0","119","-","**","-","-222222222.0","5","10","100.0","100.0","0.0","100.0","0","119","-","-222222222.0","-","-222222222.0","2","3","100.0","100.0","0.0","100.0","0","119","-","-222222222.0","-","-222222222.0","2","3","100.0","100.0","0.0","100.0","0","119","-","-222222222.0","-","-222222222.0","0","119","-","-222222222.0","-","-222222222.0","0","119","-","**","-","-222222222.0","0","119","-","**","-","-222222222.0","0","119","-","**","-","-222222222.0","0","119","-","-222222222.0","-","-222222222.0","0","119","-","-222222222.0","-","-222222222.0","0","119","-","-222222222.0","-","-222222222.0","0","119","-","-222222222.0","-","-222222222.0","4.5","(X)","(X)","-888888888","(X)","-888888888","0.0","(X)","(X)","-888888888","(X)","-888888888","0.0","(X)","(X)","-888888888","(X)","-888888888",
"1600000US1708420","Broadlands village, Illinois","287","89","99.3","1.4","0.7","1.4","94.1","7.9","(X)","-888888888","(X)","-888888888","5.9","7.9","88.2","42.4","11.8","42.4","5.9","7.9","88.2","42.4","11.8","42.4","0.0","10.7","-","-222222222.0","-","-222222222.0","0.0","10.7","-","**","-","-222222222.0","0.0","10.7","-","**","-","-222222222.0","17","25","88.2","42.4","11.8","42.4","0","119","-","**","-","-222222222.0","17","25","88.2","42.4","11.8","42.4","0","119","-","-222222222.0","-","-222222222.0","0","119","-","-222222222.0","-","-222222222.0","0","119","-","-222222222.0","-","-222222222.0","0","119","-","-222222222.0","-","-222222222.0","0","119","-","-222222222.0","-","-222222222.0","0","119","-","-222222222.0","-","-222222222.0","0","119","-","**","-","-222222222.0","0","119","-","**","-","-222222222.0","0","119","-","**","-","-222222222.0","0","119","-","-222222222.0","-","-222222222.0","0","119","-","-222222222.0","-","-222222222.0","0","119","-","-222222222.0","-","-222222222.0","0","119","-","-222222222.0","-","-222222222.0","8.4","(X)","(X)","-888888888","(X)","-888888888","0.0","(X)","(X)","-888888888","(X)","-888888888","0.0","(X)","(X)","-888888888","(X)","-888888888",
"1600000US1712385","Champaign city, Illinois","75056","426","93.6","0.9","6.4","0.9","83.0","1.1","(X)","-888888888","(X)","-888888888","17.0","1.1","62.2","4.8","37.8","4.8","4.2","0.7","70.1","9.8","29.9","9.8","5.1","0.8","77.2","6.3","22.8","6.3","7.1","0.7","45.2","6.9","54.8","6.9","0.6","0.3","79.1","15.4","20.9","15.4","3153","518","70.1","9.8","29.9","9.8","505","207","90.3","8.3","9.7","8.3","2566","395","65.2","11.3","34.8","11.3","82","54","100.0","31.5","0.0","31.5","3796","583","77.2","6.3","22.8","6.3","325","145","80.0","19.3","20.0","19.3","3330","545","78.0","6.3","22.0","6.3","141","84","51.1","22.8","48.9","22.8","5302","531","45.2","6.9","54.8","6.9","463","146","56.4","19.2","43.6","19.2","4696","454","44.2","7.7","55.8","7.7","143","76","39.2","27.8","60.8","27.8","483","231","79.1","15.4","20.9","15.4","122","111","100.0","23.1","0.0","23.1","348","153","71.0","20.7","29.0","20.7","13","22","100.0","82.2","0.0","82.3","3.1","(X)","(X)","-888888888","(X)","-888888888","3.5","(X)","(X)","-888888888","(X)","-888888888","4.8","(X)","(X)","-888888888","(X)","-888888888",
"1600000US1726194","Fisher village, Illinois","1827","183","97.5","2.1","2.5","2.1","97.0","2.1","(X)","-888888888","(X)","-888888888","3.0","2.1","16.4","18.7","83.6","18.7","2.7","2.1","8.0","13.2","92.0","13.2","0.2","0.3","100.0","100.0","0.0","100.0","0.1","0.2","100.0","100.0","0.0","100.0","0.0","1.8","-","**","-","-222222222.0","50","37","8.0","13.2","92.0","13.2","9","9","0.0","98.9","100.0","98.9","41","37","9.8","19.4","90.2","19.4","0","119","-","-222222222.0","-","-222222222.0","3","5","100.0","100.0","0.0","100.0","0","119","-","-222222222.0","-","-222222222.0","3","5","100.0","100.0","0.0","100.0","0","119","-","-222222222.0","-","-222222222.0","2","4","100.0","100.0","0.0","100.0","2","4","100.0","100.0","0.0","100.0","0","119","-","**","-","-222222222.0","0","119","-","**","-","-222222222.0","0","119","-","-222222222.0","-","-222222222.0","0","119","-","-222222222.0","-","-222222222.0","0","119","-","-222222222.0","-","-222222222.0","0","119","-","-222222222.0","-","-222222222.0","1.9","(X)","(X)","-888888888","(X)","-888888888","5.5","(X)","(X)","-888888888","(X)","-888888888","5.5","(X)","(X)","-888888888","(X)","-888888888",
