"GEO_ID","NAME","S1601_C01_001E","S1601_C01_001M","S1601_C02_001E","S1601_C02_001M","S1601_C03_001E","S1601_C03_001M","S1601_C01_002E","S1601_C01_002M","S1601_C02_002E","S1601_C02_002M","S1601_C03_002E","S1601_C03_002M","S1601_C01_003E","S1601_C01_003M","S1601_C02_003E","S1601_C02_003M","S1601_C03_003E","S1601_C03_003M","S1601_C01_004E","S1601_C01_004M","S1601_C02_004E","S1601_C02_004M","S1601_C03_004E","S1601_C03_004M","S1601_C01_005E","S1601_C01_005M","S1601_C02_005E","S1601_C02_005M","S1601_C03_005E","S1601_C03_005M","S1601_C01_006E","S1601_C01_006M","S1601_C02_006E","S1601_C02_006M","S1601_C03_006E","S1601_C03_006M","S1601_C01_007E","S1601_C01_007M","S1601_C02_007E","S1601_C02_007M","S1601_C03_007E","S1601_C03_007M","S1601_C01_008E","S1601_C01_008M","S1601_C02_008E","S1601_C02_008M","S1601_C03_008E","S1601_C03_008M","S1601_C01_009E","S1601_C01_009M","S1601_C02_009E","S1601_C02_009M","S1601_C03_009E","S1601_C03_009M","S1601_C01_010E","S1601_C01_010M","S1601_C02_010E","S1601_C02_010M","S1601_C03_010E","S1601_C03_010M","S1601_C01_011E","S1601_C01_011M","S1601_C02_011E","S1601_C02_011M","S1601_C03_011E","S1601_C03_011M","S1601_C01_012E","S1601_C01_012M","S1601_C02_012E","S1601_C02_012M","S1601_C03_012E","S1601_C03_012M","S1601_C01_013E","S1601_C01_013M","S1601_C02_013E","S1601_C02_013M","S1601_C03_013E","S1601_C03_013M","S1601_C01_014E","S1601_C01_014M","S1601_C02_014E","S1601_C02_014M","S1601_C03_014E","S1601_C03_014M","S1601_C01_015E","S1601_C01_015M","S1601_C02_015E","S1601_C02_015M","S1601_C03_015E","S1601_C03_015M","S1601_C01_016E","S1601_C01_016M","S1601_C02_016E","S1601_C02_016M","S1601_C03_016E","S1601_C03_016M","S1601_C01_017E","S1601_C01_017M","S1601_C02_017E","S1601_C02_017M","S1601_C03_017E","S1601_C03_017M","S1601_C01_018E","S1601_C01_018M","S1601_C02_018E","S1601_C02_018M","S1601_C03_018E","S1601_C03_018M","S1601_C01_019E","S1601_C01_019M","S1601_C02_019E","S1601_C02_019M","S1601_C03_019E","S1601_C03_019M","S1601_C01_020E","S1601_C01_020M","S1601_C02_020E","S1601_C02_020M","S1601_C03_020E","S1601_C03_020M","S1601_C01_021E","S1601_C01_021M","S1601_C02_021E","S1601_C02_021M","S1601_C03_021E","S1601_C03_021M","S1601_C01_022E","S1601_C01_022M","S1601_C02_022E","S1601_C02_022M","S1601_C03_022E","S1601_C03_022M","S1601_C01_023E","S1601_C01_023M","S1601_C02_023E","S1601_C02_023M","S1601_C03_023E","S1601_C03_023M","S1601_C01_024E","S1601_C01_024M","S1601_C02_024E","S1601_C02_024M","S1601_C03_024E","S1601_C03_024M","S1601_C01_025E","S1601_C01_025M","S1601_C02_025E","S1601_C02_025M","S1601_C03_025E","S1601_C03_025M","S1601_C01_026E","S1601_C01_026M","S1601_C02_026E","S1601_C02_026M","S1601_C03_026E","S1601_C03_026M","S1601_C01_027E","S1601_C01_027M","S1601_C02_027E","S1601_C02_027M","S1601_C03_027E","S1601_C03_027M","S1601_C01_028E","S1601_C01_028M","S1601_C02_028E","S1601_C02_028M","S1601_C03_028E","S1601_C03_028M","S1601_C01_029E","S1601_C01_029M","S1601_C02_029E","S1601_C02_029M","S1601_C03_029E","S1601_C03_029M","S1601_C01_030E","S1601_C01_030M","S1601_C02_030E","S1601_C02_030M","S1601_C03_030E","S1601_C03_030M","S1601_C01_031E","S1601_C01_031M","S1601_C02_031E","S1601_C02_031M","S1601_C03_031E","S1601_C03_031M",
"Geography","Geographic Area Name","Total!!Estimate!!Population 5 years and over","Total!!Margin of Error!!Population 5 years and over","Percent of specified language speakers!!Speak English "very well"!!Estimate!!Population 5 years and over","Percent of specified language speakers!!Speak English "very well"!!Margin of Error!!Population 5 years and over","Percent of specified language speakers!!Speak English  less than "very well"!!Estimate!!Population 5 years and over","Percent of specified language speakers!!Speak English  less than "very well"!!Margin of Error!!Population 5 years and over","Total!!Estimate!!Speak only English","Total!!Margin of Error!!Speak only English","Percent of specified language speakers!!Speak English "very well"!!Estimate!!Speak only English","Percent of specified language speakers!!Speak English "very well"!!Margin of Error!!Speak only English","Percent of specified language speakers!!Speak English  less than "very well"!!Estimate!!Speak only English","Percent of specified language speakers!!Speak English  less than "very well"!!Margin of Error!!Speak only English","Total!!Estimate!!Speak a language other than English","Total!!Margin of Error!!Speak a language other than English","Percent of specified language speakers!!Speak English "very well"!!Estimate!!Speak a language other than English","Percent of specified language speakers!!Speak English "very well"!!Margin of Error!!Speak a language other than English","Percent of specified language speakers!!Speak English  less than "very well"!!Estimate!!Speak a language other than English","Percent of specified language speakers!!Speak English  less than "very well"!!Margin of Error!!Speak a language other than English","Total!!Estimate!!Speak a language other than English!!Spanish or Spanish Creole","Total!!Margin of Error!!Speak a language other than English!!Spanish or Spanish Creole","Percent of specified language speakers!!Speak English "very well"!!Estimate!!Speak a language other than English!!Spanish or Spanish Creole","Percent of specified language speakers!!Speak English "very well"!!Margin of Error!!Speak a language other than English!!Spanish or Spanish Creole","Percent of specified language speakers!!Speak English  less than "very well"!!Estimate!!Speak a language other than English!!Spanish or Spanish Creole","Percent of specified language speakers!!Speak English  less than "very well"!!Margin of Error!!Speak a language other than English!!Spanish or Spanish Creole","Total!!Estimate!!Speak a language other than English!!Other Indo-European languages","Total!!Margin of Error!!Speak a language other than English!!Other Indo-European languages","Percent of specified language speakers!!Speak English "very well"!!Estimate!!Speak a language other than English!!Other Indo-European languages","Percent of specified language speakers!!Speak English "very well"!!Margin of Error!!Speak a language other than English!!Other Indo-European languages","Percent of specified language speakers!!Speak English  less than "very well"!!Estimate!!Speak a language other than English!!Other Indo-European languages","Percent of specified language speakers!!Speak English  less than "very well"!!Margin of Error!!Speak a language other than English!!Other Indo-European languages","Total!!Estimate!!Speak a language other than English!!Asian and Pacific Island languages","Total!!Margin of Error!!Speak a language other than English!!Asian and Pacific Island languages","Percent of specified language speakers!!Speak English "very well"!!Estimate!!Speak a language other than English!!Asian and Pacific Island languages","Percent of specified language speakers!!Speak English "very well"!!Margin of Error!!Speak a language other than English!!Asian and Pacific Island languages","Percent of specified language speakers!!Speak English  less than "very well"!!Estimate!!Speak a language other than English!!Asian and Pacific Island languages","Percent of specified language speakers!!Speak English  less than "very well"!!Margin of Error!!Speak a language other than English!!Asian and Pacific Island languages","Total!!Estimate!!Speak a language other than English!!Other languages","Total!!Margin of Error!!Speak a language other than English!!Other languages","Percent of specified language speakers!!Speak English "very well"!!Estimate!!Speak a language other than English!!Other languages","Percent of specified language speakers!!Speak English "very well"!!Margin of Error!!Speak a language other than English!!Other languages","Percent of specified language speakers!!Speak English  less than "very well"!!Estimate!!Speak a language other than English!!Other languages","Percent of specified language speakers!!Speak English  less than "very well"!!Margin of Error!!Speak a language other than English!!Other languages","Total!!Estimate!!SPEAK A LANGUAGE OTHER THAN ENGLISH!!Spanish or Spanish Creole","Total!!Margin of Error!!SPEAK A LANGUAGE OTHER THAN ENGLISH!!Spanish or Spanish Creole","Percent of specified language speakers!!Speak English "very well"!!Estimate!!SPEAK A LANGUAGE OTHER THAN ENGLISH!!Spanish or Spanish Creole","Percent of specified language speakers!!Speak English "very well"!!Margin of Error!!SPEAK A LANGUAGE OTHER THAN ENGLISH!!Spanish or Spanish Creole","Percent of specified language speakers!!Speak English  less than "very well"!!Estimate!!SPEAK A LANGUAGE OTHER THAN ENGLISH!!Spanish or Spanish Creole","Percent of specified language speakers!!Speak English  less than "very well"!!Margin of Error!!SPEAK A LANGUAGE OTHER THAN ENGLISH!!Spanish or Spanish Creole","Total!!Estimate!!SPEAK A LANGUAGE OTHER THAN ENGLISH!!Spanish or Spanish Creole!!5-17 years","Total!!Margin of Error!!SPEAK A LANGUAGE OTHER THAN ENGLISH!!Spanish or Spanish Creole!!5-17 years","Percent of specified language speakers!!Speak English "very well"!!Estimate!!SPEAK A LANGUAGE OTHER THAN ENGLISH!!Spanish or Spanish Creole!!5-17 years","Percent of specified language speakers!!Speak English "very well"!!Margin of Error!!SPEAK A LANGUAGE OTHER THAN ENGLISH!!Spanish or Spanish Creole!!5-17 years","Percent of specified language speakers!!Speak English  less than "very well"!!Estimate!!SPEAK A LANGUAGE OTHER THAN ENGLISH!!Spanish or Spanish Creole!!5-17 years","Percent of specified language speakers!!Speak English  less than "very well"!!Margin of Error!!SPEAK A LANGUAGE OTHER THAN ENGLISH!!Spanish or Spanish Creole!!5-17 years","Total!!Estimate!!SPEAK A LANGUAGE OTHER THAN ENGLISH!!Spanish or Spanish Creole!!18-64 years","Total!!Margin of Error!!SPEAK A LANGUAGE OTHER THAN ENGLISH!!Spanish or Spanish Creole!!18-64 years","Percent of specified language speakers!!Speak English "very well"!!Estimate!!SPEAK A LANGUAGE OTHER THAN ENGLISH!!Spanish or Spanish Creole!!18-64 years","Percent of specified language speakers!!Speak English "very well"!!Margin of Error!!SPEAK A LANGUAGE OTHER THAN ENGLISH!!Spanish or Spanish Creole!!18-64 years","Percent of specified language speakers!!Speak English  less than "very well"!!Estimate!!SPEAK A LANGUAGE OTHER THAN ENGLISH!!Spanish or Spanish Creole!!18-64 years","Percent of specified language speakers!!Speak English  less than "very well"!!Margin of Error!!SPEAK A LANGUAGE OTHER THAN ENGLISH!!Spanish or Spanish Creole!!18-64 years","Total!!Estimate!!SPEAK A LANGUAGE OTHER THAN ENGLISH!!Spanish or Spanish Creole!!65 years and over","Total!!Margin of Error!!SPEAK A LANGUAGE OTHER THAN ENGLISH!!Spanish or Spanish Creole!!65 years and over","Percent of specified language speakers!!Speak English "very well"!!Estimate!!SPEAK A LANGUAGE OTHER THAN ENGLISH!!Spanish or Spanish Creole!!65 years and over","Percent of specified language speakers!!Speak English "very well"!!Margin of Error!!SPEAK A LANGUAGE OTHER THAN ENGLISH!!Spanish or Spanish Creole!!65 years and over","Percent of specified language speakers!!Speak English  less than "very well"!!Estimate!!SPEAK A LANGUAGE OTHER THAN ENGLISH!!Spanish or Spanish Creole!!65 years and over","Percent of specified language speakers!!Speak English  less than "very well"!!Margin of Error!!SPEAK A LANGUAGE OTHER THAN ENGLISH!!Spanish or Spanish Creole!!65 years and over","Total!!Estimate!!SPEAK A LANGUAGE OTHER THAN ENGLISH!!Other Indo-European languages","Total!!Margin of Error!!SPEAK A LANGUAGE OTHER THAN ENGLISH!!Other Indo-European languages","Percent of specified language speakers!!Speak English "very well"!!Estimate!!SPEAK A LANGUAGE OTHER THAN ENGLISH!!Other Indo-European languages","Percent of specified language speakers!!Speak English "very well"!!Margin of Error!!SPEAK A LANGUAGE OTHER THAN ENGLISH!!Other Indo-European languages","Percent of specified language speakers!!Speak English  less than "very well"!!Estimate!!SPEAK A LANGUAGE OTHER THAN ENGLISH!!Other Indo-European languages","Percent of specified language speakers!!Speak English  less than "very well"!!Margin of Error!!SPEAK A LANGUAGE OTHER THAN ENGLISH!!Other Indo-European languages","Total!!Estimate!!SPEAK A LANGUAGE OTHER THAN ENGLISH!!Other Indo-European languages!!5-17 years","Total!!Margin of Error!!SPEAK A LANGUAGE OTHER THAN ENGLISH!!Other Indo-European languages!!5-17 years","Percent of specified language speakers!!Speak English "very well"!!Estimate!!SPEAK A LANGUAGE OTHER THAN ENGLISH!!Other Indo-European languages!!5-17 years","Percent of specified language speakers!!Speak English "very well"!!Margin of Error!!SPEAK A LANGUAGE OTHER THAN ENGLISH!!Other Indo-European languages!!5-17 years","Percent of specified language speakers!!Speak English  less than "very well"!!Estimate!!SPEAK A LANGUAGE OTHER THAN ENGLISH!!Other Indo-European languages!!5-17 years","Percent of specified language speakers!!Speak English  less than "very well"!!Margin of Error!!SPEAK A LANGUAGE OTHER THAN ENGLISH!!Other Indo-European languages!!5-17 years","Total!!Estimate!!SPEAK A LANGUAGE OTHER THAN ENGLISH!!Other Indo-European languages!!18-64 years","Total!!Margin of Error!!SPEAK A LANGUAGE OTHER THAN ENGLISH!!Other Indo-European languages!!18-64 years","Percent of specified language speakers!!Speak English "very well"!!Estimate!!SPEAK A LANGUAGE OTHER THAN ENGLISH!!Other Indo-European languages!!18-64 years","Percent of specified language speakers!!Speak English "very well"!!Margin of Error!!SPEAK A LANGUAGE OTHER THAN ENGLISH!!Other Indo-European languages!!18-64 years","Percent of specified language speakers!!Speak English  less than "very well"!!Estimate!!SPEAK A LANGUAGE OTHER THAN ENGLISH!!Other Indo-European languages!!18-64 years","Percent of specified language speakers!!Speak English  less than "very well"!!Margin of Error!!SPEAK A LANGUAGE OTHER THAN ENGLISH!!Other Indo-European languages!!18-64 years","Total!!Estimate!!SPEAK A LANGUAGE OTHER THAN ENGLISH!!Other Indo-European languages!!65 years and over","Total!!Margin of Error!!SPEAK A LANGUAGE OTHER THAN ENGLISH!!Other Indo-European languages!!65 years and over","Percent of specified language speakers!!Speak English "very well"!!Estimate!!SPEAK A LANGUAGE OTHER THAN ENGLISH!!Other Indo-European languages!!65 years and over","Percent of specified language speakers!!Speak English "very well"!!Margin of Error!!SPEAK A LANGUAGE OTHER THAN ENGLISH!!Other Indo-European languages!!65 years and over","Percent of specified language speakers!!Speak English  less than "very well"!!Estimate!!SPEAK A LANGUAGE OTHER THAN ENGLISH!!Other Indo-European languages!!65 years and over","Percent of specified language speakers!!Speak English  less than "very well"!!Margin of Error!!SPEAK A LANGUAGE OTHER THAN ENGLISH!!Other Indo-European languages!!65 years and over","Total!!Estimate!!SPEAK A LANGUAGE OTHER THAN ENGLISH!!Asian and Pacific Island languages","Total!!Margin of Error!!SPEAK A LANGUAGE OTHER THAN ENGLISH!!Asian and Pacific Island languages","Percent of specified language speakers!!Speak English "very well"!!Estimate!!SPEAK A LANGUAGE OTHER THAN ENGLISH!!Asian and Pacific Island languages","Percent of specified language speakers!!Speak English "very well"!!Margin of Error!!SPEAK A LANGUAGE OTHER THAN ENGLISH!!Asian and Pacific Island languages","Percent of specified language speakers!!Speak English  less than "very well"!!Estimate!!SPEAK A LANGUAGE OTHER THAN ENGLISH!!Asian and Pacific Island languages","Percent of specified language speakers!!Speak English  less than "very well"!!Margin of Error!!SPEAK A LANGUAGE OTHER THAN ENGLISH!!Asian and Pacific Island languages","Total!!Estimate!!SPEAK A LANGUAGE OTHER THAN ENGLISH!!Asian and Pacific Island languages!!5-17 years","Total!!Margin of Error!!SPEAK A LANGUAGE OTHER THAN ENGLISH!!Asian and Pacific Island languages!!5-17 years","Percent of specified language speakers!!Speak English "very well"!!Estimate!!SPEAK A LANGUAGE OTHER THAN ENGLISH!!Asian and Pacific Island languages!!5-17 years","Percent of specified language speakers!!Speak English "very well"!!Margin of Error!!SPEAK A LANGUAGE OTHER THAN ENGLISH!!Asian and Pacific Island languages!!5-17 years","Percent of specified language speakers!!Speak English  less than "very well"!!Estimate!!SPEAK A LANGUAGE OTHER THAN ENGLISH!!Asian and Pacific Island languages!!5-17 years","Percent of specified language speakers!!Speak English  less than "very well"!!Margin of Error!!SPEAK A LANGUAGE OTHER THAN ENGLISH!!Asian and Pacific Island languages!!5-17 years","Total!!Estimate!!SPEAK A LANGUAGE OTHER THAN ENGLISH!!Asian and Pacific Island languages!!18-64 years","Total!!Margin of Error!!SPEAK A LANGUAGE OTHER THAN ENGLISH!!Asian and Pacific Island languages!!18-64 years","Percent of specified language speakers!!Speak English "very well"!!Estimate!!SPEAK A LANGUAGE OTHER THAN ENGLISH!!Asian and Pacific Island languages!!18-64 years","Percent of specified language speakers!!Speak English "very well"!!Margin of Error!!SPEAK A LANGUAGE OTHER THAN ENGLISH!!Asian and Pacific Island languages!!18-64 years","Percent of specified language speakers!!Speak English  less than "very well"!!Estimate!!SPEAK A LANGUAGE OTHER THAN ENGLISH!!Asian and Pacific Island languages!!18-64 years","Percent of specified language speakers!!Speak English  less than "very well"!!Margin of Error!!SPEAK A LANGUAGE OTHER THAN ENGLISH!!Asian and Pacific Island languages!!18-64 years","Total!!Estimate!!SPEAK A LANGUAGE OTHER THAN ENGLISH!!Asian and Pacific Island languages!!65 years and over","Total!!Margin of Error!!SPEAK A LANGUAGE OTHER THAN ENGLISH!!Asian and Pacific Island languages!!65 years and over","Percent of specified language speakers!!Speak English "very well"!!Estimate!!SPEAK A LANGUAGE OTHER THAN ENGLISH!!Asian and Pacific Island languages!!65 years and over","Percent of specified language speakers!!Speak English "very well"!!Margin of Error!!SPEAK A LANGUAGE OTHER THAN ENGLISH!!Asian and Pacific Island languages!!65 years and over","Percent of specified language speakers!!Speak English  less than "very well"!!Estimate!!SPEAK A LANGUAGE OTHER THAN ENGLISH!!Asian and Pacific Island languages!!65 years and over","Percent of specified language speakers!!Speak English  less than "very well"!!Margin of Error!!SPEAK A LANGUAGE OTHER THAN ENGLISH!!Asian and Pacific Island languages!!65 years and over","Total!!Estimate!!SPEAK A LANGUAGE OTHER THAN ENGLISH!!Other languages","Total!!Margin of Error!!SPEAK A LANGUAGE OTHER THAN ENGLISH!!Other languages","Percent of specified language speakers!!Speak English "very well"!!Estimate!!SPEAK A LANGUAGE OTHER THAN ENGLISH!!Other languages","Percent of specified language speakers!!Speak English "very well"!!Margin of Error!!SPEAK A LANGUAGE OTHER THAN ENGLISH!!Other languages","Percent of specified language speakers!!Speak English  less than "very well"!!Estimate!!SPEAK A LANGUAGE OTHER THAN ENGLISH!!Other languages","Percent of specified language speakers!!Speak English  less than "very well"!!Margin of Error!!SPEAK A LANGUAGE OTHER THAN ENGLISH!!Other languages","Total!!Estimate!!SPEAK A LANGUAGE OTHER THAN ENGLISH!!Other languages!!5-17 years","Total!!Margin of Error!!SPEAK A LANGUAGE OTHER THAN ENGLISH!!Other languages!!5-17 years","Percent of specified language speakers!!Speak English "very well"!!Estimate!!SPEAK A LANGUAGE OTHER THAN ENGLISH!!Other languages!!5-17 years","Percent of specified language speakers!!Speak English "very well"!!Margin of Error!!SPEAK A LANGUAGE OTHER THAN ENGLISH!!Other languages!!5-17 years","Percent of specified language speakers!!Speak English  less than "very well"!!Estimate!!SPEAK A LANGUAGE OTHER THAN ENGLISH!!Other languages!!5-17 years","Percent of specified language speakers!!Speak English  less than "very well"!!Margin of Error!!SPEAK A LANGUAGE OTHER THAN ENGLISH!!Other languages!!5-17 years","Total!!Estimate!!SPEAK A LANGUAGE OTHER THAN ENGLISH!!Other languages!!18-64 years","Total!!Margin of Error!!SPEAK A LANGUAGE OTHER THAN ENGLISH!!Other languages!!18-64 years","Percent of specified language speakers!!Speak English "very well"!!Estimate!!SPEAK A LANGUAGE OTHER THAN ENGLISH!!Other languages!!18-64 years","Percent of specified language speakers!!Speak English "very well"!!Margin of Error!!SPEAK A LANGUAGE OTHER THAN ENGLISH!!Other languages!!18-64 years","Percent of specified language speakers!!Speak English  less than "very well"!!Estimate!!SPEAK A LANGUAGE OTHER THAN ENGLISH!!Other languages!!18-64 years","Percent of specified language speakers!!Speak English  less than "very well"!!Margin of Error!!SPEAK A LANGUAGE OTHER THAN ENGLISH!!Other languages!!18-64 years","Total!!Estimate!!SPEAK A LANGUAGE OTHER THAN ENGLISH!!Other languages!!65 years and over","Total!!Margin of Error!!SPEAK A LANGUAGE OTHER THAN ENGLISH!!Other languages!!65 years and over","Percent of specified language speakers!!Speak English "very well"!!Estimate!!SPEAK A LANGUAGE OTHER THAN ENGLISH!!Other languages!!65 years and over","Percent of specified language speakers!!Speak English "very well"!!Margin of Error!!SPEAK A LANGUAGE OTHER THAN ENGLISH!!Other languages!!65 years and over","Percent of specified language speakers!!Speak English  less than "very well"!!Estimate!!SPEAK A LANGUAGE OTHER THAN ENGLISH!!Other languages!!65 years and over","Percent of specified language speakers!!Speak English  less than "very well"!!Margin of Error!!SPEAK A LANGUAGE OTHER THAN ENGLISH!!Other languages!!65 years and over","Total!!Estimate!!CITIZENS 18 YEARS AND OVER!!All citizens 18 years and over","Total!!Margin of Error!!CITIZENS 18 YEARS AND OVER!!All citizens 18 years and over","Percent of specified language speakers!!Speak English "very well"!!Estimate!!CITIZENS 18 YEARS AND OVER!!All citizens 18 years and over","Percent of specified language speakers!!Speak English "very well"!!Margin of Error!!CITIZENS 18 YEARS AND OVER!!All citizens 18 years and over","Percent of specified language speakers!!Speak English  less than "very well"!!Estimate!!CITIZENS 18 YEARS AND OVER!!All citizens 18 years and over","Percent of specified language speakers!!Speak English  less than "very well"!!Margin of Error!!CITIZENS 18 YEARS AND OVER!!All citizens 18 years and over","Total!!Estimate!!CITIZENS 18 YEARS AND OVER!!All citizens 18 years and over!!Speak only English","Total!!Margin of Error!!CITIZENS 18 YEARS AND OVER!!All citizens 18 years and over!!Speak only English","Percent of specified language speakers!!Speak English "very well"!!Estimate!!CITIZENS 18 YEARS AND OVER!!All citizens 18 years and over!!Speak only English","Percent of specified language speakers!!Speak English "very well"!!Margin of Error!!CITIZENS 18 YEARS AND OVER!!All citizens 18 years and over!!Speak only English","Percent of specified language speakers!!Speak English  less than "very well"!!Estimate!!CITIZENS 18 YEARS AND OVER!!All citizens 18 years and over!!Speak only English","Percent of specified language speakers!!Speak English  less than "very well"!!Margin of Error!!CITIZENS 18 YEARS AND OVER!!All citizens 18 years and over!!Speak only English","Total!!Estimate!!CITIZENS 18 YEARS AND OVER!!All citizens 18 years and over!!Speak a language other than English","Total!!Margin of Error!!CITIZENS 18 YEARS AND OVER!!All citizens 18 years and over!!Speak a language other than English","Percent of specified language speakers!!Speak English "very well"!!Estimate!!CITIZENS 18 YEARS AND OVER!!All citizens 18 years and over!!Speak a language other than English","Percent of specified language speakers!!Speak English "very well"!!Margin of Error!!CITIZENS 18 YEARS AND OVER!!All citizens 18 years and over!!Speak a language other than English","Percent of specified language speakers!!Speak English  less than "very well"!!Estimate!!CITIZENS 18 YEARS AND OVER!!All citizens 18 years and over!!Speak a language other than English","Percent of specified language speakers!!Speak English  less than "very well"!!Margin of Error!!CITIZENS 18 YEARS AND OVER!!All citizens 18 years and over!!Speak a language other than English","Total!!Estimate!!CITIZENS 18 YEARS AND OVER!!All citizens 18 years and over!!Speak a language other than English!!Spanish or Spanish Creole","Total!!Margin of Error!!CITIZENS 18 YEARS AND OVER!!All citizens 18 years and over!!Speak a language other than English!!Spanish or Spanish Creole","Percent of specified language speakers!!Speak English "very well"!!Estimate!!CITIZENS 18 YEARS AND OVER!!All citizens 18 years and over!!Speak a language other than English!!Spanish or Spanish Creole","Percent of specified language speakers!!Speak English "very well"!!Margin of Error!!CITIZENS 18 YEARS AND OVER!!All citizens 18 years and over!!Speak a language other than English!!Spanish or Spanish Creole","Percent of specified language speakers!!Speak English  less than "very well"!!Estimate!!CITIZENS 18 YEARS AND OVER!!All citizens 18 years and over!!Speak a language other than English!!Spanish or Spanish Creole","Percent of specified language speakers!!Speak English  less than "very well"!!Margin of Error!!CITIZENS 18 YEARS AND OVER!!All citizens 18 years and over!!Speak a language other than English!!Spanish or Spanish Creole","Total!!Estimate!!CITIZENS 18 YEARS AND OVER!!All citizens 18 years and over!!Speak a language other than English!!Other languages","Total!!Margin of Error!!CITIZENS 18 YEARS AND OVER!!All citizens 18 years and over!!Speak a language other than English!!Other languages","Percent of specified language speakers!!Speak English "very well"!!Estimate!!CITIZENS 18 YEARS AND OVER!!All citizens 18 years and over!!Speak a language other than English!!Other languages","Percent of specified language speakers!!Speak English "very well"!!Margin of Error!!CITIZENS 18 YEARS AND OVER!!All citizens 18 years and over!!Speak a language other than English!!Other languages","Percent of specified language speakers!!Speak English  less than "very well"!!Estimate!!CITIZENS 18 YEARS AND OVER!!All citizens 18 years and over!!Speak a language other than English!!Other languages","Percent of specified language speakers!!Speak English  less than "very well"!!Margin of Error!!CITIZENS 18 YEARS AND OVER!!All citizens 18 years and over!!Speak a language other than English!!Other languages","Total!!Estimate!!PERCENT IMPUTED!!Language status","Total!!Margin of Error!!PERCENT IMPUTED!!Language status","Percent of specified language speakers!!Speak English "very well"!!Estimate!!PERCENT IMPUTED!!Language status","Percent of specified language speakers!!Speak English "very well"!!Margin of Error!!PERCENT IMPUTED!!Language status","Percent of specified language speakers!!Speak English  less than "very well"!!Estimate!!PERCENT IMPUTED!!Language status","Percent of specified language speakers!!Speak English  less than "very well"!!Margin of Error!!PERCENT IMPUTED!!Language status","Total!!Estimate!!PERCENT IMPUTED!!Language status (speak a language other than English)","Total!!Margin of Error!!PERCENT IMPUTED!!Language status (speak a language other than English)","Percent of specified language speakers!!Speak English "very well"!!Estimate!!PERCENT IMPUTED!!Language status (speak a language other than English)","Percent of specified language speakers!!Speak English "very well"!!Margin of Error!!PERCENT IMPUTED!!Language status (speak a language other than English)","Percent of specified language speakers!!Speak English  less than "very well"!!Estimate!!PERCENT IMPUTED!!Language status (speak a language other than English)","Percent of specified language speakers!!Speak English  less than "very well"!!Margin of Error!!PERCENT IMPUTED!!Language status (speak a language other than English)","Total!!Estimate!!PERCENT IMPUTED!!Ability to speak English","Total!!Margin of Error!!PERCENT IMPUTED!!Ability to speak English","Percent of specified language speakers!!Speak English "very well"!!Estimate!!PERCENT IMPUTED!!Ability to speak English","Percent of specified language speakers!!Speak English "very well"!!Margin of Error!!PERCENT IMPUTED!!Ability to speak English","Percent of specified language speakers!!Speak English  less than "very well"!!Estimate!!PERCENT IMPUTED!!Ability to speak English","Percent of specified language speakers!!Speak English  less than "very well"!!Margin of Error!!PERCENT IMPUTED!!Ability to speak English",
"1600000US1700880","Allerton village, Illinois","172","45","100.0","15.9","0.0","15.9","100.0","15.9","(X)","(X)","(X)","(X)","0.0","15.9","-","**","-","**","0.0","15.9","-","**","-","**","0.0","15.9","-","**","-","**","0.0","15.9","-","**","-","**","0.0","15.9","-","**","-","**","0","11","-","**","-","**","0","11","-","**","-","**","0","11","-","**","-","**","0","11","-","**","-","**","0","11","-","**","-","**","0","11","-","**","-","**","0","11","-","**","-","**","0","11","-","**","-","**","0","11","-","**","-","**","0","11","-","**","-","**","0","11","-","**","-","**","0","11","-","**","-","**","0","11","-","**","-","**","0","11","-","**","-","**","0","11","-","**","-","**","0","11","-","**","-","**","155","42","100.0","17.5","0.0","17.5","100.0","17.5","(X)","(X)","(X)","(X)","0.0","17.5","-","**","-","**","0.0","17.5","-","**","-","**","0.0","17.5","-","**","-","**","4.7","(X)","(X)","(X)","(X)","(X)","-","(X)","(X)","(X)","(X)","(X)","-","(X)","(X)","(X)","(X)","(X)",
"1600000US1707211","Bondville village, Illinois","552","136","100.0","5.3","0.0","5.3","99.3","0.7","(X)","(X)","(X)","(X)","0.7","0.7","100.0","100.0","0.0","100.0","0.5","0.6","100.0","100.0","0.0","100.0","0.2","0.5","100.0","100.0","0.0","100.0","0.0","5.3","-","**","-","**","0.0","5.3","-","**","-","**","3","4","100.0","100.0","0.0","100.0","0","11","-","**","-","**","3","4","100.0","100.0","0.0","100.0","0","11","-","**","-","**","1","3","100.0","100.0","0.0","100.0","0","11","-","**","-","**","1","3","100.0","100.0","0.0","100.0","0","11","-","**","-","**","0","11","-","**","-","**","0","11","-","**","-","**","0","11","-","**","-","**","0","11","-","**","-","**","0","11","-","**","-","**","0","11","-","**","-","**","0","11","-","**","-","**","0","11","-","**","-","**","406","78","100.0","7.1","0.0","7.1","99.0","1.0","(X)","(X)","(X)","(X)","1.0","1.0","100.0","100.0","0.0","100.0","0.7","0.9","100.0","100.0","0.0","100.0","0.2","0.7","100.0","100.0","0.0","100.0","3.4","(X)","(X)","(X)","(X)","(X)","25.0","(X)","(X)","(X)","(X)","(X)","50.0","(X)","(X)","(X)","(X)","(X)",
