"Column Name","Label"
"S1601_C01_025M","Total!!Margin of Error!!CITIZENS 18 YEARS AND OVER!!All citizens 18 years and over!!Speak only English"
"S1601_C02_025E","Percent of specified language speakers!!Speak English "very well"!!Estimate!!CITIZENS 18 YEARS AND OVER!!All citizens 18 years and over!!Speak only English"
"S1601_C02_025M","Percent of specified language speakers!!Speak English "very well"!!Margin of Error!!CITIZENS 18 YEARS AND OVER!!All citizens 18 years and over!!Speak only English"
"S1601_C03_025E","Percent of specified language speakers!!Speak English  less than "very well"!!Estimate!!CITIZENS 18 YEARS AND OVER!!All citizens 18 years and over!!Speak only English"
"S1601_C03_025M","Percent of specified language speakers!!Speak English  less than "very well"!!Margin of Error!!CITIZENS 18 YEARS AND OVER!!All citizens 18 years and over!!Speak only English"
"S1601_C01_026E","Total!!Estimate!!CITIZENS 18 YEARS AND OVER!!All citizens 18 years and over!!Speak a language other than English"
"S1601_C01_026M","Total!!Margin of Error!!CITIZENS 18 YEARS AND OVER!!All citizens 18 years and over!!Speak a language other than English"
"S1601_C02_026E","Percent of specified language speakers!!Speak English "very well"!!Estimate!!CITIZENS 18 YEARS AND OVER!!All citizens 18 years and over!!Speak a language other than English"
"S1601_C02_026M","Percent of specified language speakers!!Speak English "very well"!!Margin of Error!!CITIZENS 18 YEARS AND OVER!!All citizens 18 years and over!!Speak a language other than English"
"S1601_C03_026E","Percent of specified language speakers!!Speak English  less than "very well"!!Estimate!!CITIZENS 18 YEARS AND OVER!!All citizens 18 years and over!!Speak a language other than English"
"S1601_C03_026M","Percent of specified language speakers!!Speak English  less than "very well"!!Margin of Error!!CITIZENS 18 YEARS AND OVER!!All citizens 18 years and over!!Speak a language other than English"
"S1601_C01_027E","Total!!Estimate!!CITIZENS 18 YEARS AND OVER!!All citizens 18 years and over!!Speak a language other than English!!Spanish or Spanish Creole"
"S1601_C01_027M","Total!!Margin of Error!!CITIZENS 18 YEARS AND OVER!!All citizens 18 years and over!!Speak a language other than English!!Spanish or Spanish Creole"
