year,tract_geoid,display_area_label,cluster_id,pc1,pc2
2023,17019000200,Champaign — Higher economic stress area,0,1.9092262754414067,-2.674438282535289
2023,17019000301,Champaign — Student-dense area,1,6.956312594356409,-0.8089767848646185
2023,17019000302,Champaign — Student-dense area,1,6.728786990724691,0.790280264089446
2023,17019000401,Champaign — Student-dense area,1,7.302941638801299,1.9090553307421352
2023,17019000402,Champaign — Student-dense area,1,7.08996983069311,1.9349317707356888
2023,17019000500,Champaign — Mixed residential area,0,0.6918223674567324,1.8435853720592785
2023,17019000700,Champaign — Mixed residential area,0,-0.32761877429291214,-4.157856828424188
2023,17019000800,Champaign — Mixed residential area,0,-0.4713375000470296,-0.8545239679874503
2023,17019000901,Champaign — Family-oriented residential area,0,-0.34505543201266725,-2.608693749073466
2023,17019000902,Champaign — Family-oriented residential area,0,-2.2945453835229785,-1.2318654279637844
2023,17019001000,Champaign — Mixed residential area,0,0.19546589347798013,0.26705885834804816
2023,17019001100,Champaign — Senior-heavy residential area,0,-1.7030897390222777,1.8261398743786434
2023,17019001201,Champaign — Mixed residential area,0,-0.16067688416724363,-0.709202287775219
2023,17019001203,Champaign — Senior-heavy residential area,0,-3.0204747238961605,0.009694442427494907
2023,17019001204,Champaign — Family-oriented residential area,0,-2.9227357114742287,3.0163517901493226
2023,17019001205,Champaign — Family-oriented residential area,0,-1.7457027901998983,1.7173547572714576
2023,17019001206,Champaign — Senior-heavy residential area,0,-2.902173290011011,1.896814831468985
2023,17019001301,Champaign — Senior-heavy residential area,0,-1.6542007426378513,0.22979223772565133
2023,17019001302,Savoy — Senior-heavy residential area,0,-2.73407065154208,2.211889222430576
2023,17019001400,Champaign — Family-oriented residential area,0,-1.1651174227024332,1.0898742915035156
2023,17019005300,Urbana — Student-dense area,1,4.396665711252653,-2.392926776002832
2023,17019005401,Urbana — Mixed residential area,0,1.5053979241071678,-2.2313312465975383
2023,17019005402,Urbana — Senior-heavy residential area,0,-2.028516936134795,-2.8634453133382505
2023,17019005500,Urbana — Senior-heavy residential area,0,-0.205561142268524,-0.7163861445256375
2023,17019005601,Urbana — Mixed residential area,0,-0.408265119268403,-0.305417167645879
2023,17019005602,Urbana — Senior-heavy residential area,0,-0.14982545958166862,0.7330119710247048
2023,17019005701,Urbana — Senior-heavy residential area,0,-0.19547937773713042,0.14071602925090743
2023,17019005702,Urbana — Senior-heavy residential area,0,-3.507182479972378,2.3092622390390947
2023,17019005800,Urbana — Higher economic stress area,0,1.133100919001881,2.6936796148071096
2023,17019005901,Urbana — Student-dense area,1,6.383655543956527,1.0866325470439133
2023,17019005902,Urbana — Student-dense area,1,6.553768235503364,0.7557315548710356
2023,17019006000,Urbana — Student-dense area,1,3.9633840979805024,0.07243243754615387
2023,17019010100,Rantoul — Mixed residential area,0,-1.2052531792032393,-3.123050502791876
2023,17019010204,Rantoul — Mixed residential area,0,-1.1648869306449083,-2.2500212111197175
2023,17019010300,Rantoul — Family-oriented residential area,0,-0.2888036134409131,-3.7542758863942107
2023,17019010400,Rantoul — Senior-heavy residential area,0,-2.830933129192729,-0.9485108272318928
2023,17019010500,Fisher — Family-oriented residential area,0,-4.5303406999948015,0.5128265166185241
2023,17019010601,Mahomet — Family-oriented residential area,0,-3.7606717603754727,2.1001999563556435
2023,17019010603,Mahomet — Family-oriented residential area,0,-2.4758048319517827,0.8454253734380871
2023,17019010604,Champaign — Senior-heavy residential area,0,-2.7136664935513375,0.5074715649430191
2023,17019010701,St. Joseph — Family-oriented residential area,0,-3.738382840963432,0.7853310345125663
2023,17019010702,St. Joseph — Family-oriented residential area,0,-3.268428753392411,-0.40965131858938714
2023,17019010800,Sidney — Senior-heavy residential area,0,-2.8499384437307453,-0.1438175271063541
2023,17019010901,Philo — Family-oriented residential area,0,-2.6067814112962684,0.4342347521280344
2023,17019010902,Sadorus — Family-oriented residential area,0,-2.3081820617773126,-1.0775411436917601
2023,17019011001,Champaign — Mixed residential area,0,0.9907466618285697,-0.7430351749404421
2023,17019011002,Champaign — Higher-income residential area,0,0.6834829099590529,1.7695759396857842
2023,17019011100,Urbana — Student-dense area,1,5.19897611546568,0.5156129940049692
