year,tract_geoid,source_table,metric_group,metric_name,metric_kind,metric_value,geo_id,name,statefp,countyfp,tractce
2019,17019000200,S0101,age,s0101_c02_006e,derived,15.4,1400000US17019000200,"Census Tract 2, Champaign County, Illinois",17,019,000200
2019,17019000200,S0101,age,s0101_c02_006m,derived,6.0,1400000US17019000200,"Census Tract 2, Champaign County, Illinois",17,019,000200
2019,17019000200,S0101,age,s0101_c02_007e,derived,11.4,1400000US17019000200,"Census Tract 2, Champaign County, Illinois",17,019,000200
2019,17019000200,S0101,age,s0101_c02_007m,derived,5.1,1400000US17019000200,"Census Tract 2, Champaign County, Illinois",17,019,000200
2019,17019000200,S0101,age,s0101_c02_008e,derived,5.8,1400000US17019000200,"Census Tract 2, Champaign County, Illinois",17,019,000200
2019,17019000200,S0101,age,s0101_c02_008m,derived,2.5,1400000US17019000200,"Census Tract 2, Champaign County, Illinois",17,019,000200
2019,17019000200,S0101,age,s0101_c02_009e,derived,5.5,1400000US17019000200,"Census Tract 2, Champaign County, Illinois",17,019,000200
2019,17019000200,S0101,age,s0101_c02_009m,derived,3.3,1400000US17019000200,"Census Tract 2, Champaign County, Illinois",17,019,000200
2019,17019000200,S0101,age,s0101_c02_010e,derived,4.1,1400000US17019000200,"Census Tract 2, Champaign County, Illinois",17,019,000200
2019,17019000200,S0101,age,s0101_c02_010m,derived,2.5,1400000US17019000200,"Census Tract 2, Champaign County, Illinois",17,019,000200
2019,17019000200,S0101,age,s0101_c02_011e,derived,5.9,1400000US17019000200,"Census Tract 2, Champaign County, Illinois",17,019,000200
2019,17019000200,S0101,age,s0101_c02_011m,derived,3.5,1400000US17019000200,"Census Tract 2, Champaign County, Illinois",17,019,000200
2019,17019000200,S0101,age,s0101_c02_012e,derived,4.1,1400000US17019000200,"Census Tract 2, Champaign County, Illinois",17,019,000200
2019,17019000200,S0101,age,s0101_c02_012m,derived,2.9,1400000US17019000200,"Census Tract 2, Champaign County, Illinois",17,019,000200
2019,17019000200,S0101,age,s0101_c02_013e,derived,2.0,1400000US17019000200,"Census Tract 2, Champaign County, Illinois",17,019,000200
2019,17019000200,S0101,age,s0101_c02_013m,derived,1.4,1400000US17019000200,"Census Tract 2, Champaign County, Illinois",17,019,000200
2019,17019000200,S0101,age,s0101_c02_014e,derived,5.6,1400000US17019000200,"Census Tract 2, Champaign County, Illinois",17,019,000200
2019,17019000200,S0101,age,s0101_c02_014m,derived,3.4,1400000US17019000200,"Census Tract 2, Champaign County, Illinois",17,019,000200
2019,17019000200,S0101,age,s0101_c02_015e,derived,2.0,1400000US17019000200,"Census Tract 2, Champaign County, Illinois",17,019,000200
2019,17019000200,S0101,age,s0101_c02_015m,derived,1.8,1400000US17019000200,"Census Tract 2, Champaign County, Illinois",17,019,000200
2019,17019000200,S0101,age,s0101_c02_016e,derived,1.4,1400000US17019000200,"Census Tract 2, Champaign County, Illinois",17,019,000200
2019,17019000200,S0101,age,s0101_c02_016m,derived,1.1,1400000US17019000200,"Census Tract 2, Champaign County, Illinois",17,019,000200
2019,17019000200,S0101,age,s0101_c02_017e,derived,5.0,1400000US17019000200,"Census Tract 2, Champaign County, Illinois",17,019,000200
2019,17019000200,S0101,age,s0101_c02_017m,derived,2.3,1400000US17019000200,"Census Tract 2, Champaign County, Illinois",17,019,000200
2019,17019000200,S0101,age,s0101_c02_018e,derived,0.2,1400000US17019000200,"Census Tract 2, Champaign County, Illinois",17,019,000200
2019,17019000200,S0101,age,s0101_c02_018m,derived,0.5,1400000US17019000200,"Census Tract 2, Champaign County, Illinois",17,019,000200
2019,17019000200,S0101,age,s0101_c02_019e,derived,2.1,1400000US17019000200,"Census Tract 2, Champaign County, Illinois",17,019,000200
2019,17019000200,S0101,age,s0101_c02_019m,derived,1.6,1400000US17019000200,"Census Tract 2, Champaign County, Illinois",17,019,000200
2019,17019000200,S0101,age,s0101_c02_020e,derived,15.2,1400000US17019000200,"Census Tract 2, Champaign County, Illinois",17,019,000200
2019,17019000200,S0101,age,s0101_c02_020m,derived,3.9,1400000US17019000200,"Census Tract 2, Champaign County, Illinois",17,019,000200
2019,17019000200,S0101,age,s0101_c02_021e,derived,3.2,1400000US17019000200,"Census Tract 2, Champaign County, Illinois",17,019,000200
2019,17019000200,S0101,age,s0101_c02_021m,derived,2.5,1400000US17019000200,"Census Tract 2, Champaign County, Illinois",17,019,000200
2019,17019000200,S0101,age,s0101_c02_022e,derived,27.6,1400000US17019000200,"Census Tract 2, Champaign County, Illinois",17,019,000200
2019,17019000200,S0101,age,s0101_c02_022m,derived,5.5,1400000US17019000200,"Census Tract 2, Champaign County, Illinois",17,019,000200
2019,17019000200,S0101,age,s0101_c02_023e,derived,17.4,1400000US17019000200,"Census Tract 2, Champaign County, Illinois",17,019,000200
2019,17019000200,S0101,age,s0101_c02_023m,derived,6.1,1400000US17019000200,"Census Tract 2, Champaign County, Illinois",17,019,000200
2019,17019000200,S0101,age,s0101_c02_024e,derived,47.3,1400000US17019000200,"Census Tract 2, Champaign County, Illinois",17,019,000200
2019,17019000200,S0101,age,s0101_c02_024m,derived,6.5,1400000US17019000200,"Census Tract 2, Champaign County, Illinois",17,019,000200
2019,17019000200,S0101,age,s0101_c02_025e,derived,75.6,1400000US17019000200,"Census Tract 2, Champaign County, Illinois",17,019,000200
2019,17019000200,S0101,age,s0101_c02_025m,derived,5.8,1400000US17019000200,"Census Tract 2, Champaign County, Illinois",17,019,000200
2019,17019000200,S0101,age,s0101_c02_026e,derived,72.4,1400000US17019000200,"Census Tract 2, Champaign County, Illinois",17,019,000200
2019,17019000200,S0101,age,s0101_c02_026m,derived,5.5,1400000US17019000200,"Census Tract 2, Champaign County, Illinois",17,019,000200
2019,17019000200,S0101,age,s0101_c02_027e,derived,66.2,1400000US17019000200,"Census Tract 2, Champaign County, Illinois",17,019,000200
2019,17019000200,S0101,age,s0101_c02_027m,derived,5.6,1400000US17019000200,"Census Tract 2, Champaign County, Illinois",17,019,000200
2019,17019000200,S0101,age,s0101_c02_028e,derived,16.3,1400000US17019000200,"Census Tract 2, Champaign County, Illinois",17,019,000200
2019,17019000200,S0101,age,s0101_c02_028m,derived,4.3,1400000US17019000200,"Census Tract 2, Champaign County, Illinois",17,019,000200
2019,17019000200,S0101,age,s0101_c02_029e,derived,14.3,1400000US17019000200,"Census Tract 2, Champaign County, Illinois",17,019,000200
2019,17019000200,S0101,age,s0101_c02_029m,derived,4.1,1400000US17019000200,"Census Tract 2, Champaign County, Illinois",17,019,000200
2019,17019000200,S0101,age,s0101_c02_030e,derived,10.7,1400000US17019000200,"Census Tract 2, Champaign County, Illinois",17,019,000200
2019,17019000200,S0101,age,s0101_c02_030m,derived,2.9,1400000US17019000200,"Census Tract 2, Champaign County, Illinois",17,019,000200
2019,17019000200,S0101,age,s0101_c02_031e,derived,7.3,1400000US17019000200,"Census Tract 2, Champaign County, Illinois",17,019,000200
2019,17019000200,S0101,age,s0101_c02_031m,derived,2.6,1400000US17019000200,"Census Tract 2, Champaign County, Illinois",17,019,000200
2019,17019000200,S0101,age,s0101_c02_037e,derived,0.0,1400000US17019000200,"Census Tract 2, Champaign County, Illinois",17,019,000200
2019,17019000200,S0101,age,s0101_c02_038e,derived,0.9,1400000US17019000200,"Census Tract 2, Champaign County, Illinois",17,019,000200
2019,17019000200,S0101,age,s0101_c03_001e,derived,937.0,1400000US17019000200,"Census Tract 2, Champaign County, Illinois",17,019,000200
2019,17019000200,S0101,age,s0101_c03_001m,derived,212.0,1400000US17019000200,"Census Tract 2, Champaign County, Illinois",17,019,000200
2019,17019000200,S0101,age,s0101_c03_002e,derived,157.0,1400000US17019000200,"Census Tract 2, Champaign County, Illinois",17,019,000200
2019,17019000200,S0101,age,s0101_c03_002m,derived,76.0,1400000US17019000200,"Census Tract 2, Champaign County, Illinois",17,019,000200
2019,17019000200,S0101,age,s0101_c03_003e,derived,63.0,1400000US17019000200,"Census Tract 2, Champaign County, Illinois",17,019,000200
2019,17019000200,S0101,age,s0101_c03_003m,derived,40.0,1400000US17019000200,"Census Tract 2, Champaign County, Illinois",17,019,000200
2019,17019000200,S0101,age,s0101_c03_004e,derived,87.0,1400000US17019000200,"Census Tract 2, Champaign County, Illinois",17,019,000200
2019,17019000200,S0101,age,s0101_c03_004m,derived,74.0,1400000US17019000200,"Census Tract 2, Champaign County, Illinois",17,019,000200
2019,17019000200,S0101,age,s0101_c03_005e,derived,19.0,1400000US17019000200,"Census Tract 2, Champaign County, Illinois",17,019,000200
