year,tract_geoid,display_area_label,primary_place,primary_zip,landmark_context_note,tract_number,tract_name_canonical,is_stable_all_4_years,cluster_id,cluster_label,avg_household_size_v2,median_household_income,pct_age_18_24,pct_age_65_plus,pct_bachelors_or_higher,pct_family_households,pct_hh_income_100k_plus,pct_hh_income_25k_50k,pct_hh_income_50k_100k,pct_hh_income_under_25k,pct_households_with_own_children_under_18,pct_less_than_high_school,pct_one_person_households,pct_rent_burden_30_plus,pct_rent_burden_50_plus,pct_renter_occupied,pct_senior_living_alone_households,pct_some_college_or_associate,pct_vacant_housing_units,poverty_rate,unemployment_rate
2021,17019000200,Champaign — Higher economic stress area,Champaign,61820.0,Higher poverty rate; more very-low-income households.,2,Census Tract 2,1,0,cluster_0,0.5676589255025126,-1.120745701879617,-0.12077217528695369,-0.5154761425360525,-1.3647352647003683,0.23172347865866513,-1.3293049731786901,1.1050599853105356,-0.6459257415156624,0.9320620139372036,0.5080715417312058,1.0126569988443601,-0.2667603300051967,0.5718460091042584,0.6574788195938143,0.38932278063342657,0.14251120578477394,0.7322541844308363,0.6625520685991709,0.6745968003910024,1.2113523138483306
2021,17019000301,Champaign — Student-dense area,Champaign,61820.0,Higher student concentration; renter-heavy housing profile; higher poverty rate; more very-low-income households.,3.01,Census Tract 3.01,1,1,cluster_1,0.8420559891895285,-1.7581990999235504,2.329199112075488,-1.3456999694550458,0.6976926173067649,-2.031795847856594,-1.3830187863890422,-0.5828164857858275,-1.9343261520188535,2.247787390857525,-1.6985917534008952,0.13555251165633164,0.5028287159170635,1.3147268878448042,2.347306478867441,1.689243156829482,-1.433495069952727,-1.5730048730869532,1.562716123230953,2.4384746173579916,0.5894816072737864
2021,17019000302,Champaign — Student-dense area,Champaign,61820.0,Higher student concentration; renter-heavy housing profile; higher poverty rate; more very-low-income households.,3.02,Census Tract 3.02,1,1,cluster_1,-2.011673473155433,-1.6225822348319316,1.601413523770763,-1.3347759717324275,0.7435243480180346,-1.9308966699193348,-1.3293049731786901,0.12500267951264737,-1.188894485942007,1.5791400681603125,-1.7687653371158238,-0.18339457459386058,2.364501265100436,0.802672319509384,1.4547161369940154,1.689243156829482,-1.198770731013099,-0.43437489326035267,2.4665896451208327,1.691420483113149,-0.2867907519903437
2021,17019000401,Champaign — Student-dense area,Champaign,61820.0,Higher student concentration; renter-heavy housing profile; higher poverty rate; more very-low-income households.,4.01,Census Tract 4.01,1,1,cluster_1,0.2383824490780949,-1.7911878466328521,2.6282397250917864,-1.4221679535133742,0.706858963449019,-2.060376730877449,-1.4474753622414647,-1.2688565998443493,-2.0171518926940584,2.6101511012224665,-1.7687653371158238,-0.8531834557192643,0.8986173681056548,1.5009949547856487,2.419717422264402,1.689243156829482,-1.433495069952727,0.6389238582155412,1.8458721239324338,2.8120016844804128,0.419880505480729
2021,17019000402,Champaign — Student-dense area,Champaign,61820.0,Higher student concentration; renter-heavy housing profile; higher poverty rate; more very-low-income households.,4.02,Census Tract 4.02,1,1,cluster_1,-0.2280925591898314,-1.82494081141264,2.275155627795434,-1.411243955790756,1.9534820387955532,-2.0062462706106787,-1.2755911599683383,-1.181740394884537,-2.320846275169811,2.5756402716639006,-1.7687653371158238,-0.8531834557192643,1.3090648592641931,1.0517602051047878,2.0497763649096328,1.689243156829482,-1.316132900482913,-1.8436628191113094,2.582819619207904,2.753897474039147,0.16547885279114274
2021,17019000500,Champaign — Mixed residential area,Champaign,61820.0,More households with children.,5,Census Tract 5,1,0,cluster_0,-1.2159219884630879,-0.03269022402551841,-0.4198127883032518,-0.16590821541226583,1.0047652130722715,-0.4217394376817837,0.32508047370015103,-0.8006069981853582,0.0903030644861611,0.008897323245567933,0.2502047582004431,-0.7574993298442066,0.8839585291357068,0.20515357928345845,0.6617804597956141,0.3913460030088288,-0.49459771419421583,-0.5930364478263543,-0.5764099956055619,-0.25092026592344135,-0.7390603567718302
2021,17019000700,Champaign — Mixed residential area,Champaign,61820.0,General tract context note not flagged by the current rule set.,7,Census Tract 7,1,0,cluster_0,1.2536515847200516,-0.6863514136476705,-0.3189316176471513,-0.4390081584777242,-1.7084732450348907,0.2962469872966552,-1.1251924829793527,1.4208562282898551,0.4492146074120502,0.12968522670054833,0.19947686635832598,3.229339248283196,-0.2301132325803272,-0.43692340440674804,-0.24729950285137747,0.046723791731949814,0.04191506052493353,-0.11705178412834931,-0.11767254468744236,0.3093703347601905,2.3137594755032036
2021,17019000800,Champaign — Mixed residential area,Champaign,61822.0,Renter-heavy housing profile.,8,Census Tract 8,1,0,cluster_0,-0.20065285282113043,0.006953588380930313,-0.30812292079114045,-0.5045521448134341,0.25770800247857667,-0.223405431264338,-0.11000141330370015,-0.5065898064459918,2.142540861216244,-0.715830097484314,0.1614309474767378,0.07176309440629314,0.05573412733365558,-1.4172047606209193,-0.82156846979163,0.8064437936955586,-0.5281297626141626,-0.3130454691804689,-0.9523026777594928,-0.41693229575562857,-0.17372335079497198
2021,17019000901,Champaign — Family-oriented residential area,Champaign,61821.0,More very-low-income households; more households with children.,9.01,Census Tract 9.01,1,0,cluster_0,0.5676589255025126,-0.6704302038458838,-0.2937113249831261,-0.6902601060979459,-1.7268059373193985,0.21873216819464042,-1.0499931444848598,1.377298125809949,0.32957742643675386,0.14694064147983116,0.699146601003181,1.1242884790319276,0.3415814872476378,-0.36387710364563247,-0.39713996988073175,0.4483334332493305,0.41076759314434846,1.8242190011497896,0.42020020773676797,0.1807110116402455,1.4657539665379165
2021,17019000902,Champaign — Family-oriented residential area,Champaign,61822.0,More households with children.,9.02,Census Tract 9.02,1,0,cluster_0,0.5950986318712148,0.04777557031271124,-0.4054011924952375,-0.2642241949158309,-0.5810126695376576,0.2693982790043373,0.15856765274805978,-0.6699326907456399,1.6823978574651044,-0.6468084383671825,0.7532563523014392,0.35881547203146613,-0.37670162227980536,-0.567676282769145,-0.8430766708006283,-0.47526758112187467,0.4275336173543218,1.1429076197781354,-0.9226269396947089,-0.5870946263336204,0.4481473557795718
