year,tract_geoid,display_area_label,primary_place,primary_zip,landmark_context_note,tract_number,tract_name_canonical,is_stable_all_4_years,cluster_id,cluster_label,avg_household_size_v2,median_household_income,pct_age_18_24,pct_age_65_plus,pct_bachelors_or_higher,pct_family_households,pct_hh_income_100k_plus,pct_hh_income_25k_50k,pct_hh_income_50k_100k,pct_hh_income_under_25k,pct_households_with_own_children_under_18,pct_less_than_high_school,pct_one_person_households,pct_rent_burden_30_plus,pct_rent_burden_50_plus,pct_renter_occupied,pct_senior_living_alone_households,pct_some_college_or_associate,pct_vacant_housing_units,poverty_rate,unemployment_rate
2023,17019000200,Champaign — Higher economic stress area,Champaign,61820.0,Higher poverty rate; more very-low-income households.,2,Census Tract 2,1,0,cluster_0,0.3535445944003083,-1.1036226088537775,0.12467656048553227,-0.47091091755185727,-1.226347550526944,0.026776330047619108,-1.1033090207348404,1.2143422582022025,-0.9272838513389295,0.981523485668764,-0.175517201932787,1.6436617244466765,-0.3380011339839545,0.12893436225319316,0.46529395778349214,0.42651047913132745,-0.5596283700683589,0.5090136309223225,0.8134130495313754,0.9646183692147455,1.8888168444730504
2023,17019000301,Champaign — Student-dense area,Champaign,61820.0,Higher student concentration; renter-heavy housing profile; higher poverty rate; more very-low-income households.,3.01,Census Tract 3.01,1,1,cluster_1,-0.4326120755760964,-1.9365062866298461,2.3374546265843126,-1.3968713926652045,-0.2797200441537527,-1.9669737361665856,-1.5276186450724922,-0.30899794900769173,-2.139900875096195,2.5355000861159738,-1.7215578583813667,-0.6833723356477216,1.2823532276685805,1.2444437820959011,1.934671688633342,1.6956272480798609,-1.4226697118605265,1.2153322197591607,2.077379045367924,2.722214828424531,2.1982475903252907
2023,17019000302,Champaign — Student-dense area,Champaign,61820.0,Higher student concentration; renter-heavy housing profile; higher poverty rate; more very-low-income households.,3.02,Census Tract 3.02,1,1,cluster_1,-2.3573404744838458,-1.6830322192751896,1.6577364894187439,-1.18081394847209,1.1425077552765006,-2.1101736965863154,-1.4327729643381937,0.3995323799271427,-1.1528870185495836,1.701879985584526,-1.7215578583813667,-0.9067676054167838,2.8001535157988036,0.7535258313872676,1.2686688600640998,1.6589339515771047,-1.2531437340084934,-0.8837272484742602,2.1618019858236104,1.6110420669529595,-0.8032306444414405
2023,17019000401,Champaign — Student-dense area,Champaign,61820.0,Higher student concentration; renter-heavy housing profile; higher poverty rate; more very-low-income households.,4.01,Census Tract 4.01,1,1,cluster_1,-1.1916598948636594,-0.0441674799761817,2.6883960560991444,-1.4071598423886862,1.2842732272454331,-2.158348991912706,-1.5276186450724922,-0.4743216924258196,-2.431304966076623,2.7348440231995803,-1.7215578583813667,-0.9067676054167838,1.9455362364462006,1.3233971467799335,2.113039616803074,1.6956272480798609,-1.4226697118605265,-0.5156457303480205,1.577975735630059,2.8912144879639334,-0.02965377981083966
2023,17019000402,Champaign — Student-dense area,Champaign,61820.0,Higher student concentration; renter-heavy housing profile; higher poverty rate; more very-low-income households.,4.02,Census Tract 4.02,1,1,cluster_1,0.7330685040440889,-1.8418768042849236,2.559101845225259,-1.3968713926652045,1.62725420781543,-2.018684832984821,-1.4377648422715776,-0.30899794900769173,-1.886097311984209,2.3316256050077393,-1.7215578583813667,-0.9067676054167838,0.2636494306802782,1.2929102039811489,1.8893604810740954,1.6956272480798609,-1.2839666390724993,-1.4507717493714403,3.035757777864874,2.7686897347978663,-0.8651167936118884
2023,17019000500,Champaign — Mixed residential area,Champaign,61820.0,More households with children.,5,Census Tract 5,1,0,cluster_0,-0.676591731775671,-0.2613324218982933,-0.3518649595925022,0.0435115686222245,1.0556192401987685,-0.2750927223186636,0.14466046261119436,-0.5569835641348838,-0.26927461364118854,0.21586154550672795,0.40361580296370936,-0.6089072457247009,0.46875757772490284,0.6730090337391953,1.0385166946838007,0.36086650832364486,-0.020227531448254146,-1.0627939329681066,-0.5896724397321496,-0.2141542560725866,-0.7722875698562164
2023,17019000700,Champaign — Mixed residential area,Champaign,61820.0,General tract context note not flagged by the current rule set.,7,Census Tract 7,1,0,cluster_0,0.6517419519775648,-0.6175255694921696,-0.4663826892236578,-0.47091091755185727,-1.8620056345166716,0.20445035501283987,-1.2231140911360598,1.6985046496410063,1.0373437297871826,-0.0469100079216632,0.06979241149498656,3.2446611577916227,0.2089539248017113,-1.0436403607769837,-0.7466010380471473,0.2857967365794742,0.04141827867975788,0.40953213953685236,-0.29240856488818234,0.1069450970522781,0.6201507864788652
2023,17019000800,Champaign — Mixed residential area,Champaign,61822.0,Renter-heavy housing profile.,8,Census Tract 8,1,0,cluster_0,-0.21574127006536392,0.008070001000173762,-0.0637235753592721,-0.5017762667223022,0.012957059265977896,-0.26315939228368596,-0.11990906785816503,-0.0846300115116606,1.422749140438717,-0.5452698506306808,-0.1620293881360709,0.6197667380051411,0.16109535715796583,-1.1906030593967663,-0.7422856849462667,0.8479784352914238,-0.5133940124723498,-0.45595683551673827,-0.8702895375848545,-0.41272885603138443,0.24883389145617674
2023,17019000901,Champaign — Family-oriented residential area,Champaign,61821.0,More very-low-income households; more households with children.,9.01,Census Tract 9.01,1,0,cluster_0,0.5975242505998817,-0.721655626108302,-0.2705943127574885,-0.47091091755185727,-1.4641476970554754,0.44974658350959956,-1.0783496310679197,0.42315005755830376,1.1689455773267308,0.2430448096544926,1.0139393772651117,2.109068536465556,0.017519654226728455,0.5362086493856747,-0.14460928047430152,0.2736778496611328,0.08765263627576696,0.7278729119703569,-0.029627299526115276,-0.3620289581695637,-0.30814145107785595
2023,17019000902,Census Tract 9.02 — Family-oriented residential area,,61822.0,More households with children.,9.02,Census Tract 9.02,1,0,cluster_0,0.760177354732931,0.16402992319488688,-0.4146650048741037,-0.3680264203170409,-0.4489239945682846,0.3847762310969443,0.14965234054457857,-0.40346865953233624,1.4509495363400482,-0.6766556273448763,0.6885458694193363,0.09851110854399621,-0.5909678486723247,-1.1874761934686855,-0.3308886893289814,-0.5884463002797674,0.13388699387177577,1.2153322197591607,-0.9618468110367966,-0.6113034559901822,0.9295815323311055
2023,17019001000,Champaign — Mixed residential area,Champaign,61821.0,General tract context note not flagged by the current rule set.,10,Census Tract 10,1,0,cluster_0,-0.5139386276426217,-0.0712895814434971,-0.4774650501557051,-0.018219129718665458,0.20502640838517594,-0.12349523335580126,0.059798537743664046,0.6357091562387542,0.1537313248787878,-0.3685786336702108,-0.27498982868356797,-0.7019886081284769,0.0927259748097576,0.20319742804510402,-0.20718190043707027,-0.44874246497110926,-0.5750398226003618,-0.018238273420669558,0.93588576596709,-0.019804647602273722,-1.0507752411232327
2023,17019001100,Champaign — Senior-heavy residential area,Champaign,61821.0,Older age profile.,11,Census Tract 11,1,0,cluster_0,0.16378263957841674,0.6256700386900138,-0.41835912518478613,0.732837700095494,0.8909883695251696,0.4170404197100318,0.6987589132168339,-0.9230575674178816,0.5015362076618793,-0.5226171305075437,0.31257305983587574,-0.6461397906862113,-0.4063705163321625,0.5119754384430508,0.40200211230390986,-0.7988436426120838,0.30341297172380866,-0.39626794068545634,-1.0736180279781282,-0.7042532687368537,-0.43191374941875205
2023,17019001201,Champaign — Mixed residential area,Champaign,61821.0,General tract context note not flagged by the current rule set.,12.01,Census Tract 12.01,1,0,cluster_0,0.3264357437114661,-0.4585555643600435,-0.4109708845634212,-0.141680526400445,-0.3391700807858857,0.6000181469130199,-0.33455981899368303,-0.24995375492978888,0.7083391109383123,0.07088413671865013,0.31931696673423393,-0.23658179610959718,-0.4747398986803707,1.0646489912312742,0.36244470887917085,0.20938042184437697,-0.17434205676828407,0.688080315416169,-0.17707018144872302,0.09849511407530802,0.9295815323311055
2023,17019001203,Champaign — Senior-heavy residential area,Champaign,61821.0,Older age profile.,12.03,Census Tract 12.03,1,0,cluster_0,-0.13441471799883983,0.788245872340916,-0.7065005094180162,0.5579340547963063,0.10899173382557707,0.6839934323443434,0.5889375986823827,-0.2617625937453692,1.0655441256885148,-0.9530188128471497,0.06389149295892325,0.07989483606324092,-0.2969795045750295,-1.5486292081619801,-1.475176486579158,-1.0997960010842294,0.4421160445118356,0.06134691968770667,-1.137827024944425,-0.80142807297201,-0.5247429731744241
