year,tract_geoid,display_area_label,primary_place,primary_zip,landmark_context_note,tract_number,tract_name_canonical,is_stable_all_4_years,avg_household_size_v2,median_household_income,pct_age_18_24,pct_age_65_plus,pct_bachelors_or_higher,pct_family_households,pct_hh_income_100k_plus,pct_hh_income_25k_50k,pct_hh_income_50k_100k,pct_hh_income_under_25k,pct_households_with_own_children_under_18,pct_less_than_high_school,pct_one_person_households,pct_rent_burden_30_plus,pct_rent_burden_50_plus,pct_renter_occupied,pct_senior_living_alone_households,pct_some_college_or_associate,pct_vacant_housing_units,poverty_rate,unemployment_rate
2023,17019001206,Champaign — Senior-heavy residential area,Champaign,61822.0,Older age profile.,12.06,Census Tract 12.06,1,2.23,109132.0,4.8,37.1,66.6,65.32,55.7,14.9,19.8,9.8,18.41,1.9,33.9,40.63,7.03,16.14,20.1,23.4,9.47,3.9,1.1
2023,17019001301,Champaign — Senior-heavy residential area,Champaign,61821.0,Older age profile.,13.01,Census Tract 13.01,1,2.15,78438.0,7.9,23.9,64.3,61.24,37.2,24.4,33.6,4.8,22.56,1.6,30.0,53.86,4.43,36.57,11.0,18.3,7.36,5.0,6.1
2023,17019001302,Savoy — Senior-heavy residential area,Savoy,61822.0,Older age profile.,13.02,Census Tract 13.02,1,2.12,104048.0,6.4,39.4,63.4,47.16,51.2,12.8,31.6,4.3,15.59,1.3,37.0,31.15,25.27,22.86,23.9,15.0,3.79,7.2,0.5
2023,17019001400,Champaign — Family-oriented residential area,Champaign,61874.0,Higher student concentration; more households with children.,14,Census Tract 14,1,2.66,65469.0,43.6,4.5,66.1,65.41,43.4,16.3,26.2,14.2,41.84,4.5,26.8,38.53,18.37,56.58,9.9,15.0,5.93,11.8,0.9
2023,17019005300,Urbana — Student-dense area,Urbana,61801.0,Higher student concentration; renter-heavy housing profile; higher poverty rate; more very-low-income households.,53,Census Tract 53,1,1.96,27094.0,49.6,6.4,36.6,18.8,2.3,35.0,15.8,46.8,9.19,8.4,66.4,46.2,31.25,88.66,4.7,23.5,26.67,42.9,10.4
2023,17019005401,Urbana — Mixed residential area,Urbana,61802.0,Renter-heavy housing profile; more very-low-income households.,54.01,Census Tract 54.01,1,1.7,43047.0,20.4,14.6,32.5,31.69,6.9,27.6,31.7,33.9,8.35,6.2,60.0,51.8,17.64,69.12,10.2,36.6,11.47,15.2,6.3
2023,17019005402,Urbana — Senior-heavy residential area,Urbana,61802.0,Older age profile.,54.02,Census Tract 54.02,1,2.16,66334.0,7.5,18.3,24.2,48.71,20.4,23.4,47.2,8.9,16.15,11.1,36.3,26.63,4.34,27.75,12.8,36.9,3.23,18.8,7.7
2023,17019005500,Urbana — Senior-heavy residential area,Urbana,61802.0,Older age profile.,55,Census Tract 55,1,1.95,60115.0,11.5,19.9,43.3,53.84,20.1,19.3,38.4,22.1,11.22,10.9,35.4,42.97,23.1,43.87,10.1,22.7,14.42,18.6,2.0
2023,17019005601,Urbana — Mixed residential area,Urbana,61802.0,General tract context note not flagged by the current rule set.,56.01,Census Tract 56.01,0,2.22,67292.0,14.6,11.9,51.9,43.29,28.8,22.3,33.9,15.0,17.82,4.9,34.5,40.96,20.21,49.36,9.9,15.8,6.85,12.8,6.3
2023,17019005602,Urbana — Senior-heavy residential area,Urbana,61802.0,Renter-heavy housing profile; older age profile.,56.02,Census Tract 56.02,0,1.88,62768.0,13.7,23.7,59.6,40.06,30.0,14.7,31.2,24.0,12.43,3.3,44.7,51.53,20.17,65.08,20.3,18.1,5.51,14.4,3.7
2023,17019005701,Urbana — Senior-heavy residential area,Urbana,61801.0,Older age profile.,57.01,Census Tract 57.01,1,2.09,56719.0,7.8,28.3,56.5,54.68,34.3,20.0,21.5,24.3,15.68,0.6,36.5,53.07,33.4,43.62,16.3,21.9,10.06,13.8,13.2
2023,17019005702,Urbana — Senior-heavy residential area,Urbana,61802.0,Older age profile.,57.02,Census Tract 57.02,1,2.01,104500.0,1.3,40.2,70.8,63.11,51.8,9.4,32.0,7.0,22.05,1.5,36.9,25.58,20.93,18.59,29.3,16.9,4.14,1.1,0.9
2023,17019005800,Urbana — Higher economic stress area,Urbana,61801.0,Higher poverty rate; more very-low-income households.,58,Census Tract 58,1,2.56,73365.0,34.9,10.5,84.3,40.89,37.3,6.3,25.7,30.8,16.27,0.8,30.2,60.46,47.42,49.5,6.1,12.3,12.99,30.6,4.3
2023,17019005901,Urbana — Student-dense area,Urbana,61801.0,Higher student concentration; renter-heavy housing profile; higher poverty rate; more very-low-income households.,59.01,Census Tract 59.01,0,2.01,9604.0,88.2,0.5,72.4,22.72,8.6,7.0,6.3,78.0,3.39,24.0,41.8,63.36,61.16,94.78,0.0,0.0,18.68,69.4,4.8
2023,17019005902,Urbana — Student-dense area,Urbana,61801.0,Higher student concentration; renter-heavy housing profile; higher poverty rate; more very-low-income households.,59.02,Census Tract 59.02,0,1.67,15781.0,84.3,0.1,57.6,10.05,0.0,22.8,10.6,66.5,4.1,0.0,66.7,65.21,42.2,100.0,0.0,9.2,18.97,66.8,3.2
2023,17019006000,Urbana — Student-dense area,Urbana,61802.0,Higher student concentration; renter-heavy housing profile; higher poverty rate; more very-low-income households.,60,Census Tract 60,1,1.79,30929.0,66.0,1.2,86.3,36.05,8.0,36.9,21.8,33.3,23.13,0.0,54.3,50.87,26.66,97.62,0.0,12.8,23.34,30.2,3.2
2023,17019010100,Rantoul — Mixed residential area,Rantoul,61866.0,General tract context note not flagged by the current rule set.,101,Census Tract 101,1,2.19,51291.0,6.7,13.2,11.7,53.63,9.1,29.2,45.1,16.7,21.6,11.9,42.0,35.75,9.88,56.27,18.1,35.3,12.3,6.9,1.1
2023,17019010204,Rantoul — Mixed residential area,Rantoul,61866.0,General tract context note not flagged by the current rule set.,102.04,Census Tract 102.04,1,2.3,54773.0,9.5,16.2,12.8,50.0,21.2,23.2,31.8,23.7,18.74,9.2,43.7,24.63,10.19,26.63,14.1,33.3,12.7,20.1,3.5
2023,17019010300,Rantoul — Family-oriented residential area,Rantoul,61866.0,Renter-heavy housing profile; higher poverty rate; more households with children.,103,Census Tract 103,1,3.01,40297.0,11.1,7.0,10.4,66.78,15.3,46.1,22.1,16.6,41.82,5.8,29.5,58.92,13.9,81.28,9.7,40.7,13.75,30.1,7.8
2023,17019010400,Rantoul — Senior-heavy residential area,Rantoul,61866.0,Older age profile.,104,Census Tract 104,1,2.39,79958.0,6.9,22.4,19.3,66.67,38.2,14.2,33.6,14.1,21.89,4.8,29.3,21.08,7.53,19.38,14.2,32.9,12.87,8.2,3.4
2023,17019010500,Fisher — Family-oriented residential area,Fisher,61843.0,More households with children; older age profile.,105,Census Tract 105,1,2.77,107208.0,5.1,18.1,39.5,86.52,54.8,9.6,30.7,5.0,37.85,1.5,8.5,15.17,6.21,9.13,3.4,33.5,4.39,2.2,1.7
2023,17019010601,Mahomet — Family-oriented residential area,Mahomet,61853.0,More households with children.,106.01,Census Tract 106.01,1,3.09,123876.0,6.1,11.9,51.9,86.86,68.8,9.4,18.4,3.3,45.26,1.7,11.8,47.54,35.52,9.04,6.0,29.2,2.03,2.1,2.5
2023,17019010603,Mahomet — Family-oriented residential area,Mahomet,61853.0,More households with children.,106.03,Census Tract 106.03,1,2.84,91615.0,10.3,12.4,50.7,76.43,48.3,10.8,27.8,13.2,40.71,3.7,17.1,47.72,21.17,22.68,6.4,23.0,11.39,6.0,5.0
2023,17019010604,Champaign — Senior-heavy residential area,Champaign,61822.0,Older age profile.,106.04,Census Tract 106.04,1,2.32,116765.0,5.8,18.1,33.5,63.6,55.6,10.6,24.3,9.5,22.8,5.9,30.0,28.67,23.67,24.88,11.0,37.3,7.94,11.7,1.3
2023,17019010701,St. Joseph — Family-oriented residential area,St. Joseph,61873.0,More households with children.,107.01,Census Tract 107.01,0,2.51,113625.0,7.2,15.1,37.8,59.58,58.3,8.6,22.5,10.7,34.49,1.4,33.3,32.24,8.88,13.95,19.7,40.7,0.52,4.3,0.7
2023,17019010702,St. Joseph — Family-oriented residential area,St. Joseph,61873.0,More households with children.,107.02,Census Tract 107.02,0,2.86,106096.0,8.2,15.8,28.8,74.57,54.0,15.5,24.5,6.0,30.29,1.2,17.8,37.11,17.01,14.06,9.1,38.5,8.24,6.9,9.1
2023,17019010800,Sidney — Senior-heavy residential area,Sidney,61877.0,More households with children; older age profile.,108,Census Tract 108,1,2.52,95927.0,7.9,21.0,24.2,69.72,47.1,13.5,30.2,9.2,25.24,3.7,24.8,42.52,29.44,13.5,13.6,39.5,7.47,7.5,4.2
2023,17019010901,Philo — Family-oriented residential area,Philo,61880.0,More households with children.,109.01,Census Tract 109.01,0,2.64,96141.0,9.5,13.2,34.1,67.26,48.5,14.3,27.9,9.5,32.44,2.4,21.9,45.2,23.62,22.57,12.0,31.2,8.39,6.1,2.4
2023,17019010902,Sadorus — Family-oriented residential area,Sadorus,61872.0,More households with children; older age profile.,109.02,Census Tract 109.02,0,2.6,83448.0,9.2,18.1,31.7,73.87,44.7,22.8,26.7,5.8,27.92,2.6,17.7,53.61,11.39,23.87,6.3,35.4,10.66,5.1,10.4
2023,17019011001,Champaign — Mixed residential area,Champaign,61820.0,Renter-heavy housing profile.,110.01,Census Tract 110.01,0,1.65,59115.0,8.8,4.0,61.6,18.32,31.7,23.3,29.1,16.0,7.85,3.4,54.2,30.58,20.55,76.07,1.4,30.6,2.98,8.9,6.4
2023,17019011002,Champaign — Higher-income residential area,Champaign,61820.0,General tract context note not flagged by the current rule set.,110.02,Census Tract 110.02,0,1.93,95263.0,19.3,7.2,73.9,33.2,48.6,23.8,13.3,14.2,12.07,5.3,41.2,55.83,11.53,58.73,4.2,8.4,5.98,18.1,0.0
2023,17019011100,Urbana — Student-dense area,Urbana,61801.0,Higher student concentration; renter-heavy housing profile; higher poverty rate; more very-low-income households.,111,Census Tract 111,1,1.75,27500.0,48.5,2.0,76.3,9.06,7.9,27.7,15.4,49.0,1.98,1.3,58.9,61.96,36.11,97.45,3.7,15.7,24.34,45.9,2.7
