,avg_household_size_v2,median_household_income,pct_age_18_24,pct_age_65_plus,pct_bachelors_or_higher,pct_family_households,pct_hh_income_100k_plus,pct_hh_income_25k_50k,pct_hh_income_50k_100k,pct_hh_income_under_25k,pct_households_with_own_children_under_18,pct_less_than_high_school,pct_one_person_households,pct_rent_burden_30_plus,pct_rent_burden_50_plus,pct_renter_occupied,pct_senior_living_alone_households,pct_some_college_or_associate,pct_vacant_housing_units,poverty_rate,unemployment_rate
avg_household_size_v2,1.0,0.42307019316388517,-0.30746034006027106,0.03380077726952317,-0.3879832240758347,0.6547656062405429,0.4039334289872402,-0.193801606911181,0.16730875036748466,-0.36088928477325255,0.7315324016460973,0.026467921540990206,-0.7997264652915705,-0.16789302472082035,-0.19874397106016672,-0.5309613609070143,0.038959837794980634,0.39582728592661637,-0.28814609480828624,-0.2579600341558699,0.2235696836761517
median_household_income,0.42307019316388517,1.0,-0.7741344646361756,0.6699174472353748,-0.1368572932494617,0.8193969397722325,0.9614297196622507,-0.4911976539430812,0.41521909862396517,-0.8574121137973096,0.6434192973347969,-0.302578973145801,-0.7700689300603937,-0.4483462678687406,-0.5373239999693573,-0.891187026205265,0.5056467444552526,0.35023004003255614,-0.7828299741028211,-0.839416184842771,-0.3679296653362188
pct_age_18_24,-0.30746034006027106,-0.7741344646361756,1.0,-0.6917501365301836,0.5518034742161447,-0.8267717763947215,-0.6723610619468404,0.0033419617765871328,-0.6833785228835233,0.9291576508786605,-0.6431851809577689,0.021490380206911464,0.67721352741421,0.5309042459487937,0.7442392850692108,0.82432364407644,-0.6117645387650141,-0.6538182575672503,0.8205560296409163,0.9330866391973425,0.05481803604732585
pct_age_65_plus,0.03380077726952317,0.6699174472353748,-0.6917501365301836,1.0,-0.19370214865677834,0.5748817122536191,0.6012567143248008,-0.272349346762184,0.43653317590341256,-0.6352324422409319,0.23985217961848843,-0.14105761728385227,-0.4272358686396975,-0.3046878324683721,-0.4107710308317612,-0.7106818613785755,0.8751754210937831,0.24296883612674558,-0.6121287708748688,-0.6590016799943686,-0.22660825143629387
pct_bachelors_or_higher,-0.3879832240758347,-0.1368572932494617,0.5518034742161447,-0.19370214865677834,1.0,-0.5024586530132183,0.005853726795312747,-0.46283925033192824,-0.45790398197474264,0.4059114724934136,-0.42883150986502144,-0.47481592104889053,0.383445579209013,0.3722287462039679,0.513161148929266,0.42485058366921186,-0.32032879698936945,-0.8276127068955885,0.28112722516711114,0.3883823249651845,-0.37150257053935926
pct_family_households,0.6547656062405429,0.8193969397722325,-0.8267717763947215,0.5748817122536191,-0.5024586530132183,1.0,0.7455610774786374,-0.18868107629979552,0.5658679486043537,-0.8607780940755094,0.871078236645979,-0.05289888638229238,-0.9002037098558552,-0.4732526947778239,-0.6387641603454493,-0.8985030020063778,0.48874457072760913,0.5924026204842183,-0.7525735326621693,-0.8410558345219435,-0.03804240499404627
pct_hh_income_100k_plus,0.4039334289872402,0.9614297196622507,-0.6723610619468404,0.6012567143248008,0.005853726795312747,0.7455610774786374,1.0,-0.5814149312623397,0.2674857807471409,-0.7842992039521264,0.5945000219279505,-0.41547559210920015,-0.7544526151133526,-0.3734740062316722,-0.4448747972431429,-0.8244574523919506,0.4193466366940173,0.2527559804986701,-0.7413410034046768,-0.7633919122802857,-0.40714841243347416
pct_hh_income_25k_50k,-0.193801606911181,-0.4911976539430812,0.0033419617765871328,-0.272349346762184,-0.46283925033192824,-0.18868107629979552,-0.5814149312623397,1.0,-0.0071415691519504864,0.1068079847068519,-0.07790405989487138,0.29523121606270475,0.3130638494116626,0.13623912154074025,-0.16936260597130573,0.3865107447540561,-0.13607248261932986,0.31886775514785,0.30152550836115,0.10548226896107962,0.46991518128366305
pct_hh_income_50k_100k,0.16730875036748466,0.41521909862396517,-0.6833785228835233,0.43653317590341256,-0.45790398197474264,0.5658679486043537,0.2674857807471409,-0.0071415691519504864,1.0,-0.7118863726081656,0.43897832728375474,0.20109869509262174,-0.4023661927421216,-0.6479542414960704,-0.6917319457827662,-0.5593393178986272,0.4852464617708901,0.4688970282155764,-0.6584406113368934,-0.6863515954058947,0.00903695862684338
pct_hh_income_under_25k,-0.36088928477325255,-0.8574121137973096,0.9291576508786605,-0.6352324422409319,0.4059114724934136,-0.8607780940755094,-0.7842992039521264,0.1068079847068519,-0.7118863726081656,1.0,-0.7109370665682411,0.15597112401824773,0.7388841662631445,0.5859370558863444,0.7999049756868936,0.845860250513466,-0.5516329289803004,-0.5842433090662158,0.8541186897794389,0.9697109861207466,0.16578849543753502
pct_households_with_own_children_under_18,0.7315324016460973,0.6434192973347969,-0.6431851809577689,0.23985217961848843,-0.42883150986502144,0.871078236645979,0.5945000219279505,-0.07790405989487138,0.43897832728375474,-0.7109370665682411,1.0,-0.1224253639927086,-0.7885567589564068,-0.3360794576161431,-0.5253647998929554,-0.6654867660265239,0.2565563191221793,0.552036143394346,-0.6237178464349357,-0.6901949595437621,-0.012408071386843097
pct_less_than_high_school,0.026467921540990206,-0.302578973145801,0.021490380206911464,-0.14105761728385227,-0.47481592104889053,-0.05289888638229238,-0.41547559210920015,0.29523121606270475,0.20109869509262174,0.15597112401824773,-0.1224253639927086,1.0,0.11494134857740065,-0.14687785292818067,-0.03350814343843493,0.11842830466982973,0.00980823655075614,0.034497936318315825,0.023802631995841834,0.1569254007068801,0.37250305089746005
pct_one_person_households,-0.7997264652915705,-0.7700689300603937,0.67721352741421,-0.4272358686396975,0.383445579209013,-0.9002037098558552,-0.7544526151133526,0.3130638494116626,-0.4023661927421216,0.7388841662631445,-0.7885567589564068,0.11494134857740065,1.0,0.3783549019222354,0.4757846395279382,0.8244938005844586,-0.3045664968173326,-0.5014535867605291,0.6353698551636051,0.6645180711263439,0.018589878113713182
pct_rent_burden_30_plus,-0.16789302472082035,-0.4483462678687406,0.5309042459487937,-0.3046878324683721,0.3722287462039679,-0.4732526947778239,-0.3734740062316722,0.13623912154074025,-0.6479542414960704,0.5859370558863444,-0.3360794576161431,-0.14687785292818067,0.3783549019222354,1.0,0.6948327223511636,0.5337495154513542,-0.3397623253971683,-0.44918217753671563,0.5916306307990575,0.5485111810573979,0.17303885489237142
pct_rent_burden_50_plus,-0.19874397106016672,-0.5373239999693573,0.7442392850692108,-0.4107710308317612,0.513161148929266,-0.6387641603454493,-0.4448747972431429,-0.16936260597130573,-0.6917319457827662,0.7999049756868936,-0.5253647998929554,-0.03350814343843493,0.4757846395279382,0.6948327223511636,1.0,0.6218770590025826,-0.4117373889998536,-0.584498007285779,0.646450791883693,0.7704617662059734,0.004973267560220319
pct_renter_occupied,-0.5309613609070143,-0.891187026205265,0.82432364407644,-0.7106818613785755,0.42485058366921186,-0.8985030020063778,-0.8244574523919506,0.3865107447540561,-0.5593393178986272,0.845860250513466,-0.6654867660265239,0.11842830466982973,0.8244938005844586,0.5337495154513542,0.6218770590025826,1.0,-0.6155280649600132,-0.5439331939745491,0.7560420091786343,0.8206173965612005,0.18731044548949946
pct_senior_living_alone_households,0.038959837794980634,0.5056467444552526,-0.6117645387650141,0.8751754210937831,-0.32032879698936945,0.48874457072760913,0.4193466366940173,-0.13607248261932986,0.4852464617708901,-0.5516329289803004,0.2565563191221793,0.00980823655075614,-0.3045664968173326,-0.3397623253971683,-0.4117373889998536,-0.6155280649600132,1.0,0.29287438828000173,-0.5610397326834878,-0.575951492372637,-0.2294596818088755
pct_some_college_or_associate,0.39582728592661637,0.35023004003255614,-0.6538182575672503,0.24296883612674558,-0.8276127068955885,0.5924026204842183,0.2527559804986701,0.31886775514785,0.4688970282155764,-0.5842433090662158,0.552036143394346,0.034497936318315825,-0.5014535867605291,-0.44918217753671563,-0.584498007285779,-0.5439331939745491,0.29287438828000173,1.0,-0.3982099521271039,-0.541406663434514,0.1505143352972876
pct_vacant_housing_units,-0.28814609480828624,-0.7828299741028211,0.8205560296409163,-0.6121287708748688,0.28112722516711114,-0.7525735326621693,-0.7413410034046768,0.30152550836115,-0.6584406113368934,0.8541186897794389,-0.6237178464349357,0.023802631995841834,0.6353698551636051,0.5916306307990575,0.646450791883693,0.7560420091786343,-0.5610397326834878,-0.3982099521271039,1.0,0.8712398318412595,0.1649779026929717
