,avg_household_size_v2,median_household_income,pct_age_18_24,pct_age_65_plus,pct_bachelors_or_higher,pct_family_households,pct_hh_income_100k_plus,pct_hh_income_25k_50k,pct_hh_income_50k_100k,pct_hh_income_under_25k,pct_households_with_own_children_under_18,pct_less_than_high_school,pct_one_person_households,pct_rent_burden_30_plus,pct_rent_burden_50_plus,pct_renter_occupied,pct_senior_living_alone_households,pct_some_college_or_associate,pct_vacant_housing_units,poverty_rate,unemployment_rate
avg_household_size_v2,1.0,0.3319475509531356,-0.13083123757600595,-0.029781811493893605,-0.366200928697719,0.4828960777318448,0.2888587888090981,-0.2492349989723794,0.11997718929966344,-0.173052366083702,0.54973788882414,0.08263529275452276,-0.7467826673159826,-0.26706652212445253,-0.12506425138159397,-0.36577352207721414,-0.011907872044734364,0.41770370552263025,-0.032012517479129796,-0.10618346704667023,0.06646178665447426
median_household_income,0.3319475509531356,1.0,-0.7376587610573522,0.6789858893375212,-0.03541993927271829,0.8480134610605771,0.9597965999155612,-0.2931639978687882,0.6340574931070792,-0.8754043627865569,0.741197256366275,-0.21879232645351882,-0.7671811831146034,-0.4835583503726019,-0.5964563005138054,-0.8719521608569727,0.49374130097356134,0.19690651561124725,-0.6917237750789568,-0.850875462062606,-0.5498782256775134
pct_age_18_24,-0.13083123757600595,-0.7376587610573522,1.0,-0.7287166908889863,0.48417103078277396,-0.8604262458455773,-0.6037205475035918,-0.33226112120075807,-0.8212678291132405,0.9203179894863385,-0.7523897135691562,-0.22810175306820896,0.5758165069369894,0.5022438886154528,0.720029888107674,0.8221771174480234,-0.6672159396900602,-0.4702681638837055,0.5316425774244046,0.9407932581845625,0.22946259657301032
pct_age_65_plus,-0.029781811493893605,0.6789858893375212,-0.7287166908889863,1.0,-0.2033998679489477,0.6407465394280527,0.6530379444787714,-0.04600646075988782,0.5431117866582778,-0.6998656901873069,0.3793800039020524,-0.04596804804782508,-0.47044384928706007,-0.1826485868384809,-0.39115592976702135,-0.7680340463445257,0.8130202938717614,0.22165144763342973,-0.4993296224733704,-0.7206845217575331,-0.3860257862655477
pct_bachelors_or_higher,-0.366200928697719,-0.03541993927271829,0.48417103078277396,-0.2033998679489477,1.0,-0.4414166743263797,0.14625768879412682,-0.563755117922428,-0.4604356162342231,0.2935595804859863,-0.3942277541265598,-0.7055811648977803,0.36985114021661053,0.24769621018410468,0.3132123484319843,0.3501303519532352,-0.24734656902043117,-0.8022904302647295,-0.11881661258778262,0.27322701338133387,-0.3044688515131566
pct_family_households,0.4828960777318448,0.8480134610605771,-0.8604262458455773,0.6407465394280527,-0.4414166743263797,1.0,0.7437034482017613,0.03601942131188908,0.7533970996642864,-0.8863047236463754,0.9111290772975347,0.09468415331098659,-0.8581701828520983,-0.5288570891591853,-0.6730359196238999,-0.9099047042916292,0.5332620910774424,0.43447136752005266,-0.5371284454400687,-0.8793127698901798,-0.2758540396525191
pct_hh_income_100k_plus,0.2888587888090981,0.9597965999155612,-0.6037205475035918,0.6530379444787714,0.14625768879412682,0.7437034482017613,1.0,-0.4523753288159728,0.48210053138833175,-0.7823896221928744,0.6257060746352309,-0.39171775564507133,-0.7114252385755021,-0.39490711389591504,-0.48222560953607396,-0.8022500199792733,0.45967210589488056,0.06318072927277803,-0.6617034094355173,-0.7577876555917037,-0.6653410695659034
pct_hh_income_25k_50k,-0.2492349989723794,-0.2931639978687882,-0.33226112120075807,-0.04600646075988782,-0.563755117922428,0.03601942131188908,-0.4523753288159728,1.0,0.23603792376540728,-0.13231881939556386,0.10713968413850591,0.6816977709944241,0.24654413414521462,-0.010926375016431131,-0.2683429241692563,0.0973375487940128,0.11566542234628802,0.31631007979215015,0.1771481380963392,-0.15953192831603177,0.49314846515650573
pct_hh_income_50k_100k,0.11997718929966344,0.6340574931070792,-0.8212678291132405,0.5431117866582778,-0.4604356162342231,0.7533970996642864,0.48210053138833175,0.23603792376540728,1.0,-0.8693900826173084,0.6212480010123208,0.19090258592357054,-0.5428817992553604,-0.6582901973663985,-0.7599783529099875,-0.748289157963379,0.474044929418331,0.4928380071466901,-0.6002003260294445,-0.8391095150951922,-0.2557501589912423
pct_hh_income_under_25k,-0.173052366083702,-0.8754043627865569,0.9203179894863385,-0.6998656901873069,0.2935595804859863,-0.8863047236463754,-0.7823896221928744,-0.13231881939556386,-0.8693900826173084,1.0,-0.7684304577440169,-0.040246897212650415,0.6684147701343899,0.5763944479443557,0.7799443672403529,0.8785117409399282,-0.5861399673399972,-0.37148383135262075,0.6814895622624888,0.9790888610221165,0.422684885714064
