year,tract_geoid,display_area_label,primary_place,primary_zip,landmark_context_note,centroid_lat,centroid_lon,tract_number,tract_name_canonical,is_stable_all_4_years,avg_household_size_v2,employment_population_ratio,labor_force_participation_rate,median_household_income,pct_age_18_24,pct_age_65_plus,pct_age_under_18,pct_bachelors_or_higher,pct_black_non_hispanic,pct_family_households,pct_hh_income_100k_plus,pct_hh_income_25k_50k,pct_hh_income_50k_100k,pct_hh_income_under_25k,pct_high_school_grad,pct_hispanic,pct_households_with_65_plus,pct_households_with_own_children_under_18,pct_less_than_high_school,pct_nonfamily_households,pct_one_person_households,pct_owner_occupied,pct_rent_burden_30_plus,pct_rent_burden_50_plus,pct_renter_occupied,pct_senior_living_alone_households,pct_some_college_or_associate,pct_speak_language_other_than_english_at_home,pct_vacant_housing_units,pct_white_non_hispanic,poverty_rate,total_population,unemployment_rate
2021,17019006000,Census Tract 60 — Student-dense area,,61802.0,Higher student concentration; renter-heavy housing profile; higher poverty rate; more very-low-income households.,40.07547752312056,-88.2230059485385,60,Census Tract 60,1,1.78,33.9,35.3,24104.0,69.4,2.0,5.9,89.2,11.13,26.22,9.0,18.6,18.6,53.9,3.3,11.95,4.6,18.73,0.0,73.78,60.7,2.12,43.76,22.46,97.88,0.8,7.5,32.2,19.53,51.28,34.6,3315.0,4.2
2021,17019010100,Census Tract 101 — Mixed residential area,,61866.0,General tract context note not flagged by the current rule set.,40.32658663906694,-88.14527489964055,101,Census Tract 101,1,2.17,60.0,60.7,44938.0,6.5,17.7,21.2,21.8,10.85,55.05,8.9,45.2,25.7,20.1,32.8,6.62,29.2,19.41,15.3,44.95,40.1,45.52,44.42,18.62,54.48,13.6,30.1,12.2,14.45,60.24,8.7,4213.0,1.0
2021,17019010204,Rantoul — Mixed residential area,Rantoul,61866.0,General tract context note not flagged by the current rule set.,40.302778756080926,-88.15757778235168,102.04,Census Tract 102.04,1,2.42,55.5,59.6,47421.0,10.6,14.5,22.8,14.0,12.85,56.6,15.5,25.6,33.4,25.6,40.6,23.04,27.7,20.42,10.2,43.4,39.3,74.01,36.29,14.29,25.99,12.3,35.2,20.6,15.69,55.15,21.0,4865.0,7.0
2021,17019010300,Rantoul — Family-oriented residential area,Rantoul,61866.0,Renter-heavy housing profile; higher poverty rate; more households with children.,40.29292648139781,-88.14451450086497,103,Census Tract 103,1,2.9,50.8,56.2,36409.0,9.2,4.3,43.2,9.8,35.45,62.52,9.3,40.7,21.8,28.2,36.4,6.11,11.2,36.98,6.2,37.48,28.0,21.29,52.92,20.57,78.71,6.0,47.6,6.3,14.31,41.35,29.6,3715.0,9.4
2021,17019010400,Census Tract 104 — Senior-heavy residential area,,61866.0,Older age profile.,40.31246101875809,-88.07684464115012,104,Census Tract 104,1,2.44,62.4,65.2,75993.0,7.7,20.6,20.8,20.3,0.86,68.08,35.8,19.5,33.7,11.0,42.0,4.3,32.6,21.6,4.5,31.92,26.4,82.57,28.16,13.92,17.43,13.3,33.1,3.2,11.88,91.9,6.6,4396.0,4.3
2021,17019010500,Fisher — Family-oriented residential area,Fisher,61843.0,More households with children; older age profile.,40.31102797712141,-88.3465464139626,105,Census Tract 105,1,2.71,64.3,65.6,98407.0,6.5,18.2,22.7,32.1,0.0,84.83,47.9,9.8,35.3,6.9,28.6,0.44,29.2,33.86,2.9,15.17,11.1,87.16,21.08,5.88,12.84,4.5,36.5,3.5,5.25,93.81,3.7,4299.0,1.9
2021,17019010601,Census Tract 106.01 — Family-oriented residential area,,61853.0,More households with children.,40.19961782801814,-88.42895481438009,106.01,Census Tract 106.01,1,3.1,66.8,68.1,104141.0,5.8,10.5,32.3,47.2,0.5,87.43,53.4,10.8,33.8,2.1,22.4,3.75,21.7,46.79,0.4,12.57,12.0,88.55,20.68,5.91,11.45,6.8,30.0,3.1,1.85,90.15,1.2,6404.0,1.9
2021,17019010603,Mahomet — Family-oriented residential area,Mahomet,61853.0,More households with children.,40.1817205433639,-88.37801740861045,106.03,Census Tract 106.03,1,2.84,69.7,71.4,105124.0,8.7,11.4,30.7,47.1,0.6,76.53,54.9,16.5,19.1,9.4,17.3,2.87,22.9,41.07,1.2,23.47,19.1,84.65,36.25,16.71,15.35,8.4,34.4,2.3,15.39,92.68,5.2,7204.0,2.4
2021,17019010604,Census Tract 106.04 — Senior-heavy residential area,,61822.0,Older age profile.,40.15205846523014,-88.30267282672077,106.04,Census Tract 106.04,1,2.16,71.7,74.1,100871.0,7.4,19.4,17.5,24.2,3.36,60.57,51.0,19.7,20.9,8.4,25.0,6.1,28.0,19.13,5.4,39.43,30.2,80.79,31.3,19.57,19.21,9.2,45.5,2.6,8.7,85.68,5.4,2590.0,2.8
2021,17019010701,St. Joseph — Family-oriented residential area,St. Joseph,61873.0,More households with children.,40.11330734334602,-88.03255627043048,107.01,Census Tract 107.01,0,2.72,66.3,67.5,94484.0,7.3,15.7,27.5,33.2,0.05,70.76,45.2,14.5,25.4,14.8,28.0,1.32,30.7,40.19,1.0,29.24,25.1,85.86,31.86,6.37,14.14,17.7,37.7,4.5,0.0,95.03,7.7,3943.0,1.8
2021,17019010702,Census Tract 107.02 — Family-oriented residential area,,61873.0,More households with children.,40.14414968617523,-88.03566721335672,107.02,Census Tract 107.02,0,2.74,67.7,73.1,94648.0,7.1,14.9,24.3,28.8,1.5,71.87,45.9,17.0,30.5,6.6,29.2,0.7,29.0,26.63,1.0,28.13,20.8,86.17,35.64,28.71,13.83,9.9,41.0,2.8,6.65,95.58,5.8,4005.0,7.4
2021,17019010800,Census Tract 108 — Senior-heavy residential area,,61877.0,More households with children; older age profile.,39.96077755981303,-88.06275539987071,108,Census Tract 108,1,2.6,65.1,67.1,92929.0,6.8,17.6,25.3,28.4,0.23,73.57,44.2,12.3,31.8,11.7,29.9,1.38,29.2,29.42,4.1,26.43,19.9,87.35,43.87,28.77,12.65,6.8,37.6,0.9,7.86,97.1,7.3,4352.0,3.0
2021,17019010901,Census Tract 109.01 — Family-oriented residential area,,61880.0,More households with children.,39.99153675767488,-88.20393412122252,109.01,Census Tract 109.01,0,2.72,69.0,69.7,78368.0,18.7,11.4,19.2,33.1,4.93,71.4,41.0,20.1,24.3,14.5,34.7,0.02,21.6,28.86,2.2,28.6,19.8,72.86,65.29,32.49,27.14,9.1,30.0,2.2,5.6,90.98,10.2,6352.0,0.9
2021,17019010902,Census Tract 109.02 — Family-oriented residential area,,61872.0,More households with children; older age profile.,39.96930619337803,-88.36360641758048,109.02,Census Tract 109.02,0,2.48,61.0,72.2,74881.0,10.6,18.9,18.9,31.0,0.05,66.15,39.2,25.3,29.7,5.8,32.2,0.65,30.4,24.43,3.4,33.85,29.7,84.86,67.11,13.78,15.14,11.4,33.4,1.5,10.59,95.14,4.9,3686.0,15.5
2021,17019011001,Champaign — Mixed residential area,Champaign,61820.0,Renter-heavy housing profile.,40.11968520811831,-88.25134639444177,110.01,Census Tract 110.01,0,1.6,81.4,85.6,41948.0,6.2,6.6,12.3,59.3,11.92,19.44,22.1,31.8,17.6,28.5,9.1,2.92,8.0,7.47,0.5,80.56,62.2,22.15,42.04,16.65,77.85,3.9,31.1,11.7,7.37,78.93,9.6,1989.0,4.9
2021,17019011002,Champaign — Higher-income residential area,Champaign,61820.0,General tract context note not flagged by the current rule set.,40.1154933724476,-88.24635254080745,110.02,Census Tract 110.02,0,1.62,76.1,80.4,66593.0,6.0,7.6,7.1,73.6,5.39,28.07,32.8,16.5,28.6,22.2,7.1,2.58,7.8,11.27,3.2,71.93,53.6,33.98,44.34,14.27,66.02,3.0,16.2,15.6,11.74,73.4,11.7,1857.0,4.3
2021,17019011100,Urbana — Student-dense area,Urbana,61801.0,Higher student concentration; renter-heavy housing profile; higher poverty rate; more very-low-income households.,40.11409763212329,-88.21447402494275,111,Census Tract 111,1,2.11,54.3,58.5,25663.0,61.2,0.8,1.4,71.5,2.29,7.04,3.6,28.2,21.1,47.1,5.4,6.59,1.8,1.49,2.7,92.96,49.6,4.37,68.56,39.13,95.63,1.8,20.3,43.1,24.9,54.95,52.6,2049.0,7.2
