year,tract_geoid,display_area_label,primary_place,primary_zip,landmark_context_note,centroid_lat,centroid_lon,tract_number,tract_name_canonical,is_stable_all_4_years,avg_household_size_v2,employment_population_ratio,labor_force_participation_rate,median_household_income,pct_age_18_24,pct_age_65_plus,pct_age_under_18,pct_bachelors_or_higher,pct_black_non_hispanic,pct_family_households,pct_hh_income_100k_plus,pct_hh_income_25k_50k,pct_hh_income_50k_100k,pct_hh_income_under_25k,pct_high_school_grad,pct_hispanic,pct_households_with_65_plus,pct_households_with_own_children_under_18,pct_less_than_high_school,pct_nonfamily_households,pct_one_person_households,pct_owner_occupied,pct_rent_burden_30_plus,pct_rent_burden_50_plus,pct_renter_occupied,pct_senior_living_alone_households,pct_some_college_or_associate,pct_speak_language_other_than_english_at_home,pct_vacant_housing_units,pct_white_non_hispanic,poverty_rate,total_population,unemployment_rate
2022,17019000200,Champaign — Higher economic stress area,Champaign,61820.0,Higher poverty rate; more very-low-income households.,40.12297727012885,-88.23303820803416,2,Census Tract 2,1,2.45,50.8,56.2,32054.0,26.2,8.9,21.4,19.5,60.68,49.27,3.2,40.3,16.0,40.5,36.8,8.78,20.0,21.61,13.4,50.73,36.4,40.43,53.2,29.7,59.57,11.2,30.3,28.7,20.13,11.58,40.3,2210.0,9.7
2022,17019000301,Champaign — Student-dense area,Champaign,61820.0,Higher student concentration; renter-heavy housing profile; higher poverty rate; more very-low-income households.,40.11083056062445,-88.23549759213894,3.01,Census Tract 3.01,1,2.7,33.7,37.8,5413.0,88.8,0.6,0.3,70.8,2.58,3.31,1.2,14.3,4.8,79.8,20.6,3.46,0.0,1.15,6.8,96.69,46.9,0.0,59.99,52.12,100.0,0.0,1.8,43.7,29.62,52.22,84.2,6003.0,10.7
2022,17019000302,Champaign — Student-dense area,Champaign,61820.0,Higher student concentration; renter-heavy housing profile; higher poverty rate; more very-low-income households.,40.11446918924631,-88.2350976348271,3.02,Census Tract 3.02,1,1.5,52.0,52.9,11922.0,72.2,0.7,0.0,75.0,5.28,1.65,1.6,20.6,13.0,64.8,4.1,8.03,1.1,0.0,2.5,98.35,74.1,0.0,60.58,48.14,100.0,1.1,18.4,52.0,31.85,29.93,63.2,2539.0,1.6
2022,17019000401,Champaign — Student-dense area,Champaign,61820.0,Higher student concentration; renter-heavy housing profile; higher poverty rate; more very-low-income households.,40.1069887905841,-88.23234019148553,4.01,Census Tract 4.01,1,2.2,33.6,35.2,3388.0,96.9,0.1,0.2,82.4,2.66,2.0,0.0,17.1,2.4,80.5,2.3,6.39,0.0,0.0,0.0,98.0,52.5,0.0,64.12,56.1,100.0,0.0,15.3,24.8,30.15,66.12,90.9,4554.0,4.5
2022,17019000402,Champaign — Student-dense area,Champaign,61820.0,Higher student concentration; renter-heavy housing profile; higher poverty rate; more very-low-income households.,40.1066171021187,-88.23889734753926,4.02,Census Tract 4.02,1,2.31,38.4,39.8,8333.0,89.3,0.3,0.0,87.5,5.74,3.85,2.3,13.0,3.8,81.0,3.0,9.09,1.0,0.0,0.0,96.15,51.2,0.0,59.34,52.02,100.0,1.0,9.4,29.0,40.79,56.44,87.3,3377.0,3.4
2022,17019000500,Champaign — Mixed residential area,Champaign,61820.0,More households with children.,40.1052051044491,-88.25087992661743,5,Census Tract 5,1,2.0,69.4,71.8,60794.0,12.5,13.3,17.2,66.2,12.74,42.98,29.9,14.8,26.8,28.5,15.0,3.67,19.1,26.0,1.9,57.02,44.4,37.68,46.28,31.81,62.32,7.1,17.0,11.1,4.19,73.79,19.1,3682.0,3.3
2022,17019000700,Champaign — Mixed residential area,Champaign,61820.0,General tract context note not flagged by the current rule set.,40.12911964670084,-88.2463742564862,7,Census Tract 7,1,2.64,61.4,69.7,46185.0,14.4,10.1,29.4,11.9,36.36,52.65,5.2,35.6,36.1,23.3,34.7,19.99,23.8,18.4,30.3,47.35,38.9,51.45,23.91,11.22,48.55,10.8,23.1,18.2,8.72,37.19,28.7,3732.0,12.0
2022,17019000800,Champaign — Mixed residential area,Champaign,61822.0,Renter-heavy housing profile.,40.15017672250663,-88.24710786804413,8,Census Tract 8,1,2.22,79.0,82.8,64760.0,19.9,8.6,19.9,55.1,21.46,45.42,24.4,17.4,46.4,11.8,17.2,4.13,11.6,21.82,6.7,54.58,37.6,27.65,30.66,16.13,72.35,5.3,21.0,26.2,2.8,47.71,11.8,6735.0,4.6
2022,17019000901,Champaign — Family-oriented residential area,Champaign,61821.0,More very-low-income households; more households with children.,40.12977778291398,-88.26829601472002,9.01,Census Tract 9.01,1,2.49,65.0,71.1,42380.0,18.0,8.1,27.7,14.9,54.8,57.15,7.5,30.5,37.2,24.8,32.3,15.81,16.7,27.3,17.0,42.85,40.4,43.06,52.15,20.91,56.94,10.8,35.8,24.1,13.73,22.38,19.0,4781.0,8.5
2022,17019000902,Census Tract 9.02 — Family-oriented residential area,,61822.0,More households with children.,40.12831209870508,-88.3148535419392,9.02,Census Tract 9.02,1,2.54,61.2,64.5,69533.0,10.9,12.5,25.3,37.0,21.09,57.72,33.0,12.8,45.4,8.8,18.9,2.78,25.2,28.43,8.0,42.28,31.1,68.76,21.99,11.16,31.24,12.4,36.2,28.1,4.44,58.6,9.2,7473.0,5.1
2022,17019001000,Champaign — Mixed residential area,Champaign,61821.0,General tract context note not flagged by the current rule set.,40.11702324024364,-88.27235942332679,10,Census Tract 10,1,2.1,69.6,73.0,62306.0,14.9,11.8,15.4,46.6,18.61,48.21,33.2,29.2,22.6,15.0,25.3,2.03,16.0,16.79,1.8,51.79,33.1,55.12,49.73,14.29,44.88,6.8,26.2,4.3,17.59,71.74,19.7,4423.0,4.0
2022,17019001100,Champaign — Senior-heavy residential area,Champaign,61821.0,Older age profile.,40.10547701256571,-88.26718054450109,11,Census Tract 11,1,2.32,65.1,66.0,93456.0,11.7,22.1,21.0,67.3,8.58,65.01,44.7,12.6,32.3,10.4,9.9,5.51,36.2,26.54,1.0,34.99,29.6,72.84,44.39,24.71,27.16,9.8,21.8,9.8,3.36,78.19,4.8,3741.0,1.3
2022,17019001201,Champaign — Mixed residential area,Champaign,61821.0,General tract context note not flagged by the current rule set.,40.10569426459247,-88.2906752821151,12.01,Census Tract 12.01,1,2.43,59.6,64.5,52813.0,12.2,12.6,26.3,35.4,34.74,63.45,16.7,22.2,37.0,24.2,26.3,6.64,20.6,29.26,8.0,36.55,30.8,48.37,47.84,26.11,51.63,8.7,30.4,24.1,9.05,40.05,18.8,7305.0,7.0
2022,17019001203,Champaign — Senior-heavy residential area,Champaign,61821.0,Older age profile.,40.09108824198521,-88.28580828059093,12.03,Census Tract 12.03,1,2.24,68.7,70.5,86364.0,5.4,19.3,20.3,49.1,10.11,63.1,37.8,16.1,44.3,1.9,18.8,3.25,29.6,18.93,4.3,36.9,35.6,79.47,14.58,0.0,20.53,15.2,27.8,6.0,1.84,78.39,1.9,4252.0,2.6
2022,17019001204,Champaign — Family-oriented residential area,Champaign,61822.0,More households with children; older age profile.,40.06935621376529,-88.28995631669251,12.04,Census Tract 12.04,1,2.57,55.9,59.9,135490.0,5.4,23.0,22.3,73.8,5.16,73.21,69.2,5.6,16.0,9.2,5.3,2.08,34.8,27.41,2.5,26.79,24.8,78.83,53.44,30.16,21.17,5.8,18.4,28.6,1.44,58.56,4.0,3704.0,6.6
