year,tract_geoid,display_area_label,primary_place,primary_zip,landmark_context_note,centroid_lat,centroid_lon,tract_number,tract_name_canonical,is_stable_all_4_years,avg_household_size_v2,employment_population_ratio,labor_force_participation_rate,median_household_income,pct_age_18_24,pct_age_65_plus,pct_age_under_18,pct_bachelors_or_higher,pct_black_non_hispanic,pct_family_households,pct_hh_income_100k_plus,pct_hh_income_25k_50k,pct_hh_income_50k_100k,pct_hh_income_under_25k,pct_high_school_grad,pct_hispanic,pct_households_with_65_plus,pct_households_with_own_children_under_18,pct_less_than_high_school,pct_nonfamily_households,pct_one_person_households,pct_owner_occupied,pct_rent_burden_30_plus,pct_rent_burden_50_plus,pct_renter_occupied,pct_senior_living_alone_households,pct_some_college_or_associate,pct_speak_language_other_than_english_at_home,pct_vacant_housing_units,pct_white_non_hispanic,poverty_rate,total_population,unemployment_rate
2023,17019000200,Champaign — Higher economic stress area,Champaign,61820.0,Higher poverty rate; more very-low-income households.,40.12297727012885,-88.23303820803416,2,Census Tract 2,1,2.39,46.9,52.4,32545.0,27.3,9.3,18.9,23.0,54.83,49.44,8.5,29.1,16.0,46.4,33.5,11.09,17.7,18.34,13.7,50.56,32.8,37.7,45.78,30.88,62.3,5.6,29.8,32.2,18.06,9.65,45.1,2165.0,10.5
2023,17019000301,Champaign — Student-dense area,Champaign,61820.0,Higher student concentration; renter-heavy housing profile; higher poverty rate; more very-low-income households.,40.11083056062445,-88.23549759213894,3.01,Census Tract 3.01,1,2.1,34.6,39.1,5982.0,87.2,0.3,0.0,43.7,3.81,4.33,0.0,16.2,3.1,80.7,18.2,8.82,0.0,0.0,1.2,95.67,56.5,0.0,60.05,51.31,100.0,0.0,36.9,50.6,28.69,46.45,86.7,5326.0,11.5
2023,17019000302,Champaign — Student-dense area,Champaign,61820.0,Higher student concentration; renter-heavy housing profile; higher poverty rate; more very-low-income households.,40.11446918924631,-88.2350976348271,3.02,Census Tract 3.02,1,1.39,55.2,56.2,14066.0,68.8,2.4,0.0,74.8,6.54,1.09,1.9,22.2,13.6,62.3,9.4,11.79,2.2,0.0,0.0,98.91,78.7,1.09,53.77,42.05,98.91,1.1,15.8,50.5,29.4,32.82,60.4,2553.0,1.8
2023,17019000401,Champaign — Student-dense area,Champaign,61820.0,Higher student concentration; renter-heavy housing profile; higher poverty rate; more very-low-income households.,40.1069887905841,-88.23234019148553,4.01,Census Tract 4.01,1,1.82,29.6,31.0,,96.7,0.2,0.1,77.9,2.54,0.0,0.0,14.8,0.0,85.1,2.7,5.76,0.0,0.0,0.0,100.0,66.2,0.0,61.06,53.79,100.0,0.0,19.5,20.6,24.49,68.72,90.7,4604.0,4.3
2023,17019000402,Champaign — Student-dense area,Champaign,61820.0,Higher student concentration; renter-heavy housing profile; higher poverty rate; more very-low-income households.,40.1066171021187,-88.23889734753926,4.02,Census Tract 4.02,1,2.53,38.2,39.1,9000.0,93.2,0.3,0.0,85.4,4.19,3.16,1.8,16.2,5.8,76.2,4.5,9.24,0.9,0.0,0.0,96.84,41.6,0.0,60.67,50.68,100.0,0.9,10.1,30.3,36.75,61.84,87.8,3941.0,1.6
2023,17019000500,Champaign — Mixed residential area,Champaign,61820.0,More households with children.,40.1052051044491,-88.25087992661743,5,Census Tract 5,1,2.01,69.5,70.9,59408.0,14.4,14.3,16.4,72.9,13.02,42.61,33.5,14.1,23.0,29.5,11.6,4.77,21.0,25.21,1.6,57.39,44.6,39.65,52.74,38.85,60.35,9.1,14.0,12.0,6.26,71.22,17.2,3541.0,1.9
2023,17019000700,Champaign — Mixed residential area,Champaign,61820.0,General tract context note not flagged by the current rule set.,40.12911964670084,-88.2463742564862,7,Census Tract 7,1,2.5,63.3,67.6,48048.0,11.3,9.3,29.6,9.1,39.22,53.46,6.1,33.2,36.9,23.7,39.8,18.02,22.4,21.25,22.3,46.54,40.8,41.88,30.78,14.03,58.12,9.5,28.8,14.8,8.76,35.5,24.8,3651.0,6.4
2023,17019000800,Champaign — Mixed residential area,Champaign,61822.0,Renter-heavy housing profile.,40.15017672250663,-88.24710786804413,8,Census Tract 8,1,2.18,76.2,80.4,68000.0,22.2,9.0,19.0,50.1,20.23,42.88,28.2,18.1,41.0,12.7,21.6,5.42,14.0,18.5,8.2,57.12,40.1,25.18,28.9,14.09,74.82,5.9,20.1,27.6,3.9,46.16,12.5,6549.0,5.2
2023,17019000901,Champaign — Family-oriented residential area,Champaign,61821.0,More very-low-income households; more households with children.,40.12977778291398,-88.26829601472002,9.01,Census Tract 9.01,1,2.48,63.1,65.3,44727.0,16.6,9.3,30.4,17.8,55.85,59.01,9.0,22.4,38.3,30.1,33.9,18.06,19.0,32.45,16.2,40.99,38.0,42.24,50.99,22.4,57.76,9.8,32.0,31.9,10.97,21.8,13.7,4790.0,3.4
2023,17019000902,Census Tract 9.02 — Family-oriented residential area,,61822.0,More households with children.,40.12831209870508,-88.3148535419392,9.02,Census Tract 9.02,1,2.54,57.2,62.2,72974.0,12.7,10.3,24.8,40.0,24.38,57.54,33.6,15.4,41.3,9.8,17.7,0.63,21.5,28.59,5.4,42.46,29.1,67.85,28.94,19.81,32.15,10.1,36.9,20.2,3.13,58.3,7.8,7649.0,7.4
2023,17019001000,Champaign — Mixed residential area,Champaign,61821.0,General tract context note not flagged by the current rule set.,40.11702324024364,-88.27235942332679,10,Census Tract 10,1,2.07,73.5,74.2,65469.0,11.0,13.7,17.6,54.3,11.22,46.04,31.8,24.2,27.5,16.6,20.1,8.6,17.9,17.16,1.1,53.96,39.1,63.7,46.73,21.53,36.3,5.5,24.5,11.1,19.09,73.16,21.8,4315.0,1.0
2023,17019001100,Champaign — Senior-heavy residential area,Champaign,61821.0,Older age profile.,40.10547701256571,-88.26718054450109,11,Census Tract 11,1,2.32,61.9,63.8,87697.0,12.6,21.0,20.6,69.3,10.15,58.27,44.6,11.0,31.2,13.2,8.7,5.71,36.4,24.13,1.4,41.73,31.8,74.1,50.68,30.0,25.9,11.2,20.7,7.6,2.19,75.01,5.6,3941.0,3.0
2023,17019001201,Champaign — Mixed residential area,Champaign,61821.0,General tract context note not flagged by the current rule set.,40.10569426459247,-88.2906752821151,12.01,Census Tract 12.01,1,2.38,61.6,66.5,53118.0,12.8,12.5,20.8,42.4,38.35,62.41,23.9,16.7,33.4,26.3,22.4,3.72,19.7,24.21,3.6,37.59,30.8,44.15,57.75,29.45,55.85,8.1,31.6,23.1,9.73,39.45,24.6,6963.0,7.4
2023,17019001203,Champaign — Senior-heavy residential area,Champaign,61821.0,Older age profile.,40.09108824198521,-88.28580828059093,12.03,Census Tract 12.03,1,2.21,68.5,70.4,92882.0,4.8,19.3,19.0,52.2,6.27,64.31,42.4,16.6,37.2,3.7,17.2,4.56,29.6,21.18,5.3,35.69,33.4,83.04,24.32,3.9,16.96,12.1,25.3,8.6,1.65,77.94,3.3,4389.0,2.7
2023,17019001204,Champaign — Family-oriented residential area,Champaign,61822.0,More households with children; older age profile.,40.06935621376529,-88.28995631669251,12.04,Census Tract 12.04,1,2.44,55.5,58.4,126495.0,4.4,24.2,27.5,77.3,7.63,71.06,68.9,5.1,16.5,9.5,3.3,5.11,35.3,33.47,1.7,28.94,27.4,78.03,38.15,26.46,21.97,7.2,17.6,22.4,0.0,58.41,4.0,3602.0,5.0
2023,17019001205,Champaign — Family-oriented residential area,Champaign,61822.0,More households with children.,40.08366982891983,-88.3282572598364,12.05,Census Tract 12.05,1,2.57,63.9,64.6,87368.0,9.8,14.5,27.2,66.4,11.12,69.34,46.6,12.2,26.0,15.3,10.6,8.09,24.0,34.64,5.3,30.66,27.7,68.73,45.62,32.3,31.27,9.5,17.6,31.7,6.62,49.75,10.3,8439.0,1.1
2023,17019001206,Census Tract 12.06 — Senior-heavy residential area,,61822.0,Older age profile.,40.09131625878624,-88.30470520960401,12.06,Census Tract 12.06,1,2.23,54.7,55.3,109132.0,4.8,37.1,17.2,66.6,3.06,65.32,55.7,14.9,19.8,9.8,8.1,8.33,54.6,18.41,1.9,34.68,33.9,83.86,40.63,7.03,16.14,20.1,23.4,6.5,9.47,82.72,3.9,1765.0,1.1
2023,17019001301,Champaign — Senior-heavy residential area,Champaign,61821.0,Older age profile.,40.09098096791916,-88.26081426219282,13.01,Census Tract 13.01,1,2.15,57.6,61.4,78438.0,7.9,23.9,18.3,64.3,6.41,61.24,37.2,24.4,33.6,4.8,15.8,5.29,30.4,22.56,1.6,38.76,30.0,63.43,53.86,4.43,36.57,11.0,18.3,16.4,7.36,77.13,5.0,5729.0,6.1
2023,17019001302,Savoy — Senior-heavy residential area,Savoy,61822.0,Older age profile.,40.06954853052552,-88.26238753060579,13.02,Census Tract 13.02,1,2.12,53.1,53.4,104048.0,6.4,39.4,18.0,63.4,3.87,47.16,51.2,12.8,31.6,4.3,20.2,1.71,53.3,15.59,1.3,52.84,37.0,77.14,31.15,25.27,22.86,23.9,15.0,13.2,3.79,78.22,7.2,4449.0,0.5
2023,17019001400,Census Tract 14 — Family-oriented residential area,,61874.0,Higher student concentration; more households with children.,40.08102789550842,-88.24061186527473,14,Census Tract 14,1,2.66,46.6,47.0,65469.0,43.6,4.5,20.5,66.1,8.98,65.41,43.4,16.3,26.2,14.2,14.4,10.85,16.4,41.84,4.5,34.59,26.8,43.42,38.53,18.37,56.58,9.9,15.0,24.8,5.93,58.75,11.8,7162.0,0.9
2023,17019005300,Urbana — Student-dense area,Urbana,61801.0,Higher student concentration; renter-heavy housing profile; higher poverty rate; more very-low-income households.,40.12870429058973,-88.21959909210925,53,Census Tract 53,1,1.96,50.0,55.8,27094.0,49.6,6.4,13.9,36.6,55.78,18.8,2.3,35.0,15.8,46.8,31.6,0.71,10.3,9.19,8.4,81.2,66.4,11.34,46.2,31.25,88.66,4.7,23.5,27.5,26.67,18.01,42.9,4098.0,10.4
2023,17019005401,Census Tract 54.01 — Mixed residential area,,61802.0,Renter-heavy housing profile; more very-low-income households.,40.12462916764154,-88.19476931100071,54.01,Census Tract 54.01,1,1.7,65.6,70.0,43047.0,20.4,14.6,14.7,32.5,33.32,31.69,6.9,27.6,31.7,33.9,24.7,14.16,18.8,8.35,6.2,68.31,60.0,30.88,51.8,17.64,69.12,10.2,36.6,17.2,11.47,45.42,15.2,3800.0,6.3
2023,17019005402,Census Tract 54.02 — Senior-heavy residential area,,61802.0,Older age profile.,40.13372172026016,-88.15811803810122,54.02,Census Tract 54.02,1,2.16,60.4,65.5,66334.0,7.5,18.3,17.3,24.2,12.19,48.71,20.4,23.4,47.2,8.9,27.9,15.49,29.9,16.15,11.1,51.29,36.3,72.25,26.63,4.34,27.75,12.8,36.9,15.1,3.23,62.05,18.8,3945.0,7.7
2023,17019005500,Urbana — Senior-heavy residential area,Urbana,61802.0,Older age profile.,40.112514816139694,-88.16225777747607,55,Census Tract 55,1,1.95,61.4,62.7,60115.0,11.5,19.9,8.7,43.3,11.52,53.84,20.1,19.3,38.4,22.1,23.0,11.38,28.5,11.22,10.9,46.16,35.4,56.13,42.97,23.1,43.87,10.1,22.7,16.2,14.42,65.09,18.6,5002.0,2.0
2023,17019005601,Urbana — Mixed residential area,Urbana,61802.0,General tract context note not flagged by the current rule set.,40.10208937360753,-88.18375039736316,56.01,Census Tract 56.01,0,2.22,69.5,74.2,67292.0,14.6,11.9,18.1,51.9,23.48,43.29,28.8,22.3,33.9,15.0,27.3,13.61,20.3,17.82,4.9,56.71,34.5,50.64,40.96,20.21,49.36,9.9,15.8,19.3,6.85,50.29,12.8,5924.0,6.3
2023,17019005602,Census Tract 56.02 — Senior-heavy residential area,,61802.0,Renter-heavy housing profile; older age profile.,40.08621676735095,-88.14961203417526,56.02,Census Tract 56.02,0,1.88,53.4,55.5,62768.0,13.7,23.7,13.7,59.6,9.52,40.06,30.0,14.7,31.2,24.0,19.0,8.92,32.5,12.43,3.3,59.94,44.7,34.92,51.53,20.17,65.08,20.3,18.1,30.9,5.51,60.02,14.4,2511.0,3.7
2023,17019005701,Urbana — Senior-heavy residential area,Urbana,61801.0,Older age profile.,40.09105574261328,-88.20007432256959,57.01,Census Tract 57.01,1,2.09,48.0,55.3,56719.0,7.8,28.3,17.0,56.5,13.19,54.68,34.3,20.0,21.5,24.3,21.0,6.0,41.1,15.68,0.6,45.32,36.5,56.38,53.07,33.4,43.62,16.3,21.9,19.9,10.06,68.96,13.8,5087.0,13.2
2023,17019005702,Census Tract 57.02 — Senior-heavy residential area,,61802.0,Older age profile.,40.06740664849926,-88.17760194654306,57.02,Census Tract 57.02,1,2.01,50.1,50.6,104500.0,1.3,40.2,17.1,70.8,1.34,63.11,51.8,9.4,32.0,7.0,10.7,1.15,52.6,22.05,1.5,36.89,36.9,81.41,25.58,20.93,18.59,29.3,16.9,16.8,4.14,81.45,1.1,1563.0,0.9
2023,17019005800,Urbana — Higher economic stress area,Urbana,61801.0,Higher poverty rate; more very-low-income households.,40.10475237949838,-88.21211097927552,58,Census Tract 58,1,2.56,64.1,67.1,73365.0,34.9,10.5,12.0,84.3,4.67,40.89,37.3,6.3,25.7,30.8,2.5,12.09,19.6,16.27,0.8,59.11,30.2,50.5,60.46,47.42,49.5,6.1,12.3,19.8,12.99,69.16,30.6,3920.0,4.3
2023,17019005901,Urbana — Student-dense area,Urbana,61801.0,Higher student concentration; renter-heavy housing profile; higher poverty rate; more very-low-income households.,40.10368062196141,-88.22003620975573,59.01,Census Tract 59.01,0,2.01,38.1,40.1,9604.0,88.2,0.5,2.3,72.4,3.41,22.72,8.6,7.0,6.3,78.0,3.6,10.48,1.6,3.39,24.0,77.28,41.8,5.22,63.36,61.16,94.78,0.0,0.0,21.9,18.68,67.21,69.4,2376.0,4.8
2023,17019005902,Urbana — Student-dense area,Urbana,61801.0,Higher student concentration; renter-heavy housing profile; higher poverty rate; more very-low-income households.,40.107516861666255,-88.22420061157668,59.02,Census Tract 59.02,0,1.67,38.0,39.2,15781.0,84.3,0.1,1.5,57.6,5.64,10.05,0.0,22.8,10.6,66.5,33.2,9.8,0.0,4.1,0.0,89.95,66.7,0.0,65.21,42.2,100.0,0.0,9.2,32.6,18.97,48.81,66.8,2909.0,3.2
2023,17019006000,Census Tract 60 — Student-dense area,,61802.0,Higher student concentration; renter-heavy housing profile; higher poverty rate; more very-low-income households.,40.07547752312056,-88.2230059485385,60,Census Tract 60,1,1.79,38.3,39.6,30929.0,66.0,1.2,8.0,86.3,8.72,36.05,8.0,36.9,21.8,33.3,0.9,12.35,3.4,23.13,0.0,63.95,54.3,2.38,50.87,26.66,97.62,0.0,12.8,27.7,23.34,57.97,30.2,2891.0,3.2
2023,17019010100,Census Tract 101 — Mixed residential area,,61866.0,General tract context note not flagged by the current rule set.,40.32658663906694,-88.14527489964055,101,Census Tract 101,1,2.19,57.7,58.4,51291.0,6.7,13.2,23.1,11.7,20.07,53.63,9.1,29.2,45.1,16.7,41.1,28.59,24.7,21.6,11.9,46.37,42.0,43.73,35.75,9.88,56.27,18.1,35.3,27.7,12.3,39.66,6.9,4155.0,1.1
2023,17019010204,Rantoul — Mixed residential area,Rantoul,61866.0,General tract context note not flagged by the current rule set.,40.302778756080926,-88.15757778235168,102.04,Census Tract 102.04,1,2.3,57.2,59.2,54773.0,9.5,16.2,24.4,12.8,12.8,50.0,21.2,23.2,31.8,23.7,44.8,24.16,29.3,18.74,9.2,50.0,43.7,73.37,24.63,10.19,26.63,14.1,33.3,13.2,12.7,57.22,20.1,4727.0,3.5
2023,17019010300,Rantoul — Family-oriented residential area,Rantoul,61866.0,Renter-heavy housing profile; higher poverty rate; more households with children.,40.29292648139781,-88.14451450086497,103,Census Tract 103,1,3.01,48.1,52.3,40297.0,11.1,7.0,42.3,10.4,30.95,66.78,15.3,46.1,22.1,16.6,43.1,12.97,15.4,41.82,5.8,33.22,29.5,18.72,58.92,13.9,81.28,9.7,40.7,8.7,13.75,36.61,30.1,3693.0,7.8
2023,17019010400,Census Tract 104 — Senior-heavy residential area,,61866.0,Older age profile.,40.31246101875809,-88.07684464115012,104,Census Tract 104,1,2.39,60.0,62.3,79958.0,6.9,22.4,21.1,19.3,1.8,66.67,38.2,14.2,33.6,14.1,43.1,6.05,35.6,21.89,4.8,33.33,29.3,80.62,21.08,7.53,19.38,14.2,32.9,5.1,12.87,88.7,8.2,4167.0,3.4
2023,17019010500,Fisher — Family-oriented residential area,Fisher,61843.0,More households with children; older age profile.,40.31102797712141,-88.3465464139626,105,Census Tract 105,1,2.77,62.2,63.3,107208.0,5.1,18.1,25.6,39.5,0.25,86.52,54.8,9.6,30.7,5.0,25.4,0.66,28.0,37.85,1.5,13.48,8.5,90.87,15.17,6.21,9.13,3.4,33.5,5.5,4.39,92.0,2.2,4398.0,1.7
2023,17019010601,Census Tract 106.01 — Family-oriented residential area,,61853.0,More households with children.,40.19961782801814,-88.42895481438009,106.01,Census Tract 106.01,1,3.09,69.1,70.9,123876.0,6.1,11.9,32.8,51.9,0.59,86.86,68.8,9.4,18.4,3.3,17.1,4.65,23.4,45.26,1.7,13.14,11.8,90.96,47.54,35.52,9.04,6.0,29.2,4.1,2.03,90.93,2.1,6254.0,2.5
2023,17019010603,Mahomet — Family-oriented residential area,Mahomet,61853.0,More households with children.,40.1817205433639,-88.37801740861045,106.03,Census Tract 106.03,1,2.84,61.7,64.9,91615.0,10.3,12.4,30.1,50.7,0.34,76.43,48.3,10.8,27.8,13.2,22.6,6.32,22.9,40.71,3.7,23.57,17.1,77.32,47.72,21.17,22.68,6.4,23.0,8.8,11.39,87.3,6.0,7700.0,5.0
2023,17019010604,Census Tract 106.04 — Senior-heavy residential area,,61822.0,Older age profile.,40.15205846523014,-88.30267282672077,106.04,Census Tract 106.04,1,2.32,68.2,69.5,116765.0,5.8,18.1,23.0,33.5,9.55,63.6,55.6,10.6,24.3,9.5,23.3,15.3,29.8,22.8,5.9,36.4,30.0,75.12,28.67,23.67,24.88,11.0,37.3,10.7,7.94,69.9,11.7,2797.0,1.3
2023,17019010701,St. Joseph — Family-oriented residential area,St. Joseph,61873.0,More households with children.,40.11330734334602,-88.03255627043048,107.01,Census Tract 107.01,0,2.51,70.3,70.8,113625.0,7.2,15.1,25.9,37.8,0.05,59.58,58.3,8.6,22.5,10.7,20.0,1.6,29.8,34.49,1.4,40.42,33.3,86.05,32.24,8.88,13.95,19.7,40.7,6.9,0.52,92.47,4.3,3864.0,0.7
2023,17019010702,Census Tract 107.02 — Family-oriented residential area,,61873.0,More households with children.,40.14414968617523,-88.03566721335672,107.02,Census Tract 107.02,0,2.86,63.5,69.8,106096.0,8.2,15.8,25.9,28.8,1.5,74.57,54.0,15.5,24.5,6.0,31.5,1.75,30.4,30.29,1.2,25.43,17.8,85.94,37.11,17.01,14.06,9.1,38.5,1.9,8.24,94.22,6.9,3943.0,9.1
