year,cluster_id,tract_count,avg_household_size_v2,median_household_income,pct_age_18_24,pct_age_65_plus,pct_bachelors_or_higher,pct_family_households,pct_hh_income_100k_plus,pct_hh_income_25k_50k,pct_hh_income_50k_100k,pct_hh_income_under_25k,pct_households_with_own_children_under_18,pct_less_than_high_school,pct_one_person_households,pct_rent_burden_30_plus,pct_rent_burden_50_plus,pct_renter_occupied,pct_senior_living_alone_households,pct_some_college_or_associate,pct_vacant_housing_units,poverty_rate,unemployment_rate
2023,0,39,2.3446153846153845,78086.05128205128,11.946153846153846,16.73589743589744,45.646153846153844,57.40461538461539,36.882051282051286,18.06153846153846,29.46410256410256,15.625641025641025,24.063333333333333,5.1000000000000005,32.83589743589744,40.900512820512816,19.91025641025641,38.58538461538461,11.094871794871795,26.7,7.876666666666667,12.515384615384615,4.294871794871795
2023,1,9,1.891111111111111,17494.5,75.83333333333333,1.488888888888889,67.88888888888889,11.695555555555554,3.388888888888889,22.08888888888889,10.266666666666667,64.21111111111111,4.6433333333333335,3.8777777777777778,59.01111111111111,58.12777777777777,43.91222222222222,97.49111111111111,1.1555555555555557,15.944444444444445,25.703333333333333,64.53333333333333,4.833333333333333
