year,table_code,table_family,source_type,geo_id,name,tract_geoid,statefp,countyfp,tractce,GEO_ID,NAME,B03002_001E,B03002_001M,B03002_002E,B03002_002M,B03002_003E,B03002_003M,B03002_004E,B03002_004M,B03002_005E,B03002_005M,B03002_006E,B03002_006M,B03002_007E,B03002_007M,B03002_008E,B03002_008M,B03002_009E,B03002_009M,B03002_010E,B03002_010M,B03002_011E,B03002_011M,B03002_012E,B03002_012M,B03002_013E,B03002_013M,B03002_014E,B03002_014M,B03002_015E,B03002_015M,B03002_016E,B03002_016M,B03002_017E,B03002_017M,B03002_018E,B03002_018M,B03002_019E,B03002_019M,B03002_020E,B03002_020M,B03002_021E,B03002_021M,Unnamed:_44
2019,B03002,Detailed Table,DT,1400000US17019001000,"Census Tract 10, Champaign County, Illinois",17019001000,17,019,001000,1400000US17019001000,"Census Tract 10, Champaign County, Illinois",4442,479,4399,492,3272,326,991,355,0,11,7,22,0,11,0,11,129,102,0,11,129,102,43,50,43,50,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,
2019,B03002,Detailed Table,DT,1400000US17019001100,"Census Tract 11, Champaign County, Illinois",17019001100,17,019,001100,1400000US17019001100,"Census Tract 11, Champaign County, Illinois",3647,252,3360,288,2909,285,252,157,0,11,146,98,0,11,0,11,53,39,12,20,41,33,287,128,151,102,0,11,0,11,0,11,0,11,64,42,72,54,64,52,8,14,
2019,B03002,Detailed Table,DT,1400000US17019001201,"Census Tract 12.01, Champaign County, Illinois",17019001201,17,019,001201,1400000US17019001201,"Census Tract 12.01, Champaign County, Illinois",6826,617,6475,630,3468,528,2277,400,0,16,407,180,0,16,23,30,300,260,0,16,300,260,351,204,175,201,23,44,0,16,0,16,0,16,131,114,22,49,22,49,0,16,
2019,B03002,Detailed Table,DT,1400000US17019001203,"Census Tract 12.03, Champaign County, Illinois",17019001203,17,019,001203,1400000US17019001203,"Census Tract 12.03, Champaign County, Illinois",4891,384,4705,433,3352,326,1141,344,0,11,132,77,0,11,24,39,56,44,0,11,56,44,186,131,143,106,0,11,0,11,0,11,0,11,7,11,36,60,0,11,36,60,
2019,B03002,Detailed Table,DT,1400000US17019001204,"Census Tract 12.04, Champaign County, Illinois",17019001204,17,019,001204,1400000US17019001204,"Census Tract 12.04, Champaign County, Illinois",4043,252,3959,272,2562,410,254,190,15,24,934,427,0,11,0,11,194,121,0,11,194,121,84,97,84,97,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,
2019,B03002,Detailed Table,DT,1400000US17019001205,"Census Tract 12.05, Champaign County, Illinois",17019001205,17,019,001205,1400000US17019001205,"Census Tract 12.05, Champaign County, Illinois",7405,504,6911,486,3720,442,1074,351,0,16,1854,383,0,16,0,16,263,267,0,16,263,267,494,416,494,416,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,
2019,B03002,Detailed Table,DT,1400000US17019001206,"Census Tract 12.06, Champaign County, Illinois",17019001206,17,019,001206,1400000US17019001206,"Census Tract 12.06, Champaign County, Illinois",2053,212,1920,214,1705,198,92,110,0,11,111,77,0,11,0,11,12,19,0,11,12,19,133,98,111,95,0,11,0,11,0,11,0,11,6,9,16,17,7,10,9,13,
2019,B03002,Detailed Table,DT,1400000US17019001301,"Census Tract 13.01, Champaign County, Illinois",17019001301,17,019,001301,1400000US17019001301,"Census Tract 13.01, Champaign County, Illinois",6328,422,5734,529,4733,563,337,167,0,16,474,244,0,16,0,16,190,126,0,16,190,126,594,484,508,466,0,16,0,16,0,16,0,16,86,141,0,16,0,16,0,16,
2019,B03002,Detailed Table,DT,1400000US17019001302,"Census Tract 13.02, Champaign County, Illinois",17019001302,17,019,001302,1400000US17019001302,"Census Tract 13.02, Champaign County, Illinois",4470,266,4354,262,3400,263,202,126,0,11,681,182,0,11,52,87,19,23,0,11,19,23,116,104,82,91,0,11,0,11,22,36,0,11,0,11,12,18,0,11,12,18,
2019,B03002,Detailed Table,DT,1400000US17019001400,"Census Tract 14, Champaign County, Illinois",17019001400,17,019,001400,1400000US17019001400,"Census Tract 14, Champaign County, Illinois",6835,365,6365,363,4149,387,361,199,0,16,1690,238,0,16,0,16,165,102,0,16,165,102,470,165,440,155,9,19,0,16,0,16,0,16,0,16,21,24,12,20,9,14,
2019,B03002,Detailed Table,DT,1400000US17019005300,"Census Tract 53, Champaign County, Illinois",17019005300,17,019,005300,1400000US17019005300,"Census Tract 53, Champaign County, Illinois",5556,638,5368,634,1673,376,1787,450,89,73,1651,323,0,16,101,124,67,65,0,16,67,65,188,92,149,88,25,40,0,16,0,16,0,16,14,27,0,16,0,16,0,16,
2019,B03002,Detailed Table,DT,1400000US17019005401,"Census Tract 54.01, Champaign County, Illinois",17019005401,17,019,005401,1400000US17019005401,"Census Tract 54.01, Champaign County, Illinois",4391,460,4093,512,2831,445,1004,425,0,11,95,80,0,11,0,11,163,134,0,11,163,134,298,166,165,118,0,11,0,11,0,11,0,11,116,95,17,29,17,29,0,11,
2019,B03002,Detailed Table,DT,1400000US17019005402,"Census Tract 54.02, Champaign County, Illinois",17019005402,17,019,005402,1400000US17019005402,"Census Tract 54.02, Champaign County, Illinois",3572,344,3209,367,2740,365,151,93,8,15,188,170,0,11,0,11,122,87,0,11,122,87,363,286,343,285,0,11,10,16,0,11,0,11,10,17,0,11,0,11,0,11,
2019,B03002,Detailed Table,DT,1400000US17019005500,"Census Tract 55, Champaign County, Illinois",17019005500,17,019,005500,1400000US17019005500,"Census Tract 55, Champaign County, Illinois",4825,456,4310,480,3505,409,395,210,0,11,232,192,0,11,0,11,178,153,0,11,178,153,515,231,358,220,0,11,47,48,0,11,0,11,75,76,35,49,14,22,21,45,
2019,B03002,Detailed Table,DT,1400000US17019005600,"Census Tract 56, Champaign County, Illinois",17019005600,17,019,005600,1400000US17019005600,"Census Tract 56, Champaign County, Illinois",7104,481,6573,563,4290,611,1638,596,0,16,440,227,0,16,0,16,205,157,0,16,205,157,531,296,531,296,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,
2019,B03002,Detailed Table,DT,1400000US17019005701,"Census Tract 57.01, Champaign County, Illinois",17019005701,17,019,005701,1400000US17019005701,"Census Tract 57.01, Champaign County, Illinois",5045,526,4634,513,2942,365,1024,448,0,16,471,190,0,16,15,22,182,127,21,31,161,119,411,199,266,185,0,16,0,16,0,16,0,16,95,86,50,57,34,39,16,30,
2019,B03002,Detailed Table,DT,1400000US17019005702,"Census Tract 57.02, Champaign County, Illinois",17019005702,17,019,005702,1400000US17019005702,"Census Tract 57.02, Champaign County, Illinois",3555,267,3547,267,2163,211,467,167,44,65,709,232,0,11,35,52,129,100,0,11,129,100,8,12,0,11,0,11,0,11,0,11,0,11,0,11,8,12,8,12,0,11,
2019,B03002,Detailed Table,DT,1400000US17019005800,"Census Tract 58, Champaign County, Illinois",17019005800,17,019,005800,1400000US17019005800,"Census Tract 58, Champaign County, Illinois",3890,351,3555,353,2664,300,154,139,0,11,532,221,10,16,0,11,195,107,0,11,195,107,335,139,175,97,0,11,0,11,0,11,0,11,121,84,39,36,25,40,14,23,
2019,B03002,Detailed Table,DT,1400000US17019005900,"Census Tract 59, Champaign County, Illinois",17019005900,17,019,005900,1400000US17019005900,"Census Tract 59, Champaign County, Illinois",6054,458,5570,456,3140,372,351,195,0,16,1998,306,0,16,0,16,81,62,26,41,55,39,484,143,479,142,0,16,0,16,0,16,0,16,0,16,5,9,0,16,5,9,
2019,B03002,Detailed Table,DT,1400000US17019006000,"Census Tract 60, Champaign County, Illinois",17019006000,17,019,006000,1400000US17019006000,"Census Tract 60, Champaign County, Illinois",3551,314,3252,306,1633,245,400,151,6,9,1131,219,0,11,0,11,82,48,3,5,79,49,299,89,244,86,20,26,0,11,0,11,0,11,26,32,9,13,9,13,0,11,
2019,B03002,Detailed Table,DT,1400000US17019010100,"Census Tract 101, Champaign County, Illinois",17019010100,17,019,010100,1400000US17019010100,"Census Tract 101, Champaign County, Illinois",5151,521,4651,604,3114,446,1224,411,8,13,195,170,0,16,0,16,110,88,0,16,110,88,500,459,84,71,18,30,0,16,0,16,0,16,380,452,18,49,18,49,0,16,
2019,B03002,Detailed Table,DT,1400000US17019010204,"Census Tract 102.04, Champaign County, Illinois",17019010204,17,019,010204,1400000US17019010204,"Census Tract 102.04, Champaign County, Illinois",4673,472,3868,455,2768,352,945,235,6,13,31,56,0,11,0,11,118,71,0,11,118,71,805,301,722,312,28,49,0,11,0,11,0,11,50,84,5,9,0,11,5,9,
2019,B03002,Detailed Table,DT,1400000US17019010300,"Census Tract 103, Champaign County, Illinois",17019010300,17,019,010300,1400000US17019010300,"Census Tract 103, Champaign County, Illinois",3420,456,3157,427,1834,359,1111,316,0,11,51,54,0,11,0,11,161,121,0,11,161,121,263,148,217,130,8,12,0,11,0,11,0,11,38,66,0,11,0,11,0,11,
2019,B03002,Detailed Table,DT,1400000US17019010400,"Census Tract 104, Champaign County, Illinois",17019010400,17,019,010400,1400000US17019010400,"Census Tract 104, Champaign County, Illinois",4637,300,4523,274,4400,267,67,34,5,6,8,11,0,11,0,11,43,27,0,11,43,27,114,60,111,60,0,11,0,11,0,11,0,11,0,11,3,4,3,4,0,11,
2019,B03002,Detailed Table,DT,1400000US17019010500,"Census Tract 105, Champaign County, Illinois",17019010500,17,019,010500,1400000US17019010500,"Census Tract 105, Champaign County, Illinois",4473,321,4423,324,4352,319,7,10,0,11,6,9,0,11,4,7,54,47,0,11,54,47,50,44,46,42,0,11,0,11,0,11,0,11,0,11,4,6,0,11,4,6,
2019,B03002,Detailed Table,DT,1400000US17019010601,"Census Tract 106.01, Champaign County, Illinois",17019010601,17,019,010601,1400000US17019010601,"Census Tract 106.01, Champaign County, Illinois",6427,266,5987,347,5817,346,24,40,0,16,34,29,0,16,0,16,112,120,0,16,112,120,440,258,430,260,0,16,0,16,0,16,10,18,0,16,0,16,0,16,0,16,
2019,B03002,Detailed Table,DT,1400000US17019010603,"Census Tract 106.03, Champaign County, Illinois",17019010603,17,019,010603,1400000US17019010603,"Census Tract 106.03, Champaign County, Illinois",7068,285,6760,275,6603,291,26,43,0,16,30,36,32,52,0,16,69,67,0,16,69,67,308,173,219,143,0,16,0,16,0,16,16,25,0,16,73,116,73,116,0,16,
2019,B03002,Detailed Table,DT,1400000US17019010604,"Census Tract 106.04, Champaign County, Illinois",17019010604,17,019,010604,1400000US17019010604,"Census Tract 106.04, Champaign County, Illinois",2390,200,2326,174,2177,182,6,11,0,11,64,52,0,11,0,11,79,49,0,11,79,49,64,65,64,65,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,
2019,B03002,Detailed Table,DT,1400000US17019010700,"Census Tract 107, Champaign County, Illinois",17019010700,17,019,010700,1400000US17019010700,"Census Tract 107, Champaign County, Illinois",8007,254,7934,264,7798,279,21,28,2,3,77,66,0,16,0,16,36,37,0,16,36,37,73,75,73,75,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,
2019,B03002,Detailed Table,DT,1400000US17019010800,"Census Tract 108, Champaign County, Illinois",17019010800,17,019,010800,1400000US17019010800,"Census Tract 108, Champaign County, Illinois",4614,236,4571,234,4493,232,26,20,18,25,7,8,0,11,0,11,27,17,1,2,26,16,43,27,32,25,2,3,0,11,0,11,0,11,5,7,4,7,0,11,4,7,
2019,B03002,Detailed Table,DT,1400000US17019010900,"Census Tract 109, Champaign County, Illinois",17019010900,17,019,010900,1400000US17019010900,"Census Tract 109, Champaign County, Illinois",9366,313,9132,300,8615,367,154,115,13,17,169,118,13,21,0,16,168,127,0,16,168,127,234,163,133,89,0,16,0,16,0,16,0,16,3,5,98,120,3,5,95,120,
2019,B03002,Detailed Table,DT,1400000US17019011000,"Census Tract 110, Champaign County, Illinois",17019011000,17,019,011000,1400000US17019011000,"Census Tract 110, Champaign County, Illinois",4463,650,4257,598,3339,598,512,207,36,55,153,91,0,11,0,11,217,210,0,11,217,210,206,124,124,107,31,46,0,11,0,11,0,11,38,44,13,20,13,20,0,11,
2019,B03002,Detailed Table,DT,1400000US17019011100,"Census Tract 111, Champaign County, Illinois",17019011100,17,019,011100,1400000US17019011100,"Census Tract 111, Champaign County, Illinois",2440,329,2256,301,1000,304,132,67,0,11,893,200,79,131,0,11,152,116,0,11,152,116,184,97,173,96,0,11,0,11,0,11,0,11,11,17,0,11,0,11,0,11,
