year,table_code,table_family,source_type,geo_id,name,tract_geoid,statefp,countyfp,tractce,GEO_ID,NAME,S1501_C01_001E,S1501_C01_001M,S1501_C01_002E,S1501_C01_002M,S1501_C01_003E,S1501_C01_003M,S1501_C01_004E,S1501_C01_004M,S1501_C01_005E,S1501_C01_005M,S1501_C01_006E,S1501_C01_006M,S1501_C01_007E,S1501_C01_007M,S1501_C01_008E,S1501_C01_008M,S1501_C01_009E,S1501_C01_009M,S1501_C01_010E,S1501_C01_010M,S1501_C01_011E,S1501_C01_011M,S1501_C01_012E,S1501_C01_012M,S1501_C01_013E,S1501_C01_013M,S1501_C01_014E,S1501_C01_014M,S1501_C01_015E,S1501_C01_015M,S1501_C01_016E,S1501_C01_016M,S1501_C01_017E,S1501_C01_017M,S1501_C01_018E,S1501_C01_018M,S1501_C01_019E,S1501_C01_019M,S1501_C01_020E,S1501_C01_020M,S1501_C01_021E,S1501_C01_021M,S1501_C01_022E,S1501_C01_022M,S1501_C01_023E,S1501_C01_023M,S1501_C01_024E,S1501_C01_024M,S1501_C01_025E,S1501_C01_025M,S1501_C01_026E,S1501_C01_026M,S1501_C01_027E,S1501_C01_027M,S1501_C01_028E,S1501_C01_028M,S1501_C01_029E,S1501_C01_029M,S1501_C01_030E,S1501_C01_030M,S1501_C01_031E,S1501_C01_031M,S1501_C01_032E,S1501_C01_032M,S1501_C01_033E,S1501_C01_033M,S1501_C01_034E,S1501_C01_034M,S1501_C01_035E,S1501_C01_035M,S1501_C01_036E,S1501_C01_036M,S1501_C01_037E,S1501_C01_037M,S1501_C01_038E,S1501_C01_038M,S1501_C01_039E,S1501_C01_039M,S1501_C01_040E,S1501_C01_040M,S1501_C01_041E,S1501_C01_041M,S1501_C01_042E,S1501_C01_042M,S1501_C01_043E,S1501_C01_043M,S1501_C01_044E,S1501_C01_044M,S1501_C01_045E,S1501_C01_045M,S1501_C01_046E,S1501_C01_046M,S1501_C01_047E,S1501_C01_047M,S1501_C01_048E,S1501_C01_048M,S1501_C01_049E,S1501_C01_049M,S1501_C01_050E,S1501_C01_050M,S1501_C01_051E,S1501_C01_051M,S1501_C01_052E,S1501_C01_052M,S1501_C01_053E,S1501_C01_053M,S1501_C01_054E,S1501_C01_054M,S1501_C01_055E,S1501_C01_055M,S1501_C01_056E,S1501_C01_056M,S1501_C01_057E,S1501_C01_057M,S1501_C01_058E,S1501_C01_058M,S1501_C01_059E,S1501_C01_059M,S1501_C01_060E,S1501_C01_060M,S1501_C01_061E,S1501_C01_061M,S1501_C01_062E,S1501_C01_062M,S1501_C01_063E,S1501_C01_063M,S1501_C01_064E,S1501_C01_064M,S1501_C02_001E,S1501_C02_001M,S1501_C02_002E,S1501_C02_002M,S1501_C02_003E,S1501_C02_003M,S1501_C02_004E,S1501_C02_004M,S1501_C02_005E,S1501_C02_005M,S1501_C02_006E,S1501_C02_006M,S1501_C02_007E,S1501_C02_007M,S1501_C02_008E,S1501_C02_008M,S1501_C02_009E,S1501_C02_009M,S1501_C02_010E,S1501_C02_010M,S1501_C02_011E,S1501_C02_011M,S1501_C02_012E,S1501_C02_012M,S1501_C02_013E,S1501_C02_013M,S1501_C02_014E,S1501_C02_014M,S1501_C02_015E,S1501_C02_015M,S1501_C02_016E,S1501_C02_016M,S1501_C02_017E,S1501_C02_017M,S1501_C02_018E,S1501_C02_018M,S1501_C02_019E,S1501_C02_019M,S1501_C02_020E,S1501_C02_020M,S1501_C02_021E,S1501_C02_021M,S1501_C02_022E,S1501_C02_022M,S1501_C02_023E,S1501_C02_023M,S1501_C02_024E,S1501_C02_024M,S1501_C02_025E,S1501_C02_025M,S1501_C02_026E,S1501_C02_026M,S1501_C02_027E,S1501_C02_027M,S1501_C02_028E,S1501_C02_028M,S1501_C02_029E,S1501_C02_029M,S1501_C02_030E,S1501_C02_030M,S1501_C02_031E,S1501_C02_031M,S1501_C02_032E,S1501_C02_032M,S1501_C02_033E,S1501_C02_033M,S1501_C02_034E,S1501_C02_034M,S1501_C02_035E,S1501_C02_035M,S1501_C02_036E,S1501_C02_036M,S1501_C02_037E,S1501_C02_037M,S1501_C02_038E,S1501_C02_038M,S1501_C02_039E,S1501_C02_039M,S1501_C02_040E,S1501_C02_040M,S1501_C02_041E,S1501_C02_041M,S1501_C02_042E,S1501_C02_042M,S1501_C02_043E,S1501_C02_043M,S1501_C02_044E,S1501_C02_044M,S1501_C02_045E,S1501_C02_045M,S1501_C02_046E,S1501_C02_046M,S1501_C02_047E,S1501_C02_047M,S1501_C02_048E,S1501_C02_048M,S1501_C02_049E,S1501_C02_049M,S1501_C02_050E,S1501_C02_050M,S1501_C02_051E,S1501_C02_051M,S1501_C02_052E,S1501_C02_052M,S1501_C02_053E,S1501_C02_053M,S1501_C02_054E,S1501_C02_054M,S1501_C02_055E,S1501_C02_055M,S1501_C02_056E,S1501_C02_056M,S1501_C02_057E,S1501_C02_057M,S1501_C02_058E,S1501_C02_058M,S1501_C02_059E,S1501_C02_059M,S1501_C02_060E,S1501_C02_060M,S1501_C02_061E,S1501_C02_061M,S1501_C02_062E,S1501_C02_062M,S1501_C02_063E,S1501_C02_063M,S1501_C02_064E,S1501_C02_064M,S1501_C03_001E,S1501_C03_001M,S1501_C03_002E,S1501_C03_002M,S1501_C03_003E,S1501_C03_003M,S1501_C03_004E,S1501_C03_004M,S1501_C03_005E,S1501_C03_005M,S1501_C03_006E,S1501_C03_006M,S1501_C03_007E,S1501_C03_007M,S1501_C03_008E,S1501_C03_008M,S1501_C03_009E,S1501_C03_009M,S1501_C03_010E,S1501_C03_010M,S1501_C03_011E,S1501_C03_011M,S1501_C03_012E,S1501_C03_012M,S1501_C03_013E,S1501_C03_013M,S1501_C03_014E,S1501_C03_014M,S1501_C03_015E,S1501_C03_015M,S1501_C03_016E,S1501_C03_016M,S1501_C03_017E,S1501_C03_017M,S1501_C03_018E,S1501_C03_018M,S1501_C03_019E,S1501_C03_019M,S1501_C03_020E,S1501_C03_020M,S1501_C03_021E,S1501_C03_021M,S1501_C03_022E,S1501_C03_022M,S1501_C03_023E,S1501_C03_023M,S1501_C03_024E,S1501_C03_024M,S1501_C03_025E,S1501_C03_025M,S1501_C03_026E,S1501_C03_026M,S1501_C03_027E,S1501_C03_027M,S1501_C03_028E,S1501_C03_028M,S1501_C03_029E,S1501_C03_029M,S1501_C03_030E,S1501_C03_030M,S1501_C03_031E,S1501_C03_031M,S1501_C03_032E,S1501_C03_032M,S1501_C03_033E,S1501_C03_033M,S1501_C03_034E,S1501_C03_034M,S1501_C03_035E,S1501_C03_035M,S1501_C03_036E,S1501_C03_036M,S1501_C03_037E,S1501_C03_037M,S1501_C03_038E,S1501_C03_038M,S1501_C03_039E,S1501_C03_039M,S1501_C03_040E,S1501_C03_040M,S1501_C03_041E,S1501_C03_041M,S1501_C03_042E,S1501_C03_042M,S1501_C03_043E,S1501_C03_043M,S1501_C03_044E,S1501_C03_044M,S1501_C03_045E,S1501_C03_045M,S1501_C03_046E,S1501_C03_046M,S1501_C03_047E,S1501_C03_047M,S1501_C03_048E,S1501_C03_048M,S1501_C03_049E,S1501_C03_049M,S1501_C03_050E,S1501_C03_050M,S1501_C03_051E,S1501_C03_051M,S1501_C03_052E,S1501_C03_052M,S1501_C03_053E,S1501_C03_053M,S1501_C03_054E,S1501_C03_054M,S1501_C03_055E,S1501_C03_055M,S1501_C03_056E,S1501_C03_056M,S1501_C03_057E,S1501_C03_057M,S1501_C03_058E,S1501_C03_058M,S1501_C03_059E,S1501_C03_059M,S1501_C03_060E,S1501_C03_060M,S1501_C03_061E,S1501_C03_061M,S1501_C03_062E,S1501_C03_062M,S1501_C03_063E,S1501_C03_063M,S1501_C03_064E,S1501_C03_064M,S1501_C04_001E,S1501_C04_001M,S1501_C04_002E,S1501_C04_002M,S1501_C04_003E,S1501_C04_003M,S1501_C04_004E,S1501_C04_004M,S1501_C04_005E,S1501_C04_005M,S1501_C04_006E,S1501_C04_006M,S1501_C04_007E,S1501_C04_007M,S1501_C04_008E,S1501_C04_008M,S1501_C04_009E,S1501_C04_009M,S1501_C04_010E,S1501_C04_010M,S1501_C04_011E,S1501_C04_011M,S1501_C04_012E,S1501_C04_012M,S1501_C04_013E,S1501_C04_013M,S1501_C04_014E,S1501_C04_014M,S1501_C04_015E,S1501_C04_015M,S1501_C04_016E,S1501_C04_016M,S1501_C04_017E,S1501_C04_017M,S1501_C04_018E,S1501_C04_018M,S1501_C04_019E,S1501_C04_019M,S1501_C04_020E,S1501_C04_020M,S1501_C04_021E,S1501_C04_021M,S1501_C04_022E,S1501_C04_022M,S1501_C04_023E,S1501_C04_023M,S1501_C04_024E,S1501_C04_024M,S1501_C04_025E,S1501_C04_025M,S1501_C04_026E,S1501_C04_026M,S1501_C04_027E,S1501_C04_027M,S1501_C04_028E,S1501_C04_028M,S1501_C04_029E,S1501_C04_029M,S1501_C04_030E,S1501_C04_030M,S1501_C04_031E,S1501_C04_031M,S1501_C04_032E,S1501_C04_032M,S1501_C04_033E,S1501_C04_033M,S1501_C04_034E,S1501_C04_034M,S1501_C04_035E,S1501_C04_035M,S1501_C04_036E,S1501_C04_036M,S1501_C04_037E,S1501_C04_037M,S1501_C04_038E,S1501_C04_038M,S1501_C04_039E,S1501_C04_039M,S1501_C04_040E,S1501_C04_040M,S1501_C04_041E,S1501_C04_041M,S1501_C04_042E,S1501_C04_042M,S1501_C04_043E,S1501_C04_043M,S1501_C04_044E,S1501_C04_044M,S1501_C04_045E,S1501_C04_045M,S1501_C04_046E,S1501_C04_046M,S1501_C04_047E,S1501_C04_047M,S1501_C04_048E,S1501_C04_048M,S1501_C04_049E,S1501_C04_049M,S1501_C04_050E,S1501_C04_050M,S1501_C04_051E,S1501_C04_051M,S1501_C04_052E,S1501_C04_052M,S1501_C04_053E,S1501_C04_053M,S1501_C04_054E,S1501_C04_054M,S1501_C04_055E,S1501_C04_055M,S1501_C04_056E,S1501_C04_056M,S1501_C04_057E,S1501_C04_057M,S1501_C04_058E,S1501_C04_058M,S1501_C04_059E,S1501_C04_059M,S1501_C04_060E,S1501_C04_060M,S1501_C04_061E,S1501_C04_061M,S1501_C04_062E,S1501_C04_062M,S1501_C04_063E,S1501_C04_063M,S1501_C04_064E,S1501_C04_064M,S1501_C05_001E,S1501_C05_001M,S1501_C05_002E,S1501_C05_002M,S1501_C05_003E,S1501_C05_003M,S1501_C05_004E,S1501_C05_004M,S1501_C05_005E,S1501_C05_005M,S1501_C05_006E,S1501_C05_006M,S1501_C05_007E,S1501_C05_007M,S1501_C05_008E,S1501_C05_008M,S1501_C05_009E,S1501_C05_009M,S1501_C05_010E,S1501_C05_010M,S1501_C05_011E,S1501_C05_011M,S1501_C05_012E,S1501_C05_012M,S1501_C05_013E,S1501_C05_013M,S1501_C05_014E,S1501_C05_014M,S1501_C05_015E,S1501_C05_015M,S1501_C05_016E,S1501_C05_016M,S1501_C05_017E,S1501_C05_017M,S1501_C05_018E,S1501_C05_018M,S1501_C05_019E,S1501_C05_019M,S1501_C05_020E,S1501_C05_020M,S1501_C05_021E,S1501_C05_021M,S1501_C05_022E,S1501_C05_022M,S1501_C05_023E,S1501_C05_023M,S1501_C05_024E,S1501_C05_024M,S1501_C05_025E,S1501_C05_025M,S1501_C05_026E,S1501_C05_026M,S1501_C05_027E,S1501_C05_027M,S1501_C05_028E,S1501_C05_028M,S1501_C05_029E,S1501_C05_029M,S1501_C05_030E,S1501_C05_030M,S1501_C05_031E,S1501_C05_031M,S1501_C05_032E,S1501_C05_032M,S1501_C05_033E,S1501_C05_033M,S1501_C05_034E,S1501_C05_034M,S1501_C05_035E,S1501_C05_035M,S1501_C05_036E,S1501_C05_036M,S1501_C05_037E,S1501_C05_037M,S1501_C05_038E,S1501_C05_038M,S1501_C05_039E,S1501_C05_039M,S1501_C05_040E,S1501_C05_040M,S1501_C05_041E,S1501_C05_041M,S1501_C05_042E,S1501_C05_042M,S1501_C05_043E,S1501_C05_043M,S1501_C05_044E,S1501_C05_044M,S1501_C05_045E,S1501_C05_045M,S1501_C05_046E,S1501_C05_046M,S1501_C05_047E,S1501_C05_047M,S1501_C05_048E,S1501_C05_048M,S1501_C05_049E,S1501_C05_049M,S1501_C05_050E,S1501_C05_050M,S1501_C05_051E,S1501_C05_051M,S1501_C05_052E,S1501_C05_052M,S1501_C05_053E,S1501_C05_053M,S1501_C05_054E,S1501_C05_054M,S1501_C05_055E,S1501_C05_055M,S1501_C05_056E,S1501_C05_056M,S1501_C05_057E,S1501_C05_057M,S1501_C05_058E,S1501_C05_058M,S1501_C05_059E,S1501_C05_059M,S1501_C05_060E,S1501_C05_060M,S1501_C05_061E,S1501_C05_061M,S1501_C05_062E,S1501_C05_062M,S1501_C05_063E,S1501_C05_063M,S1501_C05_064E,S1501_C05_064M,S1501_C06_001E,S1501_C06_001M,S1501_C06_002E,S1501_C06_002M,S1501_C06_003E,S1501_C06_003M,S1501_C06_004E,S1501_C06_004M,S1501_C06_005E,S1501_C06_005M,S1501_C06_006E,S1501_C06_006M,S1501_C06_007E,S1501_C06_007M,S1501_C06_008E,S1501_C06_008M,S1501_C06_009E,S1501_C06_009M,S1501_C06_010E,S1501_C06_010M,S1501_C06_011E,S1501_C06_011M,S1501_C06_012E,S1501_C06_012M,S1501_C06_013E,S1501_C06_013M,S1501_C06_014E,S1501_C06_014M,S1501_C06_015E,S1501_C06_015M,S1501_C06_016E,S1501_C06_016M,S1501_C06_017E,S1501_C06_017M,S1501_C06_018E,S1501_C06_018M,S1501_C06_019E,S1501_C06_019M,S1501_C06_020E,S1501_C06_020M,S1501_C06_021E,S1501_C06_021M,S1501_C06_022E,S1501_C06_022M,S1501_C06_023E,S1501_C06_023M,S1501_C06_024E,S1501_C06_024M,S1501_C06_025E,S1501_C06_025M,S1501_C06_026E,S1501_C06_026M,S1501_C06_027E,S1501_C06_027M,S1501_C06_028E,S1501_C06_028M,S1501_C06_029E,S1501_C06_029M,S1501_C06_030E,S1501_C06_030M,S1501_C06_031E,S1501_C06_031M,S1501_C06_032E,S1501_C06_032M,S1501_C06_033E,S1501_C06_033M,S1501_C06_034E,S1501_C06_034M,S1501_C06_035E,S1501_C06_035M,S1501_C06_036E,S1501_C06_036M,S1501_C06_037E,S1501_C06_037M,S1501_C06_038E,S1501_C06_038M,S1501_C06_039E,S1501_C06_039M,S1501_C06_040E,S1501_C06_040M,S1501_C06_041E,S1501_C06_041M,S1501_C06_042E,S1501_C06_042M,S1501_C06_043E,S1501_C06_043M,S1501_C06_044E,S1501_C06_044M,S1501_C06_045E,S1501_C06_045M,S1501_C06_046E,S1501_C06_046M,S1501_C06_047E,S1501_C06_047M,S1501_C06_048E,S1501_C06_048M,S1501_C06_049E,S1501_C06_049M,S1501_C06_050E,S1501_C06_050M,S1501_C06_051E,S1501_C06_051M,S1501_C06_052E,S1501_C06_052M,S1501_C06_053E,S1501_C06_053M,S1501_C06_054E,S1501_C06_054M,S1501_C06_055E,S1501_C06_055M,S1501_C06_056E,S1501_C06_056M,S1501_C06_057E,S1501_C06_057M,S1501_C06_058E,S1501_C06_058M,S1501_C06_059E,S1501_C06_059M,S1501_C06_060E,S1501_C06_060M,S1501_C06_061E,S1501_C06_061M,S1501_C06_062E,S1501_C06_062M,S1501_C06_063E,S1501_C06_063M,S1501_C06_064E,S1501_C06_064M,Unnamed:_770
2019,S1501,Subject Table,ST,1400000US17019000200,"Census Tract 2, Champaign County, Illinois",17019000200,17,019,000200,1400000US17019000200,"Census Tract 2, Champaign County, Illinois",325,127,6,11,110,66,160,82,49,36,1029,183,14,20,88,49,436,117,260,103,91,54,84,50,56,34,927,175,140,55,321,95,289,97,35,25,179,80,155,76,49,40,329,76,308,75,41,26,200,64,175,55,15,21,151,66,129,61,67,37,111,59,111,59,49,34,863,176,783,166,64,45,0,11,0,11,0,11,9,11,9,11,9,11,0,11,0,11,0,11,0,11,0,11,0,11,6,10,6,10,0,11,40,29,18,13,18,13,(X),(X),(X),(X),(X),(X),(X),(X),19939,4152,19531,12212,10921,8689,24336,5672,-,**,-,**,(X),(X),1.8,3.7,33.8,14.4,49.2,14.2,15.1,11.3,(X),(X),1.4,1.8,8.6,4.7,42.4,9.1,25.3,8.0,8.8,4.9,8.2,4.8,5.4,3.2,90.1,4.9,13.6,5.2,(X),(X),90.0,11.0,10.9,7.7,(X),(X),86.6,12.0,27.4,20.9,(X),(X),93.6,7.8,12.5,7.2,(X),(X),87.5,11.7,7.5,10.3,(X),(X),85.4,16.9,44.4,19.8,(X),(X),100.0,23.4,44.1,22.0,(X),(X),90.7,5.5,7.4,4.9,(X),(X),-,**,-,**,(X),(X),100.0,95.0,100.0,95.0,(X),(X),-,**,-,**,(X),(X),-,**,-,**,(X),(X),100.0,100.0,0.0,100.0,(X),(X),45.0,39.5,45.0,39.5,5.9,9.1,47.7,12.8,32.5,16.6,27.9,20.5,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),172,83,6,11,58,44,70,44,38,32,450,111,14,20,55,42,222,73,61,53,18,22,41,33,39,30,381,106,80,44,103,62,87,54,20,19,92,54,74,49,29,28,191,61,175,58,20,18,64,41,45,32,11,18,84,43,68,38,53,35,55,34,55,34,40,30,362,105,309,98,23,25,0,11,0,11,0,11,4,7,4,7,4,7,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,29,27,13,10,13,10,(X),(X),(X),(X),(X),(X),(X),(X),22772,5530,-,**,17768,17287,32898,9907,25714,13521,37656,23271,(X),(X),3.5,6.6,33.7,16.9,40.7,16.2,22.1,18.1,(X),(X),3.1,4.2,12.2,9.1,49.3,11.9,13.6,10.4,4.0,4.7,9.1,7.0,8.7,6.6,84.7,9.2,17.8,9.4,(X),(X),84.5,22.6,19.4,20.0,(X),(X),80.4,21.0,31.5,26.9,(X),(X),91.6,11.9,10.5,9.3,(X),(X),70.3,30.4,17.2,25.0,(X),(X),81.0,28.1,63.1,30.5,(X),(X),100.0,38.4,72.7,29.5,(X),(X),85.4,10.2,6.4,6.4,(X),(X),-,**,-,**,(X),(X),100.0,100.0,100.0,100.0,(X),(X),-,**,-,**,(X),(X),-,**,-,**,(X),(X),-,**,-,**,(X),(X),44.8,50.2,44.8,50.2,0.0,33.6,39.2,19.1,8.9,14.6,12.5,13.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),153,91,0,11,52,38,90,61,11,19,579,121,0,11,33,28,214,75,199,90,73,48,43,40,17,21,546,122,60,40,218,62,202,67,15,14,87,64,81,63,20,32,138,41,133,42,21,19,136,51,130,50,4,10,67,37,61,35,14,16,56,33,56,33,9,13,501,116,474,118,41,38,0,11,0,11,0,11,5,8,5,8,5,8,0,11,0,11,0,11,0,11,0,11,0,11,6,10,6,10,0,11,11,11,5,8,5,8,(X),(X),(X),(X),(X),(X),(X),(X),18871,5631,-,**,10724,4323,22891,5015,3939,583,-,**,(X),(X),0.0,17.7,34.0,18.8,58.8,16.1,7.2,11.1,(X),(X),0.0,5.0,5.7,4.9,37.0,12.0,34.4,11.9,12.6,7.9,7.4,6.8,2.9,3.4,94.3,4.9,10.4,6.4,(X),(X),92.7,11.6,6.9,6.5,(X),(X),93.1,10.7,23.0,32.6,(X),(X),96.4,8.0,15.2,13.7,(X),(X),95.6,6.6,2.9,7.4,(X),(X),91.0,12.4,20.9,23.9,(X),(X),100.0,38.1,16.1,23.5,(X),(X),94.6,5.5,8.2,7.1,(X),(X),-,**,-,**,(X),(X),100.0,100.0,100.0,100.0,(X),(X),-,**,-,**,(X),(X),-,**,-,**,(X),(X),100.0,100.0,0.0,100.0,(X),(X),45.5,54.5,45.5,54.5,18.2,29.5,56.5,17.5,39.3,18.7,48.3,34.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),
2019,S1501,Subject Table,ST,1400000US17019000301,"Census Tract 3.01, Champaign County, Illinois",17019000301,17,019,000301,1400000US17019000301,"Census Tract 3.01, Champaign County, Illinois",4769,663,95,95,451,233,3210,644,1013,337,472,200,15,25,29,38,142,74,46,46,19,31,138,104,83,64,428,194,221,143,240,152,240,152,169,112,58,55,38,43,19,30,102,64,87,60,33,39,72,39,63,39,0,16,275,120,246,107,76,58,275,120,246,107,76,58,42,35,27,25,11,19,0,16,0,16,0,16,115,84,115,84,94,80,0,16,0,16,0,16,25,38,25,38,25,38,15,24,15,24,15,24,25,38,25,38,25,38,(X),(X),(X),(X),(X),(X),(X),(X),29469,17854,-,**,-,**,-,**,35686,22188,-,**,(X),(X),2.0,2.1,9.5,4.6,67.3,8.9,21.2,6.9,(X),(X),3.2,5.6,6.1,7.8,30.1,10.5,9.7,10.3,4.0,6.5,29.2,15.1,17.6,10.1,90.7,9.2,46.8,16.8,(X),(X),100.0,11.7,70.4,16.4,(X),(X),65.5,47.2,32.8,46.0,(X),(X),85.3,25.3,32.4,31.9,(X),(X),87.5,25.5,0.0,32.7,(X),(X),89.5,12.3,27.6,18.3,(X),(X),89.5,12.3,27.6,18.3,(X),(X),64.3,45.8,26.2,40.8,(X),(X),-,**,-,**,(X),(X),100.0,22.7,81.7,31.8,(X),(X),-,**,-,**,(X),(X),100.0,57.0,100.0,57.0,(X),(X),100.0,73.6,100.0,73.6,(X),(X),100.0,57.0,100.0,57.0,100.0,48.2,48.1,43.1,100.0,37.7,36.2,20.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),2895,650,45,53,256,175,2015,590,579,293,316,160,15,25,0,16,86,60,38,43,19,31,86,72,72,61,301,158,158,116,202,149,202,149,139,111,38,43,38,43,19,30,60,50,45,45,0,16,16,17,16,17,0,16,169,89,169,89,63,55,169,89,169,89,63,55,31,31,16,17,0,16,0,16,0,16,0,16,76,55,76,55,55,51,0,16,0,16,0,16,25,38,25,38,25,38,15,24,15,24,15,24,25,38,25,38,25,38,(X),(X),(X),(X),(X),(X),(X),(X),35476,20513,-,**,-,**,-,**,36776,13683,-,**,(X),(X),1.6,1.9,8.8,5.8,69.6,11.4,20.0,9.4,(X),(X),4.7,8.2,0.0,9.1,27.2,13.6,12.0,14.0,6.0,9.8,27.2,15.8,22.8,12.7,95.3,8.2,50.0,19.1,(X),(X),100.0,13.8,68.8,19.6,(X),(X),100.0,46.2,50.0,50.0,(X),(X),75.0,44.0,0.0,36.7,(X),(X),100.0,71.2,0.0,71.2,(X),(X),100.0,16.2,37.3,26.0,(X),(X),100.0,16.2,37.3,26.0,(X),(X),51.6,51.6,0.0,51.2,(X),(X),-,**,-,**,(X),(X),100.0,31.4,72.4,44.0,(X),(X),-,**,-,**,(X),(X),100.0,57.0,100.0,57.0,(X),(X),100.0,73.6,100.0,73.6,(X),(X),100.0,57.0,100.0,57.0,100.0,73.6,59.7,51.7,100.0,37.7,19.0,24.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),1874,445,50,61,195,140,1195,381,434,220,156,73,0,16,29,38,56,44,8,17,0,16,52,47,11,19,127,64,63,51,38,38,38,38,30,34,20,33,0,16,0,16,42,42,42,42,33,39,56,35,47,30,0,16,106,57,77,45,13,22,106,57,77,45,13,22,11,19,11,19,11,19,0,16,0,16,0,16,39,41,39,41,39,41,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,(X),(X),(X),(X),(X),(X),(X),(X),-,**,-,**,-,**,-,**,-,**,-,**,(X),(X),2.7,3.4,10.4,6.8,63.8,12.1,23.2,11.4,(X),(X),0.0,17.4,18.6,21.4,35.9,24.2,5.1,12.0,0.0,17.4,33.3,22.9,7.1,11.7,81.4,21.4,40.4,23.5,(X),(X),100.0,46.2,78.9,45.6,(X),(X),0.0,63.7,0.0,63.7,(X),(X),100.0,44.0,78.6,46.0,(X),(X),83.9,30.7,0.0,38.1,(X),(X),72.6,29.3,12.3,19.3,(X),(X),72.6,29.3,12.3,19.3,(X),(X),100.0,85.9,100.0,85.9,(X),(X),-,**,-,**,(X),(X),100.0,45.6,100.0,45.6,(X),(X),-,**,-,**,(X),(X),-,**,-,**,(X),(X),-,**,-,**,(X),(X),-,**,-,**,100.0,63.7,0.0,73.6,-,**,79.4,34.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),
