tract_geoid,display_area_label_geo,primary_place_geo,primary_zip_geo,landmark_context_note_geo,area_type,centroid_lat_geo,centroid_lon_geo,tract_number_geo,tract_name_canonical_geo,tract_name_latest_geo,is_stable_all_4_years_geo,year,display_area_label,primary_place,primary_zip,landmark_context_note,tract_number,tract_name_canonical,tract_name_latest,centroid_lat,centroid_lon,is_stable_all_4_years,cluster_id,cluster_label,median_household_income,poverty_rate,unemployment_rate,pct_rent_burden_30_plus,pct_rent_burden_50_plus,pct_hh_income_under_25k,pct_hh_income_25k_50k,pct_hh_income_100k_plus,pct_bachelors_or_higher,pct_renter_occupied,pct_age_18_24,pct_age_65_plus,pct_family_households,occupied_units,housing_units_total,alice_households,county_total_households,source_variant,raw_hardship_score,score_shifted_positive,student_proxy_scaled,student_adjustment_multiplier,adjusted_hardship_component,tract_capacity,capacity_adjusted_weight_component,tract_allocation_weight,estimated_alice_households,estimated_alice_share_of_county_pct,estimated_alice_rate_proxy_pct
17019005300,Urbana — Student-dense area,Urbana,61801,Higher student concentration; renter-heavy housing profile; higher poverty rate; more very-low-income households.,Student-dense area,40.128704290589724,-88.21959909210925,53,Census Tract 53,Census Tract 53; Champaign County; Illinois,1.0,2021,Urbana — Student-dense area,Urbana,61801.0,Higher student concentration; renter-heavy housing profile; higher poverty rate; more very-low-income households.,53.0,Census Tract 53,Census Tract 53; Champaign County; Illinois,40.12870429058973,-88.21959909210925,1,1,cluster_1,21726.0,47.2,9.9,40.58,23.99,54.4,28.9,4.3,47.1,87.45,51.5,4.6,20.81,2350.0,3093.0,29386.0,84248.0,nonstudent_calibrated,6.824539318374471,18.14423882641789,0.516506922257721,0.8192225772097976,14.864170092888138,2350.0,34930.799718287126,0.0432951931563847,1272.2725460935212,4.329519315638471,54.13925728057537
17019005401,Urbana — Mixed residential area,Urbana,61802,Renter-heavy housing profile; more very-low-income households.,Mixed residential area,40.12462916764154,-88.19476931100071,54.01,Census Tract 54.01,Census Tract 54.01; Champaign County; Illinois,1.0,2021,Urbana — Mixed residential area,Urbana,61802.0,Renter-heavy housing profile; more very-low-income households.,54.01,Census Tract 54.01,Census Tract 54.01; Champaign County; Illinois,40.12462916764154,-88.19476931100071,1,0,cluster_0,35521.0,22.5,6.0,60.61,19.16,36.2,36.8,5.5,34.7,68.43,18.2,12.9,43.35,2189.0,2450.0,29386.0,84248.0,nonstudent_calibrated,5.098263541427044,16.417963049470465,0.161874334398296,0.9433439829605964,15.487786655187367,2189.0,33902.76498820515,0.0420209892283518,1234.8287894643472,4.202098922835184,56.41063451184775
17019005701,Urbana — Senior-heavy residential area,Urbana,61801,Older age profile.,Senior-heavy residential area,40.09105574261328,-88.20007432256959,57.01,Census Tract 57.01,Census Tract 57.01; Champaign County; Illinois,1.0,2021,Urbana — Senior-heavy residential area,Urbana,61801.0,Older age profile.,57.01,Census Tract 57.01,Census Tract 57.01; Champaign County; Illinois,40.09105574261328,-88.20007432256959,1,0,cluster_0,44333.0,17.2,11.2,59.21,37.9,28.8,21.8,25.4,51.5,49.35,9.3,27.3,56.55,2320.0,2554.0,29386.0,84248.0,nonstudent_calibrated,3.5703806412213472,14.890080149264769,0.0670926517571885,0.976517571884984,14.54042491253283,2320.0,33733.78579707616,0.0418115469373553,1228.6741183011231,4.181154693735531,52.96009130608289
17019001201,Champaign — Mixed residential area,Champaign,61821,General tract context note not flagged by the current rule set.,Mixed residential area,40.10569426459247,-88.2906752821151,12.01,Census Tract 12.01,Census Tract 12.01; Champaign County; Illinois,1.0,2021,Champaign — Mixed residential area,Champaign,61821.0,General tract context note not flagged by the current rule set.,12.01,Census Tract 12.01,Census Tract 12.01; Champaign County; Illinois,40.10569426459247,-88.2906752821151,1,0,cluster_0,49476.0,15.1,8.3,26.9,10.39,18.0,33.2,14.2,38.7,49.85,12.5,13.6,59.87,2953.0,3301.0,29386.0,84248.0,nonstudent_calibrated,0.4182070803320821,11.7379065883755,0.101171458998935,0.9645899893503728,11.322267191076794,2953.0,33434.65501524977,0.0414407874619742,1217.7789803575745,4.1440787461974224,41.23870573510242
17019005601,Urbana — Mixed residential area,Urbana,61802,General tract context note not flagged by the current rule set.,Mixed residential area,40.10208937360753,-88.18375039736316,56.01,Census Tract 56.01,Census Tract 56.01; Champaign County; Illinois,0.0,2021,Urbana — Mixed residential area,Urbana,61802.0,General tract context note not flagged by the current rule set.,56.01,Census Tract 56.01,Census Tract 56.01; Champaign County; Illinois,40.10208937360753,-88.18375039736316,0,0,cluster_0,48702.0,11.1,10.2,47.65,31.13,24.7,28.1,16.0,53.1,50.63,10.9,12.3,47.88,2475.0,2629.0,29386.0,84248.0,nonstudent_calibrated,2.480939041755197,13.800638549798617,0.0841320553780617,0.9705537806176784,13.39426191944512,2475.0,33150.79825062667,0.041088959460548,1207.4401627076645,4.108895946054803,48.78546111950159
17019000301,Champaign — Student-dense area,Champaign,61820,Higher student concentration; renter-heavy housing profile; higher poverty rate; more very-low-income households.,Student-dense area,40.11083056062445,-88.23549759213894,3.01,Census Tract 3.01,Census Tract 3.01; Champaign County; Illinois,1.0,2021,Champaign — Student-dense area,Champaign,61820.0,Higher student concentration; renter-heavy housing profile; higher poverty rate; more very-low-income households.,3.01,Census Tract 3.01,Census Tract 3.01; Champaign County; Illinois,40.11083056062445,-88.23549759213894,1,1,cluster_1,5512.0,81.5,7.1,62.64,56.08,79.6,15.0,1.2,64.6,100.0,88.6,0.8,2.13,2163.0,2866.0,29386.0,84248.0,nonstudent_calibrated,11.101417215197648,22.421116723241067,0.9116080937167198,0.6809371671991481,15.267371706965218,2163.0,33023.325002165766,0.0409309619638145,1202.7972482686555,4.093096196381459,55.60782470035392
17019001205,Champaign — Family-oriented residential area,Champaign,61822,More households with children.,Family-oriented residential area,40.08366982891983,-88.3282572598364,12.05,Census Tract 12.05,Census Tract 12.05; Champaign County; Illinois,1.0,2021,Champaign — Family-oriented residential area,Champaign,61822.0,More households with children.,12.05,Census Tract 12.05,Census Tract 12.05; Champaign County; Illinois,40.08366982891983,-88.3282572598364,1,0,cluster_0,85141.0,10.5,3.2,55.56,36.27,21.7,15.3,44.3,65.7,37.11,10.5,14.3,65.77,3269.0,3514.0,29386.0,84248.0,nonstudent_calibrated,-1.9278537347566005,9.39184577328682,0.0798722044728434,0.9720447284345048,9.12929417419334,3269.0,29843.662655438024,0.036989910038754,1086.985496398825,3.6989910038754,33.251315276807134
17019000901,Champaign — Family-oriented residential area,Champaign,61821,More very-low-income households; more households with children.,Family-oriented residential area,40.12977778291398,-88.26829601472002,9.01,Census Tract 9.01,Census Tract 9.01; Champaign County; Illinois,1.0,2021,Champaign — Family-oriented residential area,Champaign,61821.0,More very-low-income households; more households with children.,9.01,Census Tract 9.01,Census Tract 9.01; Champaign County; Illinois,40.12977778291398,-88.26829601472002,1,0,cluster_0,39673.0,27.1,10.2,39.66,17.8,30.9,33.0,7.4,11.7,63.2,15.8,6.8,54.1,1867.0,2204.0,29386.0,84248.0,nonstudent_calibrated,5.157235208491299,16.476934716534718,0.1363152289669861,0.9522896698615548,15.69081472153924,1867.0,29294.75108511376,0.0363095582387772,1066.9926784047088,3.630955823877727,57.150116679416655
17019010100,Rantoul — Mixed residential area,Rantoul,61866,General tract context note not flagged by the current rule set.,Mixed residential area,40.32658663906694,-88.14527489964055,101,Census Tract 101,Census Tract 101; Champaign County; Illinois,1.0,2021,Rantoul — Mixed residential area,Rantoul,61866.0,General tract context note not flagged by the current rule set.,101.0,Census Tract 101,Census Tract 101; Champaign County; Illinois,40.32658663906694,-88.14527489964055,1,0,cluster_0,44938.0,8.7,1.0,44.42,18.62,20.1,45.2,8.9,21.8,54.48,6.5,17.7,55.05,1942.0,2270.0,29386.0,84248.0,nonstudent_calibrated,2.755506926288044,14.075206434331465,0.0372736954206602,0.9869542066027688,13.891584199165797,1942.0,26977.456514779977,0.0334373733236887,982.5906524899176,3.343737332368875,50.59684101389895
17019010204,Rantoul — Mixed residential area,Rantoul,61866,General tract context note not flagged by the current rule set.,Mixed residential area,40.302778756080926,-88.15757778235168,102.04,Census Tract 102.04,Census Tract 102.04; Champaign County; Illinois,1.0,2021,Rantoul — Mixed residential area,Rantoul,61866.0,General tract context note not flagged by the current rule set.,102.04,Census Tract 102.04,Census Tract 102.04; Champaign County; Illinois,40.302778756080926,-88.15757778235168,1,0,cluster_0,47421.0,21.0,7.0,36.29,14.29,25.6,25.6,15.5,14.0,25.99,10.6,14.5,56.6,1993.0,2364.0,29386.0,84248.0,nonstudent_calibrated,1.438563062172442,12.75826257021586,0.080937167199148,0.971671991480298,12.396846399430192,1993.0,24706.91487406437,0.0306231366129004,899.8914925066929,3.062313661290046,45.15260875598058
