year,tract_geoid,display_area_label,raw_metric_value,z_score,directed_component,metric
2023,17019001204,Champaign — Family-oriented residential area,38.15,-0.4626197303135103,-0.41635775728215924,pct_rent_burden_30_plus
2023,17019001205,Champaign — Family-oriented residential area,45.62,0.11520773511726314,0.10368696160553682,pct_rent_burden_30_plus
2023,17019001206,Census Tract 12.06 — Senior-heavy residential area,40.63,-0.27078410591346735,-0.24370569532212064,pct_rent_burden_30_plus
2023,17019001301,Champaign — Senior-heavy residential area,53.86,0.7525970678012758,0.6773373610211482,pct_rent_burden_30_plus
2023,17019001302,Savoy — Senior-heavy residential area,31.15,-1.0040912507975015,-0.9036821257177514,pct_rent_burden_30_plus
2023,17019001400,Census Tract 14 — Family-oriented residential area,38.53,-0.43322556205866486,-0.38990300585279836,pct_rent_burden_30_plus
2023,17019005300,Urbana — Student-dense area,46.2,0.16007251824307997,0.144065266418772,pct_rent_burden_30_plus
2023,17019005401,Census Tract 54.01 — Mixed residential area,51.8,0.5932497346302725,0.5339247611672453,pct_rent_burden_30_plus
2023,17019005402,Census Tract 54.02 — Senior-heavy residential area,26.63,-1.35372714688145,-1.218354432193305,pct_rent_burden_30_plus
2023,17019005500,Urbana — Senior-heavy residential area,42.97,-0.08977791192310486,-0.08080012073079437,pct_rent_burden_30_plus
2023,17019005601,Urbana — Mixed residential area,40.96,-0.24525759137636505,-0.22073183223872855,pct_rent_burden_30_plus
2023,17019005602,Census Tract 56.02 — Senior-heavy residential area,51.53,0.5723644045544617,0.5151279640990155,pct_rent_burden_30_plus
2023,17019005701,Urbana — Senior-heavy residential area,53.07,0.6914881390609398,0.6223393251548458,pct_rent_burden_30_plus
2023,17019005702,Census Tract 57.02 — Senior-heavy residential area,25.58,-1.4349478749540487,-1.2914530874586438,pct_rent_burden_30_plus
2023,17019005800,Urbana — Higher economic stress area,60.46,1.263127358543325,1.1368146226889924,pct_rent_burden_30_plus
2023,17019005901,Urbana — Student-dense area,63.36,1.4874512741724069,1.3387061467551662,pct_rent_burden_30_plus
2023,17019005902,Urbana — Student-dense area,65.21,1.6305544617288898,1.4674990155560008,pct_rent_burden_30_plus
2023,17019006000,Census Tract 60 — Student-dense area,50.87,0.5213113754802565,0.4691802379322309,pct_rent_burden_30_plus
2023,17019010100,Census Tract 101 — Mixed residential area,35.75,-0.6482671087651642,-0.5834403978886479,pct_rent_burden_30_plus
2023,17019010204,Rantoul — Mixed residential area,24.63,-1.508433295591162,-1.3575899660320458,pct_rent_burden_30_plus
2023,17019010300,Rantoul — Family-oriented residential area,58.92,1.1440036240368467,1.029603261633162,pct_rent_burden_30_plus
2023,17019010400,Census Tract 104 — Senior-heavy residential area,21.08,-1.7830367095509003,-1.6047330385958103,pct_rent_burden_30_plus
2023,17019010500,Fisher — Family-oriented residential area,15.17,-2.2401933789880983,-2.0161740410892888,pct_rent_burden_30_plus
2023,17019010601,Census Tract 106.01 — Family-oriented residential area,47.54,0.2637256378785866,0.23735307409072795,pct_rent_burden_30_plus
2023,17019010603,Mahomet — Family-oriented residential area,47.72,0.2776491912624606,0.24988427213621456,pct_rent_burden_30_plus
2023,17019010604,Census Tract 106.04 — Senior-heavy residential area,28.67,-1.1959268751975438,-1.0763341876777894,pct_rent_burden_30_plus
2023,17019010701,St. Joseph — Family-oriented residential area,32.24,-0.9197763997507084,-0.8277987597756375,pct_rent_burden_30_plus
2023,17019010702,Census Tract 107.02 — Family-oriented residential area,37.11,-0.5430669276425604,-0.48876023487830433,pct_rent_burden_30_plus
2023,17019010800,Census Tract 108 — Senior-heavy residential area,42.52,-0.12458679538278968,-0.11212811584451071,pct_rent_burden_30_plus
2023,17019010901,Census Tract 109.01 — Family-oriented residential area,45.2,0.08271944388822408,0.07444749949940167,pct_rent_burden_30_plus
2023,17019010902,Census Tract 109.02 — Family-oriented residential area,53.61,0.7332587992125619,0.6599329192913057,pct_rent_burden_30_plus
2023,17019011001,Champaign — Mixed residential area,30.58,-1.0481825031797694,-0.9433642528617925,pct_rent_burden_30_plus
2023,17019011002,Champaign — Higher-income residential area,55.83,0.9049826242803418,0.8144843618523077,pct_rent_burden_30_plus
2023,17019011100,Urbana — Student-dense area,61.96,1.3791569700756086,1.2412412730680478,pct_rent_burden_30_plus
2019,17019000200,Champaign — Higher economic stress area,32.94,0.7565250138203734,0.6808725124383361,pct_rent_burden_50_plus
2019,17019000301,Champaign — Student-dense area,56.3,2.6587835646421643,2.392905208177948,pct_rent_burden_50_plus
2019,17019000302,Champaign — Student-dense area,39.41,1.2833920011413058,1.1550528010271752,pct_rent_burden_50_plus
2019,17019000401,Champaign — Student-dense area,47.92,1.9763808824552376,1.7787427942097138,pct_rent_burden_50_plus
2019,17019000402,Champaign — Student-dense area,52.29,2.3322400377245533,2.0990160339520982,pct_rent_burden_50_plus
2019,17019000500,Champaign — Mixed residential area,36.55,1.0504956203471998,0.9454460583124799,pct_rent_burden_50_plus
2019,17019000700,Champaign — Mixed residential area,21.52,-0.17343186333651206,-0.15608867700286086,pct_rent_burden_50_plus
2019,17019000800,Champaign — Mixed residential area,12.82,-0.8818928818360658,-0.7937035936524592,pct_rent_burden_50_plus
2019,17019000901,Champaign — Family-oriented residential area,15.47,-0.6660972842471212,-0.5994875558224091,pct_rent_burden_50_plus
2019,17019000902,Census Tract 9.02 — Family-oriented residential area,13.25,-0.8468769924159729,-0.7621892931743757,pct_rent_burden_50_plus
2019,17019001000,Champaign — Mixed residential area,11.83,-0.9625108598032565,-0.8662597738229308,pct_rent_burden_50_plus
2019,17019001100,Champaign — Senior-heavy residential area,16.82,-0.556163677928225,-0.5005473101354024,pct_rent_burden_50_plus
2019,17019001201,Champaign — Mixed residential area,19.15,-0.36642641665190784,-0.32978377498671707,pct_rent_burden_50_plus
2019,17019001203,Champaign — Senior-heavy residential area,9.39,-1.1612056741870393,-1.0450851067683355,pct_rent_burden_50_plus
2019,17019001204,Champaign — Family-oriented residential area,3.55,-1.636770311892487,-1.4730932807032384,pct_rent_burden_50_plus
2019,17019001205,Champaign — Family-oriented residential area,19.74,-0.3183813590755013,-0.28654322316795117,pct_rent_burden_50_plus
2019,17019001206,Census Tract 12.06 — Senior-heavy residential area,32.71,0.7377955845956727,0.6640160261361054,pct_rent_burden_50_plus
2019,17019001301,Champaign — Senior-heavy residential area,10.72,-1.0529007138876822,-0.947610642498914,pct_rent_burden_50_plus
2019,17019001302,Savoy — Senior-heavy residential area,23.82,0.013862428910496489,0.01247618601944684,pct_rent_burden_50_plus
2019,17019001400,Census Tract 14 — Family-oriented residential area,19.85,-0.3094238059680354,-0.2784814253712319,pct_rent_burden_50_plus
2019,17019005300,Urbana — Student-dense area,19.96,-0.3004662528605699,-0.2704196275745129,pct_rent_burden_50_plus
2019,17019005401,Census Tract 54.01 — Mixed residential area,19.68,-0.32326729713411884,-0.29094056742070695,pct_rent_burden_50_plus
2019,17019005402,Census Tract 54.02 — Senior-heavy residential area,14.24,-0.7662590144487823,-0.6896331130039041,pct_rent_burden_50_plus
2019,17019005500,Urbana — Senior-heavy residential area,16.97,-0.543948832781681,-0.48955394950351294,pct_rent_burden_50_plus
2019,17019005600,,34.72,0.9014745095593626,0.8113270586034264,pct_rent_burden_50_plus
2019,17019005701,Urbana — Senior-heavy residential area,29.6,0.48454112855732656,0.4360870157015939,pct_rent_burden_50_plus
2019,17019005702,Census Tract 57.02 — Senior-heavy residential area,29.25,0.4560398232153904,0.4104358408938514,pct_rent_burden_50_plus
2019,17019005800,Urbana — Higher economic stress area,28.78,0.4177666417562192,0.37598997758059727,pct_rent_burden_50_plus
2019,17019005900,,48.27,2.0048821877971736,1.8043939690174564,pct_rent_burden_50_plus
2019,17019006000,Census Tract 60 — Student-dense area,22.71,-0.0765274251739293,-0.06887468265653637,pct_rent_burden_50_plus
2019,17019010100,Census Tract 101 — Mixed residential area,28.3,0.37867913728727826,0.3408112235585504,pct_rent_burden_50_plus
2019,17019010204,Rantoul — Mixed residential area,20.63,-0.24590661120600668,-0.22131595008540603,pct_rent_burden_50_plus
2019,17019010300,Rantoul — Family-oriented residential area,24.41,0.061907486486903,0.0557167378382127,pct_rent_burden_50_plus
2019,17019010400,Census Tract 104 — Senior-heavy residential area,12.29,-0.9250520013538548,-0.8325468012184694,pct_rent_burden_50_plus
2019,17019010500,Fisher — Family-oriented residential area,7.14,-1.3444283513851998,-1.20998551624668,pct_rent_burden_50_plus
2019,17019010601,Census Tract 106.01 — Family-oriented residential area,8.64,-1.2222798999197595,-1.1000519099277837,pct_rent_burden_50_plus
2019,17019010603,Mahomet — Family-oriented residential area,23.49,-0.01301023041190053,-0.011709207370710477,pct_rent_burden_50_plus
2019,17019010604,Census Tract 106.04 — Senior-heavy residential area,24.91,0.1026236369753831,0.0923612732778448,pct_rent_burden_50_plus
2019,17019010700,,31.49,0.6384481774037811,0.574603359663403,pct_rent_burden_50_plus
2019,17019010800,Census Tract 108 — Senior-heavy residential area,8.74,-1.2141366698220635,-1.0927230028398571,pct_rent_burden_50_plus
2019,17019010900,,21.18,-0.20111884566867852,-0.18100696110181067,pct_rent_burden_50_plus
2019,17019011000,,18.82,-0.3932990759743045,-0.3539691683768741,pct_rent_burden_50_plus
2019,17019011100,Urbana — Student-dense area,26.67,0.2459444866948332,0.2213500380253499,pct_rent_burden_50_plus
2021,17019000200,Champaign — Higher economic stress area,32.51,0.6505940349032365,0.5855346314129128,pct_rent_burden_50_plus
2021,17019000301,Champaign — Student-dense area,56.08,2.3227266760993697,2.090454008489433,pct_rent_burden_50_plus
2021,17019000302,Champaign — Student-dense area,43.63,1.439483087516771,1.295534778765094,pct_rent_burden_50_plus
2021,17019000401,Champaign — Student-dense area,57.09,2.3943793688277575,2.154941431944982,pct_rent_burden_50_plus
2021,17019000402,Champaign — Student-dense area,51.93,2.028312146571837,1.8254809319146534,pct_rent_burden_50_plus
2021,17019000500,Champaign — Mixed residential area,32.57,0.6548506305108637,0.5893655674597773,pct_rent_burden_50_plus
2021,17019000700,Champaign — Mixed residential area,19.89,-0.24470990790097208,-0.22023891711087487,pct_rent_burden_50_plus
2021,17019000800,Champaign — Mixed residential area,11.88,-0.8129654215191743,-0.7316688793672569,pct_rent_burden_50_plus
2021,17019000901,Champaign — Family-oriented residential area,17.8,-0.39298132156664534,-0.35368318940998084,pct_rent_burden_50_plus
2021,17019000902,Census Tract 9.02 — Family-oriented residential area,11.58,-0.8342483995573093,-0.7508235596015784,pct_rent_burden_50_plus
2021,17019001000,Champaign — Mixed residential area,10.7,-0.8966784684691718,-0.8070106216222546,pct_rent_burden_50_plus
2021,17019001100,Champaign — Senior-heavy residential area,22.5,-0.059547998969198344,-0.05359319907227851,pct_rent_burden_50_plus
2021,17019001201,Champaign — Mixed residential area,10.39,-0.9186708791085778,-0.8268037911977201,pct_rent_burden_50_plus
2021,17019001203,Champaign — Senior-heavy residential area,4.02,-1.3705794461183092,-1.2335215015064782,pct_rent_burden_50_plus
2021,17019001204,Champaign — Family-oriented residential area,6.78,-1.1747760481674678,-1.057298443350721,pct_rent_burden_50_plus
2021,17019001205,Champaign — Family-oriented residential area,36.27,0.9173406929811945,0.825606623683075,pct_rent_burden_50_plus
2021,17019001206,Census Tract 12.06 — Senior-heavy residential area,10.66,-0.8995161988742564,-0.8095645789868308,pct_rent_burden_50_plus
2021,17019001301,Champaign — Senior-heavy residential area,8.09,-1.0818403774009455,-0.973656339660851,pct_rent_burden_50_plus
2021,17019001302,Savoy — Senior-heavy residential area,23.33,-0.0006650930636918674,-0.0005985837573226807,pct_rent_burden_50_plus
2021,17019001400,Census Tract 14 — Family-oriented residential area,14.3,-0.6412827320115527,-0.5771544588103975,pct_rent_burden_50_plus
2021,17019005300,Urbana — Student-dense area,23.99,0.046157458620204955,0.04154171275818446,pct_rent_burden_50_plus
2021,17019005401,Census Tract 54.01 — Mixed residential area,19.16,-0.2964984877937671,-0.2668486390143904,pct_rent_burden_50_plus
2021,17019005402,Census Tract 54.02 — Senior-heavy residential area,5.65,-1.2549419321111093,-1.1294477388999984,pct_rent_burden_50_plus
2021,17019005500,Urbana — Senior-heavy residential area,21.75,-0.11275544406453564,-0.10147989965808207,pct_rent_burden_50_plus
2021,17019005601,Urbana — Mixed residential area,31.13,0.552692335927816,0.4974231023350344,pct_rent_burden_50_plus
2021,17019005602,Census Tract 56.02 — Senior-heavy residential area,17.66,-0.40291337798444166,-0.3626220401859975,pct_rent_burden_50_plus
2021,17019005701,Urbana — Senior-heavy residential area,37.9,1.032978206988394,0.9296803862895545,pct_rent_burden_50_plus
2021,17019005702,Census Tract 57.02 — Senior-heavy residential area,37.06,0.9733858684816165,0.8760472816334548,pct_rent_burden_50_plus
2021,17019005800,Urbana — Higher economic stress area,39.61,1.154291181805763,1.0388620636251868,pct_rent_burden_50_plus
2021,17019005901,Urbana — Student-dense area,52.02,2.0346970399832776,1.8312273359849498,pct_rent_burden_50_plus
2021,17019005902,Urbana — Student-dense area,34.26,0.7747447401256903,0.6972702661131213,pct_rent_burden_50_plus
2021,17019006000,Census Tract 60 — Student-dense area,22.46,-0.062385729374282946,-0.05614715643685465,pct_rent_burden_50_plus
2021,17019010100,Census Tract 101 — Mixed residential area,18.62,-0.33480784826240984,-0.3013270634361689,pct_rent_burden_50_plus
2021,17019010204,Rantoul — Mixed residential area,14.29,-0.6419921646128239,-0.5777929481515416,pct_rent_burden_50_plus
2021,17019010300,Rantoul — Family-oriented residential area,20.57,-0.19646849101453295,-0.17682164191307967,pct_rent_burden_50_plus
2021,17019010400,Census Tract 104 — Senior-heavy residential area,13.92,-0.6682411708598569,-0.6014170537738712,pct_rent_burden_50_plus
2021,17019010500,Fisher — Family-oriented residential area,5.88,-1.2386249822818727,-1.1147624840536854,pct_rent_burden_50_plus
2021,17019010601,Census Tract 106.01 — Family-oriented residential area,5.91,-1.2364966844780592,-1.1128470160302533,pct_rent_burden_50_plus
2021,17019010603,Mahomet — Family-oriented residential area,16.71,-0.47030947510520216,-0.42327852759468193,pct_rent_burden_50_plus
2021,17019010604,Census Tract 106.04 — Senior-heavy residential area,19.57,-0.26741175114164933,-0.2406705760274844,pct_rent_burden_50_plus
2021,17019010701,St. Joseph — Family-oriented residential area,6.37,-1.2038627848195855,-1.083476506337627,pct_rent_burden_50_plus
2021,17019010702,Census Tract 107.02 — Family-oriented residential area,28.71,0.38100964642019447,0.342908681778175,pct_rent_burden_50_plus
2021,17019010800,Census Tract 108 — Senior-heavy residential area,28.77,0.3852662420278214,0.34673961782503926,pct_rent_burden_50_plus
2021,17019010901,Census Tract 109.01 — Family-oriented residential area,32.49,0.6491751697006946,0.5842576527306251,pct_rent_burden_50_plus
2021,17019010902,Census Tract 109.02 — Family-oriented residential area,13.78,-0.6781732272776533,-0.610355904549888,pct_rent_burden_50_plus
2021,17019011001,Champaign — Mixed residential area,16.65,-0.4745660707128293,-0.4271094636415464,pct_rent_burden_50_plus
2021,17019011002,Champaign — Higher-income residential area,14.27,-0.6434110298153662,-0.5790699268338296,pct_rent_burden_50_plus
2021,17019011100,Urbana — Student-dense area,39.13,1.1202384169447475,1.0082145752502727,pct_rent_burden_50_plus
2022,17019000200,Champaign — Higher economic stress area,29.7,0.3923404555407578,0.353106409986682,pct_rent_burden_50_plus
2022,17019000301,Champaign — Student-dense area,52.12,1.9583843880163405,1.7625459492147064,pct_rent_burden_50_plus
2022,17019000302,Champaign — Student-dense area,48.14,1.6803801573627806,1.5123421416265026,pct_rent_burden_50_plus
2022,17019000401,Champaign — Student-dense area,56.1,2.236388618669901,2.012749756802911,pct_rent_burden_50_plus
2022,17019000402,Champaign — Student-dense area,52.02,1.9513993570953971,1.7562594213858576,pct_rent_burden_50_plus
2022,17019000500,Champaign — Mixed residential area,31.81,0.5397246079726703,0.48575214717540327,pct_rent_burden_50_plus
2022,17019000700,Champaign — Mixed residential area,11.22,-0.8984932586496422,-0.808643932784678,pct_rent_burden_50_plus
2022,17019000800,Champaign — Mixed residential area,16.13,-0.5555282404313056,-0.499975416388175,pct_rent_burden_50_plus
2022,17019000901,Champaign — Family-oriented residential area,20.91,-0.22164376241019546,-0.1994793861691759,pct_rent_burden_50_plus
2022,17019000902,Census Tract 9.02 — Family-oriented residential area,11.16,-0.9026842772022085,-0.8124158494819876,pct_rent_burden_50_plus
2022,17019001000,Champaign — Mixed residential area,14.29,-0.68405280937667,-0.6156475284390031,pct_rent_burden_50_plus
2022,17019001100,Champaign — Senior-heavy residential area,24.71,0.0437874125856661,0.039408671327099486,pct_rent_burden_50_plus
2022,17019001201,Champaign — Mixed residential area,26.11,0.14157784547887814,0.12742006093099034,pct_rent_burden_50_plus
2022,17019001203,Champaign — Senior-heavy residential area,0.0,-1.6822137279795282,-1.5139923551815755,pct_rent_burden_50_plus
2022,17019001204,Champaign — Family-oriented residential area,30.16,0.424471597777099,0.38202443799938907,pct_rent_burden_50_plus
2022,17019001205,Champaign — Family-oriented residential area,29.97,0.41120003902730584,0.37008003512457527,pct_rent_burden_50_plus
2022,17019001206,Census Tract 12.06 — Senior-heavy residential area,7.86,-1.1331902975933514,-1.0198712678340163,pct_rent_burden_50_plus
2022,17019001301,Champaign — Senior-heavy residential area,7.32,-1.1709094645664475,-1.0538185181098028,pct_rent_burden_50_plus
2022,17019001302,Savoy — Senior-heavy residential area,26.86,0.19396557738595605,0.17456901964736043,pct_rent_burden_50_plus
2022,17019001400,Census Tract 14 — Family-oriented residential area,13.25,-0.7566971309544847,-0.6810274178590362,pct_rent_burden_50_plus
2022,17019005300,Urbana — Student-dense area,29.73,0.394435964817041,0.3549923683353369,pct_rent_burden_50_plus
2022,17019005401,Census Tract 54.01 — Mixed residential area,16.03,-0.562513271352249,-0.5062619442170242,pct_rent_burden_50_plus
2022,17019005402,Census Tract 54.02 — Senior-heavy residential area,2.26,-1.5243520291661998,-1.3719168262495798,pct_rent_burden_50_plus
2022,17019005500,Urbana — Senior-heavy residential area,27.98,0.2721979237005258,0.24497813133047325,pct_rent_burden_50_plus
2022,17019005601,Urbana — Mixed residential area,26.43,0.16392994442589806,0.14753694998330827,pct_rent_burden_50_plus
2022,17019005602,Census Tract 56.02 — Senior-heavy residential area,19.54,-0.3173386860271245,-0.28560481742441207,pct_rent_burden_50_plus
2022,17019005701,Urbana — Senior-heavy residential area,39.31,1.0636019270434498,0.9572417343391049,pct_rent_burden_50_plus
2022,17019005702,Census Tract 57.02 — Senior-heavy residential area,31.69,0.531342570867538,0.4782083137807842,pct_rent_burden_50_plus
2022,17019005800,Urbana — Higher economic stress area,38.43,1.0021336549391449,0.9019202894452304,pct_rent_burden_50_plus
2022,17019005901,Urbana — Student-dense area,58.81,2.425682956627476,2.1831146609647285,pct_rent_burden_50_plus
2022,17019005902,Urbana — Student-dense area,36.18,0.8449704592179111,0.7604734132961201,pct_rent_burden_50_plus
2022,17019006000,Census Tract 60 — Student-dense area,24.88,0.055661965151270296,0.05009576863614327,pct_rent_burden_50_plus
2022,17019010100,Census Tract 101 — Mixed residential area,17.26,-0.47659739102464127,-0.42893765192217714,pct_rent_burden_50_plus
2022,17019010204,Rantoul — Mixed residential area,15.96,-0.5674027929969098,-0.5106625136972188,pct_rent_burden_50_plus
2022,17019010300,Rantoul — Family-oriented residential area,19.06,-0.35086683444765443,-0.315780151002889,pct_rent_burden_50_plus
2022,17019010400,Census Tract 104 — Senior-heavy residential area,10.39,-0.9564690152934752,-0.8608221137641276,pct_rent_burden_50_plus
2022,17019010500,Fisher — Family-oriented residential area,4.21,-1.3881439262077973,-1.2493295335870176,pct_rent_burden_50_plus
2022,17019010601,Census Tract 106.01 — Family-oriented residential area,22.17,-0.1336323728063044,-0.12026913552567398,pct_rent_burden_50_plus
2022,17019010603,Mahomet — Family-oriented residential area,22.42,-0.11616979550394511,-0.1045528159535506,pct_rent_burden_50_plus
2022,17019010604,Census Tract 106.04 — Senior-heavy residential area,16.1,-0.5576237497075884,-0.5018613747368296,pct_rent_burden_50_plus
2022,17019010701,St. Joseph — Family-oriented residential area,6.1,-1.256126841801961,-1.130514157621765,pct_rent_burden_50_plus
2022,17019010702,Census Tract 107.02 — Family-oriented residential area,22.56,-0.10639075221462412,-0.0957516769931617,pct_rent_burden_50_plus
2022,17019010800,Census Tract 108 — Senior-heavy residential area,28.5,0.3085200844894332,0.2776680760404899,pct_rent_burden_50_plus
2022,17019010901,Census Tract 109.01 — Family-oriented residential area,31.43,0.5131814904730843,0.46186334142577584,pct_rent_burden_50_plus
2022,17019010902,Census Tract 109.02 — Family-oriented residential area,9.17,-1.0416863925289885,-0.9375177532760897,pct_rent_burden_50_plus
2022,17019011001,Champaign — Mixed residential area,20.83,-0.22723178714695055,-0.2045086084322555,pct_rent_burden_50_plus
2022,17019011002,Champaign — Higher-income residential area,6.21,-1.2484433077889228,-1.1235989770100305,pct_rent_burden_50_plus
2022,17019011100,Urbana — Student-dense area,42.51,1.2871229165136486,1.1584106248622839,pct_rent_burden_50_plus
2023,17019000200,Champaign — Higher economic stress area,30.88,0.4604216354794137,0.41437947193147234,pct_rent_burden_50_plus
2023,17019000301,Champaign — Student-dense area,51.31,1.9144127880783006,1.7229715092704705,pct_rent_burden_50_plus
2023,17019000302,Champaign — Student-dense area,42.05,1.2553840032977965,1.1298456029680168,pct_rent_burden_50_plus
2023,17019000401,Champaign — Student-dense area,53.79,2.090912937781934,1.8818216440037407,pct_rent_burden_50_plus
2023,17019000402,Champaign — Student-dense area,50.68,1.8695760565003612,1.682618450850325,pct_rent_burden_50_plus
2023,17019000500,Champaign — Mixed residential area,38.85,1.0276418746479468,0.9248776871831521,pct_rent_burden_50_plus
2023,17019000700,Champaign — Mixed residential area,14.03,-0.7387830106924532,-0.6649047096232079,pct_rent_burden_50_plus
2023,17019000800,Champaign — Mixed residential area,14.09,-0.7345128457802685,-0.6610615612022417,pct_rent_burden_50_plus
2023,17019000901,Champaign — Family-oriented residential area,22.4,-0.1430950054426891,-0.1287855048984202,pct_rent_burden_50_plus
2023,17019000902,Census Tract 9.02 — Family-oriented residential area,19.81,-0.3274237908186615,-0.29468141173679535,pct_rent_burden_50_plus
2023,17019001000,Champaign — Mixed residential area,21.53,-0.2050123966693669,-0.18451115700243023,pct_rent_burden_50_plus
2023,17019001100,Champaign — Senior-heavy residential area,30.0,0.397792550100705,0.3580132950906345,pct_rent_burden_50_plus
2023,17019001201,Champaign — Mixed residential area,29.45,0.35864937173901196,0.32278443456511074,pct_rent_burden_50_plus
2023,17019001203,Champaign — Senior-heavy residential area,3.9,-1.459729186699635,-1.3137562680296715,pct_rent_burden_50_plus
2023,17019001204,Champaign — Family-oriented residential area,26.46,0.14585282028180838,0.13126753825362755,pct_rent_burden_50_plus
2023,17019001205,Champaign — Family-oriented residential area,32.3,0.5614822050677846,0.5053339845610061,pct_rent_burden_50_plus
2023,17019001206,Census Tract 12.06 — Senior-heavy residential area,7.03,-1.2369689171140001,-1.1132720254026,pct_rent_burden_50_plus
2023,17019001301,Champaign — Senior-heavy residential area,4.43,-1.4220093966420035,-1.2798084569778032,pct_rent_burden_50_plus
2023,17019001302,Savoy — Senior-heavy residential area,25.27,0.06116121619014529,0.055045094571130763,pct_rent_burden_50_plus
2023,17019001400,Census Tract 14 — Family-oriented residential area,18.37,-0.4299077487110939,-0.3869169738399845,pct_rent_burden_50_plus
2023,17019005300,Urbana — Student-dense area,31.25,0.4867543191045527,0.43807888719409743,pct_rent_burden_50_plus
2023,17019005401,Census Tract 54.01 — Mixed residential area,17.64,-0.481861421809341,-0.4336752796284069,pct_rent_burden_50_plus
2023,17019005402,Census Tract 54.02 — Senior-heavy residential area,4.34,-1.4284146440102805,-1.2855731796092524,pct_rent_burden_50_plus
2023,17019005500,Urbana — Senior-heavy residential area,23.1,-0.09327641480053418,-0.08394877332048077,pct_rent_burden_50_plus
2023,17019005601,Urbana — Mixed residential area,20.21,-0.2989560247374301,-0.2690604222636871,pct_rent_burden_50_plus
2023,17019005602,Census Tract 56.02 — Senior-heavy residential area,20.17,-0.30180280134555315,-0.27162252121099784,pct_rent_burden_50_plus
2023,17019005701,Urbana — Senior-heavy residential area,33.4,0.6397685617911706,0.5757917056120535,pct_rent_burden_50_plus
2023,17019005702,Census Tract 57.02 — Senior-heavy residential area,20.93,-0.2477140457912139,-0.2229426412120925,pct_rent_burden_50_plus
2023,17019005800,Urbana — Higher economic stress area,47.42,1.6375637629383266,1.473807386644494,pct_rent_burden_50_plus
2023,17019005901,Urbana — Student-dense area,61.16,2.6154315278286204,2.3538883750457584,pct_rent_burden_50_plus
2023,17019005902,Urbana — Student-dense area,42.2,1.2660594155782587,1.139453474020433,pct_rent_burden_50_plus
2023,17019006000,Census Tract 60 — Student-dense area,26.66,0.16008670332242397,0.14407803299018157,pct_rent_burden_50_plus
2023,17019010100,Census Tract 101 — Mixed residential area,9.88,-1.0341360837852274,-0.9307224754067046,pct_rent_burden_50_plus
2023,17019010204,Rantoul — Mixed residential area,10.19,-1.0120735650722734,-0.9108662085650461,pct_rent_burden_50_plus
2023,17019010300,Rantoul — Family-oriented residential area,13.9,-0.7480350346688533,-0.673231531201968,pct_rent_burden_50_plus
2023,17019010400,Census Tract 104 — Senior-heavy residential area,7.53,-1.2013842095124612,-1.081245788561215,pct_rent_burden_50_plus
2023,17019010500,Fisher — Family-oriented residential area,6.21,-1.2953278375805244,-1.165795053822472,pct_rent_burden_50_plus
2023,17019010601,Census Tract 106.01 — Family-oriented residential area,35.52,0.7906477220216966,0.711582949819527,pct_rent_burden_50_plus
2023,17019010603,Mahomet — Family-oriented residential area,21.17,-0.230633386142475,-0.2075700475282275,pct_rent_burden_50_plus
2023,17019010604,Census Tract 106.04 — Senior-heavy residential area,23.67,-0.05270984813477961,-0.04743886332130165,pct_rent_burden_50_plus
2023,17019010701,St. Joseph — Family-oriented residential area,8.88,-1.1053054989883055,-0.9947749490894751,pct_rent_burden_50_plus
2023,17019010702,Census Tract 107.02 — Family-oriented residential area,17.01,-0.5266981533872801,-0.4740283380485521,pct_rent_burden_50_plus
2023,17019010800,Census Tract 108 — Senior-heavy residential area,29.44,0.3579376775869813,0.32214390982828317,pct_rent_burden_50_plus
2023,17019010901,Census Tract 109.01 — Family-oriented residential area,23.62,-0.05626831889493357,-0.05064148700544022,pct_rent_burden_50_plus
2023,17019010902,Census Tract 109.02 — Family-oriented residential area,11.39,-0.9266702668285794,-0.8340032401457215,pct_rent_burden_50_plus
2023,17019011001,Champaign — Mixed residential area,20.55,-0.27475842356838354,-0.2472825812115452,pct_rent_burden_50_plus
2023,17019011002,Champaign — Higher-income residential area,11.53,-0.9167065487001486,-0.8250358938301338,pct_rent_burden_50_plus
2023,17019011100,Urbana — Student-dense area,36.11,0.8326376769915125,0.7493739092923613,pct_rent_burden_50_plus
2019,17019000200,Champaign — Higher economic stress area,55.8,1.1338464535222474,1.1338464535222474,pct_hh_income_under_25k
2019,17019000301,Champaign — Student-dense area,79.9,2.1966223939935805,2.1966223939935805,pct_hh_income_under_25k
2019,17019000302,Champaign — Student-dense area,69.9,1.7556365265780898,1.7556365265780898,pct_hh_income_under_25k
2019,17019000401,Champaign — Student-dense area,88.8,2.5890998159933667,2.5890998159933667,pct_hh_income_under_25k
2019,17019000402,Champaign — Student-dense area,87.3,2.5229519358810433,2.5229519358810433,pct_hh_income_under_25k
2019,17019000500,Champaign — Mixed residential area,28.4,-0.07445482319619705,-0.07445482319619705,pct_hh_income_under_25k
2019,17019000700,Champaign — Mixed residential area,28.5,-0.07004496452204208,-0.07004496452204208,pct_hh_income_under_25k
2019,17019000800,Champaign — Mixed residential area,13.0,-0.7535730590160526,-0.7535730590160526,pct_hh_income_under_25k
2019,17019000901,Champaign — Family-oriented residential area,30.4,0.013742350286901097,0.013742350286901097,pct_hh_income_under_25k
