tract_geoid,display_area_label,primary_place,primary_zip,landmark_context_note,tract_number,2019,2021,2022,2023,metric,change_first_to_last,change_2019_to_2021,change_2021_to_2022,change_2022_to_2023
17019001201,Champaign — Mixed residential area,Champaign,61821.0,General tract context note not flagged by the current rule set.,12.01,30.5,18.0,24.2,26.3,pct_hh_income_under_25k,-4.199999999999999,-12.5,6.199999999999999,2.1000000000000014
17019001203,Champaign — Senior-heavy residential area,Champaign,61821.0,Older age profile.,12.03,6.6,6.3,1.9,3.7,pct_hh_income_under_25k,-2.8999999999999995,-0.2999999999999998,-4.4,1.8000000000000003
17019001204,Champaign — Family-oriented residential area,Champaign,61822.0,More households with children; older age profile.,12.04,5.9,4.5,9.2,9.5,pct_hh_income_under_25k,3.5999999999999996,-1.4000000000000004,4.699999999999999,0.3000000000000007
17019001205,Champaign — Family-oriented residential area,Champaign,61822.0,More households with children.,12.05,13.0,21.7,18.2,15.3,pct_hh_income_under_25k,2.3000000000000007,8.7,-3.5,-2.8999999999999986
17019001206,Champaign — Senior-heavy residential area,Champaign,61822.0,Older age profile.,12.06,7.8,10.6,9.9,9.8,pct_hh_income_under_25k,2.000000000000001,2.8,-0.6999999999999993,-0.09999999999999964
17019001301,Champaign — Senior-heavy residential area,Champaign,61821.0,Older age profile.,13.01,15.7,14.5,6.9,4.8,pct_hh_income_under_25k,-10.899999999999999,-1.1999999999999993,-7.6,-2.1000000000000005
17019001302,Savoy — Senior-heavy residential area,Savoy,61822.0,Older age profile.,13.02,13.6,9.8,6.4,4.3,pct_hh_income_under_25k,-9.3,-3.799999999999999,-3.4000000000000004,-2.1000000000000005
17019001400,Champaign — Family-oriented residential area,Champaign,61874.0,Higher student concentration; more households with children.,14,25.4,15.3,10.9,14.2,pct_hh_income_under_25k,-11.2,-10.099999999999998,-4.4,3.299999999999999
17019005300,Urbana — Student-dense area,Urbana,61801.0,Higher student concentration; renter-heavy housing profile; higher poverty rate; more very-low-income households.,53,54.2,54.4,47.3,46.8,pct_hh_income_under_25k,-7.400000000000006,0.19999999999999574,-7.100000000000001,-0.5
17019005401,Urbana — Mixed residential area,Urbana,61802.0,Renter-heavy housing profile; more very-low-income households.,54.01,30.9,36.2,41.3,33.9,pct_hh_income_under_25k,3.0,5.300000000000004,5.099999999999994,-7.399999999999999
17019005402,Urbana — Senior-heavy residential area,Urbana,61802.0,Older age profile.,54.02,25.5,18.7,13.3,8.9,pct_hh_income_under_25k,-16.6,-6.800000000000001,-5.399999999999999,-4.4
17019005500,Urbana — Senior-heavy residential area,Urbana,61802.0,Older age profile.,55,18.3,19.6,24.1,22.1,pct_hh_income_under_25k,3.8000000000000007,1.3000000000000007,4.5,-2.0
17019005701,Urbana — Senior-heavy residential area,Urbana,61801.0,Older age profile.,57.01,30.2,28.8,28.2,24.3,pct_hh_income_under_25k,-5.899999999999999,-1.3999999999999986,-0.6000000000000014,-3.8999999999999986
17019005702,Urbana — Senior-heavy residential area,Urbana,61802.0,Older age profile.,57.02,28.4,8.8,7.6,7.0,pct_hh_income_under_25k,-21.4,-19.599999999999998,-1.200000000000001,-0.5999999999999996
17019005800,Urbana — Higher economic stress area,Urbana,61801.0,Higher poverty rate; more very-low-income households.,58,33.6,27.9,33.6,30.8,pct_hh_income_under_25k,-2.8000000000000007,-5.700000000000003,5.700000000000003,-2.8000000000000007
17019006000,Urbana — Student-dense area,Urbana,61802.0,Higher student concentration; renter-heavy housing profile; higher poverty rate; more very-low-income households.,60,60.1,53.9,40.3,33.3,pct_hh_income_under_25k,-26.800000000000004,-6.200000000000003,-13.600000000000001,-7.0
17019010100,Rantoul — Mixed residential area,Rantoul,61866.0,General tract context note not flagged by the current rule set.,101,32.6,20.1,21.6,16.7,pct_hh_income_under_25k,-15.900000000000002,-12.5,1.5,-4.900000000000002
17019010204,Rantoul — Mixed residential area,Rantoul,61866.0,General tract context note not flagged by the current rule set.,102.04,19.3,25.6,26.2,23.7,pct_hh_income_under_25k,4.399999999999999,6.300000000000001,0.5999999999999979,-2.5
17019010300,Rantoul — Family-oriented residential area,Rantoul,61866.0,Renter-heavy housing profile; higher poverty rate; more households with children.,103,26.6,28.2,21.5,16.6,pct_hh_income_under_25k,-10.0,1.5999999999999979,-6.699999999999999,-4.899999999999999
17019010400,Rantoul — Senior-heavy residential area,Rantoul,61866.0,Older age profile.,104,12.8,11.0,13.0,14.1,pct_hh_income_under_25k,1.299999999999999,-1.8000000000000007,2.0,1.0999999999999996
17019010500,Fisher — Family-oriented residential area,Fisher,61843.0,More households with children; older age profile.,105,9.5,6.9,6.6,5.0,pct_hh_income_under_25k,-4.5,-2.5999999999999996,-0.3000000000000007,-1.5999999999999996
17019010601,Mahomet — Family-oriented residential area,Mahomet,61853.0,More households with children.,106.01,4.6,2.1,3.8,3.3,pct_hh_income_under_25k,-1.2999999999999998,-2.4999999999999996,1.6999999999999997,-0.5
17019010603,Mahomet — Family-oriented residential area,Mahomet,61853.0,More households with children.,106.03,12.5,9.4,11.5,13.2,pct_hh_income_under_25k,0.6999999999999993,-3.0999999999999996,2.0999999999999996,1.6999999999999993
17019010604,Champaign — Senior-heavy residential area,Champaign,61822.0,Older age profile.,106.04,16.9,8.4,6.9,9.5,pct_hh_income_under_25k,-7.399999999999999,-8.499999999999998,-1.5,2.5999999999999996
17019010800,Sidney — Senior-heavy residential area,Sidney,61877.0,More households with children; older age profile.,108,13.1,11.7,11.2,9.2,pct_hh_income_under_25k,-3.9000000000000004,-1.4000000000000004,-0.5,-2.0
17019011100,Urbana — Student-dense area,Urbana,61801.0,Higher student concentration; renter-heavy housing profile; higher poverty rate; more very-low-income households.,111,54.8,47.1,47.3,49.0,pct_hh_income_under_25k,-5.799999999999997,-7.699999999999996,0.19999999999999574,1.7000000000000028
17019000200,Champaign — Higher economic stress area,Champaign,61820.0,Higher poverty rate; more very-low-income households.,2,13.6,19.6,19.5,23.0,pct_bachelors_or_higher,9.4,6.000000000000002,-0.10000000000000142,3.5
17019000301,Champaign — Student-dense area,Champaign,61820.0,Higher student concentration; renter-heavy housing profile; higher poverty rate; more very-low-income households.,3.01,46.8,64.6,70.8,43.7,pct_bachelors_or_higher,-3.0999999999999943,17.799999999999997,6.200000000000003,-27.099999999999994
17019000302,Champaign — Student-dense area,Champaign,61820.0,Higher student concentration; renter-heavy housing profile; higher poverty rate; more very-low-income households.,3.02,54.0,65.6,75.0,74.8,pct_bachelors_or_higher,20.799999999999997,11.599999999999994,9.400000000000006,-0.20000000000000284
17019000401,Champaign — Student-dense area,Champaign,61820.0,Higher student concentration; renter-heavy housing profile; higher poverty rate; more very-low-income households.,4.01,59.1,64.8,82.4,77.9,pct_bachelors_or_higher,18.800000000000004,5.699999999999996,17.60000000000001,-4.5
17019000402,Champaign — Student-dense area,Champaign,61820.0,Higher student concentration; renter-heavy housing profile; higher poverty rate; more very-low-income households.,4.02,75.9,92.0,87.5,85.4,pct_bachelors_or_higher,9.5,16.099999999999994,-4.5,-2.0999999999999943
17019000500,Champaign — Mixed residential area,Champaign,61820.0,More households with children.,5,65.4,71.3,66.2,72.9,pct_bachelors_or_higher,7.5,5.8999999999999915,-5.099999999999994,6.700000000000003
17019000700,Champaign — Mixed residential area,Champaign,61820.0,General tract context note not flagged by the current rule set.,7,15.8,12.1,11.9,9.1,pct_bachelors_or_higher,-6.700000000000001,-3.700000000000001,-0.1999999999999993,-2.8000000000000007
17019000800,Champaign — Mixed residential area,Champaign,61822.0,Renter-heavy housing profile.,8,52.5,55.0,55.1,50.1,pct_bachelors_or_higher,-2.3999999999999986,2.5,0.10000000000000142,-5.0
17019000901,Champaign — Family-oriented residential area,Champaign,61821.0,More very-low-income households; more households with children.,9.01,14.0,11.7,14.9,17.8,pct_bachelors_or_higher,3.8000000000000007,-2.3000000000000007,3.200000000000001,2.9000000000000004
17019000902,Champaign — Family-oriented residential area,Champaign,61822.0,More households with children.,9.02,40.2,36.7,37.0,40.0,pct_bachelors_or_higher,-0.20000000000000284,-3.5,0.29999999999999716,3.0
17019001000,Champaign — Mixed residential area,Champaign,61821.0,General tract context note not flagged by the current rule set.,10,46.1,52.2,46.6,54.3,pct_bachelors_or_higher,8.199999999999996,6.100000000000001,-5.600000000000001,7.699999999999996
17019001100,Champaign — Senior-heavy residential area,Champaign,61821.0,Older age profile.,11,53.3,65.2,67.3,69.3,pct_bachelors_or_higher,16.0,11.900000000000006,2.0999999999999943,2.0
17019001201,Champaign — Mixed residential area,Champaign,61821.0,General tract context note not flagged by the current rule set.,12.01,28.4,38.7,35.4,42.4,pct_bachelors_or_higher,14.0,10.300000000000004,-3.3000000000000043,7.0
17019001203,Champaign — Senior-heavy residential area,Champaign,61821.0,Older age profile.,12.03,48.2,45.0,49.1,52.2,pct_bachelors_or_higher,4.0,-3.200000000000003,4.100000000000001,3.1000000000000014
17019001204,Champaign — Family-oriented residential area,Champaign,61822.0,More households with children; older age profile.,12.04,61.2,69.9,73.8,77.3,pct_bachelors_or_higher,16.099999999999994,8.700000000000003,3.8999999999999915,3.5
17019001205,Champaign — Family-oriented residential area,Champaign,61822.0,More households with children.,12.05,71.3,65.7,66.0,66.4,pct_bachelors_or_higher,-4.8999999999999915,-5.599999999999994,0.29999999999999716,0.4000000000000057
17019001206,Champaign — Senior-heavy residential area,Champaign,61822.0,Older age profile.,12.06,68.1,67.6,66.0,66.6,pct_bachelors_or_higher,-1.5,-0.5,-1.5999999999999943,0.5999999999999943
17019001301,Champaign — Senior-heavy residential area,Champaign,61821.0,Older age profile.,13.01,66.2,64.6,61.6,64.3,pct_bachelors_or_higher,-1.9000000000000057,-1.6000000000000085,-2.999999999999993,2.6999999999999957
17019001302,Savoy — Senior-heavy residential area,Savoy,61822.0,Older age profile.,13.02,62.4,62.0,62.5,63.4,pct_bachelors_or_higher,1.0,-0.3999999999999986,0.5,0.8999999999999986
17019001400,Champaign — Family-oriented residential area,Champaign,61874.0,Higher student concentration; more households with children.,14,73.5,71.5,66.9,66.1,pct_bachelors_or_higher,-7.400000000000006,-2.0,-4.599999999999994,-0.8000000000000114
17019005300,Urbana — Student-dense area,Urbana,61801.0,Higher student concentration; renter-heavy housing profile; higher poverty rate; more very-low-income households.,53,42.9,47.1,39.7,36.6,pct_bachelors_or_higher,-6.299999999999997,4.200000000000003,-7.399999999999999,-3.1000000000000014
17019005401,Urbana — Mixed residential area,Urbana,61802.0,Renter-heavy housing profile; more very-low-income households.,54.01,35.2,34.7,36.6,32.5,pct_bachelors_or_higher,-2.700000000000003,-0.5,1.8999999999999986,-4.100000000000001
17019005402,Urbana — Senior-heavy residential area,Urbana,61802.0,Older age profile.,54.02,24.1,24.1,24.4,24.2,pct_bachelors_or_higher,0.09999999999999787,0.0,0.29999999999999716,-0.1999999999999993
17019005500,Urbana — Senior-heavy residential area,Urbana,61802.0,Older age profile.,55,40.8,41.7,44.1,43.3,pct_bachelors_or_higher,2.5,0.9000000000000057,2.3999999999999986,-0.8000000000000043
17019005701,Urbana — Senior-heavy residential area,Urbana,61801.0,Older age profile.,57.01,61.6,51.5,52.3,56.5,pct_bachelors_or_higher,-5.100000000000001,-10.100000000000001,0.7999999999999972,4.200000000000003
17019005702,Urbana — Senior-heavy residential area,Urbana,61802.0,Older age profile.,57.02,62.0,71.8,68.3,70.8,pct_bachelors_or_higher,8.799999999999997,9.799999999999997,-3.5,2.5
17019005800,Urbana — Higher economic stress area,Urbana,61801.0,Higher poverty rate; more very-low-income households.,58,82.0,84.4,84.7,84.3,pct_bachelors_or_higher,2.299999999999997,2.4000000000000057,0.29999999999999716,-0.4000000000000057
17019006000,Urbana — Student-dense area,Urbana,61802.0,Higher student concentration; renter-heavy housing profile; higher poverty rate; more very-low-income households.,60,92.7,89.2,90.9,86.3,pct_bachelors_or_higher,-6.400000000000006,-3.5,1.7000000000000028,-4.6000000000000085
17019010100,Rantoul — Mixed residential area,Rantoul,61866.0,General tract context note not flagged by the current rule set.,101,19.9,21.8,14.0,11.7,pct_bachelors_or_higher,-8.2,1.9000000000000021,-7.800000000000001,-2.3000000000000007
17019010204,Rantoul — Mixed residential area,Rantoul,61866.0,General tract context note not flagged by the current rule set.,102.04,14.4,14.0,11.9,12.8,pct_bachelors_or_higher,-1.5999999999999996,-0.40000000000000036,-2.0999999999999996,0.9000000000000004
17019010300,Rantoul — Family-oriented residential area,Rantoul,61866.0,Renter-heavy housing profile; higher poverty rate; more households with children.,103,16.3,9.8,9.9,10.4,pct_bachelors_or_higher,-5.9,-6.5,0.09999999999999964,0.5
17019010400,Rantoul — Senior-heavy residential area,Rantoul,61866.0,Older age profile.,104,19.2,20.3,20.5,19.3,pct_bachelors_or_higher,0.10000000000000142,1.1000000000000014,0.1999999999999993,-1.1999999999999993
17019010500,Fisher — Family-oriented residential area,Fisher,61843.0,More households with children; older age profile.,105,33.8,32.1,35.6,39.5,pct_bachelors_or_higher,5.700000000000003,-1.6999999999999957,3.5,3.8999999999999986
17019010601,Mahomet — Family-oriented residential area,Mahomet,61853.0,More households with children.,106.01,48.9,47.2,52.9,51.9,pct_bachelors_or_higher,3.0,-1.6999999999999957,5.699999999999996,-1.0
17019010603,Mahomet — Family-oriented residential area,Mahomet,61853.0,More households with children.,106.03,43.3,47.1,52.0,50.7,pct_bachelors_or_higher,7.400000000000006,3.8000000000000043,4.899999999999999,-1.2999999999999972
17019010604,Champaign — Senior-heavy residential area,Champaign,61822.0,Older age profile.,106.04,24.1,24.2,29.3,33.5,pct_bachelors_or_higher,9.399999999999999,0.09999999999999787,5.100000000000001,4.199999999999999
17019010800,Sidney — Senior-heavy residential area,Sidney,61877.0,More households with children; older age profile.,108,24.1,28.4,26.8,24.2,pct_bachelors_or_higher,0.09999999999999787,4.299999999999997,-1.5999999999999979,-2.6000000000000014
17019011100,Urbana — Student-dense area,Urbana,61801.0,Higher student concentration; renter-heavy housing profile; higher poverty rate; more very-low-income households.,111,67.0,71.5,71.9,76.3,pct_bachelors_or_higher,9.299999999999997,4.5,0.4000000000000057,4.3999999999999915
17019000200,Champaign — Higher economic stress area,Champaign,61820.0,Higher poverty rate; more very-low-income households.,2,17.4,20.6,26.2,27.3,pct_age_18_24,9.900000000000002,3.200000000000003,5.599999999999998,1.1000000000000014
17019000301,Champaign — Student-dense area,Champaign,61820.0,Higher student concentration; renter-heavy housing profile; higher poverty rate; more very-low-income households.,3.01,90.7,88.6,88.8,87.2,pct_age_18_24,-3.5,-2.1000000000000085,0.20000000000000284,-1.5999999999999943
17019000302,Champaign — Student-dense area,Champaign,61820.0,Higher student concentration; renter-heavy housing profile; higher poverty rate; more very-low-income households.,3.02,69.7,68.4,72.2,68.8,pct_age_18_24,-0.9000000000000057,-1.2999999999999972,3.799999999999997,-3.4000000000000057
17019000401,Champaign — Student-dense area,Champaign,61820.0,Higher student concentration; renter-heavy housing profile; higher poverty rate; more very-low-income households.,4.01,95.8,96.9,96.9,96.7,pct_age_18_24,0.9000000000000057,1.1000000000000085,0.0,-0.20000000000000284
17019000402,Champaign — Student-dense area,Champaign,61820.0,Higher student concentration; renter-heavy housing profile; higher poverty rate; more very-low-income households.,4.02,90.1,87.1,89.3,93.2,pct_age_18_24,3.1000000000000085,-3.0,2.200000000000003,3.9000000000000057
17019000500,Champaign — Mixed residential area,Champaign,61820.0,More households with children.,5,23.7,12.3,12.5,14.4,pct_age_18_24,-9.299999999999999,-11.399999999999999,0.1999999999999993,1.9000000000000004
17019000700,Champaign — Mixed residential area,Champaign,61820.0,General tract context note not flagged by the current rule set.,7,14.9,15.1,14.4,11.3,pct_age_18_24,-3.5999999999999996,0.1999999999999993,-0.6999999999999993,-3.0999999999999996
17019000800,Champaign — Mixed residential area,Champaign,61822.0,Renter-heavy housing profile.,8,9.6,15.4,19.9,22.2,pct_age_18_24,12.6,5.800000000000001,4.499999999999998,2.3000000000000007
17019000901,Champaign — Family-oriented residential area,Champaign,61821.0,More very-low-income households; more households with children.,9.01,13.4,15.8,18.0,16.6,pct_age_18_24,3.200000000000001,2.4000000000000004,2.1999999999999993,-1.3999999999999986
17019000902,Champaign — Family-oriented residential area,Champaign,61822.0,More households with children.,9.02,11.7,12.7,10.9,12.7,pct_age_18_24,1.0,1.0,-1.799999999999999,1.799999999999999
17019001000,Champaign — Mixed residential area,Champaign,61821.0,General tract context note not flagged by the current rule set.,10,14.2,14.9,14.9,11.0,pct_age_18_24,-3.1999999999999993,0.7000000000000011,0.0,-3.9000000000000004
17019001100,Champaign — Senior-heavy residential area,Champaign,61821.0,Older age profile.,11,4.7,11.2,11.7,12.6,pct_age_18_24,7.8999999999999995,6.499999999999999,0.5,0.9000000000000004
17019001201,Champaign — Mixed residential area,Champaign,61821.0,General tract context note not flagged by the current rule set.,12.01,11.9,12.5,12.2,12.8,pct_age_18_24,0.9000000000000004,0.5999999999999996,-0.3000000000000007,0.6000000000000014
17019001203,Champaign — Senior-heavy residential area,Champaign,61821.0,Older age profile.,12.03,10.1,8.7,5.4,4.8,pct_age_18_24,-5.3,-1.4000000000000004,-3.299999999999999,-0.6000000000000005
17019001204,Champaign — Family-oriented residential area,Champaign,61822.0,More households with children; older age profile.,12.04,5.4,3.0,5.4,4.4,pct_age_18_24,-1.0,-2.4000000000000004,2.4000000000000004,-1.0
17019001205,Champaign — Family-oriented residential area,Champaign,61822.0,More households with children.,12.05,5.2,10.5,11.5,9.8,pct_age_18_24,4.6000000000000005,5.3,1.0,-1.6999999999999993
17019001206,Champaign — Senior-heavy residential area,Champaign,61822.0,Older age profile.,12.06,5.1,4.4,5.0,4.8,pct_age_18_24,-0.2999999999999998,-0.6999999999999993,0.5999999999999996,-0.20000000000000018
17019001301,Champaign — Senior-heavy residential area,Champaign,61821.0,Older age profile.,13.01,7.9,6.9,7.9,7.9,pct_age_18_24,0.0,-1.0,1.0,0.0
17019001302,Savoy — Senior-heavy residential area,Savoy,61822.0,Older age profile.,13.02,6.6,6.0,4.8,6.4,pct_age_18_24,-0.1999999999999993,-0.5999999999999996,-1.2000000000000002,1.6000000000000005
17019001400,Champaign — Family-oriented residential area,Champaign,61874.0,Higher student concentration; more households with children.,14,46.0,43.0,42.0,43.6,pct_age_18_24,-2.3999999999999986,-3.0,-1.0,1.6000000000000014
17019005300,Urbana — Student-dense area,Urbana,61801.0,Higher student concentration; renter-heavy housing profile; higher poverty rate; more very-low-income households.,53,46.5,51.5,48.7,49.6,pct_age_18_24,3.1000000000000014,5.0,-2.799999999999997,0.8999999999999986
17019005401,Urbana — Mixed residential area,Urbana,61802.0,Renter-heavy housing profile; more very-low-income households.,54.01,21.2,18.2,23.9,20.4,pct_age_18_24,-0.8000000000000007,-3.0,5.699999999999999,-3.5
17019005402,Urbana — Senior-heavy residential area,Urbana,61802.0,Older age profile.,54.02,8.0,6.4,6.6,7.5,pct_age_18_24,-0.5,-1.5999999999999996,0.1999999999999993,0.9000000000000004
17019005500,Urbana — Senior-heavy residential area,Urbana,61802.0,Older age profile.,55,5.8,4.7,11.0,11.5,pct_age_18_24,5.7,-1.0999999999999996,6.3,0.5
17019005701,Urbana — Senior-heavy residential area,Urbana,61801.0,Older age profile.,57.01,9.0,9.3,11.0,7.8,pct_age_18_24,-1.2000000000000002,0.3000000000000007,1.6999999999999993,-3.2
17019005702,Urbana — Senior-heavy residential area,Urbana,61802.0,Older age profile.,57.02,17.4,3.7,1.7,1.3,pct_age_18_24,-16.099999999999998,-13.7,-2.0,-0.3999999999999999
17019005800,Urbana — Higher economic stress area,Urbana,61801.0,Higher poverty rate; more very-low-income households.,58,30.4,33.7,38.3,34.9,pct_age_18_24,4.5,3.3000000000000043,4.599999999999994,-3.3999999999999986
17019006000,Urbana — Student-dense area,Urbana,61802.0,Higher student concentration; renter-heavy housing profile; higher poverty rate; more very-low-income households.,60,66.8,69.4,67.5,66.0,pct_age_18_24,-0.7999999999999972,2.6000000000000085,-1.9000000000000057,-1.5
17019010100,Rantoul — Mixed residential area,Rantoul,61866.0,General tract context note not flagged by the current rule set.,101,4.6,6.5,5.8,6.7,pct_age_18_24,2.1000000000000005,1.9000000000000004,-0.7000000000000002,0.9000000000000004
17019010204,Rantoul — Mixed residential area,Rantoul,61866.0,General tract context note not flagged by the current rule set.,102.04,9.5,10.6,10.5,9.5,pct_age_18_24,0.0,1.0999999999999996,-0.09999999999999964,-1.0
17019010300,Rantoul — Family-oriented residential area,Rantoul,61866.0,Renter-heavy housing profile; higher poverty rate; more households with children.,103,12.3,9.2,10.1,11.1,pct_age_18_24,-1.200000000000001,-3.1000000000000014,0.9000000000000004,1.0
17019010400,Rantoul — Senior-heavy residential area,Rantoul,61866.0,Older age profile.,104,8.2,7.7,8.6,6.9,pct_age_18_24,-1.299999999999999,-0.4999999999999991,0.8999999999999995,-1.6999999999999993
17019010500,Fisher — Family-oriented residential area,Fisher,61843.0,More households with children; older age profile.,105,7.8,6.5,8.0,5.1,pct_age_18_24,-2.7,-1.2999999999999998,1.5,-2.9000000000000004
17019010601,Mahomet — Family-oriented residential area,Mahomet,61853.0,More households with children.,106.01,10.2,5.8,7.3,6.1,pct_age_18_24,-4.1,-4.3999999999999995,1.5,-1.2000000000000002
17019010603,Mahomet — Family-oriented residential area,Mahomet,61853.0,More households with children.,106.03,7.8,8.7,10.2,10.3,pct_age_18_24,2.500000000000001,0.8999999999999995,1.5,0.10000000000000142
17019010604,Champaign — Senior-heavy residential area,Champaign,61822.0,Older age profile.,106.04,8.1,7.4,6.0,5.8,pct_age_18_24,-2.3,-0.6999999999999993,-1.4000000000000004,-0.20000000000000018
17019010800,Sidney — Senior-heavy residential area,Sidney,61877.0,More households with children; older age profile.,108,6.1,6.8,8.6,7.9,pct_age_18_24,1.8000000000000007,0.7000000000000002,1.7999999999999998,-0.6999999999999993
17019011100,Urbana — Student-dense area,Urbana,61801.0,Higher student concentration; renter-heavy housing profile; higher poverty rate; more very-low-income households.,111,61.7,61.2,60.3,48.5,pct_age_18_24,-13.200000000000003,-0.5,-0.9000000000000057,-11.799999999999997
17019000200,Champaign — Higher economic stress area,Champaign,61820.0,Higher poverty rate; more very-low-income households.,2,50.64,54.4,49.27,49.44,pct_family_households,-1.2000000000000028,3.759999999999998,-5.1299999999999955,0.1699999999999946
17019000301,Champaign — Student-dense area,Champaign,61820.0,Higher student concentration; renter-heavy housing profile; higher poverty rate; more very-low-income households.,3.01,3.36,2.13,3.31,4.33,pct_family_households,0.9700000000000002,-1.23,1.1800000000000002,1.02
17019000302,Champaign — Student-dense area,Champaign,61820.0,Higher student concentration; renter-heavy housing profile; higher poverty rate; more very-low-income households.,3.02,5.95,4.46,1.65,1.09,pct_family_households,-4.86,-1.4900000000000002,-2.81,-0.5599999999999998
17019000401,Champaign — Student-dense area,Champaign,61820.0,Higher student concentration; renter-heavy housing profile; higher poverty rate; more very-low-income households.,4.01,1.46,1.47,2.0,0.0,pct_family_households,-1.46,0.010000000000000009,0.53,-2.0
17019000402,Champaign — Student-dense area,Champaign,61820.0,Higher student concentration; renter-heavy housing profile; higher poverty rate; more very-low-income households.,4.02,2.71,2.72,3.85,3.16,pct_family_households,0.4500000000000002,0.010000000000000231,1.13,-0.69
17019000500,Champaign — Mixed residential area,Champaign,61820.0,More households with children.,5,29.64,39.31,42.98,42.61,pct_family_households,12.969999999999999,9.670000000000002,3.6699999999999946,-0.36999999999999744
17019000700,Champaign — Mixed residential area,Champaign,61820.0,General tract context note not flagged by the current rule set.,7,48.94,55.89,52.65,53.46,pct_family_households,4.520000000000003,6.950000000000003,-3.240000000000002,0.8100000000000023
17019000800,Champaign — Mixed residential area,Champaign,61822.0,Renter-heavy housing profile.,8,40.9,43.89,45.42,42.88,pct_family_households,1.980000000000004,2.990000000000002,1.5300000000000011,-2.539999999999999
17019000901,Champaign — Family-oriented residential area,Champaign,61821.0,More very-low-income households; more households with children.,9.01,57.71,54.1,57.15,59.01,pct_family_households,1.2999999999999972,-3.6099999999999994,3.049999999999997,1.8599999999999994
17019000902,Champaign — Family-oriented residential area,Champaign,61822.0,More households with children.,9.02,55.8,55.27,57.72,57.54,pct_family_households,1.740000000000002,-0.529999999999994,2.4499999999999957,-0.17999999999999972
17019001000,Champaign — Mixed residential area,Champaign,61821.0,General tract context note not flagged by the current rule set.,10,50.88,47.56,48.21,46.04,pct_family_households,-4.840000000000003,-3.3200000000000003,0.6499999999999986,-2.1700000000000017
17019001100,Champaign — Senior-heavy residential area,Champaign,61821.0,Older age profile.,11,51.97,62.97,65.01,58.27,pct_family_households,6.300000000000004,11.0,2.0400000000000063,-6.740000000000002
17019001201,Champaign — Mixed residential area,Champaign,61821.0,General tract context note not flagged by the current rule set.,12.01,55.77,59.87,63.45,62.41,pct_family_households,6.6399999999999935,4.099999999999994,3.5800000000000054,-1.0400000000000063
17019001203,Champaign — Senior-heavy residential area,Champaign,61821.0,Older age profile.,12.03,65.57,61.62,63.1,64.31,pct_family_households,-1.259999999999991,-3.9499999999999957,1.480000000000004,1.2100000000000009
17019001204,Champaign — Family-oriented residential area,Champaign,61822.0,More households with children; older age profile.,12.04,86.15,76.87,73.21,71.06,pct_family_households,-15.090000000000003,-9.280000000000001,-3.660000000000011,-2.1499999999999915
17019001205,Champaign — Family-oriented residential area,Champaign,61822.0,More households with children.,12.05,66.51,65.77,66.61,69.34,pct_family_households,2.8299999999999983,-0.7400000000000091,0.8400000000000034,2.730000000000004
17019001206,Champaign — Senior-heavy residential area,Champaign,61822.0,Older age profile.,12.06,72.62,66.52,64.32,65.32,pct_family_households,-7.300000000000011,-6.1000000000000085,-2.200000000000003,1.0
17019001301,Champaign — Senior-heavy residential area,Champaign,61821.0,Older age profile.,13.01,57.75,60.01,62.13,61.24,pct_family_households,3.490000000000002,2.259999999999998,2.1200000000000045,-0.8900000000000006
17019001302,Savoy — Senior-heavy residential area,Savoy,61822.0,Older age profile.,13.02,53.44,49.36,46.41,47.16,pct_family_households,-6.280000000000001,-4.079999999999998,-2.950000000000003,0.75
17019001400,Champaign — Family-oriented residential area,Champaign,61874.0,Higher student concentration; more households with children.,14,51.01,61.64,61.96,65.41,pct_family_households,14.399999999999999,10.630000000000003,0.3200000000000003,3.4499999999999957
17019005300,Urbana — Student-dense area,Urbana,61801.0,Higher student concentration; renter-heavy housing profile; higher poverty rate; more very-low-income households.,53,24.33,20.81,23.36,18.8,pct_family_households,-5.529999999999998,-3.5199999999999996,2.5500000000000007,-4.559999999999999
17019005401,Urbana — Mixed residential area,Urbana,61802.0,Renter-heavy housing profile; more very-low-income households.,54.01,36.15,43.35,32.31,31.69,pct_family_households,-4.459999999999997,7.200000000000003,-11.04,-0.620000000000001
17019005402,Urbana — Senior-heavy residential area,Urbana,61802.0,Older age profile.,54.02,52.26,56.03,49.62,48.71,pct_family_households,-3.549999999999997,3.770000000000003,-6.410000000000004,-0.9099999999999966
17019005500,Urbana — Senior-heavy residential area,Urbana,61802.0,Older age profile.,55,52.01,47.49,49.16,53.84,pct_family_households,1.8300000000000054,-4.519999999999996,1.6699999999999946,4.680000000000007
17019005701,Urbana — Senior-heavy residential area,Urbana,61801.0,Older age profile.,57.01,52.27,56.55,52.68,54.68,pct_family_households,2.4099999999999966,4.279999999999994,-3.8699999999999974,2.0
17019005702,Urbana — Senior-heavy residential area,Urbana,61802.0,Older age profile.,57.02,44.5,69.35,66.24,63.11,pct_family_households,18.61,24.849999999999994,-3.1099999999999994,-3.1299999999999955
17019005800,Urbana — Higher economic stress area,Urbana,61801.0,Higher poverty rate; more very-low-income households.,58,42.22,38.97,37.34,40.89,pct_family_households,-1.3299999999999983,-3.25,-1.6299999999999955,3.549999999999997
